# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-10-17
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malta,134,GDP Deflator,22024,"Value US$, 2015 prices",6179,29.9576685555,29.6250675804,31.2705825253,29.7251629327,31.3965524383,35.8343530384,40.9157682631,47.7227261884,45.9457706369,44.5932266232,42.3694169968,39.6722285469,39.2336702232,48.4848065365,56.8337793479,60.4513517922,58.6243803879,66.3139857015,67.3800075393,70.719930887,60.6819159339,63.5696323135,71.2660534376,70.5603401702,66.5260526496,66.9043054218,65.6523881733,60.7124800521,61.7190218726,65.8030765405,77.05387423,86.1176300994,87.5051680743,90.6748726878,101.4404545695,111.3639799044,107.7468235489,105.9761526912,112.4852888313,106.1978411812,112.2388492789,114.7822776513,100,101.7290658495,106.112422243,112.8511092419,109.433839319,113.5441631985,119.9001812122,112.2298102662,120.7210494003
Marshall Islands,127,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.4222656206,22.0797415666,24.2035077001,26.2292327685,28.5076427101,29.6597523178,33.4015857803,37.6330541597,41.0616235161,44.0913901694,45.6389976748,47.5138346284,49.2654790948,50.4743060725,51.9179686689,54.0584398451,56.6300841604,59.4558142164,62.4546101916,64.3377226024,66.2888475266,68.0291216159,69.9388647404,71.8946358296,71.6679787897,73.5820692637,75.4256267269,74.5818354809,74.3398600298,77.3262559255,78.0738488985,79.6397980553,81.0377301358,83.857596426,85.1547182955,89.8051274151,89.3861067594,90.2458430024,96.8755001571,102.8857423972,102.3307399905,103.3250861658,100,107.5149059525,110.177360838,109.03806306,104.099047501,110.4524679359,117.2859639007,124.5146620933,127.47906284930001
Mauritania,136,GDP Deflator,22024,"Value US$, 2015 prices",6179,35.2061415774,41.1440511584,48.5720496484,51.0240404044,52.4593597216,55.7918485845,63.1868913209,77.3883969349,80.3592924346,80.0997977624,79.4419423014,70.6135167856,64.0487486889,71.1351325072,78.7873617509,81.8735880531,80.5622593231,85.1783558397,88.791329677,88.0408671667,69.2114400269,69.9718668524,75.5198261006,69.1020996755,69.98528063,59.3747057393,55.9627986802,52.1913136028,51.6227706064,51.8231841421,55.940582956,63.468279827800004,70.4415150462,79.448403657,89.865983343,108.0103206238,97.7111674046,113.6812098072,131.1464121055,124.8591372428,128.7004590948,112.4531652681,100,102.4681238155,102.4704149354,107.4884799546,110.1755092202,115.8988429956,134.5426502259,138.2343854691,
Mauritius,137,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.6295561988,34.8079815338,34.5517558082,35.1407625551,38.5842160308,45.8113936812,52.7878554921,54.8477261136,52.2857248714,46.785408854799996,47.1196666451,42.921331883,41.5324973195,51.4481175666,58.442855211,61.8611639794,60.4997023823,68.2088967864,70.1682330217,76.9561217662,74.1116366653,77.6325169797,84.2801336861,87.6890720638,78.4798030024,73.6737626418,73.891343301,73.3141882091,70.1835964994,72.4178450185,82.2059983233,89.1198503533,86.3635189284,85.4384074579,93.7023668827,108.9878832196,96.3939337076,101.2017305132,111.9604349108,109.5898146106,110.2154563704,112.9008760604,100,100.9854077346,105.7981159276,109.3232813903,104.0930468948,96.2582162548,93.7092184123,96.8981652114,104.2175306807
Mexico,138,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.6655138582,25.3616388169,29.3615052258,28.4462398412,25.3488529407,29.345448592,35.2230891383,45.0440194882,53.1357369644,37.1908805477,33.3032323039,37.9185568291,38.7634205766,28.2579413829,30.0620301708,36.3612808096,42.4865221377,47.6420918751,54.7150333273,61.0533218552,71.903179387,71.9241658414,52.4911197027,56.1778937009,63.4757083979,63.6625204519,70.1563730694,78.5227562488,84.6187286711,86.3751641888,80.6124166578,83.3183976218,91.3632533719,96.9309407417,102.5981514397,107.0975184614,92.8307125697,103.6183903435,111.367661453,109.8299362862,115.1774744146,115.5021420704,100,90.0739736852,94.658556752,97.9403897226,102.0098412187,95.8677383415,106.2144357681,113.8717249403,138.2910407616
Micronesia (Federated States of),145,GDP Deflator,22024,"Value US$, 2015 prices",6179,25.9955441867,29.8383820714,29.8317622436,30.1731613136,29.7682715463,31.9622413402,35.1569728635,40.3445221079,43.8071314497,47.094113705,48.5424600862,50.8800105219,52.5510928346,53.5750174644,54.8246155842,57.2291856719,59.7218623551,62.7335713598,65.9800920814,68.1750860645,69.7497937367,71.236019574,70.9434047207,72.200437114,72.6678162395,74.9211809562,74.2146348669,74.9928680639,75.8911439955,75.913175639,75.6083852076,76.4097906718,78.0044622562,79.1128516115,81.6030635687,85.6873259598,90.2815148727,93.5343765267,95.0268390642,101.7950963946,102.4434926576,105.5412810154,100,104.0478036497,111.8213243339,122.3172388093,123.9252144396,124.9275468594,127.7856621434,135.9228391096,142.4803078021
Mongolia,141,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.7931818971,19.3943359986,21.1907581025,22.3569674038,23.7460877657,25.4163473939,27.5250291673,30.0113862182,32.8511070505,34.8807363192,36.2469405343,37.5546233657,38.7422677359,39.5224988431,40.4998151537,41.9284143223,43.5721541508,45.203203556,46.7318681154,47.7968454817,48.9297930359,49.9746514363,51.0225702681,47.6252193937,40.978807814,36.5748445697,33.0548086109,34.1523371975,36.9981146033,38.9076811893,41.5350368458,46.8832384372,55.3740694441,69.01180478,77.6489318305,94.675446814,78.1677890728,99.4090026074,122.7176169628,129.0200915939,118.2785415475,106.5359057189,100,94.8133432678,92.1581172098,98.1783260548,100.2242087562,98.4066656595,111.1743868642,118.7267376214,
Montenegro,273,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4445710236,103.1118807591,118.7754471375,115.3548834459,111.7410677176,118.6955179878,109.9011917797,115.9162467061,117.0285771974,100,104.8247864547,111.1493437196,119.9426753593,115.9976483759,118.1441730613,128.1198567821,127.9908105987,144.2073457439
Morocco,143,GDP Deflator,22024,"Value US$, 2015 prices",6179,41.3589039459,48.1786960912,52.4332732647,50.4838998802,54.8772907194,64.2915917804,73.7459101691,83.6936129425,69.8801102946,64.3513631728,58.4899907214,51.2752520027,48.6797465764,59.2912425157,67.1024178271,71.6621208114,72.3587391387,78.7293290789,79.3507097937,84.5092799833,80.4255818091,82.5305780308,96.006828059,95.0308245421,88.6421880916,88.2443408572,87.1486657832,79.9272230474,75.7259019028,78.5274029471,91.0488284791,99.3016432278,100.7912211439,103.1442604938,115.0885573016,127.1636139561,117.192163085,113.1073596031,115.7408435516,109.6752052705,113.6362026617,112.5824498331,100,97.4343464413,97.5887235203,101.7775437323,99.2127195723,99.7966797207,107.8121759563,95.986446363,100.6865287763
Mozambique,144,GDP Deflator,22024,"Value US$, 2015 prices",6179,255.9143288728,251.8568426098,255.4413587796,220.244176895,223.3317038852,230.8908801463,235.5089892617,222.424381013,211.6090505382,230.9728205476,247.2761609637,272.1728635222,395.7009155091,472.5138792912,159.9943700379,130.3940274489,132.309058832,143.8043045097,126.9254917831,99.7044524153,92.5844336923,89.2436492129,90.4472074801,107.5542242764,116.3226519579,120.0441992984,121.5551630474,113.8259680234,96.0926481441,92.2828658468,95.222604555,106.0976298601,111.5073084915,108.7892646687,114.8909413646,128.4656854347,115.1136518755,100.4093761874,120.0645887247,126.9096236325,122.7231128259,119.1153828332,100,71.1185832369,76.154644445,83.3138727633,84.1127026163,78.1396965822,86.6872052163,94.5677302963,101.8456484412
Myanmar,28,GDP Deflator,22024,"Value US$, 2015 prices",6179,75.1864415639,87.4453935513,77.7011647514,81.8323459152,79.6785821203,83.7300293648,91.7105283145,93.548395714,88.5022422595,85.838249072,84.7862068063,83.3317638932,82.9241938575,68.5793630604,69.3719303087,62.0892949109,76.3000457166,77.4311063728,80.3815234791,77.1678476132,84.1137678543,86.9306469518,87.3662050826,85.2532787374,84.6711442036,52.8656512263,52.8751004976,51.4317007936,48.4684046699,58.7674391418,49.4095226395,44.9498117099,46.0523574425,47.2836550506,55.5742569781,71.5040269886,82.361409846,94.0860902828,124.4564262367,122.2140027852,114.796265759,113.4186771612,100,97.5529592509,94.0659720655,96.9061212203,95.7742588861,108.2133502169,94.831567362,83.3447548485,
Namibia,147,GDP Deflator,22024,"Value US$, 2015 prices",6179,31.4099965648,35.8171761458,37.3599354874,35.3465007346,39.2823828586,44.0028807074,52.3772549468,69.6426905816,64.0721500202,60.5770846219,66.9061001258,56.9605271339,46.7302317527,50.1732744079,61.6022960326,66.2866712948,66.1214237014,71.3067952955,70.8137250338,75.601699556,72.820706313,80.726509261,84.3089328389,81.9202523505,81.8706080008,73.8844195566,71.3920700258,69.940269933,62.6951131732,56.3288714479,79.4865145946,94.9833903808,101.8836025714,104.6817491672,109.9567172125,104.0525855227,108.4894746145,130.2455810327,136.3332609274,134.1544010328,118.6837042755,114.2818231989,100,94.5588380324,114.836152999,120.6371490816,111.5183224581,102.4050273599,116.3262891005,112.6932670871,105.479874694
Nauru,148,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.3678224986,16.9002294771,16.5069152159,17.2540380276,17.7726697227,19.8193894797,21.0418943124,23.7602082439,26.0712755958,25.4898733179,25.15877755,25.4814332778,21.6117207656,22.4370336694,25.6782153633,30.6995594427,33.4235559426,37.1513618283,42.417905188,47.4393918019,48.8066293933,50.6029478998,52.2122458156,57.3547482353,57.7259328776,50.7832688717,55.6645821961,52.8053581774,49.6463147436,55.2208271313,69.6166390715,83.3868270143,90.2721789282,108.6569295515,98.5401975115,90.5691318352,144.4881792361,145.3160846812,189.7897526664,233.0017756853,207.5120078524,173.7755451858,100,110.1454353269,116.5074170331,132.3476575877,120.6484713941,121.681095492,138.0852560799,129.8453642452,131.9889190898
Nepal,149,GDP Deflator,22024,"Value US$, 2015 prices",6179,31.5916712904,37.8504159698,41.3798147608,36.6215250772,35.3159068331,39.8681195407,44.249540556,47.6172486252,49.9591833882,50.9226782446,52.0676767865,48.9453529897,49.1944955611,48.3742156606,53.0342038984,55.5568332638,52.9471334785,54.2683322151,46.8144010577,48.7033592389,47.2787946463,49.958004165,50.554585504,49.8882594948,52.1988189123,47.8156971517,50.3037631357,50.4837459644,49.1325300677,49.1463806041,51.8095808509,55.7759663973,61.1016922979,64.3472398557,75.8499979429,76.2694247889,79.500369228,96.9286495825,106.3084671342,99.512111284,97.6260780816,98.5430423211,100,102.1824788939,113.6640879199,113.8241374413,115.2499690322,113.1926188473,121.0634641722,122.6016539457,125.2124763965
Netherlands (Kingdom of the),150,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.2882674954,26.417341503,31.0700776237,32.3504740451,37.0782480248,44.3178041484,49.7466183944,52.3327915185,44.3620483892,43.3712256321,41.140067742,37.4383710078,36.4810153897,49.5605381578,59.3140504792,61.2862029508,57.8903055537,68.4729048582,68.7672230976,74.9406416009,72.0860089594,75.0812101359,86.8598840922,83.5873063971,74.128021905,74.4321090328,72.2992968087,64.6611135424,65.4314437608,71.4104790883,87.4955801347,97.4185552498,99.5097874626,102.9518851759,114.6502222498,125.5352034671,119.3160265318,114.8231040346,120.7532217331,113.2229038615,118.4988504261,118.7088985411,100,100.1906321992,103.6118126015,110.9542095722,108.3677477564,112.699620708,120.1129963879,112.7083511944,122.554178696
New Caledonia,153,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.0438636182,24.1743693076,28.796974691,27.5174146099,28.3339924315,26.063401737,37.340909766,42.3324244807,37.5181564772,34.0062620712,31.6030199645,29.9969900439,30.8238810087,43.7558684986,51.2781270919,53.0651291331,50.3966802464,56.3117069627,56.3201304088,61.731414611700004,59.2733347083,62.2067400217,70.1141198242,69.38704458,66.8174096842,69.283569446,68.0460203877,62.1094147752,58.8088605949,64.8209407043,81.4895214155,94.1047614758,96.2637231839,101.8329844299,123.4031069253,125.7797589839,117.991771301,119.0628604757,125.9839463322,115.6375430667,119.2236989688,122.5671142548,100,100.0622979868,103.5743261718,111.2940388965,108.0754127557,110.4872952092,120.2189177118,110.9383023621,115.836345693
New Zealand,156,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1826618934,19.2570773188,18.9950386139,18.928878588,21.5497583903,26.0880410502,29.026540861,31.8894347033,32.8393332169,32.4108484595,31.0746467612,28.5323125873,28.2663250315,36.7531282684,45.8974402164,54.1379395964,51.9529180239,52.5519211465,51.5255846721,48.8254627015,49.7332359298,55.4589239814,62.5286554478,66.5769362884,64.4638107103,52.624896469,52.4225386876,46.5723472196,44.5784486212,49.0279767343,62.9350183356,74.4088043318,80.6289472501,76.477511305,90.6010875677,89.4189997622,79.8780972731,95.5607907281,106.9234191632,109.1121962221,115.8046317774,117.7919978473,100,102.1057736551,107.0117461767,105.6447147906,103.5679103751,103.283240764,117.8639536557,111.2558942536,114.1845165815
Nicaragua,157,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.5066181078,30.2398421202,30.9427112559,34.2250132678,39.0322377418,40.1873001894,39.119074653,47.2813631938,47.3567672364,53.3727131739,55.2032127556,57.6465778932,57.9157694145,59.222255815,60.6867096894,62.8273857066,65.2904379802,67.7344743632,69.7510126759,73.6790592747,78.9137027099,71.1005566369,71.8321695517,70.4270978845,69.027507847,70.2772788399,68.7834430675,69.5234532801,70.7244247148,68.5159818432,68.0915449863,70.3751955536,73.6407497025,75.9058006047,79.2845970225,87.7366100847,88.6069281343,89.5673622242,94.015750445,95.1242537076,94.5393394187,97.5940854609,100,99.6048375295,98.7772197163,96.5751055606,96.9654819783,98.5468472559,99.6445599334,106.4010174746,113.6758080905
Niger,158,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.7837278521,29.3341868141,38.4336984385,45.1768365869,49.5022353168,59.0610464881,72.1619890049,89.9007405473,77.9322303324,69.9053888485,65.5909782564,63.8947964741,58.475114684,77.042990159,90.3738385605,88.5425064654,83.2377592088,99.5783323272,94.169800105,97.6324557439,88.8058766679,53.491632146,62.6462529276,63.8221791186,58.4795807172,59.2815753548,57.7460079379,51.7163096501,52.3791146959,56.7361901222,67.5605019403,74.7343580395,80.9066046986,83.4339248402,98.6186724947,112.6880474328,111.3157023399,108.4370906055,118.1654177935,112.0427007867,118.0099975794,117.8520357698,100,101.6301890038,104.1075022186,111.200618008,105.8476538268,108.7690478018,116.4198858484,107.5088920374,112.7614505087
Nigeria,159,GDP Deflator,22024,"Value US$, 2015 prices",6179,42.1151654577,61.5431580507,77.71854901,88.5140303786,95.128490782,109.3192804406,136.0375567737,172.6453832678,161.1246841109,169.6619094357,188.5953746841,188.309502802,172.6882136221,92.7332894081,48.4819832647,51.574419163,40.9760800503,40.0462745938,38.6121642393,32.4604128404,36.0439044044,31.895418924,32.5642341969,33.1604748616,33.7322948113,34.1119682026,34.592680652,38.530725213,38.7779148888,43.3230697632,44.388418844,52.8190440709,64.0863270591,80.9983596057,88.7097566902,101.6016062363,81.4436588456,93.8735335877,100.6661127074,108.1235982751,113.6274367985,117.9943072801,100,83.1608901574,76.6032840807,84.3578448522,92.864078836,85.6693388691,82.8520152584,88.4610939158,
North Macedonia,154,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,45.6902376596,50.0433912551,61.2387668614,81.891611359,79.8145162625,66.3248330926,61.7423132709,60.7128187367,56.7068373777,57.520984987,61.3906939044,73.9243505813,81.1390278648,85.3296985807,88.975040113,101.533265256,114.4306445725,108.9574241392,105.4775794712,114.9803668681,107.2593657235,115.6795777933,117.2471092857,100,103.1037782249,108.065633728,117.8226419334,112.7029059823,115.9457868663,125.666703032,120.424966716,135.3658063703
Norway,162,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.6902672671,21.6654084086,25.0020026982,25.827903659,28.6360523897,30.9005559652,33.8118161343,39.2169173943,38.0952906468,37.4383111447,35.4218272144,33.6337665076,33.5885860885,38.8355510909,45.7022673406,49.5485443398,49.392275288,56.5562568344,55.8170034432,57.8555557179,51.8438562754,52.0311346411,59.7389573368,61.1775596653,57.3381443468,53.381244203,55.0625170141,56.2711439014,56.0266465387,62.1402296932,72.0750246934,80.1326126355,91.1905472979,99.6043739596,112.3326021262,129.0835604625,109.8519387716,121.0959968047,139.3075592919,138.7097351726,140.8590790916,131.661187353,100,94.4659315937,99.8484233761,108.4049871462,99.6327861037,90.7724190827,116.5161393587,133.3276798527,120.2346784833
Oman,221,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.9872506643,34.5057037736,34.1831698174,35.9909198584,32.7554216045,27.8428002645,36.3690410938,54.8640358871,56.4069766533,53.1634083012,49.7785172389,48.1626977995,46.7215931496,36.209449528,39.54328616,36.5181818539,39.6292709732,45.5893834695,41.7285033851,42.2238721928,39.9165749281,39.7454875328,40.5093511456,43.5766192886,42.5454568025,37.6623015804,41.736274555,49.0590633207,46.7824754209,48.978169725,53.6989470161,60.4092034288,73.5381592186,84.2481654292,91.0374921481,120.761003192,90.5200075206,103.5321389203,119.977643289,124.3043383747,121.5447878246,123.6806554997,100,90.8639522904,97.4948044768,108.9332736769,106.0289281517,94.5951171452,106.6046440969,132.8785328371,119.5794445109
Pakistan,165,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.7097186194,29.6663774325,36.2669541026,40.6510318998,44.9861934452,49.0479011603,51.7303683562,57.1765773211,63.5240149174,58.0567114979,55.2033779491,56.5274114647,52.1088681196,51.4992632515,51.5018609236,54.5595062186,51.9230723692,52.3044791801,53.9348645524,56.3255058202,54.6275231949,56.7152551062,62.3879378901,59.2989217479,59.0043192999,57.9027272293,55.7816274174,52.8739258328,49.4198712538,52.5052626804,56.7078693773,60.5720841206,63.4589906467,69.2167329192,73.6806586565,71.9543860366,74.8127602751,79.5416885987,93.900330158,91.9917180265,90.4277198502,97.637861599,100,98.4837839403,101.7859196798,91.4944181452,81.0033039073,82.5639852324,90.4011836303,81.2295565464,75.4087148412
Palestine,299,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.2794375615,36.2942888614,36.0300398898,36.7256713164,38.2041286529,35.2016409939,41.5508550393,46.0226790109,45.3281209573,44.3675295107,47.862932673,44.8355778654,42.1312851759,56.6818450086,64.1965855609,68.6995447888,63.8505765811,58.264347913,65.5684716328,65.2682952703,63.5765872445,56.2175301044,60.5939088796,62.1788159313,59.7949427242,56.5826301975,54.8685493563,60.5981126038,62.018950662500004,62.9417069544,61.6038082462,58.6128301118,58.6457820849,61.8086212874,64.757037235,75.7711442786,77.1749816266,87.3592362665,92.0939537641,94.7349634125,100.1712074946,103.8497227398,100,101.2780224837,104.5446590047,104.22894174,108.2412028555,110.6451337142,120.5522677194,122.414091273,126.57615849
Panama,166,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.0581063303,25.728154853,28.3631402924,29.638907556,31.0785554221,33.5569541461,36.7597245272,40.6595834293,42.036944091,42.8572747533,45.7238994383,47.319600209,48.0210213711,48.5690068009,48.6170956152,48.350449131,47.7336789804,48.0034724628,48.2400308252,50.6814879044,52.4830656414,54.4143084154,54.6682638829,54.8215579938,55.7013735803,56.2559876393,56.7333041058,56.0221344494,56.6001116301,57.545520678,58.196420896,59.3399827082,60.3774367154,61.6491544775,67.2492627238,72.311447888,76.9906923547,78.9848701013,83.6008238955,88.7637883932,93.6500599218,97.5811332414,100,102.0020460171,103.765737168,104.4644268122,104.793751862,104.216371032,106.2332837899,108.8353657307,111.2733638803
Papua New Guinea,168,GDP Deflator,22024,"Value US$, 2015 prices",6179,35.5007017302,39.3479631544,36.5115829866,40.4777986031,46.7149361995,52.2833909042,59.0833472159,67.1183509505,66.0512911878,62.1073648692,59.8368528779,59.81988464,54.605323339,56.9974322153,65.8460940335,74.4013348727,73.2187012801,68.5539004046,73.6153735424,73.2491030584,70.4342829205,71.098527275,66.8924373105,66.7810506917,68.151660143,49.7639556847,44.5831603427,46.5738940665,40.8486982563,39.7839487045,46.4653553966,51.9319317506,58.2181837541,64.6492349953,68.5044609631,84.0107800911,78.314789716,87.2162269247,108.8651081664,123.1649568124,118.4390793575,113.8757703283,100,90.5870572417,95.8559251051,102.3508051298,100.1249723426,99.6310714356,109.9510516339,126.5562373466,
Paraguay,169,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.6550748075,24.2647049247,25.6554627038,26.8886177133,29.8480196051,32.7978948964,39.3124033877,45.9240592322,53.4145962309,56.1032304227,64.2005545362,51.0874488545,41.9374483671,49.8817905835,40.0929786604,50.1758254172,34.288966701,40.1323479288,46.4873289256,47.1074828672,48.2408813613,53.4597843337,58.9173971964,63.676054055,62.6678076675,55.5849835163,52.04672447,52.3216046006,46.5760270977,39.733430691,39.6711523288,46.4907605269,49.4901500939,57.5544223589,70.7414421936,91.5705428477,83.4012049062,91.5221899168,108.6708155996,107.8754646098,115.2703204143,114.8033804847,100,95.5842268948,98.5445375923,98.4925144982,93.2353369622,87.826157864,95.2027234902,99.348998923,99.1820358004
Peru,170,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.3242311076,18.8106285383,22.0110798574,20.6927866499,18.5790255632,16.3902653973,20.1087654807,25.2528614191,29.2228042145,29.7932827978,25.8067959696,26.1116983059,22.0883673854,30.0150960634,44.8073737865,43.2174885068,55.4139032907,48.8635040497,56.3976624569,59.2290717927,54.3312348953,62.3692163181,69.3872376255,69.9047321367,69.0610513435,66.1680642358,58.983754480100004,59.19647392,59.1805191878,59.0821746564,60.8055014019,65.8597113089,70.5940353009,76.5051377251,81.2693524537,87.8874673027,87.1068269773,98.1561828978,107.479680868,113.5771537977,112.0459008976,109.2271157379,100,97.2589090327,104.3166939326,105.8446772807,106.1894130133,105.3753864228,102.9249852017,108.7089566376,
Philippines,171,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.6087606244,24.6141417448,25.237106374,26.645526232,29.0209150209,31.8958619591,36.6028157865,41.0678036976,43.6436720675,43.8606479886,38.5089880867,39.1990718875,41.1800259421,38.6747054651,41.2063303681,44.0981366799,46.6900476265,47.1559210924,48.5590034665,56.4235568077,56.6939300867,64.0571917456,70.8369077544,74.8238818918,70.7273753296,56.2754860707,62.6021353755,58.5939235366,53.6330626193,55.2405185506,54.2697790875,55.5833383855,59.8887860168,67.576416129,77.5186425329,86.5050247832,82.6175081554,91.1413108063,98.6414331048,103.1919215129,104.77937744,103.2380462282,100,97.0373284552,93.5540468783,92.8926816331,95.1035239069,100.9038827398,103.9812306221,99.1646400745,102.1394493525
Poland,173,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.486486278,28.793709711199998,28.9386979139,29.8935000791,30.9606279,33.2665957127,35.8600144904,29.3848668037,30.9329469575,39.459774787,43.2392275964,40.9857262097,36.7915342674,36.7471140894,31.1683187675,32.2323001739,38.4446550128,33.8591767398,47.2198434695,50.8053217746,49.9274436211,54.6232445155,65.503772844,69.4937337584,64.9432857828,68.0326786032,63.2743459441,61.2936539029,67.0992129279,68.5729633428,72.4982595453,80.8755164668,93.7677859693,99.4560516987,115.6450955837,138.037465561,110.6215978067,116.2574340165,122.002364704,113.4683845242,117.1689754504,117.941045586,100,95.6884912125,101.5859177442,107.6075465432,104.2965783586,107.051316173,113.7868529149,109.1758977262,129.431683795
Portugal,174,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.7324164214,20.3368740809,23.5038841479,23.1012481383,23.060585663,24.5794262649,26.3650511251,31.1511239537,29.8003132869,27.8531525553,24.8984011777,23.4910088072,24.5681212749,33.7089876275,39.405484027200004,42.8706015166,43.3145865863,54.1317324337,58.7966662201,70.1300675963,63.2198513256,65.6991853886,74.6465157378,74.8762852224,68.4372548969,69.1644439045,68.4282739663,61.1989918565,61.6493762483,67.5546387094,83.7894493545,94.3942142658,97.6913020359,101.6848724504,114.2312011259,124.3812472491,119.2542501893,114.4246448225,119.7832302212,110.2825463395,116.5255260208,117.2575756776,100,101.4493104284,105.1737354062,111.9406427144,107.9694567655,112.3679224219,118.5680807197,110.6927496788,118.5240638407
Puerto Rico,177,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.0990654057,19.8538155647,21.7290807574,22.5812035677,23.4225110876,24.7521817854,26.6409873289,29.7109552221,32.4908263105,35.204526282,36.1158348435,37.325970002,38.7252087552,38.7626175472,40.1591312939,41.3322680891,42.530972426700004,44.3704099303,45.7594752631,46.9377848366,47.8231322238,49.3434234233,50.712004971,52.694273425,53.3954388229,56.790503708,57.6303843848,59.5300797802,62.8058470784,64.4074585493,67.256220858,69.0976598113,73.6512801024,77.6968446061,80.635575783,85.9269165281,90.2082729069,92.4581561708,94.6492539176,95.7653845627,96.8973459605,98.0606517561,100,102.2208666602,104.3595073838,106.4939094793,109.0638799842,111.6876553723,114.6980740257,118.3398950936,122.3004173666
Qatar,179,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.254162363,14.8921802766,17.949774359,21.5093257848,25.3984278141,26.1379161624,35.5870329854,50.0256081723,54.8582651359,51.6992819069,44.8673255548,45.4186055375,41.5595532657,32.3994963024,34.9062771383,36.5413054328,36.9629931734,40.549420238,38.5630087228,38.4759470562,36.4960694238,37.0809918582,39.9611475474,42.6215846499,40.8830602162,33.3678640381,38.6665053648,51.2929037905,48.7529278553,50.2197318604,58.8457301284,66.5589604625,86.8884112543,94.1526860037,104.4809041309,128.407277124,97.3095941157,106.6521184612,126.5326722263,134.5421426187,135.5747381994,133.5645023055,100,91.0233009367,98.1118038887,110.2917991449,105.3772911924,89.4648773117,109.5640764421,138.048594422,131.25075518
Republic of Korea,117,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.9861133268,20.5596443555,21.2503786056,25.7633069103,29.487108715,35.9258337225,42.5845865855,42.295632756,43.9818978748,43.6165466376,43.0866910741,43.3043047851,41.7153958627,43.2194664074,48.55095363,58.4867863131,67.57848457,70.5789516018,74.3427401953,75.2705315707,77.7842652485,84.0494992646,93.7058868073,93.5340192256,82.2630791574,58.3391710314,67.9273422023,72.1320332787,65.3883171432,69.5206045623,75.508583669,81.0180049522,91.5499266461,97.9780808988,103.1056402761,89.3969331938,79.9376737287,90.712436118,95.8351911569,95.4689398348,99.2264314066,104.1098415174,100,99.413088998,104.320554635,107.6691117072,100.8164664338,101.1118880433,107.203969494,96.1715374557,97.6534120434
Republic of Moldova,146,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,44.3546962126,45.4060531397,46.3756647628,47.3481164168,48.2150452146,54.0192157925,50.9047482676,36.3409846622,39.1333820023,42.3785099197,44.1200891095,49.3074114914,60.2410588639,64.4583942434,70.1598375316,87.9604118094,112.2149030923,107.2333521764,106.981363259,121.9622539327,126.9839277505,126.9830740422,119.7316493095,100,97.8490088487,111.9482981899,127.1828480735,128.0486539895,137.1871685508,143.0194484441,161.156045302,185.888204203
