HHID,NWEIGHT,QMAIL,REGIONC,DIVISION,GSTATE,CDD65,HDD65,TYPEHUQ,STORIES,ZSTORIES,URBRUR,ZURBRUR,SHARELQT,LIVEATSP,DIRACC,KOWNRENT,KOWNCOND,ZKOWNCON,HUPROJ,ZHUPROJ,RENTHELP,ZRENTHEL,YEARMADE,ZYEARMAD,OCCUPY,OCCUPYY,OCCUPYM,BEDROOMS,ZBEDROOM,NCOMBATH,ZNCOMBAT,NHAFBATH,ZNHAFBAT,OTHROOMS,ZOTHROOM,WALLTYPE,ZWALLTYP,UGASHERE,ZUGASHER,HEATED,UNHEATED,HOMEAREA
3698, 26433,9,3,5,0,1641, 3658,5,9,0,1,0,0,9,9,2,1,0,0,1,0,1, 6,0,0,9,99,2,0,2,0,0,0,3,0, 2,0,1,0, 1299,    0, 1299
3699, 12178,9,2,3,0, 840, 5899,2,2,0,1,0,0,9,9,3,0,0,0,0,0,0, 1,0,0,9,99,4,0,2,0,0,0,4,0, 2,0,1,0, 2700,    0, 2700
3700, 10635,9,3,5,0,1860, 4353,5,9,0,3,0,0,9,9,2,0,0,0,0,0,0, 9,0,1,1,11,2,0,2,0,0,0,3,0, 3,0,0,0,  968,    0,  968
3701, 17106,9,3,7,3,2645, 2659,2,1,0,3,0,1,8,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,3,0, 1,0,1,0, 1452,  301, 1753
3702, 24189,9,1,2,1,1235, 4851,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,1,0,  748,    0,  748
3703, 13292,9,4,8,0, 432, 6178,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,1,0,5,0, 1,0,1,0, 2072,  336, 2408
3704, 21160,9,2,3,0, 718, 6768,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 4,0,1,2, 5,1,0,1,0,0,0,2,0, 1,0,1,0,  750,    0,  750
3705,  9552,9,3,7,3,2419, 1908,4,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 3,0,1,1,12,3,0,1,0,0,0,2,0, 3,0,1,0,  836,    0,  836
3706, 21095,9,4,9,2, 266, 1368,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,0,0,7,0, 4,0,1,0, 3145,  857, 4002
3707, 12605,9,2,3,0, 724, 6713,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,3,0,1,0,0,0,3,0, 2,0,1,0,  995,    0,  995
3708, 14067,9,1,1,0, 923, 5478,3,3,0,1,0,1,0,9,2,0,0,0,0,0,0, 1,0,1,1, 8,3,0,2,0,1,0,4,0, 2,0,1,0, 2622,  696, 3318
3709, 14566,9,3,6,0,1470, 4167,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,5,0,3,0,1,0,4,0, 1,0,1,0, 4961,  351, 5312
3710, 11970,9,1,2,1, 309, 8664,1,9,0,4,0,1,0,9,2,0,0,0,1,0,1, 5,0,1,2, 9,3,0,1,0,0,0,3,0, 3,0,0,0,  900,    0,  900
3711, 12487,9,1,2,1, 907, 5583,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,0,9,99,2,0,1,0,1,0,2,0, 1,0,1,0, 1008,    0, 1008
3712, 17137,9,3,6,0,2030, 2989,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,1,0,4,0, 5,0,1,0, 2280,    0, 2280
3713, 19686,9,3,7,3,2974, 1282,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,0,0,4,0, 1,0,1,0, 1871,    0, 1871
3714, 13263,9,2,3,0, 958, 5770,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,1,1,2,0, 2,0,1,0,  630,   63,  693
3715, 19690,9,2,4,0, 874, 6291,2,1,0,2,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,1, 9,3,0,1,0,0,0,3,0, 2,0,1,0, 1671,    0, 1671
3716,  6792,9,4,9,0,  81, 5512,2,4,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,4,0,3,0,0,0,4,0, 2,0,0,0, 3174,    0, 3174
3717,  7342,9,1,2,1,1105, 4923,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 3,0,0,9,99,1,0,1,0,0,0,2,0, 1,0,1,0, 1000,    0, 1000
3718, 25476,9,1,2,0,1498, 4505,3,3,0,1,0,1,0,9,2,0,0,0,0,0,0, 1,0,1,2, 8,4,0,2,0,4,0,7,0, 1,0,1,0, 4315,    0, 4315
3719, 23952,9,2,3,0, 616, 6966,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,3,0, 3,0,1,0, 2416,  464, 2880
3720, 21347,9,2,3,0,1330, 5407,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,1,0,4,0, 2,0,1,0, 1536,    0, 1536
3721, 15689,9,3,6,0,1131, 5107,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,5,0,1,0,0,0,3,0, 2,0,0,0, 2190,    0, 2190
3722,  4877,9,1,2,0, 815, 6236,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,5,0, 3,0,1,0, 1080, 1146, 2226
3723,  3869,9,2,3,0, 804, 6292,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0,11,0,1,1, 2,5,0,3,0,0,0,4,0, 3,0,0,0, 2686, 1007, 3693
3724,  8093,9,4,9,2, 736, 1003,3,2,0,1,0,1,1,1,2,0,0,0,0,0,0, 1,0,0,9,99,1,0,1,0,0,0,3,0, 2,0,1,0, 1380,    0, 1380
3725, 15781,9,1,2,0, 833, 5913,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,4,0,1,0,0,0,2,0, 7,0,0,1, 1965,    0, 1965
3726, 11209,9,3,6,0,2003, 2775,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,1,1,10,2,0,1,0,0,0,3,0, 1,0,0,0, 1521,  598, 2119
3727, 17115,9,2,4,0,1128, 5669,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,1,0,  800,  330, 1130
3728, 18549,9,3,5,4,3418,  423,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,1,0,4,0, 7,0,0,0, 1632,  200, 1832
3729, 18593,9,3,7,0,1688, 4330,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 1,0,1,0, 2069,  441, 2510
3730, 11034,9,3,7,3,2879, 2483,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,1,0,1,0,0,0,2,0, 7,0,1,0,  512,    0,  512
3731,  9829,9,3,7,0,2958, 1554,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,1,0,0,0,3,0, 2,0,1,0,  988,    0,  988
3732, 18304,9,3,7,3,1740, 4409,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,3,0, 4,0,1,0, 1015,    0, 1015
3733, 23466,9,4,9,0, 257, 4665,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,0,9,99,1,0,1,0,0,0,2,0, 2,0,1,1,  722,    0,  722
3734, 19023,9,3,7,3,2304, 2262,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,1, 1,2,0,1,0,0,0,2,0, 3,0,0,0, 1172,    0, 1172
3735, 25047,9,4,9,2,1982,  647,5,9,0,1,0,0,9,9,2,0,1,0,0,0,0, 4,0,0,9,99,1,1,1,0,0,1,1,1, 4,0,1,0,  240,    0,  240
3736, 16184,9,3,5,0,1280, 4348,2,1,0,4,0,0,9,9,3,0,0,0,0,0,0, 2,0,1,2, 1,2,0,0,0,0,0,1,0, 2,0,0,0,  649,    0,  649
3737, 10056,9,3,5,0,1875, 3515,2,2,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,1, 1,4,0,1,0,1,0,3,0, 3,0,1,0, 1848,    0, 1848
3738, 14296,9,4,9,2,1602, 2091,2,1,0,3,0,0,9,9,2,0,0,0,0,0,0, 6,0,1,2, 9,3,0,2,0,0,0,2,0, 2,0,1,0, 2391,  612, 3003
3739, 25347,9,4,9,2, 389, 2501,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,2,0,0,0,4,1, 2,0,1,0, 1398,  490, 1888
3740,  6405,9,4,8,0,1213, 3296,1,9,0,2,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,0,0,  960,    0,  960
3741, 20523,9,4,9,2,1016, 2390,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,1, 8,3,0,2,0,0,0,3,0, 4,0,1,0, 2088,  480, 2568
3742, 15949,9,3,7,3,2553, 1759,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,2,0, 3,0,0,0,  864,    0,  864
3743,  4989,9,2,3,0, 436, 8022,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,1,0,2,0, 3,0,1,0, 2496,  624, 3120
3744,  3692,9,4,9,2, 732, 1008,5,9,0,1,0,0,9,9,2,0,1,0,1,0,1,10,0,0,9,99,2,0,1,0,0,1,1,0, 4,0,1,0,  667,    0,  667
3745, 25347,9,4,9,2, 745,  991,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,2,0,1,0,1,0,3,0, 4,0,1,0, 1336,    0, 1336
3746,  4678,9,3,7,3,1590, 3961,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1, 8,3,0,2,0,0,0,3,0, 1,0,1,0, 1638,  506, 2144
3747, 17633,9,3,6,0,1546, 3285,2,1,0,4,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2,11,3,0,1,0,0,0,2,0, 3,0,0,0, 1416,    0, 1416
3748, 13101,9,4,9,0, 142, 7918,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,1,1,12,1,0,1,0,0,0,2,0, 3,0,0,0,  783,    0,  783
3749,  4229,9,3,6,0,1204, 4542,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,3,0, 3,0,0,0, 2076,    0, 2076
3750, 23952,9,2,3,0, 637, 6894,2,2,0,1,0,0,9,9,1,1,0,9,0,9,0,14,0,1,2, 5,3,0,2,0,1,0,4,0, 3,0,1,0, 3546,  247, 3793
3751, 26156,9,3,5,4,2190, 1661,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0,10,0,0,9,99,4,0,2,0,0,0,4,0, 2,0,0,0, 2184,  240, 2424
3752, 12453,9,3,5,0,1749, 4406,5,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 5,0,0,9,99,0,0,1,0,0,0,2,0, 1,0,1,1,  602,    0,  602
3753,  5009,9,3,5,4,3502,  197,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,4,0,3,0,0,0,4,0, 7,0,0,1, 2236,    0, 2236
3754,  9845,9,1,1,0, 316, 7993,4,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,1,0,0,0,2,0, 2,0,0,0, 4390, 1395, 5785
3755, 19690,9,2,4,0, 880, 6249,2,2,0,2,0,0,9,9,2,0,0,0,0,0,0, 3,0,0,9,99,3,0,1,0,1,0,3,0, 2,0,1,0, 2450,  875, 3325
3756, 11171,9,1,1,0, 915, 5505,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,0,9,99,2,0,1,0,0,0,2,0, 1,0,1,1,  903,    0,  903
3757, 23573,9,2,3,0, 916, 5995,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,1, 5,3,0,2,0,0,0,7,0, 1,0,1,0, 3780,  396, 4176
3758,  5318,9,3,5,0,1587, 3073,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0,14,0,1,2,98,3,0,2,0,1,0,5,0, 2,0,1,0, 2429,  506, 2935
3759,  4778,9,3,5,0,2231, 2851,2,2,0,3,0,1,0,9,1,0,0,9,0,9,0,12,0,1,1, 7,3,0,2,0,1,0,2,0, 2,0,1,0, 2232,    0, 2232
3760, 22015,9,3,5,0,2086, 3135,5,9,0,1,0,0,9,9,2,1,0,0,0,0,0, 7,1,1,2,10,1,0,1,0,0,0,2,0, 2,0,1,0,  700,    0,  700
3761,  4467,9,2,4,0,1146, 5612,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 9,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,0,1, 1400,    0, 1400
3762, 20473,9,2,3,0, 719, 6699,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,4,0,1,0,0,0,3,0, 5,0,0,0,  854,  720, 1574
3763,  4481,9,2,4,0,1691, 4709,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,1,0, 2944,  840, 3784
3764,  3962,9,1,1,0, 590, 5998,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,8,9,99,2,0,1,0,0,0,4,0, 2,0,0,0, 2936,    0, 2936
3765,  3822,9,3,7,0,2097, 3722,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0,14,0,1,2, 2,3,0,1,0,0,0,1,0, 2,0,1,0, 1053,    0, 1053
3766, 16482,9,3,5,0,1356, 4780,5,9,0,3,0,0,9,9,2,0,0,1,0,9,0, 5,0,0,9,99,1,0,1,0,0,0,2,0, 4,0,1,0,  632,    0,  632
3767,  5361,9,4,9,2, 770,  906,5,9,0,1,0,0,9,9,1,1,0,9,0,9,0,10,0,0,9,99,2,0,2,0,0,0,2,0, 4,0,1,0,  958,    0,  958
3768, 17851,1,3,7,3,1487, 4012,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0,11,0,0,9,99,3,0,2,0,0,0,3,0, 1,0,1,0, 2065,  420, 2485
3769,  5405,9,1,2,1, 611, 7169,5,9,0,2,0,0,9,9,2,0,0,0,0,1,0, 5,0,0,9,99,1,0,1,0,0,0,2,0, 1,0,0,0,  611,    0,  611
3770,  6053,9,2,3,0, 429, 8046,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,1, 9,2,0,1,0,0,0,2,0, 1,0,1,0,  963,    0,  963
3771, 24330,9,3,5,0,2383, 2496,2,4,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,3,0,1,0,5,0, 1,0,1,0, 2280,  550, 2830
3772, 20997,9,2,3,0, 832, 6227,5,9,0,1,0,0,9,9,2,2,0,0,0,0,0, 6,0,0,9,99,1,0,1,0,0,0,2,0, 3,0,1,0,  484,    0,  484
3773, 32357,9,2,3,0, 402, 8236,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,5,0, 2,0,0,0, 3200,    0, 3200
3774,  5675,9,1,1,0, 290, 7456,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1, 9,3,0,1,0,1,0,3,0, 2,0,0,0, 1792,    0, 1792
3775, 21111,9,1,2,0,1150, 5148,3,2,0,3,0,1,0,9,2,0,0,0,0,0,0, 5,0,1,2, 9,3,0,1,0,1,0,3,0, 3,0,1,0, 1178,    0, 1178
3776, 14180,9,2,4,0,1105, 5625,2,1,0,2,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,1,12,2,0,1,0,0,0,2,0, 2,0,0,0,  652,  652, 1304
3777, 13655,9,1,2,0, 896, 6118,3,3,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,1,0,6,0, 3,0,1,0, 2336,  736, 3072
3778,  4786,9,1,1,0, 885, 5747,4,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,2,0,1,0,0,0,6,0, 4,0,1,0, 1221,    0, 1221
3779,  3662,9,3,7,3,1572, 4374,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,8,98,3,0,1,0,1,0,3,0, 1,0,1,0, 2136,  648, 2784
3780, 11667,9,3,6,0,1233, 4324,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,0,2,0, 1,0,0,0,  960,    0,  960
3781,  9649,9,3,6,0,1351, 4585,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,2,0,1,0,0,0,3,0, 3,0,1,0,  720,  487, 1207
3782,  6583,9,3,6,0,1957, 2809,1,9,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,1,2, 6,3,0,1,0,1,0,2,0, 3,0,1,0,  840,    0,  840
3783, 10552,9,2,4,0, 421, 8717,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,1,0,3,0, 4,0,1,0, 2656,  672, 3328
3784, 32466,9,1,2,0,1075, 5172,3,1,0,2,0,0,9,9,1,2,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,3,0, 3,0,1,0,  800,  224, 1024
3785, 21095,9,4,9,2,1368, 1487,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,4,0,3,0,0,0,3,0, 4,0,1,0, 1810,    0, 1810
3786,  3900,9,3,5,0,1333, 4841,3,2,0,3,0,0,9,9,2,0,0,0,0,0,0,11,0,1,2,12,3,0,2,0,1,0,5,0, 3,0,1,0, 1275,  638, 1913
3787, 22819,9,4,9,2, 766, 2096,3,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,1,1,10,3,0,2,0,1,0,2,0, 2,0,1,0, 1486,  414, 1900
3788,  7418,9,2,4,0,1360, 5055,3,1,0,3,0,0,9,9,1,2,0,9,0,9,0,12,0,0,9,99,2,0,3,0,0,0,4,0, 2,0,1,0, 2232,  892, 3124
3789, 17961,9,4,9,0, 142, 7902,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0,10,0,0,9,99,2,0,2,0,0,0,3,0, 2,0,0,0, 1344,    0, 1344
3790, 14125,9,4,8,0,4674,  803,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 6,0,8,9,99,4,0,3,0,0,0,5,0, 4,0,0,0, 3170,    0, 3170
3791,  8318,9,3,5,0,2189, 2426,5,9,0,1,0,0,9,9,2,2,0,1,0,9,0, 4,0,1,8,98,1,0,1,0,0,1,2,0, 7,0,1,0,  509,    0,  509
3792,  7181,9,3,5,0,2363, 3054,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,4,0,2,0,1,0,5,0, 1,0,1,0, 4144,  529, 4673
3793, 30083,9,3,5,0, 864, 5043,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,1,0,0,0,2,0, 3,1,0,0,  756,    0,  756
3794,  9616,9,4,9,2, 331, 4747,1,9,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,1,2, 8,2,0,1,0,1,0,3,0, 3,0,1,0, 1000,  320, 1320
3795, 26702,9,3,7,3,2629, 2527,3,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,4,0, 3,0,0,0, 1645,  260, 1905
3796, 22076,9,3,7,3,2846, 1603,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 6,0,0,9,99,1,0,1,0,0,0,1,0, 2,0,1,0,  747,    0,  747
3797, 14900,9,2,4,0,1135, 5540,1,9,0,4,0,0,9,9,1,0,1,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 3,0,0,0,  720,    0,  720
3798, 19899,9,1,2,0,1065, 5222,2,2,0,1,1,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,4,0,2,0,1,0,3,0, 3,0,1,0, 1930,    0, 1930
3799,  9155,9,2,3,0,1141, 5604,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,1,0,5,0, 2,0,0,0, 2869,  168, 3037
3800,  9829,9,3,7,0,1968, 3599,2,1,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,1,2,12,2,0,1,0,1,0,3,0, 1,0,1,0, 1418,    0, 1418
3801, 23931,9,3,5,0,1752, 3587,5,9,0,3,0,1,0,9,2,0,0,0,0,0,0, 8,0,0,9,99,2,0,2,0,0,0,3,0, 2,0,1,0, 1006,  194, 1200
3802, 11048,9,2,3,0, 572, 7113,2,2,0,1,0,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,3,0,1,0,0,0,3,0, 2,0,1,0, 1650,  120, 1770
3803, 26021,9,2,3,0, 784, 6326,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,2,0,0,0,3,0, 3,0,1,0, 2968,    0, 2968
3804,  3952,9,3,6,0,1208, 4515,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,1,8,98,3,0,1,0,1,0,3,0, 2,0,0,0, 1130, 1133, 2263
3805, 17454,9,1,1,0, 907, 5532,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 2,0,0,9,99,1,0,1,0,0,0,1,0, 2,0,1,0,  555,    0,  555
3806,  7592,9,4,9,2,1910,  865,2,1,0,3,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,2,11,2,0,1,0,0,0,2,0, 7,0,1,0,    0,  736,  736
3807,  6266,9,3,5,0,2429, 3035,3,2,0,1,0,0,9,9,2,0,0,0,0,0,0, 7,1,1,2, 8,3,0,2,0,0,0,3,0, 1,0,1,0, 1480,    0, 1480
3808,  7587,9,2,3,0, 417, 8092,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 8,0,1,2, 9,4,0,1,0,1,0,4,0, 3,0,1,0, 4779,  751, 5530
3809,  7342,9,1,2,1,1531, 4585,5,9,0,1,0,0,9,9,2,0,0,0,0,1,0, 1,0,0,9,99,3,0,1,0,0,0,2,0, 1,0,1,0,  920,    0,  920
3810, 34961,9,3,7,0,1667, 4531,2,1,0,4,0,0,9,9,1,0,0,9,0,9,0, 6,0,0,9,99,3,0,1,0,1,0,2,0, 1,0,1,0, 1170,   72, 1242
3811, 19509,9,2,3,0, 484, 7955,4,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 1,0,0,9,99,2,0,1,0,0,0,2,0, 5,0,1,0,  688,  816, 1504
3812, 24904,9,2,3,0,1280, 5459,2,1,0,1,0,1,0,9,2,0,0,0,0,0,0, 1,0,1,1,10,5,0,1,0,0,0,3,0, 3,0,1,0, 1258,    0, 1258
3813,  3202,9,4,8,0,1889, 2722,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,1,0,4,0, 1,0,1,0, 2082,  528, 2610
3814,  8742,9,1,1,0, 805, 5861,5,9,0,2,0,0,9,9,2,0,0,0,0,0,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 1,0,1,0,  702,    0,  702
3815,  6732,9,4,9,2,1611, 2192,5,9,0,1,0,0,9,9,2,0,0,1,0,9,0, 4,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,1,1,  500,    0,  500
3816,  6522,9,3,6,0,1605, 3267,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,4,0,1,0,0,0,2,0, 2,0,1,0, 1792,    0, 1792
3817, 14912,9,1,1,0, 888, 5687,4,9,0,3,0,0,9,9,2,0,0,0,0,0,0, 2,0,0,9,99,2,0,1,0,0,0,2,0, 1,0,1,0,  624,    0,  624
3818, 18269,9,3,6,0,2603, 1588,5,9,0,3,0,0,9,9,2,0,0,0,1,0,1, 5,0,1,1,11,2,0,1,0,0,0,2,0, 3,0,1,0, 1000,    0, 1000
3819, 13843,9,3,6,0,1535, 3488,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,4,0,2,0,0,0,3,0, 1,0,1,0, 4336,    0, 4336
3820, 24904,9,2,3,0,1210, 5532,2,1,0,2,0,0,9,9,1,0,0,9,0,9,0, 2,0,0,9,99,2,0,1,0,0,0,2,0, 2,0,1,0, 2520,    0, 2520
3821, 21904,9,1,2,1,1223, 4899,3,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,3,0,2,0,0,0,2,0, 2,0,1,0, 2208,    0, 2208
3822,  6142,9,4,9,2,1420, 1440,2,2,0,4,0,0,9,9,1,0,0,9,0,9,0, 7,0,0,9,99,3,0,3,0,0,0,4,0, 4,0,0,0, 2557,    0, 2557
3823,  7914,9,2,4,0, 374, 7932,2,1,0,1,0,0,9,9,1,0,0,9,0,9,0, 3,0,8,9,99,3,0,2,0,0,0,3,0, 4,0,1,0, 1389,    0, 1389
3824, 21294,9,3,5,0,1993, 2472,2,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,2,0,1,0,4,0, 3,1,1,0, 2266,  778, 3044
3825,  9008,9,1,2,1, 676, 6874,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,4,0,2,0,0,0,2,0, 3,0,1,0, 2808,  624, 3432
3826, 14692,9,3,6,0,1473, 4515,2,2,0,3,0,0,9,9,1,0,0,9,0,9,0, 5,0,0,9,99,5,0,2,0,0,0,4,0, 1,0,1,0, 3024,    0, 3024
3827, 25086,9,3,5,0, 992, 4899,2,1,0,4,0,8,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,1,0,4,0, 1,0,1,0, 6208,  960, 7168
3828,  4545,9,1,2,0, 950, 5797,2,1,0,2,0,0,9,9,1,0,1,9,0,9,0, 6,0,0,9,99,4,0,2,0,1,0,7,0, 2,0,1,0, 6240,  460, 6700
3829, 29583,9,4,9,0, 115, 4753,5,9,0,1,0,0,9,9,2,0,0,0,0,0,0, 5,0,1,2,98,1,0,1,0,0,0,1,0, 2,0,1,1,  586,    0,  586
3830, 10475,9,1,2,0,1606, 4351,3,2,0,1,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,3,0,1,0,0,0,3,0, 1,0,1,0, 2465,  153, 2618
3831, 14767,9,2,4,0, 892, 6170,2,2,0,2,0,0,9,9,1,0,0,9,0,9,0, 1,0,0,9,99,4,0,1,0,1,0,5,0, 2,0,1,0, 3552, 1776, 5328
3832, 16089,9,3,6,0,1936, 3017,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 3,0,0,9,99,3,0,2,0,0,0,4,0, 2,0,1,0, 1365,    0, 1365
3833, 17713,9,1,2,0,1099, 5454,1,9,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,2,0,1,0,0,1,2,0, 3,0,1,0,  500,    0,  500
3834, 22960,9,3,5,4,3150,  562,2,1,0,3,0,0,9,9,1,0,0,9,0,9,0, 4,0,0,9,99,3,0,2,0,0,0,3,0, 4,0,0,0, 1178,  240, 1418
3835,  4663,9,3,5,0,1664, 3379,1,9,0,4,0,0,9,9,1,0,0,9,0,9,0,13,0,1,1, 6,3,0,2,0,0,0,2,0, 3,0,0,1, 1836,    0, 1836
