# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
ALB,1978,"8,239","5,151","1,287","3,218","3,172","14,211","343,696","138,293","15,736","65,238","37,685","552,371",3,5,5,"4,766","167,385",1,
ALB,1979,"8,435","5,469","1,319","3,193","3,259","14,630","354,778","149,038","16,241","64,958","40,142","574,246",3,6,6,"4,996","178,177",1,
ALB,1980,"8,755","5,233","1,395","3,466","3,317","14,993","375,842","139,001","17,576","71,254","41,016","592,801",3,7,7,"5,134","178,445",1,
ALB,1981,"8,976","5,655","1,371","3,564","3,500","15,508","385,415","161,146","17,258","75,848","41,109","626,861",3,7,7,"4,997","186,672",1,
ALB,1982,"9,048","6,508","1,420","3,093","3,532","15,963","390,179","185,255","17,855","63,346","48,364","645,345",3,7,7,"5,743","214,275",1,
ALB,1983,"9,519","5,963","1,467","2,937","3,168","16,138","412,790","167,426","18,464","59,206","41,454","652,476",3,7,7,"5,853","215,210",1,
ALB,1984,"9,833","5,235","1,553","2,774","2,892","15,930","426,434","146,174","19,492","54,913","37,333","644,310",3,7,7,"6,099","223,554",1,
ALB,1985,"9,881","5,672","1,568","2,642","2,907","16,271","428,513","157,246","19,682","51,031","35,829","655,782",3,7,7,"5,594","203,085",1,
ALB,1986,"10,345","5,456","1,612","2,527","2,557","16,780","448,091","162,396","20,456","49,614","30,611","692,471",3,7,7,"5,456","212,715",1,
ALB,1987,"10,785","4,817","1,663","2,575","2,594","16,647","467,150","143,376","21,104","50,918","30,539","687,014",3,7,7,"5,502","214,509",1,
ALB,1988,"10,764","4,971","1,608","2,688","3,030","16,411","466,240","147,960","20,406","53,999","39,301","677,254",3,7,7,"5,418","211,234",1,
ALB,1989,"11,392","5,926","1,645","3,234","3,523","18,026","493,442","176,385","20,875","68,771","48,326","743,900",3,6,6,"5,854","228,232",1,
ALB,1990,"12,227","4,108","1,715","2,413","3,652","16,228","529,610","122,273","21,763","47,597","48,487","669,725",3,8,8,"5,810","226,517",1,
ALB,1991,"14,400","1,162","3,496","1,144","4,369","15,834","460,286","25,522","32,739","16,650","42,801","482,188",3,16,10,"1,162","33,431",1,
ALB,1992,"74,450","2,545","9,630","5,623","43,313","48,934","566,919","18,001","29,046","25,907","134,097","447,532",3,75,32,"2,545","23,579",1,
ALB,1993,"144,617","15,969","17,092","18,658","75,359","120,976","566,937","58,160","26,541","44,250","146,849","490,314",3,102,71,"15,969","76,181",1,
ALB,1994,"170,589","31,859","24,654","20,204","69,325","177,982","555,800","96,433","31,817","39,824","137,445","531,024",3,95,95,"31,859","126,314",1,
ALB,1995,"200,489","46,579","30,268","27,671","76,549","221,803","581,609","107,600","34,779","48,563","142,028","601,769",3,93,93,"46,579","140,940",1,
ALB,1996,"349,428","47,124","31,288","41,839","121,065","334,359","653,060","143,813","41,262","56,021","190,960","656,540",3,104,104,"70,600","168,541",1,
ALB,1997,"348,751","56,528","34,545","36,398","129,175","331,324","543,411","100,963","75,602","37,302","158,502","585,385",3,149,149,"68,346","107,354",1,
ALB,1998,"390,331","84,223","41,244","47,873","154,683","384,848","560,309","120,156","112,678","50,117","194,907","637,071",3,151,151,"82,885","114,501",1,
ALB,1999,"403,710","107,805","46,190","80,467","165,784","443,594","577,654","153,316","118,529","86,730","218,294","719,194",3,138,138,"104,436","148,458",1,
ALB,2000,"414,666","159,916","48,578","100,818","217,214","501,199","592,892","205,134","113,003","107,223","283,149","769,151",3,144,144,"159,916","205,043",1,
ALB,2001,"440,671","206,951","59,872","120,203","254,440","563,449","616,602","251,725","123,964","123,796","326,250","832,939",3,143,143,"206,951","251,614",1,
ALB,2002,"488,607","220,117","69,200","127,872","290,470","610,494","660,801","264,742","130,567","128,194","358,276","870,726",3,140,140,"220,117","264,625",1,
ALB,2003,"544,430","243,267","75,218","141,291","312,933","677,738","729,389","285,617","129,631","143,286","376,647","918,865",3,122,122,"243,267","285,491",1,
ALB,2004,"569,540","278,802","82,661","163,889","330,688","737,656","756,321","319,315","135,235","169,771","407,593","969,538",3,103,103,"278,802","319,173",1,
ALB,2005,"618,767","304,937","88,709","185,062","384,867","804,163","804,669","341,853","133,267","210,969","473,603","1,023,120",3,100,100,"304,937","341,702",1,
ALB,2006,"677,444","332,252","91,875","220,013","428,142","872,735","860,243","367,730","130,037","246,681","514,836","1,083,510",3,98,98,"332,252","367,568",1,
ALB,2007,"789,482","351,305","101,163","272,741","530,598","965,528","969,758","384,780","134,418","293,827","614,641","1,148,339",3,90,90,"351,305","384,610",1,
ALB,2008,"897,974","386,649","112,163","273,437","563,565","1,080,676","1,067,957","423,154","140,299","280,236","636,905","1,234,466",3,84,84,"366,882","401,597",1,
ALB,2009,"925,018","395,320","127,085","288,738","570,300","1,143,936","1,075,598","428,575","145,545","293,439","629,643","1,275,873",3,95,95,"374,169","405,518",1,
ALB,2010,"968,278","375,720","138,312","346,846","602,021","1,239,645","1,092,998","396,559","151,317","349,761","626,035","1,323,168",3,104,104,"352,412","371,174",1,
ALB,2011,"1,018,381","408,573","142,733","380,322","676,026","1,300,624","1,112,364","421,373","152,303","373,104","664,764","1,356,849",3,101,101,"381,944","393,234",1,
ALB,2012,"1,039,151","377,566","144,541","385,682","634,054","1,332,811","1,113,797","388,034","152,460","374,200","620,263","1,376,079",3,108,108,"353,044","362,333",1,
ALB,2013,"1,080,439","378,724","148,850","390,386","633,950","1,350,053","1,134,247","381,136","156,892","380,146","616,271","1,389,867",3,106,106,"352,088","355,174",1,
ALB,2014,"1,127,230","358,240","159,788","393,657","658,512","1,395,305","1,166,158","359,619","166,924","384,528","642,517","1,414,530",3,105,105,"337,087","339,022",1,
ALB,2015,"1,157,411","370,324","159,361","391,098","638,749","1,434,307","1,179,935","371,051","165,081","388,256","624,043","1,445,915",3,126,126,"350,164","350,889",1,
ALB,2016,"1,192,135","371,416","165,938","426,693","674,866","1,472,479","1,205,030","372,197","172,835","432,286","667,228","1,493,846",3,124,124,"358,813","359,407",1,
ALB,2017,"1,234,438","388,476","178,299","489,536","722,980","1,550,645","1,234,438","388,476","178,299","489,536","722,980","1,550,645",3,119,119,"381,094","381,094",1,
ALB,2018,"1,290,389","394,224","184,731","516,748","740,395","1,635,715","1,275,541","393,680","179,572","509,620","740,310","1,613,777",3,108,108,"390,720","390,188",1,
ALB,2019,"1,347,070","374,868","193,527","528,856","758,882","1,678,309","1,318,004","374,310","185,158","540,464","760,438","1,649,507",3,110,110,"374,868","374,349",1,
AND,1970,27,12,4,5,6,42,523,232,81,99,112,820,0,0,0,11,220,,
AND,1971,30,12,5,6,6,47,549,224,86,112,111,858,0,0,0,12,211,,
AND,1972,35,15,6,7,8,55,590,253,92,124,128,928,0,0,0,14,239,,
AND,1973,42,19,7,9,10,67,633,287,99,133,148,"1,000",0,0,0,18,273,,
AND,1974,52,26,8,11,15,82,676,336,109,139,196,"1,056",0,0,0,24,305,,
AND,1975,62,29,10,12,16,96,680,320,116,131,177,"1,062",0,0,0,26,290,,
AND,1976,76,33,14,15,20,116,718,312,129,138,192,"1,097",0,0,0,30,282,,
AND,1977,95,39,18,19,23,147,731,297,135,150,180,"1,128",0,0,0,36,278,,
AND,1978,114,43,22,25,25,180,728,277,142,159,158,"1,145",0,0,0,42,268,,
AND,1979,135,50,27,29,30,210,735,270,148,157,162,"1,145",0,0,0,47,255,,
AND,1980,159,59,33,35,42,243,765,285,159,167,202,"1,171",0,0,0,55,266,,
AND,1981,180,62,40,44,52,273,769,265,170,190,223,"1,169",0,1,1,62,265,,
AND,1982,206,71,46,53,61,314,775,267,174,201,231,"1,184",0,1,1,70,265,,
AND,1983,232,78,54,68,74,358,781,262,183,230,249,"1,204",0,1,1,78,263,,
AND,1984,256,83,60,86,82,404,778,253,183,261,248,"1,226",0,1,1,81,245,,
AND,1985,283,93,68,94,90,448,792,261,190,262,251,"1,254",0,1,1,92,257,,
AND,1986,320,112,77,93,88,513,808,281,194,236,222,"1,295",0,1,1,108,273,,
AND,1987,358,133,89,102,107,574,853,317,212,242,254,"1,367",0,1,1,128,305,,
AND,1988,394,162,98,111,124,639,885,364,220,249,279,"1,437",0,1,1,154,347,,
AND,1989,443,191,113,119,149,716,932,402,238,250,313,"1,506",0,1,1,183,384,,
AND,1990,489,214,130,125,159,798,958,419,254,246,311,"1,563",0,1,1,205,403,,
AND,1991,536,228,148,138,172,875,982,417,271,253,316,"1,603",0,1,1,219,401,,
AND,1992,583,227,168,152,186,942,"1,002",389,288,262,320,"1,618",0,1,1,217,373,,
AND,1993,603,209,179,173,188,975,990,344,294,284,308,"1,601",0,1,1,206,339,,
AND,1994,639,224,184,211,221,"1,037","1,011",355,291,333,350,"1,639",0,1,1,218,345,,
AND,1995,682,252,197,244,256,"1,118","1,027",379,297,368,387,"1,684",0,1,1,245,369,,
AND,1996,713,262,206,272,274,"1,179","1,046",384,302,398,401,"1,729",0,1,1,256,375,,
AND,1997,791,297,224,337,335,"1,315","1,136",426,321,484,481,"1,886",0,1,1,291,417,,
AND,1998,822,329,232,359,366,"1,377","1,161",466,328,508,517,"1,946",0,1,1,321,453,,
AND,1999,878,376,247,388,417,"1,473","1,208",517,340,534,573,"2,026",0,1,1,364,501,,
AND,2000,925,413,259,443,489,"1,551","1,222",546,342,585,646,"2,050",0,1,1,402,532,,
AND,2001,"1,025",457,286,482,521,"1,729","1,313",586,367,617,668,"2,216",0,1,1,447,573,,
AND,2002,"1,095",498,310,495,533,"1,866","1,360",618,385,615,661,"2,317",0,1,1,488,606,,
AND,2003,"1,212",576,351,536,582,"2,092","1,459",693,422,645,701,"2,518",0,1,1,567,682,,
AND,2004,"1,358",659,400,592,679,"2,332","1,586",770,468,692,793,"2,723",0,1,1,648,757,,
AND,2005,"1,476",747,440,635,757,"2,541","1,667",843,497,717,855,"2,870",0,1,1,737,833,,
AND,2006,"1,592",842,478,695,852,"2,755","1,738",919,522,759,931,"3,008",0,1,1,827,903,,
AND,2007,"1,664",879,511,750,917,"2,888","1,761",930,541,794,970,"3,055",0,1,1,862,912,,
AND,2008,"1,603",794,525,715,847,"2,789","1,658",821,543,739,876,"2,885",0,1,1,776,803,,
AND,2009,"1,506",616,546,610,633,"2,645","1,555",637,564,630,654,"2,732",0,1,1,611,631,,
AND,2010,"1,512",580,537,675,702,"2,602","1,556",597,553,695,722,"2,678",0,1,1,567,584,,
AND,2011,"1,525",536,539,770,763,"2,607","1,566",551,554,791,783,"2,678",0,1,1,522,536,,
AND,2012,"1,477",458,496,781,729,"2,482","1,515",469,508,800,748,"2,545",0,1,1,460,471,,
AND,2013,"1,418",414,478,793,698,"2,405","1,447",423,488,809,713,"2,454",0,1,1,418,426,,
AND,2014,"1,462",441,484,825,748,"2,463","1,493",450,494,842,764,"2,516",0,1,1,438,447,,
AND,2015,"1,471",478,490,846,769,"2,515","1,492",485,497,858,781,"2,552",0,1,1,453,460,,
AND,2016,"1,523",491,499,887,782,"2,617","1,540",496,504,897,791,"2,647",0,1,1,470,475,,
AND,2017,"1,550",516,494,933,838,"2,656","1,550",516,494,933,838,"2,656",0,1,1,496,496,,
AND,2018,"1,585",558,508,958,884,"2,725","1,569",552,503,948,875,"2,698",0,1,1,530,525,,
AND,2019,"1,616",585,532,983,898,"2,818","1,576",571,519,959,876,"2,748",0,1,1,560,546,,
ANT,1970,,,,,,,,,,,,,0,2,2,,,,
ANT,1971,,,,,,,,,,,,,0,2,2,,,,
ANT,1972,,,,,,,,,,,,,0,2,2,,,,
ANT,1973,,,,,,,,,,,,,0,2,2,,,,
ANT,1974,,,,,,,,,,,,,0,2,2,,,,
ANT,1975,,,,,,,,,,,,,0,2,2,,,,
ANT,1976,,,,,,,,,,,,,0,2,2,,,,
ANT,1977,,,,,,,,,,,,,0,2,2,,,0,
ANT,1978,,,,,,,,,,,,,0,2,2,,,0,
ANT,1979,,,,,,,,,,,,,0,2,2,,,0,
ANT,1980,,,,,,,,,,,,,0,2,2,,,0,
ANT,1981,,,,,,,,,,,,,0,2,2,,,0,
ANT,1982,,,,,,,,,,,,,0,2,2,,,0,
ANT,1983,,,,,,,,,,,,,0,2,2,,,0,
ANT,1984,,,,,,,,,,,,,0,2,2,,,0,
ANT,1985,,,,,,,,,,,,,0,2,2,,,0,
ANT,1986,,,,,,,,,,,,,0,2,2,,,0,
ANT,1987,,,,,,,,,,,,,0,2,2,,,0,
ANT,1988,,,,,,,,,,,,,0,2,2,,,0,
ANT,1989,,,,,,,,,,,,,0,2,2,,,0,
ANT,1990,,,,,,,,,,,,,0,2,2,,,0,
ANT,1991,,,,,,,,,,,,,0,2,2,,,0,
ANT,1992,,,,,,,,,,,,,0,2,2,,,0,
ANT,1993,,,,,,,,,,,,,0,2,2,,,0,
ANT,1994,,,,,,,,,,,,,0,2,2,,,0,
ANT,1995,,,,,,,,,,,,,0,2,2,,,0,
ANT,1996,,,,,,,,,,,,,0,2,2,,,0,
ANT,1997,,,,,,,,,,,,,0,2,2,,,0,
ANT,1998,,,,,,,,,,,,,0,2,2,,,0,
ANT,1999,,,,,,,,,,,,,0,2,2,,,0,
ANT,2000,,,,,,,,,,,,,0,2,2,,,0,
ANT,2001,,,,,,,,,,,,,0,2,2,,,0,
ANT,2002,,,,,,,,,,,,,0,2,2,,,0,
ANT,2003,,,,,,,,,,,,,0,2,2,,,0,
ANT,2004,,,,,,,,,,,,,0,2,2,,,0,
ANT,2005,,,,,,,,,,,,,0,2,2,,,0,
ANT,2006,,,,,,,,,,,,,0,2,2,,,0,
ANT,2007,,,,,,,,,,,,,0,2,2,,,0,
ANT,2008,,,,,,,,,,,,,0,2,2,,,0,
ANT,2009,,,,,,,,,,,,,0,2,2,,,0,
ANT,2010,,,,,,,,,,,,,0,2,2,,,0,
ANT,2011,,,,,,,,,,,,,0,2,2,,,0,
ANT,2012,,,,,,,,,,,,,0,2,2,,,0,
ARE,1970,715,"1,466",312,"2,839","1,025","5,082","18,865","24,013","8,172","65,996","27,692","107,755",0,5,5,"1,318","27,412",0,
ARE,1971,"1,008","2,110",418,"3,782","1,380","6,943","23,108","28,963","9,303","74,031","32,033","123,378",0,5,5,"1,928","33,492",0,
ARE,1972,"1,466","3,027",767,"5,459","2,387","9,656","26,444","34,201","13,790","87,447","44,233","141,268",0,4,4,"2,951","42,389",0,
ARE,1973,"2,583","4,989","1,147","9,427","3,588","17,055","30,212","36,543","13,373","97,904","43,100","161,752",0,4,4,"3,626","33,764",0,
ARE,1974,"3,618","8,355","2,385","29,421","7,640","46,594","17,735","25,649","11,654","128,051","38,459","185,203",0,4,4,"7,044","27,492",0,
ARE,1975,"10,459","20,881","2,910","29,489","11,106","59,075","42,953","53,709","11,917","107,534","46,840","196,737",1,4,4,"20,653","67,535",0,
ARE,1976,"12,950","29,324","4,148","36,516","14,175","76,944","56,224","66,600","16,572","121,741","61,750","226,329",1,4,4,"28,404","80,744",0,
ARE,1977,"19,449","43,230","6,616","41,732","21,352","98,350","71,808","98,439","21,143","135,772","84,867","265,802",1,4,4,"38,853","109,874",0,
ARE,1978,"21,038","41,002","7,285","40,155","22,863","93,244","77,158","93,081","21,883","126,413","79,708","259,567",1,4,4,"44,150","129,681",0,
ARE,1979,"25,655","47,866","8,568","57,137","28,459","120,704","80,675","100,553","26,056","170,110","90,401","324,166",1,4,4,"48,711","130,650",1,
ARE,1980,"31,921","53,947","10,703","85,496","36,270","163,750","87,193","104,393","30,621","218,390","91,172","409,812",1,4,4,"51,644","127,052",1,
ARE,1981,"41,981","55,066","19,166","83,568","39,057","183,470","106,932","100,905","51,835","198,598","92,816","421,458",1,4,4,"52,480","122,396",1,
ARE,1982,"45,178","55,693","19,635","71,495","38,452","173,389","117,997","99,233","51,176","170,223","92,450","386,686",1,4,4,"54,261","122,860",1,
ARE,1983,"47,206","55,762","16,984","60,221","35,112","159,185","120,998","102,289","46,537","147,774","83,206","367,247",1,4,4,"54,236","126,449",1,
ARE,1984,"46,254","50,913","15,794","59,688","31,120","155,483","127,158","99,886","45,952","154,579","80,342","383,108",1,4,4,"49,877","124,368",1,
ARE,1985,"47,654","43,173","17,452","57,607","29,745","151,004","133,341","85,431","48,988","149,359","77,036","373,955",1,4,4,"41,888","105,358",1,
ARE,1986,"53,246","41,336","15,691","37,858","30,097","126,235","150,834","82,621","44,263","101,598","80,561","303,036",1,4,4,"40,028","101,696",1,
ARE,1987,"56,969","36,287","15,853","48,507","32,336","135,314","152,417","70,389","41,978","126,157","81,292","322,001",2,4,4,"34,777","85,758",1,
ARE,1988,"64,967","37,696","16,709","46,826","37,224","134,908","170,904","71,218","44,569","118,602","92,052","314,279",2,4,4,"35,797","85,900",1,
ARE,1989,"71,539","40,737","17,670","59,786","42,818","154,207","185,642","75,415","46,085","148,300","104,753","356,807",2,4,4,"38,322","90,246",1,
ARE,1990,"80,566","43,849","18,073","81,060","48,448","188,557","204,483","80,768","46,543","190,169","117,340","420,143",2,4,4,"41,280","96,673",1,
ARE,1991,"86,668","47,099","18,832","84,105","56,885","191,721","218,201","86,057","48,107","195,727","136,667","423,757",2,4,4,"44,186","102,648",1,
ARE,1992,"98,280","54,371","20,349","88,600","69,813","201,714","243,045","97,582","51,060","202,528","164,751","437,933",2,4,4,"51,036","116,458",1,
ARE,1993,"102,693","51,657","20,978","100,909","79,806","206,869","221,306","68,846","49,886","245,634","137,701","443,455",2,4,4,"48,070","78,922",1,
ARE,1994,"113,690","59,636","21,740","104,405","86,441","220,554","231,312","79,409","51,216","266,267","146,947","481,603",2,4,4,"55,802","91,384",1,
ARE,1995,"127,773","64,774","23,079","112,301","90,538","244,499","259,385","85,026","53,832","273,029","151,914","521,183",2,4,4,"60,708","97,925",1,
ARE,1996,"140,214","68,888","24,090","147,033","114,189","273,609","269,536","89,374","54,794","338,219","186,369","551,726",3,4,4,"64,429","102,828",1,
ARE,1997,"150,475","73,768","27,141","160,354","127,061","293,200","300,007","94,957","62,483","364,142","204,008","599,455",3,4,4,"69,209","109,452",1,
ARE,1998,"157,847","75,706","29,856","136,127","122,711","281,546","303,672","96,863","67,312","353,982","200,097","609,225",3,4,4,"70,898","111,525",2,
ARE,1999,"170,298","78,417","32,375","146,689","120,584","314,179","325,824","100,289","70,431","345,794","197,802","635,941",3,4,4,"73,236","115,228",2,
ARE,2000,"191,184","83,520","35,610","197,908","132,221","388,187","376,372","106,429","77,033","383,148","217,154","713,632",3,4,4,"77,966","122,259",2,
ARE,2001,"197,756","85,538","37,615","186,516","137,671","384,370","405,403","107,883","81,864","369,619","222,087","723,449",3,4,4,"79,752","123,814",2,
ARE,2002,"218,181","91,098","40,921","199,647","156,632","408,570","430,556","113,762","85,823","381,264","250,822","741,053",3,4,4,"85,150","131,000",2,
ARE,2003,"235,783","101,249","44,526","255,380","188,789","462,630","439,149","121,269","89,729","468,613","290,925","806,270",4,4,4,"95,136","140,892",2,
ARE,2004,"290,772","108,665","47,485","345,100","256,752","549,979","489,307","124,934","88,194","583,630","377,439","883,402",4,4,4,"101,635","144,567",2,
ARE,2005,"329,438","134,017","52,220","448,305","307,280","671,986","502,364","149,554","83,234","650,644","433,809","926,293",5,4,4,"122,155","166,365",2,
ARE,2006,"402,858","157,483","56,430","559,813","369,703","826,383","578,951","171,759","80,335","726,168","512,742","1,017,415",5,4,4,"143,675","191,129",3,
ARE,2007,"501,779","239,136","63,775","685,620","543,878","959,575","649,029","237,958","80,678","789,763","689,435","1,049,813",6,4,4,"223,728","273,870",4,
ARE,2008,"596,246","291,308","84,540","913,748","719,285","1,173,721","727,616","236,168","90,225","890,863","836,961","1,083,321",7,4,4,"259,736","274,879",4,
ARE,2009,"429,174","295,101","95,295","741,694","612,644","943,321","523,792","257,144","119,910","849,796","705,941","1,026,524",8,4,4,"269,761","299,770",5,
ARE,2010,"449,543","288,635","106,755","875,260","655,948","1,064,244","502,456","233,571","120,957","903,421","698,973","1,043,312",9,4,4,"263,512","271,082",5,
ARE,2011,"494,498","298,278","128,181","1,160,025","793,161","1,287,821","557,238","230,068","135,774","1,048,567","831,830","1,115,616",9,4,4,"276,055","270,720",5,
ARE,2012,"442,160","301,066","133,860","1,379,075","880,477","1,375,684","496,996","227,732","132,838","1,231,584","903,070","1,165,647",9,4,4,"286,314","273,581",6,
ARE,2013,"486,219","275,903","157,371","1,440,518","927,341","1,432,670","522,883","224,582","173,743","1,306,630","975,552","1,224,551",9,4,4,"260,940","258,023",6,
ARE,2014,"536,991","328,208","161,849","1,474,019","1,020,545","1,480,521","587,304","275,306","174,577","1,330,177","1,071,789","1,277,015",9,4,4,"289,870","286,109",6,
ARE,2015,"465,764","337,220","163,467","1,326,700","977,900","1,315,251","475,259","313,389","169,378","1,399,223","1,010,463","1,342,218",9,4,4,"307,480","298,457",6,
ARE,2016,"474,612","341,183","164,254","1,324,400","993,200","1,311,248","483,020","326,073","167,459","1,446,868","1,037,270","1,383,303",9,4,4,"320,638","324,834",6,
ARE,2017,"528,317","358,220","187,099","1,410,400","1,067,900","1,416,136","528,317","358,220","187,099","1,410,400","1,067,900","1,416,136",9,4,4,"268,737","268,737",6,
ARE,2018,"593,902","364,566","183,267","1,442,790","1,033,940","1,550,585","560,538","316,870","177,811","1,572,610","1,184,686","1,432,986",10,4,4,"268,630","278,423",6,
ARE,2019,"601,836","368,609","205,370","1,429,970","1,059,140","1,546,645","635,570","332,328","203,179","1,526,514","1,226,751","1,457,028",10,4,4,"272,790","278,484",6,
ARG,1950,0,0,0,0,0,0,"1,059,370","207,255","595,648","82,147","83,922","2,047,607",17,0,0,,,7,"2,034"
ARG,1951,0,0,0,0,0,0,"1,091,088","303,777","590,064","65,098","94,579","2,168,542",17,0,0,,,7,"2,038"
ARG,1952,0,0,0,0,0,0,"1,027,652","258,773","575,173","47,687","69,713","2,039,380",18,0,0,,,7,"2,042"
ARG,1953,0,0,0,0,0,0,"1,027,652","277,130","556,559","72,848","57,280","2,125,439",18,0,0,,,7,"2,046"
ARG,1954,0,0,0,0,0,0,"1,110,118","267,063","582,618","78,014","75,041","2,194,645",19,0,0,,,7,"2,050"
ARG,1955,0,0,0,0,0,0,"1,230,645","300,224","603,094","70,264","90,138","2,347,937",19,0,0,,,7,"2,053"
ARG,1956,0,0,0,0,0,0,"1,211,615","281,275","670,104","80,597","80,370","2,409,858",19,0,0,,,7,"2,057"
ARG,1957,0,0,0,0,0,0,"1,294,081","309,106","644,045","85,247","89,694","2,502,468",20,0,0,,,7,"2,061"
ARG,1958,0,0,0,0,0,0,"1,395,577","335,161","662,659","87,831","93,691","2,667,743",20,0,0,,,7,"2,065"
ARG,1959,0,0,0,0,0,0,"1,281,394","305,553","670,104","91,964","83,034","2,538,546",20,0,0,,,8,"2,069"
ARG,1960,0,0,0,0,0,0,"1,313,111","448,264","731,531","92,480","102,127","2,814,370",21,0,0,,,8,"2,073"
ARG,1961,0,0,0,0,0,0,"1,392,777","491,644","731,531","82,642","120,691","2,905,950",21,0,0,,,8,"2,066"
ARG,1962,0,0,0,0,0,0,"1,406,304","448,264","731,530","120,028","120,691","2,924,542",21,0,0,,,8,"2,059"
ARG,1963,0,0,0,0,0,0,"1,361,082","368,733","731,530","120,028","92,831","2,817,153",22,0,0,,,8,"2,053"
ARG,1964,0,0,0,0,0,0,"1,470,389","473,568","731,530","110,189","111,409","3,036,108",22,0,0,,,8,"2,046"
ARG,1965,0,0,0,0,0,0,"1,685,000","491,644","731,531","120,028","111,409","3,315,398",22,0,0,,,8,"2,039"
ARG,1966,0,0,0,0,0,0,"1,663,539","473,568","731,530","139,704","102,127","3,323,223",23,0,0,,,8,"2,033"
ARG,1967,0,0,0,0,0,0,"1,723,158","491,645","731,531","139,704","102,127","3,415,849",23,0,0,,,8,"2,026"
