# File: steel_prod.csv
# Title: Crude steel production by country and sector
# Units: Thousand tonnes
# Description: National steel production
# Source: World Steel Association
# Column types: cinnnc
# ----------
iso,year,BLASTFUR,EAF with scrap,EAF with DRI,unit_prod
pak,1994,761,21.5,68,thousand tons
per,1994,257,99.7,316,thousand tons
phl,1994,0,91.5,290,thousand tons
pol,1994,6450,1650,1300,thousand tons
prk,1994,1340,0,0,thousand tons
prt,1994,367,340,267,thousand tons
pry,1994,68.9,0,0,thousand tons
qat,1994,0,157,496,thousand tons
rom,1994,2990,664,522,thousand tons
rus,1994,45200,2470,5240,thousand tons
sau,1994,0,640,2030,thousand tons
sgp,1994,0,130,410,thousand tons
slv,1994,0.447,8.7,27.5,thousand tons
svk,1994,3080,143,113,thousand tons
svn,1994,0,260,204,thousand tons
swe,1994,2900,998,784,thousand tons
syr,1994,0,15,47.6,thousand tons
tha,1994,0,451,1430,thousand tons
tto,1994,0,159,504,thousand tons
tun,1994,152,12.7,40.1,thousand tons
tur,1994,4680,2610,5540,thousand tons
twn,1994,8920,1490,4710,thousand tons
ukr,1994,27500,282,599,thousand tons
ury,1994,0,8.16,25.8,thousand tons
usa,1994,48300,32100,10700,thousand tons
uzb,1994,102,62.9,199,thousand tons
ven,1994,0.358,824,2610,thousand tons
vnm,1994,0,65.7,208,thousand tons
zaf,1994,4180,818,2590,thousand tons
alb,1995,0,1.42,3.03,thousand tons
are,1995,0,19.2,60.9,thousand tons
arg,1995,1980,481,1520,thousand tons
aus,1995,5370,236,746,thousand tons
aut,1995,4600,271,213,thousand tons
bel,1995,7930,1360,1070,thousand tons
bgr,1995,1260,300,236,thousand tons
bih,1995,47.6,6.7,14.2,thousand tons
blr,1995,0,428,910,thousand tons
bra,1995,19700,1230,3890,thousand tons
can,1995,8560,4670,1560,thousand tons
che,1995,0,499,392,thousand tons
chl,1995,1010,46.3,147,thousand tons
chn,1995,96400,17100,899,thousand tons
col,1995,249,81.3,257,thousand tons
cub,1995,0,71.8,227,thousand tons
cze,1995,5070,261,205,thousand tons
deu,1995,29400,6640,5220,thousand tons
dnk,1995,0,399,314,thousand tons
dom,1995,0.0891,8.31,26.3,thousand tons
dza,1995,670,19.2,60.9,thousand tons
ecu,1995,0,12.4,39.3,thousand tons
egy,1995,1050,355,1120,thousand tons
esp,1995,3750,5810,4570,thousand tons
est,1995,0.891,0,0,thousand tons
fin,1995,2790,481,378,thousand tons
fra,1995,11100,4210,3310,thousand tons
gbr,1995,10300,1730,1360,thousand tons
gha,1995,0,5.34,16.9,thousand tons
grc,1995,0,543,426,thousand tons
gtm,1995,0.445,35.6,113,thousand tons
hrv,1995,0,20.2,43,thousand tons
hun,1995,1460,116,91.3,thousand tons
idn,1995,0,609,1930,thousand tons
ind,1995,15300,2070,6560,thousand tons
irl,1995,0,180,141,thousand tons
irn,1995,1960,940,2980,thousand tons
isr,1995,0,59.8,189,thousand tons
ita,1995,9510,8020,6300,thousand tons
jor,1995,0,6.41,20.3,thousand tons
jpn,1995,67500,9560,17700,thousand tons
kaz,1995,4250,0,0,thousand tons
ken,1995,0,4.27,13.5,thousand tons
kor,1995,22000,8210,8210,thousand tons
lby,1995,0,225,714,thousand tons
lka,1995,0,6.41,20.3,thousand tons
lux,1995,0,1280,1010,thousand tons
lva,1995,442,0.997,0.784,thousand tons
mar,1995,4.45,0,0,thousand tons
mda,1995,0,259,550,thousand tons
mex,1995,4660,2220,7040,thousand tons
mkd,1995,0.0891,45.9,97.4,thousand tons
mmr,1995,0,5.34,16.9,thousand tons
mys,1995,0,780,2470,thousand tons
nld,1995,4900,79.3,62.3,thousand tons
nor,1995,0,339,266,thousand tons
nzl,1995,492,32,101,thousand tons
pak,1995,757,21.4,67.7,thousand tons
per,1995,255,99.2,314,thousand tons
phl,1995,0,91,288,thousand tons
pol,1995,6420,1640,1290,thousand tons
prk,1995,1340,0,0,thousand tons
prt,1995,365,338,266,thousand tons
pry,1995,68.6,0,0,thousand tons
qat,1995,0,156,493,thousand tons
rom,1995,2980,661,519,thousand tons
rus,1995,45000,2450,5210,thousand tons
sau,1995,0,637,2020,thousand tons
sgp,1995,0,129,408,thousand tons
slv,1995,0.445,8.66,27.4,thousand tons
svk,1995,3070,143,112,thousand tons
svn,1995,0,259,203,thousand tons
swe,1995,2880,993,781,thousand tons
syr,1995,0,15,47.4,thousand tons
tha,1995,0,449,1420,thousand tons
tto,1995,0,158,501,thousand tons
tun,1995,151,12.6,39.9,thousand tons
tur,1995,4660,2590,5510,thousand tons
twn,1995,8880,1480,4690,thousand tons
ukr,1995,27400,281,596,thousand tons
ury,1995,0,8.12,25.7,thousand tons
usa,1995,48100,32000,10700,thousand tons
uzb,1995,102,62.6,198,thousand tons
ven,1995,0.356,820,2600,thousand tons
vnm,1995,0,65.4,207,thousand tons
zaf,1995,4160,813,2580,thousand tons
alb,1996,0,1.42,3.02,thousand tons
are,1996,0,19.2,60.8,thousand tons
arg,1996,1980,480,1520,thousand tons
aus,1996,5360,235,745,thousand tons
aut,1996,4590,271,213,thousand tons
bel,1996,7920,1360,1070,thousand tons
bgr,1996,1260,300,236,thousand tons
bih,1996,47.6,6.69,14.2,thousand tons
blr,1996,0,427,908,thousand tons
bra,1996,19700,1230,3880,thousand tons
can,1996,8550,4660,1550,thousand tons
che,1996,0,498,391,thousand tons
chl,1996,1010,46.2,146,thousand tons
chn,1996,96300,17100,898,thousand tons
col,1996,249,81.2,257,thousand tons
cub,1996,0,71.7,227,thousand tons
cze,1996,5060,260,205,thousand tons
deu,1996,29400,6640,5210,thousand tons
dnk,1996,0,399,313,thousand tons
dom,1996,0.0889,8.3,26.3,thousand tons
dza,1996,669,19.2,60.8,thousand tons
ecu,1996,0,12.4,39.2,thousand tons
egy,1996,1050,354,1120,thousand tons
esp,1996,3750,5810,4560,thousand tons
est,1996,0.889,0,0,thousand tons
fin,1996,2780,481,378,thousand tons
fra,1996,11100,4200,3300,thousand tons
gbr,1996,10300,1730,1360,thousand tons
gha,1996,0,5.34,16.9,thousand tons
grc,1996,0,542,426,thousand tons
gtm,1996,0.445,35.5,113,thousand tons
hrv,1996,0,20.2,42.9,thousand tons
hun,1996,1460,116,91.2,thousand tons
idn,1996,0,608,1920,thousand tons
ind,1996,15300,2070,6550,thousand tons
irl,1996,0,179,141,thousand tons
irn,1996,1960,939,2970,thousand tons
isr,1996,0,59.8,189,thousand tons
ita,1996,9490,8010,6290,thousand tons
jor,1996,0,6.4,20.3,thousand tons
jpn,1996,67400,9540,17700,thousand tons
kaz,1996,4240,0,0,thousand tons
ken,1996,0,4.27,13.5,thousand tons
kor,1996,21900,8200,8200,thousand tons
lby,1996,0,225,713,thousand tons
lka,1996,0,6.4,20.3,thousand tons
lux,1996,0,1280,1010,thousand tons
lva,1996,441,0.996,0.783,thousand tons
mar,1996,4.45,0,0,thousand tons
mda,1996,0,258,549,thousand tons
mex,1996,4660,2220,7030,thousand tons
mkd,1996,0.0889,45.8,97.3,thousand tons
mmr,1996,0,5.34,16.9,thousand tons
mys,1996,0,779,2470,thousand tons
nld,1996,4900,79.2,62.2,thousand tons
nor,1996,0,338,266,thousand tons
nzl,1996,491,31.9,101,thousand tons
pak,1996,756,21.3,67.6,thousand tons
per,1996,255,99.1,314,thousand tons
phl,1996,0,90.9,288,thousand tons
pol,1996,6410,1640,1290,thousand tons
prk,1996,1330,0,0,thousand tons
prt,1996,365,338,265,thousand tons
pry,1996,68.5,0,0,thousand tons
qat,1996,0,156,493,thousand tons
rom,1996,2980,660,519,thousand tons
rus,1996,44900,2450,5210,thousand tons
sau,1996,0,636,2010,thousand tons
sgp,1996,0,129,408,thousand tons
slv,1996,0.445,8.64,27.4,thousand tons
svk,1996,3070,142,112,thousand tons
svn,1996,0,258,203,thousand tons
swe,1996,2880,992,779,thousand tons
syr,1996,0,14.9,47.3,thousand tons
tha,1996,0,448,1420,thousand tons
tto,1996,0,158,501,thousand tons
tun,1996,151,12.6,39.9,thousand tons
tur,1996,4650,2590,5500,thousand tons
twn,1996,8870,1480,4680,thousand tons
ukr,1996,27400,280,596,thousand tons
ury,1996,0,8.11,25.7,thousand tons
usa,1996,48000,31900,10600,thousand tons
uzb,1996,101,62.5,198,thousand tons
ven,1996,0.356,818,2590,thousand tons
vnm,1996,0,65.3,207,thousand tons
zaf,1996,4160,812,2570,thousand tons
alb,1997,0,1.51,3.2,thousand tons
are,1997,0,20.3,64.4,thousand tons
arg,1997,2090,508,1610,thousand tons
aus,1997,5670,249,788,thousand tons
aut,1997,4860,286,225,thousand tons
bel,1997,8390,1440,1130,thousand tons
bgr,1997,1340,317,249,thousand tons
bih,1997,50.4,7.08,15,thousand tons
blr,1997,0,452,961,thousand tons
bra,1997,20800,1300,4110,thousand tons
can,1997,9040,4930,1640,thousand tons
che,1997,0,527,414,thousand tons
chl,1997,1070,48.9,155,thousand tons
chn,1997,102000,18100,951,thousand tons
col,1997,263,85.9,272,thousand tons
cub,1997,0,75.9,240,thousand tons
cze,1997,5360,276,217,thousand tons
deu,1997,31100,7020,5520,thousand tons
dnk,1997,0,422,332,thousand tons
dom,1997,0.0941,8.79,27.8,thousand tons
dza,1997,708,20.3,64.4,thousand tons
ecu,1997,0,13.1,41.5,thousand tons
egy,1997,1110,375,1190,thousand tons
esp,1997,3970,6140,4830,thousand tons
est,1997,0.941,0,0,thousand tons
fin,1997,2950,509,400,thousand tons
fra,1997,11800,4450,3500,thousand tons
gbr,1997,10900,1830,1440,thousand tons
gha,1997,0,5.65,17.9,thousand tons
grc,1997,0,573,451,thousand tons
gtm,1997,0.471,37.6,119,thousand tons
hrv,1997,0,21.4,45.4,thousand tons
hun,1997,1540,123,96.5,thousand tons
idn,1997,0,643,2040,thousand tons
ind,1997,16200,2190,6930,thousand tons
irl,1997,0,190,149,thousand tons
irn,1997,2070,994,3150,thousand tons
isr,1997,0,63.2,200,thousand tons
ita,1997,10000,8480,6660,thousand tons
jor,1997,0,6.78,21.5,thousand tons
jpn,1997,71300,10100,18800,thousand tons
kaz,1997,4490,0,0,thousand tons
ken,1997,0,4.52,14.3,thousand tons
kor,1997,23200,8680,8680,thousand tons
lby,1997,0,238,755,thousand tons
lka,1997,0,6.78,21.5,thousand tons
lux,1997,0,1360,1060,thousand tons
lva,1997,467,1.05,0.828,thousand tons
mar,1997,4.71,0,0,thousand tons
mda,1997,0,273,581,thousand tons
mex,1997,4930,2350,7440,thousand tons
mkd,1997,0.0941,48.5,103,thousand tons
mmr,1997,0,5.65,17.9,thousand tons
mys,1997,0,824,2610,thousand tons
nld,1997,5180,83.8,65.8,thousand tons
nor,1997,0,358,281,thousand tons
nzl,1997,520,33.8,107,thousand tons
pak,1997,800,22.6,71.5,thousand tons
per,1997,270,105,332,thousand tons
phl,1997,0,96.2,305,thousand tons
pol,1997,6780,1730,1360,thousand tons
prk,1997,1410,0,0,thousand tons
prt,1997,386,357,281,thousand tons
pry,1997,72.5,0,0,thousand tons
qat,1997,0,165,521,thousand tons
rom,1997,3150,699,549,thousand tons
rus,1997,47600,2590,5510,thousand tons
sau,1997,0,673,2130,thousand tons
sgp,1997,0,136,431,thousand tons
slv,1997,0.471,9.15,29,thousand tons
svk,1997,3240,151,118,thousand tons
svn,1997,0,274,215,thousand tons
swe,1997,3040,1050,825,thousand tons
syr,1997,0,15.8,50.1,thousand tons
tha,1997,0,474,1500,thousand tons
tto,1997,0,167,530,thousand tons
tun,1997,160,13.3,42.2,thousand tons
tur,1997,4920,2740,5820,thousand tons
twn,1997,9390,1560,4950,thousand tons
ukr,1997,29000,297,630,thousand tons
ury,1997,0,8.58,27.2,thousand tons
usa,1997,50800,33800,11300,thousand tons
uzb,1997,107,66.2,210,thousand tons
ven,1997,0.376,866,2740,thousand tons
vnm,1997,0,69.1,219,thousand tons
zaf,1997,4400,860,2720,thousand tons
alb,1998,0,1.46,3.11,thousand tons
are,1998,0,19.8,62.6,thousand tons
arg,1998,2040,494,1560,thousand tons
aus,1998,5520,242,767,thousand tons
aut,1998,4730,278,219,thousand tons
bel,1998,8150,1400,1100,thousand tons
bgr,1998,1300,308,242,thousand tons
bih,1998,49,6.88,14.6,thousand tons
blr,1998,0,440,935,thousand tons
bra,1998,20200,1260,4000,thousand tons
can,1998,8790,4800,1600,thousand tons
che,1998,0,513,403,thousand tons
chl,1998,1040,47.6,151,thousand tons
chn,1998,99100,17600,924,thousand tons
col,1998,256,83.6,265,thousand tons
cub,1998,0,73.8,234,thousand tons
cze,1998,5210,268,211,thousand tons
deu,1998,30300,6830,5370,thousand tons
dnk,1998,0,411,323,thousand tons
dom,1998,0.0915,8.54,27.1,thousand tons
dza,1998,688,19.8,62.6,thousand tons
ecu,1998,0,12.7,40.3,thousand tons
egy,1998,1080,365,1150,thousand tons
esp,1998,3860,5980,4690,thousand tons
est,1998,0.915,0,0,thousand tons
fin,1998,2870,495,389,thousand tons
fra,1998,11500,4330,3400,thousand tons
gbr,1998,10600,1780,1400,thousand tons
gha,1998,0,5.49,17.4,thousand tons
grc,1998,0,558,438,thousand tons
gtm,1998,0.458,36.6,116,thousand tons
hrv,1998,0,20.8,44.2,thousand tons
hun,1998,1500,119,93.8,thousand tons
idn,1998,0,626,1980,thousand tons
ind,1998,15800,2130,6740,thousand tons
irl,1998,0,185,145,thousand tons
irn,1998,2010,966,3060,thousand tons
isr,1998,0,61.5,195,thousand tons
ita,1998,9770,8240,6480,thousand tons
jor,1998,0,6.59,20.9,thousand tons
jpn,1998,69400,9820,18200,thousand tons
kaz,1998,4360,0,0,thousand tons
ken,1998,0,4.39,13.9,thousand tons
kor,1998,22600,8440,8440,thousand tons
lby,1998,0,232,734,thousand tons
lka,1998,0,6.59,20.9,thousand tons
lux,1998,0,1320,1040,thousand tons
lva,1998,454,1.03,0.805,thousand tons
mar,1998,4.58,0,0,thousand tons
mda,1998,0,266,565,thousand tons
mex,1998,4790,2280,7230,thousand tons
mkd,1998,0.0915,47.1,100,thousand tons
mmr,1998,0,5.49,17.4,thousand tons
mys,1998,0,802,2540,thousand tons
nld,1998,5040,81.5,64,thousand tons
nor,1998,0,348,273,thousand tons
nzl,1998,506,32.9,104,thousand tons
pak,1998,778,22,69.6,thousand tons
per,1998,262,102,323,thousand tons
phl,1998,0,93.6,296,thousand tons
pol,1998,6600,1690,1320,thousand tons
prk,1998,1370,0,0,thousand tons
prt,1998,375,347,273,thousand tons
pry,1998,70.5,0,0,thousand tons
qat,1998,0,160,507,thousand tons
rom,1998,3060,679,534,thousand tons
rus,1998,46200,2520,5360,thousand tons
sau,1998,0,655,2070,thousand tons
sgp,1998,0,132,419,thousand tons
slv,1998,0.458,8.9,28.2,thousand tons
svk,1998,3150,147,115,thousand tons
svn,1998,0,266,209,thousand tons
swe,1998,2960,1020,802,thousand tons
syr,1998,0,15.4,48.7,thousand tons
tha,1998,0,461,1460,thousand tons
tto,1998,0,163,515,thousand tons
tun,1998,156,13,41,thousand tons
tur,1998,4790,2660,5660,thousand tons
twn,1998,9130,1520,4820,thousand tons
ukr,1998,28200,288,613,thousand tons
ury,1998,0,8.35,26.4,thousand tons
usa,1998,49400,32800,10900,thousand tons
uzb,1998,104,64.4,204,thousand tons
ven,1998,0.366,842,2670,thousand tons
vnm,1998,0,67.2,213,thousand tons
zaf,1998,4280,836,2650,thousand tons
alb,1999,0,1.49,3.16,thousand tons
are,1999,0,20.1,63.6,thousand tons
arg,1999,2070,502,1590,thousand tons
aus,1999,5600,246,779,thousand tons
aut,1999,4800,283,222,thousand tons
bel,1999,8280,1420,1110,thousand tons
bgr,1999,1320,313,246,thousand tons
bih,1999,49.7,6.99,14.9,thousand tons
blr,1999,0,447,949,thousand tons
bra,1999,20600,1280,4060,thousand tons
can,1999,8930,4870,1620,thousand tons
che,1999,0,520,409,thousand tons
chl,1999,1060,48.3,153,thousand tons
chn,1999,101000,17800,939,thousand tons
col,1999,260,84.8,269,thousand tons
cub,1999,0,74.9,237,thousand tons
cze,1999,5290,272,214,thousand tons
deu,1999,30700,6930,5450,thousand tons
dnk,1999,0,417,328,thousand tons
dom,1999,0.0929,8.68,27.5,thousand tons
dza,1999,699,20.1,63.6,thousand tons
ecu,1999,0,12.9,41,thousand tons
egy,1999,1090,370,1170,thousand tons
esp,1999,3920,6070,4770,thousand tons
est,1999,0.929,0,0,thousand tons
fin,1999,2910,502,395,thousand tons
fra,1999,11600,4390,3450,thousand tons
gbr,1999,10700,1800,1420,thousand tons
gha,1999,0,5.58,17.7,thousand tons
grc,1999,0,566,445,thousand tons
gtm,1999,0.465,37.1,118,thousand tons
hrv,1999,0,21.1,44.9,thousand tons
hun,1999,1520,121,95.3,thousand tons
idn,1999,0,635,2010,thousand tons
ind,1999,16000,2160,6840,thousand tons
irl,1999,0,187,147,thousand tons
irn,1999,2050,981,3110,thousand tons
isr,1999,0,62.5,198,thousand tons
ita,1999,9920,8370,6580,thousand tons
jor,1999,0,6.69,21.2,thousand tons
jpn,1999,70400,9970,18500,thousand tons
kaz,1999,4430,0,0,thousand tons
ken,1999,0,4.46,14.1,thousand tons
kor,1999,22900,8570,8570,thousand tons
lby,1999,0,235,745,thousand tons
lka,1999,0,6.69,21.2,thousand tons
lux,1999,0,1340,1050,thousand tons
lva,1999,461,1.04,0.818,thousand tons
mar,1999,4.65,0,0,thousand tons
mda,1999,0,270,574,thousand tons
mex,1999,4870,2320,7340,thousand tons
mkd,1999,0.0929,47.9,102,thousand tons
mmr,1999,0,5.58,17.7,thousand tons
mys,1999,0,814,2580,thousand tons
nld,1999,5120,82.8,65,thousand tons
nor,1999,0,353,278,thousand tons
nzl,1999,513,33.4,106,thousand tons
pak,1999,790,22.3,70.6,thousand tons
per,1999,267,104,328,thousand tons
phl,1999,0,95,301,thousand tons
pol,1999,6700,1710,1350,thousand tons
prk,1999,1390,0,0,thousand tons
prt,1999,381,353,277,thousand tons
pry,1999,71.6,0,0,thousand tons
qat,1999,0,163,515,thousand tons
rom,1999,3110,690,542,thousand tons
rus,1999,47000,2560,5440,thousand tons
sau,1999,0,665,2110,thousand tons
sgp,1999,0,134,426,thousand tons
slv,1999,0.465,9.03,28.6,thousand tons
svk,1999,3200,149,117,thousand tons
svn,1999,0,270,212,thousand tons
swe,1999,3010,1040,815,thousand tons
syr,1999,0,15.6,49.4,thousand tons
tha,1999,0,468,1480,thousand tons
tto,1999,0,165,523,thousand tons
tun,1999,158,13.2,41.7,thousand tons
tur,1999,4860,2710,5750,thousand tons
twn,1999,9270,1540,4890,thousand tons
ukr,1999,28600,293,622,thousand tons
ury,1999,0,8.48,26.8,thousand tons
usa,1999,50200,33400,11100,thousand tons
uzb,1999,106,65.4,207,thousand tons
ven,1999,0.372,855,2710,thousand tons
vnm,1999,0,68.3,216,thousand tons
zaf,1999,4340,849,2690,thousand tons
alb,2000,0,1.6,3.4,thousand tons
are,2000,0,21.6,68.4,thousand tons
arg,2000,2220,540,1710,thousand tons
aus,2000,6030,265,838,thousand tons
aut,2000,5160,304,239,thousand tons
aze,2000,0,0,0,thousand tons
bel,2000,8910,1530,1200,thousand tons
bgd,2000,0,0,0,thousand tons
bgr,2000,1420,337,265,thousand tons
bih,2000,53.5,7.52,16,thousand tons
blr,2000,0,481,1020,thousand tons
bra,2000,22100,1380,4370,thousand tons
can,2000,9610,5240,1750,thousand tons
che,2000,0,560,440,thousand tons
chl,2000,1140,52,165,thousand tons
chn,2000,108000,19200,1010,thousand tons
col,2000,280,91.3,289,thousand tons
cub,2000,0,80.7,256,thousand tons
cze,2000,5690,293,230,thousand tons
deu,2000,33100,7460,5860,thousand tons
dnk,2000,0,449,352,thousand tons
dom,2000,0.1,9.34,29.6,thousand tons
dza,2000,752,21.6,68.4,thousand tons
ecu,2000,0,14,44.5,thousand tons
egy,2000,1180,398,1260,thousand tons
esp,2000,4220,6530,5130,thousand tons
est,2000,1,0,0,thousand tons
fin,2000,3130,540,425,thousand tons
fra,2000,12500,4730,3710,thousand tons
gbr,2000,11600,1940,1530,thousand tons
gha,2000,0,6,19,thousand tons
grc,2000,0,609,479,thousand tons
gtm,2000,0.5,40,127,thousand tons
hrv,2000,0,22.7,48.3,thousand tons
hun,2000,1640,130,103,thousand tons
idn,2000,0,684,2160,thousand tons
ind,2000,17200,2330,7360,thousand tons
irl,2000,0,202,158,thousand tons
irn,2000,2200,1060,3340,thousand tons
isr,2000,0,67.2,213,thousand tons
ita,2000,10700,9010,7080,thousand tons
jor,2000,0,7.2,22.8,thousand tons
jpn,2000,75800,10700,19900,thousand tons
kaz,2000,4770,0,0,thousand tons
ken,2000,0,4.8,15.2,thousand tons
kor,2000,24700,9220,9220,thousand tons
lby,2000,0,253,802,thousand tons
lka,2000,0,7.2,22.8,thousand tons
lux,2000,0,1440,1130,thousand tons
lva,2000,496,1.12,0.88,thousand tons
mar,2000,5,0,0,thousand tons
mda,2000,0,291,618,thousand tons
mex,2000,5240,2490,7900,thousand tons
mkd,2000,0.1,51.5,109,thousand tons
mmr,2000,0,6,19,thousand tons
mne,2000,0,0,0,thousand tons
mys,2000,0,876,2770,thousand tons
nga,2000,0,0,0,thousand tons
nld,2000,5510,89,70,thousand tons
nor,2000,0,380,299,thousand tons
nzl,2000,552,35.9,114,thousand tons
omn,2000,0,0,0,thousand tons
pak,2000,850,24,76,thousand tons
per,2000,287,111,353,thousand tons
phl,2000,0,102,324,thousand tons
pol,2000,7210,1840,1450,thousand tons
prk,2000,1500,0,0,thousand tons
prt,2000,410,380,298,thousand tons
pry,2000,77,0,0,thousand tons
qat,2000,0,175,554,thousand tons
rom,2000,3350,742,583,thousand tons
rus,2000,50500,2760,5850,thousand tons
sau,2000,0,715,2270,thousand tons
sgp,2000,0,145,458,thousand tons
slv,2000,0.5,9.72,30.8,thousand tons
srb,2000,0,0,0,thousand tons
svk,2000,3450,160,126,thousand tons
svn,2000,0,291,228,thousand tons
swe,2000,3240,1120,876,thousand tons
syr,2000,0,16.8,53.2,thousand tons
tha,2000,0,504,1600,thousand tons
tto,2000,0,178,564,thousand tons
tun,2000,170,14.2,44.8,thousand tons
tur,2000,5230,2910,6190,thousand tons
twn,2000,9970,1660,5260,thousand tons
ukr,2000,30800,315,670,thousand tons
ury,2000,0,9.14,29,thousand tons
usa,2000,54000,35900,12000,thousand tons
uzb,2000,114,70.3,223,thousand tons
ven,2000,0.4,920,2910,thousand tons
vnm,2000,0,73.4,233,thousand tons
zaf,2000,4680,913,2890,thousand tons
alb,2001,0,25.6,54.4,thousand tons
are,2001,0,21.6,68.4,thousand tons
arg,2001,2030,498,1580,thousand tons
aus,2001,5770,302,957,thousand tons
aut,2001,5320,306,240,thousand tons
aze,2001,0,19.2,60.8,thousand tons
bel,2001,8020,1530,1210,thousand tons
bgd,2001,0,0,0,thousand tons
bgr,2001,1270,394,309,thousand tons
bih,2001,59.2,7.94,16.9,thousand tons
blr,2001,0,476,1010,thousand tons
bra,2001,21300,1300,4110,thousand tons
can,2001,8840,4830,1610,thousand tons
che,2001,0,560,440,thousand tons
chl,2001,1000,58.9,187,thousand tons
chn,2001,128000,22800,1200,thousand tons
col,2001,332,73.4,232,thousand tons
cub,2001,0,64.8,205,thousand tons
cze,2001,5740,321,252,thousand tons
deu,2001,31700,7360,5790,thousand tons
dnk,2001,0,421,330,thousand tons
dom,2001,0,0,0,thousand tons
dza,2001,847,24,76,thousand tons
ecu,2001,0.3,14.3,45.4,thousand tons
egy,2001,1150,636,2010,thousand tons
esp,2001,4220,6880,5400,thousand tons
est,2001,1,0,0,thousand tons
fin,2001,3080,481,378,thousand tons
fra,2001,11100,4610,3620,thousand tons
gbr,2001,10300,1750,1380,thousand tons
gha,2001,0,6,19,thousand tons
grc,2001,0,717,564,thousand tons
gtm,2001,0.2,48.4,153,thousand tons
hrv,2001,0,18.6,39.4,thousand tons
hun,2001,1500,256,201,thousand tons
idn,2001,0,667,2110,thousand tons
ind,2001,17300,2390,7570,thousand tons
irl,2001,0,84,66,thousand tons
irn,2001,2150,1140,3620,thousand tons
isr,2001,0,67.2,213,thousand tons
ita,2001,10000,9260,7280,thousand tons
jor,2001,0,7.2,22.8,thousand tons
jpn,2001,74400,9950,18500,thousand tons
kaz,2001,4660,0,0,thousand tons
ken,2001,0,4.8,15.2,thousand tons
kor,2001,24700,9560,9560,thousand tons
lby,2001,0.1,203,643,thousand tons
lka,2001,0,7.2,22.8,thousand tons
lux,2001,0,1530,1200,thousand tons
lva,2001,513,1.12,0.88,thousand tons
mar,2001,5,0,0,thousand tons
mda,2001,0.1,309,657,thousand tons
mex,2001,4770,2050,6480,thousand tons
mkd,2001,0,83.2,177,thousand tons
mmr,2001,0,6,19,thousand tons
mne,2001,0,0,0,thousand tons
mys,2001,0,984,3120,thousand tons
nga,2001,0,0,0,thousand tons
nld,2001,5900,75.8,59.6,thousand tons
nor,2001,0,358,282,thousand tons
nzl,2001,606,52.8,167,thousand tons
omn,2001,0,0,0,thousand tons
pak,2001,853,24,76,thousand tons
per,2001,273,100,317,thousand tons
phl,2001,74,102,324,thousand tons
pol,2001,6000,1580,1240,thousand tons
prk,2001,1400,0,0,thousand tons
prt,2001,62,373,293,thousand tons
pry,2001,71,0,0,thousand tons
qat,2001,0,214,677,thousand tons
rom,2001,3560,767,603,thousand tons
rus,2001,50100,2830,6020,thousand tons
sau,2001,0,819,2590,thousand tons
sgp,2001,0.3,109,346,thousand tons
slv,2001,0.5,9.24,29.3,thousand tons
srb,2001,0,0,0,thousand tons
svk,2001,3680,175,138,thousand tons
svn,2001,0,259,203,thousand tons
swe,2001,3650,1050,823,thousand tons
syr,2001,0,16.8,53.2,thousand tons
tha,2001,0,510,1620,thousand tons
tto,2001,0,160,508,thousand tons
tun,2001,176,15.1,47.8,thousand tons
tur,2001,5280,3100,6600,thousand tons
twn,2001,10300,1670,5280,thousand tons
ukr,2001,32200,297,630,thousand tons
ury,2001,0.1,7.42,23.5,thousand tons
usa,2001,47400,32100,10700,thousand tons
uzb,2001,100,79.9,253,thousand tons
ven,2001,0.3,915,2900,thousand tons
vnm,2001,0,76.6,242,thousand tons
zaf,2001,4910,939,2970,thousand tons
alb,2002,0,44.8,95.2,thousand tons
are,2002,0,21.6,68.4,thousand tons
arg,2002,1820,608,1930,thousand tons
aus,2002,6160,329,1040,thousand tons
aut,2002,5540,365,286,thousand tons
aze,2002,0,30,95,thousand tons
bel,2002,8420,1640,1290,thousand tons
bgd,2002,0,0,0,thousand tons
bgr,2002,1220,359,282,thousand tons
bih,2002,50.6,7.49,15.9,thousand tons
blr,2002,0,475,1010,thousand tons
bra,2002,23600,1440,4550,thousand tons
can,2002,9450,4910,1640,thousand tons
che,2002,0,560,440,thousand tons
chl,2002,1010,63.9,202,thousand tons
chn,2002,152000,29000,1520,thousand tons
col,2002,320,82.6,262,thousand tons
cub,2002,0,64.4,204,thousand tons
cze,2002,5980,296,232,thousand tons
deu,2002,31800,7400,5810,thousand tons
dnk,2002,0,220,172,thousand tons
dom,2002,0,0,0,thousand tons
dza,2002,986,25.3,80.2,thousand tons
ecu,2002,0.3,16.5,52.2,thousand tons
egy,2002,1150,760,2410,thousand tons
esp,2002,4200,6840,5370,thousand tons
est,2002,1,0,0,thousand tons
fin,2002,3100,508,400,thousand tons
fra,2002,12400,4410,3470,thousand tons
gbr,2002,8960,1440,1130,thousand tons
gha,2002,0,6,19,thousand tons
grc,2002,0,1030,807,thousand tons
gtm,2002,0.1,51.8,164,thousand tons
hrv,2002,0.1,10.8,23.1,thousand tons
hun,2002,1650,224,176,thousand tons
idn,2002,0,591,1870,thousand tons
ind,2002,18000,2600,8250,thousand tons
irl,2002,0,0,0,thousand tons
irn,2002,2170,1240,3910,thousand tons
isr,2002,0,67.2,213,thousand tons
ita,2002,9330,9370,7370,thousand tons
jor,2002,0,32.2,102,thousand tons
