# File: EPA_2019_MACC_Ag_updated_baseline.csv
# Title: nonCO2 GHG emissions MACC in EPA 2019 updated agriculture baseline data
# Source: EPA Global mitigation of Non-CO2 GHG Gases (https://www.epa.gov/global-mitigation-non-co2-greenhouse-gases/global-non-co2-greenhouse-gas-emission-projections)
# Units: MMTCO2e
# Description: this is the original raw data tap containing all species eventually should be only read in this file for all processes
# Column types: cciccn
source,country,year,gas,unit,value
CROP,United Kingdom,2015,N2O,MMTCO2e,6.406805743
CROP,United Kingdom,2015,dSOC,MMTCO2e,-0.07667694
CROP,United Kingdom,2020,CH4,MMTCO2e,-0.106937442
CROP,United Kingdom,2020,N2O,MMTCO2e,6.62417087
CROP,United Kingdom,2020,dSOC,MMTCO2e,-0.075304497
CROP,United Kingdom,2025,CH4,MMTCO2e,-0.101438176
CROP,United Kingdom,2025,N2O,MMTCO2e,6.426207293
CROP,United Kingdom,2025,dSOC,MMTCO2e,-0.073542456
CROP,United Kingdom,2030,CH4,MMTCO2e,-0.096380823
CROP,United Kingdom,2030,N2O,MMTCO2e,6.477929706
CROP,United Kingdom,2030,dSOC,MMTCO2e,-0.070690994
CROP,United Kingdom,2035,CH4,MMTCO2e,-0.093923597
CROP,United Kingdom,2035,N2O,MMTCO2e,5.960133895
CROP,United Kingdom,2035,dSOC,MMTCO2e,-0.067628442
CROP,United Kingdom,2040,CH4,MMTCO2e,-0.089312034
CROP,United Kingdom,2040,N2O,MMTCO2e,5.745911351
CROP,United Kingdom,2040,dSOC,MMTCO2e,-0.064364432
CROP,United Kingdom,2045,CH4,MMTCO2e,-0.084656165
CROP,United Kingdom,2045,N2O,MMTCO2e,5.520933012
CROP,United Kingdom,2045,dSOC,MMTCO2e,-0.061055432
CROP,United Kingdom,2050,CH4,MMTCO2e,-0.079649884
CROP,United Kingdom,2050,N2O,MMTCO2e,5.268443227
CROP,United Kingdom,2050,dSOC,MMTCO2e,-0.057500715
CROP,United Kingdom,2055,CH4,MMTCO2e,-0.075223546
CROP,United Kingdom,2055,N2O,MMTCO2e,5.045831694
CROP,United Kingdom,2055,dSOC,MMTCO2e,-0.054351844
CROP,United Kingdom,2060,CH4,MMTCO2e,-0.071046556
CROP,United Kingdom,2060,N2O,MMTCO2e,4.833268832
CROP,United Kingdom,2060,dSOC,MMTCO2e,-0.051377554
CROP,United Kingdom,2065,CH4,MMTCO2e,-0.067104668
CROP,United Kingdom,2065,N2O,MMTCO2e,4.630264538
CROP,United Kingdom,2065,dSOC,MMTCO2e,-0.048568035
CROP,United Kingdom,2070,CH4,MMTCO2e,-0.063384462
CROP,United Kingdom,2070,N2O,MMTCO2e,4.436354556
CROP,United Kingdom,2070,dSOC,MMTCO2e,-0.045914039
CROP,United Kingdom,2075,CH4,MMTCO2e,-0.059873293
CROP,United Kingdom,2075,N2O,MMTCO2e,4.251099015
CROP,United Kingdom,2075,dSOC,MMTCO2e,-0.043406842
CROP,United Kingdom,2080,CH4,MMTCO2e,-0.056559249
CROP,United Kingdom,2080,N2O,MMTCO2e,4.074081061
CROP,United Kingdom,2080,dSOC,MMTCO2e,-0.041038217
CROP,United States,2005,CH4,MMTCO2e,-4.999274989
CROP,United States,2005,N2O,MMTCO2e,82.93351898
CROP,United States,2005,dSOC,MMTCO2e,-1.501385932
CROP,United States,2010,CH4,MMTCO2e,-4.895206676
CROP,United States,2010,N2O,MMTCO2e,97.51121357
CROP,United States,2010,dSOC,MMTCO2e,-1.589790827
CROP,United States,2015,CH4,MMTCO2e,-5.019819289
CROP,United States,2015,N2O,MMTCO2e,94.13840038
CROP,United States,2015,dSOC,MMTCO2e,-1.67548751
CROP,United States,2020,CH4,MMTCO2e,-5.149895198
CROP,United States,2020,N2O,MMTCO2e,100.7697751
CROP,United States,2020,dSOC,MMTCO2e,-1.730800849
CROP,United States,2025,CH4,MMTCO2e,-5.188745636
CROP,United States,2025,N2O,MMTCO2e,113.8199457
CROP,United States,2025,dSOC,MMTCO2e,-1.78483298
CROP,United States,2030,CH4,MMTCO2e,-5.039003462
CROP,United States,2030,N2O,MMTCO2e,125.6198991
CROP,United States,2030,dSOC,MMTCO2e,-1.789267495
CROP,United States,2035,CH4,MMTCO2e,-4.767728089
CROP,United States,2035,N2O,MMTCO2e,127.3454504
CROP,United States,2035,dSOC,MMTCO2e,-1.784658933
CROP,United States,2040,CH4,MMTCO2e,-4.668178593
CROP,United States,2040,N2O,MMTCO2e,127.1963129
CROP,United States,2040,dSOC,MMTCO2e,-1.770373044
CROP,United States,2045,CH4,MMTCO2e,-4.556894504
CROP,United States,2045,N2O,MMTCO2e,126.7219934
CROP,United States,2045,dSOC,MMTCO2e,-1.751704982
CROP,United States,2050,CH4,MMTCO2e,-4.42726246
CROP,United States,2050,N2O,MMTCO2e,125.5572586
CROP,United States,2050,dSOC,MMTCO2e,-1.720787129
CROP,United States,2055,CH4,MMTCO2e,-4.313191745
CROP,United States,2055,N2O,MMTCO2e,124.8127649
CROP,United States,2055,dSOC,MMTCO2e,-1.696870239
CROP,United States,2060,CH4,MMTCO2e,-4.203156975
CROP,United States,2060,N2O,MMTCO2e,124.1160529
CROP,United States,2060,dSOC,MMTCO2e,-1.673510508
CROP,United States,2065,CH4,MMTCO2e,-4.096999828
CROP,United States,2065,N2O,MMTCO2e,123.4655225
CROP,United States,2065,dSOC,MMTCO2e,-1.650688785
CROP,United States,2070,CH4,MMTCO2e,-3.994568372
CROP,United States,2070,N2O,MMTCO2e,122.8596353
CROP,United States,2070,dSOC,MMTCO2e,-1.628386691
CROP,United States,2075,CH4,MMTCO2e,-3.895716806
CROP,United States,2075,N2O,MMTCO2e,122.2969115
CROP,United States,2075,dSOC,MMTCO2e,-1.606586582
CROP,United States,2080,CH4,MMTCO2e,-3.800305207
CROP,United States,2080,N2O,MMTCO2e,121.7759284
CROP,United States,2080,dSOC,MMTCO2e,-1.585271523
CROP,Uruguay,2005,CH4,MMTCO2e,-0.01175466
CROP,Uruguay,2005,N2O,MMTCO2e,0.352352535
CROP,Uruguay,2005,dSOC,MMTCO2e,-0.019617386
CROP,Uruguay,2010,CH4,MMTCO2e,-0.013115983
CROP,Uruguay,2010,N2O,MMTCO2e,0.446319441
CROP,Uruguay,2010,dSOC,MMTCO2e,-0.020739097
CROP,Uruguay,2015,CH4,MMTCO2e,-0.013133465
CROP,Uruguay,2015,N2O,MMTCO2e,0.585861871
CROP,Uruguay,2015,dSOC,MMTCO2e,-0.0214822
CROP,Uruguay,2020,CH4,MMTCO2e,-0.014176818
CROP,Uruguay,2020,N2O,MMTCO2e,0.632108136
CROP,Uruguay,2020,dSOC,MMTCO2e,-0.022020869
CROP,Uruguay,2025,CH4,MMTCO2e,-0.013511096
CROP,Uruguay,2025,N2O,MMTCO2e,0.75368778
CROP,Uruguay,2025,dSOC,MMTCO2e,-0.022541109
CROP,Uruguay,2030,CH4,MMTCO2e,-0.014672273
CROP,Uruguay,2030,N2O,MMTCO2e,0.743442036
CROP,Uruguay,2030,dSOC,MMTCO2e,-0.022794011
CROP,Uruguay,2035,CH4,MMTCO2e,-0.013898108
CROP,Uruguay,2035,N2O,MMTCO2e,0.811625677
CROP,Uruguay,2035,dSOC,MMTCO2e,-0.022942943
CROP,Uruguay,2040,CH4,MMTCO2e,-0.013933174
CROP,Uruguay,2040,N2O,MMTCO2e,0.860697021
CROP,Uruguay,2040,dSOC,MMTCO2e,-0.022968304
CROP,Uruguay,2045,CH4,MMTCO2e,-0.013920547
CROP,Uruguay,2045,N2O,MMTCO2e,0.909710782
CROP,Uruguay,2045,dSOC,MMTCO2e,-0.022934557
CROP,Uruguay,2050,CH4,MMTCO2e,-0.013816618
CROP,Uruguay,2050,N2O,MMTCO2e,0.955119768
CROP,Uruguay,2050,dSOC,MMTCO2e,-0.022730344
CROP,Uruguay,2055,CH4,MMTCO2e,-0.013760354
CROP,Uruguay,2055,N2O,MMTCO2e,1.006288689
CROP,Uruguay,2055,dSOC,MMTCO2e,-0.0226162
CROP,Uruguay,2060,CH4,MMTCO2e,-0.013705425
CROP,Uruguay,2060,N2O,MMTCO2e,1.06029934
CROP,Uruguay,2060,dSOC,MMTCO2e,-0.022505279
CROP,Uruguay,2065,CH4,MMTCO2e,-0.013651827
CROP,Uruguay,2065,N2O,MMTCO2e,1.117315688
CROP,Uruguay,2065,dSOC,MMTCO2e,-0.022397581
CROP,Uruguay,2070,CH4,MMTCO2e,-0.013599556
CROP,Uruguay,2070,N2O,MMTCO2e,1.177511541
CROP,Uruguay,2070,dSOC,MMTCO2e,-0.022293109
CROP,Uruguay,2075,CH4,MMTCO2e,-0.013548606
CROP,Uruguay,2075,N2O,MMTCO2e,1.241071161
CROP,Uruguay,2075,dSOC,MMTCO2e,-0.022191864
CROP,Uruguay,2080,CH4,MMTCO2e,-0.013498973
CROP,Uruguay,2080,N2O,MMTCO2e,1.308189916
CROP,Uruguay,2080,dSOC,MMTCO2e,-0.022093849
CROP,Uzbekistan,2005,CH4,MMTCO2e,-0.074106586
CROP,Uzbekistan,2005,N2O,MMTCO2e,0.116568199
CROP,Uzbekistan,2005,dSOC,MMTCO2e,0.017655823
CROP,Uzbekistan,2010,CH4,MMTCO2e,-0.076325632
CROP,Uzbekistan,2010,N2O,MMTCO2e,0.117645483
CROP,Uzbekistan,2010,dSOC,MMTCO2e,0.017858545
CROP,Uzbekistan,2015,CH4,MMTCO2e,-0.074748258
CROP,Uzbekistan,2015,N2O,MMTCO2e,0.141917106
CROP,Uzbekistan,2015,dSOC,MMTCO2e,0.017998836
CROP,Uzbekistan,2020,CH4,MMTCO2e,-0.076739644
CROP,Uzbekistan,2020,N2O,MMTCO2e,0.129713888
CROP,Uzbekistan,2020,dSOC,MMTCO2e,0.018021062
CROP,Uzbekistan,2025,CH4,MMTCO2e,-0.075970624
CROP,Uzbekistan,2025,N2O,MMTCO2e,0.13089483
CROP,Uzbekistan,2025,dSOC,MMTCO2e,0.017943865
CROP,Uzbekistan,2030,CH4,MMTCO2e,-0.074838428
CROP,Uzbekistan,2030,N2O,MMTCO2e,0.139016117
CROP,Uzbekistan,2030,dSOC,MMTCO2e,0.017639455
CROP,Uzbekistan,2035,CH4,MMTCO2e,-0.072939381
CROP,Uzbekistan,2035,N2O,MMTCO2e,0.135720511
CROP,Uzbekistan,2035,dSOC,MMTCO2e,0.017246526
CROP,Uzbekistan,2040,CH4,MMTCO2e,-0.070886049
CROP,Uzbekistan,2040,N2O,MMTCO2e,0.134485493
CROP,Uzbekistan,2040,dSOC,MMTCO2e,0.016772583
CROP,Uzbekistan,2045,CH4,MMTCO2e,-0.068553453
CROP,Uzbekistan,2045,N2O,MMTCO2e,0.132747691
CROP,Uzbekistan,2045,dSOC,MMTCO2e,0.016236804
CROP,Uzbekistan,2050,CH4,MMTCO2e,-0.065858631
CROP,Uzbekistan,2050,N2O,MMTCO2e,0.130185078
CROP,Uzbekistan,2050,dSOC,MMTCO2e,0.015616713
CROP,Uzbekistan,2055,CH4,MMTCO2e,-0.063484751
CROP,Uzbekistan,2055,N2O,MMTCO2e,0.128110919
CROP,Uzbekistan,2055,dSOC,MMTCO2e,0.015070991
CROP,Uzbekistan,2060,CH4,MMTCO2e,-0.061199373
CROP,Uzbekistan,2060,N2O,MMTCO2e,0.126085766
CROP,Uzbekistan,2060,dSOC,MMTCO2e,0.014545641
CROP,Uzbekistan,2065,CH4,MMTCO2e,-0.05899913
CROP,Uzbekistan,2065,N2O,MMTCO2e,0.124108393
CROP,Uzbekistan,2065,dSOC,MMTCO2e,0.014039878
CROP,Uzbekistan,2070,CH4,MMTCO2e,-0.056880786
CROP,Uzbekistan,2070,N2O,MMTCO2e,0.122177602
CROP,Uzbekistan,2070,dSOC,MMTCO2e,0.013552944
CROP,Uzbekistan,2075,CH4,MMTCO2e,-0.054841228
CROP,Uzbekistan,2075,N2O,MMTCO2e,0.120292231
CROP,Uzbekistan,2075,dSOC,MMTCO2e,0.013084115
CROP,Uzbekistan,2080,CH4,MMTCO2e,-0.052877463
CROP,Uzbekistan,2080,N2O,MMTCO2e,0.118451143
CROP,Uzbekistan,2080,dSOC,MMTCO2e,0.012632693
CROP,Venezuela,2005,CH4,MMTCO2e,-0.018419518
CROP,Venezuela,2005,N2O,MMTCO2e,2.040963649
CROP,Venezuela,2005,dSOC,MMTCO2e,-0.055982871
CROP,Venezuela,2010,CH4,MMTCO2e,-0.020059069
CROP,Venezuela,2010,N2O,MMTCO2e,2.059305889
CROP,Venezuela,2010,dSOC,MMTCO2e,-0.059261132
CROP,Venezuela,2015,CH4,MMTCO2e,-0.020148527
CROP,Venezuela,2015,N2O,MMTCO2e,2.779569144
CROP,Venezuela,2015,dSOC,MMTCO2e,-0.061719596
CROP,Venezuela,2020,CH4,MMTCO2e,-0.020120371
CROP,Venezuela,2020,N2O,MMTCO2e,3.226395412
CROP,Venezuela,2020,dSOC,MMTCO2e,-0.062732072
CROP,Venezuela,2025,CH4,MMTCO2e,-0.020952439
CROP,Venezuela,2025,N2O,MMTCO2e,3.318818766
CROP,Venezuela,2025,dSOC,MMTCO2e,-0.064101928
CROP,Venezuela,2030,CH4,MMTCO2e,-0.021470379
CROP,Venezuela,2030,N2O,MMTCO2e,3.304389226
CROP,Venezuela,2030,dSOC,MMTCO2e,-0.064213183
CROP,Venezuela,2035,CH4,MMTCO2e,-0.020882775
CROP,Venezuela,2035,N2O,MMTCO2e,3.961877825
CROP,Venezuela,2035,dSOC,MMTCO2e,-0.064021594
CROP,Venezuela,2040,CH4,MMTCO2e,-0.020827175
CROP,Venezuela,2040,N2O,MMTCO2e,4.18365537
CROP,Venezuela,2040,dSOC,MMTCO2e,-0.063523846
CROP,Venezuela,2045,CH4,MMTCO2e,-0.020735886
CROP,Venezuela,2045,N2O,MMTCO2e,4.41084419
CROP,Venezuela,2045,dSOC,MMTCO2e,-0.062883044
CROP,Venezuela,2050,CH4,MMTCO2e,-0.020535196
CROP,Venezuela,2050,N2O,MMTCO2e,4.626672007
CROP,Venezuela,2050,dSOC,MMTCO2e,-0.06182318
CROP,Venezuela,2055,CH4,MMTCO2e,-0.020402804
CROP,Venezuela,2055,N2O,MMTCO2e,4.86858737
CROP,Venezuela,2055,dSOC,MMTCO2e,-0.061024461
CROP,Venezuela,2060,CH4,MMTCO2e,-0.020279352
CROP,Venezuela,2060,N2O,MMTCO2e,5.12534894
CROP,Venezuela,2060,dSOC,MMTCO2e,-0.060259497
CROP,Venezuela,2065,CH4,MMTCO2e,-0.020164752
CROP,Venezuela,2065,N2O,MMTCO2e,5.397972517
CROP,Venezuela,2065,dSOC,MMTCO2e,-0.05952782
CROP,Venezuela,2070,CH4,MMTCO2e,-0.020058921
CROP,Venezuela,2070,N2O,MMTCO2e,5.687547725
CROP,Venezuela,2070,dSOC,MMTCO2e,-0.058828976
CROP,Venezuela,2075,CH4,MMTCO2e,-0.019961779
CROP,Venezuela,2075,N2O,MMTCO2e,5.995243546
CROP,Venezuela,2075,dSOC,MMTCO2e,-0.05816253
CROP,Venezuela,2080,CH4,MMTCO2e,-0.01987325
CROP,Venezuela,2080,N2O,MMTCO2e,6.322314269
CROP,Venezuela,2080,dSOC,MMTCO2e,-0.057528063
CROP,Vietnam,2005,CH4,MMTCO2e,-0.054845702
CROP,Vietnam,2005,N2O,MMTCO2e,0.665152941
CROP,Vietnam,2005,dSOC,MMTCO2e,0.016314258
CROP,Vietnam,2010,CH4,MMTCO2e,-0.055397105
CROP,Vietnam,2010,N2O,MMTCO2e,0.734679885
CROP,Vietnam,2010,dSOC,MMTCO2e,0.016202578
CROP,Vietnam,2015,CH4,MMTCO2e,-0.055649797
CROP,Vietnam,2015,N2O,MMTCO2e,0.731919154
CROP,Vietnam,2015,dSOC,MMTCO2e,0.016282801
CROP,Vietnam,2020,CH4,MMTCO2e,-0.055073528
CROP,Vietnam,2020,N2O,MMTCO2e,0.756294959
CROP,Vietnam,2020,dSOC,MMTCO2e,0.016252858
CROP,Vietnam,2025,CH4,MMTCO2e,-0.055694921
CROP,Vietnam,2025,N2O,MMTCO2e,0.792047686
CROP,Vietnam,2025,dSOC,MMTCO2e,0.016152609
CROP,Vietnam,2030,CH4,MMTCO2e,-0.056165225
CROP,Vietnam,2030,N2O,MMTCO2e,0.824445602
CROP,Vietnam,2030,dSOC,MMTCO2e,0.015987097
CROP,Vietnam,2035,CH4,MMTCO2e,-0.055505559
CROP,Vietnam,2035,N2O,MMTCO2e,0.837915781
CROP,Vietnam,2035,dSOC,MMTCO2e,0.015805541
CROP,Vietnam,2040,CH4,MMTCO2e,-0.054886181
CROP,Vietnam,2040,N2O,MMTCO2e,0.841282179
CROP,Vietnam,2040,dSOC,MMTCO2e,0.015574075
CROP,Vietnam,2045,CH4,MMTCO2e,-0.054080005
CROP,Vietnam,2045,N2O,MMTCO2e,0.842054881
CROP,Vietnam,2045,dSOC,MMTCO2e,0.015279858
CROP,Vietnam,2050,CH4,MMTCO2e,-0.053036882
CROP,Vietnam,2050,N2O,MMTCO2e,0.838859224
CROP,Vietnam,2050,dSOC,MMTCO2e,0.014926364
CROP,Vietnam,2055,CH4,MMTCO2e,-0.052169832
CROP,Vietnam,2055,N2O,MMTCO2e,0.838662614
CROP,Vietnam,2055,dSOC,MMTCO2e,0.01461058
CROP,Vietnam,2060,CH4,MMTCO2e,-0.051341809
CROP,Vietnam,2060,N2O,MMTCO2e,0.839211362
CROP,Vietnam,2060,dSOC,MMTCO2e,0.014299906
CROP,Vietnam,2065,CH4,MMTCO2e,-0.050553393
CROP,Vietnam,2065,N2O,MMTCO2e,0.840562935
CROP,Vietnam,2065,dSOC,MMTCO2e,0.013994137
CROP,Vietnam,2070,CH4,MMTCO2e,-0.049805253
CROP,Vietnam,2070,N2O,MMTCO2e,0.842780006
CROP,Vietnam,2070,dSOC,MMTCO2e,0.013693064
CROP,Vietnam,2075,CH4,MMTCO2e,-0.049098161
CROP,Vietnam,2075,N2O,MMTCO2e,0.845930915
CROP,Vietnam,2075,dSOC,MMTCO2e,0.013396476
CROP,Vietnam,2080,CH4,MMTCO2e,-0.048432989
CROP,Vietnam,2080,N2O,MMTCO2e,0.850090169
CROP,Vietnam,2080,dSOC,MMTCO2e,0.013104157
CROP,Yemen,2005,CH4,MMTCO2e,-0.088112774
CROP,Yemen,2005,N2O,MMTCO2e,0.469136167
CROP,Yemen,2005,dSOC,MMTCO2e,-0.005015153
CROP,Yemen,2010,CH4,MMTCO2e,-0.089542863
CROP,Yemen,2010,N2O,MMTCO2e,0.463637024
CROP,Yemen,2010,dSOC,MMTCO2e,-0.005219333
CROP,Yemen,2015,CH4,MMTCO2e,-0.092121526
CROP,Yemen,2015,N2O,MMTCO2e,0.456567155
CROP,Yemen,2015,dSOC,MMTCO2e,-0.005375246
CROP,Yemen,2020,CH4,MMTCO2e,-0.094324977
CROP,Yemen,2020,N2O,MMTCO2e,0.487070344
CROP,Yemen,2020,dSOC,MMTCO2e,-0.005503782
CROP,Yemen,2025,CH4,MMTCO2e,-0.096213799
CROP,Yemen,2025,N2O,MMTCO2e,0.494806009
CROP,Yemen,2025,dSOC,MMTCO2e,-0.005649709
CROP,Yemen,2030,CH4,MMTCO2e,-0.096836343
CROP,Yemen,2030,N2O,MMTCO2e,0.497705612
CROP,Yemen,2030,dSOC,MMTCO2e,-0.005756159
CROP,Yemen,2035,CH4,MMTCO2e,-0.095970376
CROP,Yemen,2035,N2O,MMTCO2e,0.517383206
CROP,Yemen,2035,dSOC,MMTCO2e,-0.005849681
CROP,Yemen,2040,CH4,MMTCO2e,-0.09648468
CROP,Yemen,2040,N2O,MMTCO2e,0.522115103
CROP,Yemen,2040,dSOC,MMTCO2e,-0.005933563
CROP,Yemen,2045,CH4,MMTCO2e,-0.096843597
CROP,Yemen,2045,N2O,MMTCO2e,0.525979303
CROP,Yemen,2045,dSOC,MMTCO2e,-0.0060122
CROP,Yemen,2050,CH4,MMTCO2e,-0.096767344
CROP,Yemen,2050,N2O,MMTCO2e,0.527303831
CROP,Yemen,2050,dSOC,MMTCO2e,-0.006067476
CROP,Yemen,2055,CH4,MMTCO2e,-0.096984455
CROP,Yemen,2055,N2O,MMTCO2e,0.53042678
CROP,Yemen,2055,dSOC,MMTCO2e,-0.006141007
CROP,Yemen,2060,CH4,MMTCO2e,-0.097250684
CROP,Yemen,2060,N2O,MMTCO2e,0.533903251
CROP,Yemen,2060,dSOC,MMTCO2e,-0.00621915
CROP,Yemen,2065,CH4,MMTCO2e,-0.097565289
CROP,Yemen,2065,N2O,MMTCO2e,0.537736502
CROP,Yemen,2065,dSOC,MMTCO2e,-0.006302104
CROP,Yemen,2070,CH4,MMTCO2e,-0.097927761
CROP,Yemen,2070,N2O,MMTCO2e,0.541931676
CROP,Yemen,2070,dSOC,MMTCO2e,-0.00639009
CROP,Yemen,2075,CH4,MMTCO2e,-0.098337815
CROP,Yemen,2075,N2O,MMTCO2e,0.546495786
CROP,Yemen,2075,dSOC,MMTCO2e,-0.006483353
CROP,Yemen,2080,CH4,MMTCO2e,-0.09879538
CROP,Yemen,2080,N2O,MMTCO2e,0.551437712
CROP,Yemen,2080,dSOC,MMTCO2e,-0.006582161
CROP,Zambia,2005,CH4,MMTCO2e,-0.071361783
CROP,Zambia,2005,N2O,MMTCO2e,0.70706786
CROP,Zambia,2005,dSOC,MMTCO2e,-0.004124588
CROP,Zambia,2010,CH4,MMTCO2e,-0.07310101
CROP,Zambia,2010,N2O,MMTCO2e,2.054759428
CROP,Zambia,2010,dSOC,MMTCO2e,-0.002897439
CROP,Zambia,2015,CH4,MMTCO2e,-0.076594628
CROP,Zambia,2015,N2O,MMTCO2e,9.964790925
CROP,Zambia,2015,dSOC,MMTCO2e,-0.001993943
CROP,Zambia,2020,CH4,MMTCO2e,-0.076611727
CROP,Zambia,2020,N2O,MMTCO2e,12.28643088
CROP,Zambia,2020,dSOC,MMTCO2e,-0.001152954
CROP,Zambia,2025,CH4,MMTCO2e,-0.077260205
CROP,Zambia,2025,N2O,MMTCO2e,12.92650525
CROP,Zambia,2025,dSOC,MMTCO2e,-0.000276218
CROP,Zambia,2030,CH4,MMTCO2e,-0.077225438
CROP,Zambia,2030,N2O,MMTCO2e,13.96808869
CROP,Zambia,2030,dSOC,MMTCO2e,0.000509422
CROP,Zambia,2035,CH4,MMTCO2e,-0.076914367
CROP,Zambia,2035,N2O,MMTCO2e,15.66069826
CROP,Zambia,2035,dSOC,MMTCO2e,0.001192316
CROP,Zambia,2040,CH4,MMTCO2e,-0.076324154
CROP,Zambia,2040,N2O,MMTCO2e,18.03835968
CROP,Zambia,2040,dSOC,MMTCO2e,0.001856691
CROP,Zambia,2045,CH4,MMTCO2e,-0.073823095
CROP,Zambia,2045,N2O,MMTCO2e,20.21193431
CROP,Zambia,2045,dSOC,MMTCO2e,0.002406315
CROP,Zambia,2050,CH4,MMTCO2e,-0.072326088
CROP,Zambia,2050,N2O,MMTCO2e,22.99240051
CROP,Zambia,2050,dSOC,MMTCO2e,0.002462531
CROP,Zambia,2055,CH4,MMTCO2e,-0.070469514
CROP,Zambia,2055,N2O,MMTCO2e,26.0029871
CROP,Zambia,2055,dSOC,MMTCO2e,0.002733246
CROP,Zambia,2060,CH4,MMTCO2e,-0.068702674
CROP,Zambia,2060,N2O,MMTCO2e,29.44197174
CROP,Zambia,2060,dSOC,MMTCO2e,0.002984828
CROP,Zambia,2065,CH4,MMTCO2e,-0.067022128
CROP,Zambia,2065,N2O,MMTCO2e,33.3754591
CROP,Zambia,2065,dSOC,MMTCO2e,0.003218879
CROP,Zambia,2070,CH4,MMTCO2e,-0.065424782
CROP,Zambia,2070,N2O,MMTCO2e,37.88096028
CROP,Zambia,2070,dSOC,MMTCO2e,0.003436882
CROP,Zambia,2075,CH4,MMTCO2e,-0.063907855
CROP,Zambia,2075,N2O,MMTCO2e,43.04961801
CROP,Zambia,2075,dSOC,MMTCO2e,0.003640217
CROP,Zambia,2080,CH4,MMTCO2e,-0.06246885
CROP,Zambia,2080,N2O,MMTCO2e,48.98891608
CROP,Zambia,2080,dSOC,MMTCO2e,0.003830164
CROP,Zimbabwe,2005,CH4,MMTCO2e,-0.130980782
CROP,Zimbabwe,2005,N2O,MMTCO2e,0.601344328
CROP,Zimbabwe,2005,dSOC,MMTCO2e,0.11098241
CROP,Zimbabwe,2010,CH4,MMTCO2e,-0.131797099
CROP,Zimbabwe,2010,N2O,MMTCO2e,0.988758789
CROP,Zimbabwe,2010,dSOC,MMTCO2e,0.115701936
CROP,Zimbabwe,2015,CH4,MMTCO2e,-0.13839277
CROP,Zimbabwe,2015,N2O,MMTCO2e,1.431867324
CROP,Zimbabwe,2015,dSOC,MMTCO2e,0.12017679
CROP,Zimbabwe,2020,CH4,MMTCO2e,-0.136618575
CROP,Zimbabwe,2020,N2O,MMTCO2e,1.765052658
CROP,Zimbabwe,2020,dSOC,MMTCO2e,0.121390714
CROP,Zimbabwe,2025,CH4,MMTCO2e,-0.142744753
CROP,Zimbabwe,2025,N2O,MMTCO2e,1.729007033
CROP,Zimbabwe,2025,dSOC,MMTCO2e,0.12312648
CROP,Zimbabwe,2030,CH4,MMTCO2e,-0.138875635
CROP,Zimbabwe,2030,N2O,MMTCO2e,1.89942119
CROP,Zimbabwe,2030,dSOC,MMTCO2e,0.121687596
CROP,Zimbabwe,2035,CH4,MMTCO2e,-0.139420208
CROP,Zimbabwe,2035,N2O,MMTCO2e,2.099699172
CROP,Zimbabwe,2035,dSOC,MMTCO2e,0.121415202
CROP,Zimbabwe,2040,CH4,MMTCO2e,-0.137993217
CROP,Zimbabwe,2040,N2O,MMTCO2e,2.42665031
CROP,Zimbabwe,2040,dSOC,MMTCO2e,0.120318553
CROP,Zimbabwe,2045,CH4,MMTCO2e,-0.132961471
CROP,Zimbabwe,2045,N2O,MMTCO2e,2.73950655
CROP,Zimbabwe,2045,dSOC,MMTCO2e,0.115808347
CROP,Zimbabwe,2050,CH4,MMTCO2e,-0.129897977
CROP,Zimbabwe,2050,N2O,MMTCO2e,3.126534226
CROP,Zimbabwe,2050,dSOC,MMTCO2e,0.113083195
CROP,Zimbabwe,2055,CH4,MMTCO2e,-0.126259261
CROP,Zimbabwe,2055,N2O,MMTCO2e,3.565162148
CROP,Zimbabwe,2055,dSOC,MMTCO2e,0.109755064
CROP,Zimbabwe,2060,CH4,MMTCO2e,-0.122876486
CROP,Zimbabwe,2060,N2O,MMTCO2e,4.078054422
CROP,Zimbabwe,2060,dSOC,MMTCO2e,0.106610012
CROP,Zimbabwe,2065,CH4,MMTCO2e,-0.119739041
CROP,Zimbabwe,2065,N2O,MMTCO2e,4.679629743
CROP,Zimbabwe,2065,dSOC,MMTCO2e,0.103641329
CROP,Zimbabwe,2070,CH4,MMTCO2e,-0.116837655
CROP,Zimbabwe,2070,N2O,MMTCO2e,5.387447067
CROP,Zimbabwe,2070,dSOC,MMTCO2e,0.100842853
CROP,Zimbabwe,2075,CH4,MMTCO2e,-0.11416429
CROP,Zimbabwe,2075,N2O,MMTCO2e,6.222945905
CROP,Zimbabwe,2075,dSOC,MMTCO2e,0.098208938
CROP,Zimbabwe,2080,CH4,MMTCO2e,-0.111712049
CROP,Zimbabwe,2080,N2O,MMTCO2e,7.212370074
CROP,Zimbabwe,2080,dSOC,MMTCO2e,0.095734422
LIVE,Afghanistan,2010,CH4,MMTCO2e,13.74669765
LIVE,Afghanistan,2010,N2O,MMTCO2e,0.018391021
LIVE,Afghanistan,2015,CH4,MMTCO2e,14.30191613
LIVE,Afghanistan,2015,N2O,MMTCO2e,0.018669096
LIVE,Afghanistan,2020,CH4,MMTCO2e,15.31967115
LIVE,Afghanistan,2020,N2O,MMTCO2e,0.019512387
LIVE,Afghanistan,2025,CH4,MMTCO2e,16.38712108
