# File: MOVES_motorcycle_data.csv
# Title: Emissions and Distance data for motorcycles to be used for EF calculations
# Units: emissions are in g/year (mass) and distance is in miles
# Source: EPA-ORD Dan Loughlin using MOVES 3.0. Ran 4 month per year one county per state chosen at random
# Column types: nnnnnnnnnnnnn
# ----------
Year,State,ModelYr,NH3,CO,CH4,N2O,NOx,Total_PM10,Total_PM25,SO2,VOC,Distance
2045,37,2027,123,23498,167,4,1352,48,43,5,7044,2012
2045,37,2028,138,26389,187,5,1519,54,48,6,7690,2259
2045,37,2029,155,29533,209,6,1700,61,54,7,8378,2528
2045,37,2030,173,33052,234,6,1902,68,60,7,9140,2829
2045,37,2031,196,37333,265,7,2148,77,68,8,9059,3196
2045,37,2032,219,41746,296,8,2402,86,76,9,9827,3574
2045,37,2033,245,46775,331,9,2692,96,85,10,10661,4004
2045,37,2034,275,52488,372,10,3021,108,95,12,11608,4493
2045,37,2035,308,58860,417,11,3387,121,107,13,12572,5039
2045,37,2036,345,65902,467,13,3793,135,120,15,13182,5642
2045,37,2037,389,74359,527,14,4279,153,135,17,14332,6366
2045,37,2038,446,85169,603,16,4901,175,155,19,15755,7291
2045,37,2039,514,98226,696,19,5653,202,179,22,17402,8409
2045,37,2040,606,115740,820,22,6661,238,210,26,19552,9908
2045,37,2041,726,138640,982,26,7979,285,252,31,22194,11868
2045,37,2042,889,169815,1203,32,9773,349,309,38,25560,14537
2045,37,2043,1141,217932,1544,42,12542,448,396,48,30481,18656
2045,37,2044,1544,294861,2089,56,16969,606,536,66,37592,25242
2045,37,2045,2896,552894,3918,105,31818,1136,1005,123,60583,47331
2045,38,2015,111,21856,154,5,1460,44,39,5,17615,1852
2045,38,2016,18,3489,25,1,233,7,6,1,2470,296
2045,38,2017,20,3987,28,1,266,8,7,1,2649,338
2045,38,2018,29,5718,40,1,382,12,10,1,3517,485
2045,38,2019,33,6499,46,1,434,13,12,1,3744,551
2045,38,2020,38,7476,53,2,499,15,13,2,3899,634
2045,38,2021,43,8420,59,2,563,17,15,2,4159,714
2045,38,2022,48,9323,66,2,623,19,17,2,4248,790
2045,38,2023,54,10614,75,2,709,22,19,2,4616,899
2045,38,2024,60,11714,83,2,783,24,21,3,4982,993
2045,38,2025,66,12880,91,3,861,26,23,3,5362,1092
2045,38,2026,73,14223,100,3,950,29,26,3,4032,1205
2045,38,2027,81,15854,112,3,1059,32,28,3,4389,1344
2045,38,2028,91,17805,125,4,1190,36,32,4,4792,1509
2045,38,2029,102,19926,140,4,1331,40,36,4,5221,1689
2045,38,2030,114,22300,157,5,1490,45,40,5,5697,1890
2045,38,2031,128,25189,177,5,1683,51,45,6,5441,2135
2045,38,2032,144,28167,198,6,1882,57,51,6,5907,2387
2045,38,2033,161,31560,222,7,2109,64,57,7,6414,2674
2045,38,2034,181,35414,249,7,2366,72,64,8,6991,3001
2045,38,2035,203,39714,280,8,2653,81,71,9,7579,3365
2045,38,2036,227,44464,313,9,2971,90,80,10,7862,3768
2045,38,2037,256,50171,353,10,3352,102,90,11,8562,4252
2045,38,2038,293,57464,405,12,3839,117,103,13,9430,4870
2045,38,2039,338,66274,467,14,4428,134,119,15,10437,5616
2045,38,2040,398,78091,550,16,5218,158,140,17,11755,6618
2045,38,2041,477,93542,659,19,6250,190,168,20,13381,7927
2045,38,2042,584,114576,807,24,7655,233,206,25,15463,9709
2045,38,2043,750,147041,1036,30,9824,298,264,32,18520,12461
2045,38,2044,1015,198945,1401,41,13292,404,357,44,22977,16859
2045,38,2045,1903,373043,2628,77,24925,757,670,82,37434,31613
2045,39,2015,1755,339501,2508,67,20483,703,622,75,227567,28738
2045,39,2016,280,54190,400,11,3269,112,99,12,32111,4587
2045,39,2017,320,61938,457,12,3737,128,113,14,34533,5243
2045,39,2018,459,88815,656,18,5358,184,163,20,46023,7518
2045,39,2019,522,100946,746,20,6090,209,185,22,49144,8545
2045,39,2020,600,116125,858,23,7006,240,213,26,51466,9830
2045,39,2021,676,130796,966,26,7891,271,239,29,55057,11072
2045,39,2022,748,144824,1070,29,8737,300,265,32,56532,12259
2045,39,2023,852,164878,1218,33,9947,341,302,37,61595,13957
2045,39,2024,940,181958,1344,36,10978,377,333,40,66576,15402
2045,39,2025,1034,200077,1478,40,12071,414,366,44,71749,16936
2045,39,2026,1142,220942,1632,44,13330,457,404,49,56721,18702
2045,39,2027,1273,246272,1819,49,14858,510,451,55,61856,20846
2045,39,2028,1429,276572,2043,55,16686,572,506,61,67684,23411
2045,39,2029,1600,309528,2286,61,18674,641,567,69,73909,26201
2045,39,2030,1790,346407,2559,68,20899,717,634,77,80807,29322
2045,39,2031,2022,391280,2890,77,23607,810,716,87,79248,33121
2045,39,2032,2261,437530,3232,86,26397,906,801,97,86261,37036
2045,39,2033,2534,490240,3621,97,29577,1015,898,109,93928,41498
2045,39,2034,2843,550114,4063,109,33189,1139,1007,122,102641,46566
2045,39,2035,3188,616900,4556,122,37219,1277,1129,137,111634,52219
2045,39,2036,3570,690699,5102,136,41671,1429,1265,153,117144,58466
2045,39,2037,4028,779338,5756,154,47019,1613,1427,173,128021,65969
2045,39,2038,4613,892636,6593,176,53854,1847,1634,198,141568,75559
2045,39,2039,5320,1029479,7604,203,62110,2131,1885,228,157376,87143
2045,39,2040,6269,1213046,8960,240,73185,2511,2221,269,178132,102681
2045,39,2041,7509,1453049,10732,287,87665,3007,2660,322,203970,122997
2045,39,2042,9198,1779784,13146,351,107377,3683,3258,394,237367,150654
2045,39,2043,11804,2284087,16870,451,137803,4727,4182,506,286820,193342
2045,39,2044,15971,3090361,22826,610,186447,6396,5658,685,360085,261591
2045,39,2045,29948,5794747,42801,1144,349607,11993,10609,1284,599210,490510
2045,40,2015,1497,302436,2391,66,16787,628,555,66,219985,25809
2045,40,2016,239,48273,382,11,2679,100,89,11,31210,4120
2045,40,2017,273,55176,436,12,3063,115,101,12,33584,4709
2045,40,2018,392,79118,625,17,4391,164,145,17,44884,6752
2045,40,2019,445,89925,711,20,4991,187,165,20,47958,7674
2045,40,2020,512,103447,818,23,5742,215,190,23,50387,8828
2045,40,2021,577,116516,921,26,6467,242,214,25,53934,9943
2045,40,2022,639,129013,1020,28,7161,268,237,28,55552,11010
2045,40,2023,727,146877,1161,32,8152,305,270,32,60560,12534
2045,40,2024,802,162092,1281,36,8997,336,298,35,65474,13833
2045,40,2025,882,178234,1409,39,9893,370,327,39,70580,15210
2045,40,2026,974,196820,1556,43,10924,408,361,43,58807,16796
2045,40,2027,1086,219385,1734,48,12177,455,403,48,64117,18722
2045,40,2028,1220,246377,1948,54,13675,511,452,54,70140,21025
2045,40,2029,1365,275735,2180,60,15305,572,506,60,76570,23531
2045,40,2030,1528,308588,2439,68,17128,640,567,68,83696,26334
2045,40,2031,1726,348561,2755,76,19347,723,640,76,83942,29745
2045,40,2032,1930,389763,3081,85,21634,809,716,85,91294,33261
2045,40,2033,2162,436717,3452,96,24240,906,802,96,99319,37268
2045,40,2034,2426,490056,3874,107,27200,1017,900,107,108437,41820
2045,40,2035,2721,549549,4344,120,30503,1141,1009,120,117817,46897
2045,40,2036,3046,615291,4864,135,34152,1277,1130,135,124355,52507
2045,40,2037,3437,694252,5488,152,38534,1441,1275,152,135704,59246
2045,40,2038,3937,795182,6286,174,44136,1650,1460,174,149814,67859
2045,40,2039,4540,917085,7250,201,50903,1903,1684,201,166243,78262
2045,40,2040,5350,1080611,8542,237,59979,2243,1984,236,187782,92217
2045,40,2041,6408,1294412,10232,283,71846,2687,2377,283,214501,110462
2045,40,2042,7849,1585475,12533,347,88001,3291,2911,347,248905,135301
2045,40,2043,10073,2034720,16085,446,112937,4223,3736,445,299684,173638
2045,40,2044,13629,2752968,21762,603,152803,5714,5054,602,374434,234932
2045,40,2045,25556,5162100,40807,1131,286521,10714,9478,1130,617819,440521
2045,41,2015,2006,390958,3168,93,26368,772,683,89,286636,34826
2045,41,2016,320,62403,506,15,4209,123,109,14,40569,5559
2045,41,2017,366,71325,578,17,4810,141,125,16,43637,6354
2045,41,2018,525,102276,829,24,6898,202,179,23,58254,9111
2045,41,2019,596,116246,942,28,7840,230,203,27,62216,10355
2045,41,2020,686,133726,1083,32,9019,264,234,31,65268,11912
2045,41,2021,773,150621,1220,36,10158,298,263,34,69832,13417
2045,41,2022,856,166775,1351,40,11248,329,291,38,71823,14856
2045,41,2023,974,189868,1538,45,12805,375,332,43,78266,16913
2045,41,2024,1075,209537,1698,50,14132,414,366,48,84600,18665
2045,41,2025,1182,230403,1867,55,15539,455,403,53,91179,20524
2045,41,2026,1305,254429,2061,61,17160,503,445,58,72844,22664
2045,41,2027,1455,283598,2298,68,19127,560,496,65,79432,25262
2045,41,2028,1634,318491,2581,76,21480,629,557,73,86906,28371
2045,41,2029,1829,356442,2888,85,24040,704,623,82,94888,31751
2045,41,2030,2046,398911,3232,95,26904,788,697,91,103733,35534
2045,41,2031,2311,450585,3651,107,30389,890,787,103,102177,40137
2045,41,2032,2585,503845,4082,120,33981,995,881,115,111187,44882
2045,41,2033,2896,564544,4574,135,38075,1115,987,129,121032,50289
2045,41,2034,3250,633495,5133,151,42725,1252,1107,145,132219,56431
2045,41,2035,3644,710401,5756,169,47912,1403,1242,162,143752,63281
2045,41,2036,4080,795386,6445,190,53644,1571,1390,182,150985,70852
2045,41,2037,4604,897460,7272,214,60528,1773,1568,205,164924,79944
2045,41,2038,5273,1027932,8329,245,69328,2031,1796,235,182274,91566
2045,41,2039,6082,1185515,9605,283,79956,2342,2072,271,202505,105603
2045,41,2040,7166,1396905,11318,333,94213,2760,2441,319,229056,124434
2045,41,2041,8584,1673286,13558,399,112853,3306,2924,383,262068,149053
2045,41,2042,10514,2049542,16606,489,138229,4049,3582,469,304685,182570
2045,41,2043,13493,2630281,21312,627,177397,5196,4597,602,367724,234301
2045,41,2044,18256,3558757,28834,849,240017,7031,6219,814,460919,317008
2045,41,2045,34232,6673046,54068,1591,450057,13183,11662,1526,764859,594422
2045,42,2015,927,186538,1464,43,11124,385,341,41,136002,16078
2045,42,2016,148,29774,234,7,1776,61,54,7,19209,2566
2045,42,2017,169,34031,267,8,2029,70,62,8,20661,2933
2045,42,2018,243,48799,383,11,2910,101,89,11,27551,4206
2045,42,2019,276,55464,435,13,3308,114,101,12,29425,4781
2045,42,2020,317,63805,501,15,3805,132,117,14,30835,5499
2045,42,2021,357,71865,564,17,4286,148,131,16,32992,6194
2045,42,2022,396,79573,625,19,4745,164,145,18,33896,6858
2045,42,2023,450,90592,711,21,5402,187,165,20,36938,7808
2045,42,2024,497,99976,785,23,5962,206,183,22,39928,8617
2045,42,2025,547,109932,863,26,6556,227,201,24,43035,9475
2045,42,2026,604,121396,953,28,7239,251,222,27,34227,10463
2045,42,2027,673,135313,1062,31,8069,279,247,30,37326,11663
2045,42,2028,756,151961,1193,35,9062,314,277,34,40844,13098
2045,42,2029,846,170069,1335,40,10142,351,311,38,44601,14658
2045,42,2030,946,190332,1494,44,11350,393,348,42,48764,16405
2045,42,2031,1069,214988,1687,50,12820,444,393,48,47947,18530
2045,42,2032,1195,240399,1887,56,14336,496,439,53,52187,20720
2045,42,2033,1339,269361,2114,63,16063,556,492,60,56822,23216
2045,42,2034,1503,302259,2372,70,18025,624,552,67,62089,26052
2045,42,2035,1685,338953,2660,79,20213,700,619,75,67525,29215
2045,42,2036,1887,379502,2978,88,22631,783,693,84,70904,32710
2045,42,2037,2129,428204,3361,100,25535,884,782,95,77478,36907
2045,42,2038,2439,490456,3849,114,29248,1012,896,109,85664,42273
2045,42,2039,2812,565644,4439,132,33731,1168,1033,125,95214,48753
2045,42,2040,3314,666504,5231,155,39746,1376,1217,148,107753,57446
2045,42,2041,3969,798373,6266,186,47610,1648,1458,177,123356,68812
2045,42,2042,4862,977897,7675,228,58316,2019,1786,217,143518,84286
2045,42,2043,6240,1254985,9849,292,74839,2591,2292,278,173366,108168
2045,42,2044,8442,1697990,13326,395,101257,3505,3101,376,217561,146351
2045,42,2045,15830,3183902,24988,741,189868,6572,5814,705,361777,274422
2045,44,2015,1246,244576,2640,74,14361,512,453,59,160752,22960
2045,44,2016,199,39038,421,12,2292,82,72,9,22718,3665
2045,44,2017,227,44620,482,14,2620,93,83,11,24510,4189
2045,44,2018,326,63982,691,19,3757,134,118,15,32723,6006
2045,44,2019,371,72721,785,22,4270,152,135,18,35073,6827
2045,44,2020,426,83656,903,25,4912,175,155,20,36863,7853
2045,44,2021,480,94225,1017,29,5533,197,174,23,39575,8845
2045,44,2022,532,104331,1126,32,6126,218,193,25,40754,9794
2045,44,2023,605,118778,1282,36,6975,248,220,29,44555,11150
2045,44,2024,668,131082,1415,40,7697,274,243,32,48239,12305
2045,44,2025,734,144135,1556,44,8464,301,267,35,52072,13531
2045,44,2026,811,159166,1718,48,9346,333,295,38,40981,14942
2045,44,2027,904,177414,1915,54,10418,371,328,43,44806,16655
2045,44,2028,1015,199242,2151,60,11699,417,369,48,49180,18704
2045,44,2029,1136,222983,2407,68,13094,466,413,54,53865,20933
2045,44,2030,1271,249551,2694,76,14654,522,462,60,59064,23427
2045,44,2031,1436,281878,3042,86,16552,590,522,68,58003,26461
2045,44,2032,1606,315196,3402,96,18508,659,583,76,63394,29589
2045,44,2033,1799,353168,3812,107,20738,739,653,85,69335,33154
2045,44,2034,2019,396302,4277,120,23271,829,733,96,76086,37203
2045,44,2035,2264,444413,4797,135,26096,930,822,107,83165,41719
2045,44,2036,2535,497578,5371,151,29218,1041,921,120,87698,46710
2045,44,2037,2860,561434,6060,170,32967,1174,1039,135,96392,52705
2045,44,2038,3276,643053,6941,195,37760,1345,1190,155,107285,60367
2045,44,2039,3779,741635,8005,225,43549,1551,1372,179,120101,69621
2045,44,2040,4452,873876,9432,265,51314,1828,1617,211,137016,82035
2045,44,2041,5333,1046774,11298,318,61467,2189,1937,252,158330,98266
2045,44,2042,6533,1282155,13839,389,75288,2682,2372,309,186252,120363
2045,44,2043,8384,1645453,17760,499,96621,3442,3045,397,228058,154467
2045,44,2044,11343,2226292,24029,676,130728,4657,4119,537,291324,208993
2045,44,2045,21269,4174521,45058,1267,245127,8731,7724,1006,499453,391884
2045,45,2015,2419,495664,4101,126,26279,1030,911,111,392959,43013
2045,45,2016,386,79116,655,20,4195,164,145,18,55800,6866
2045,45,2017,441,90428,748,23,4794,188,166,20,60049,7847
2045,45,2018,633,129667,1073,33,6875,270,238,29,80290,11252
2045,45,2019,719,147379,1219,38,7814,306,271,33,85797,12789
2045,45,2020,827,169540,1403,43,8989,352,312,38,90185,14712
2045,45,2021,932,190959,1580,49,10124,397,351,43,96540,16571
2045,45,2022,1032,211440,1749,54,11210,440,389,47,99482,18348
2045,45,2023,1175,240719,1992,61,12762,500,443,54,108455,20889
2045,45,2024,1297,265654,2198,68,14085,552,488,59,117259,23053
2045,45,2025,1426,292109,2417,74,15487,607,537,65,126406,25349
2045,45,2026,1574,322570,2669,82,17102,671,593,72,105959,27992
2045,45,2027,1755,359551,2975,92,19063,747,661,80,115517,31201
2045,45,2028,1971,403789,3341,103,21408,839,743,90,126356,35040
2045,45,2029,2206,451904,3739,115,23959,939,831,101,137929,39216
2045,45,2030,2468,505747,4185,129,26814,1051,930,113,150751,43888
2045,45,2031,2788,571261,4727,146,30287,1187,1050,127,151537,49573
2045,45,2032,3118,638783,5285,163,33867,1328,1175,143,164776,55433
2045,45,2033,3493,715739,5922,182,37947,1488,1316,160,179220,62111
2045,45,2034,3920,803155,6645,205,42582,1669,1477,179,195632,69697
2045,45,2035,4396,900660,7452,229,47751,1872,1656,201,212500,78158
2045,45,2036,4922,1008405,8344,257,53464,2096,1854,225,224379,87508
2045,45,2037,5553,1137816,9414,290,60325,2365,2092,254,244775,98738
2045,45,2038,6361,1303228,10783,332,69095,2709,2396,291,270122,113092
2045,45,2039,7336,1503017,12436,383,79687,3124,2764,335,299619,130430
2045,45,2040,8644,1771020,14654,451,93896,3681,3257,395,338278,153686
2045,45,2041,10354,2121422,17553,540,112474,4410,3901,473,386194,184094
2045,45,2042,12682,2598449,21500,662,137765,5401,4778,580,447835,225489
2045,45,2043,16276,3334719,27592,850,176801,6932,6132,744,538743,289382
2045,45,2044,22021,4511862,37331,1149,239211,9379,8297,1007,672360,391533
2045,45,2045,41291,8460197,70000,2155,448545,17586,15557,1888,1107164,734164
2045,46,2015,367,73833,559,17,4518,152,134,16,46288,6350
2045,46,2016,59,11785,89,3,721,24,21,3,6552,1014
2045,46,2017,67,13470,102,3,824,28,24,3,7059,1158
2045,46,2018,96,19315,146,4,1182,40,35,4,9429,1661
2045,46,2019,109,21953,166,5,1343,45,40,5,10090,1888
2045,46,2020,125,25254,191,6,1545,52,46,6,10602,2172
2045,46,2021,141,28445,216,6,1741,58,52,6,11365,2446
2045,46,2022,156,31496,239,7,1927,65,57,7,11703,2709
2045,46,2023,178,35857,272,8,2194,74,65,8,12776,3084
2045,46,2024,197,39571,300,9,2422,81,72,9,13823,3403
2045,46,2025,216,43512,330,10,2663,89,79,10,14911,3742
2045,46,2026,239,48049,364,11,2940,99,87,11,11910,4133
2045,46,2027,266,53558,406,12,3277,110,97,12,13006,4606
2045,46,2028,299,60147,456,14,3681,123,109,13,14255,5173
2045,46,2029,334,67315,510,15,4119,138,122,15,15591,5789
2045,46,2030,374,75335,571,17,4610,155,137,17,17073,6479
2045,46,2031,423,85094,645,19,5207,175,155,19,16853,7319
2045,46,2032,473,95152,721,22,5823,195,173,21,18383,8184
2045,46,2033,529,106615,808,24,6524,219,194,24,20063,9170
2045,46,2034,594,119636,906,27,7321,246,217,26,21972,10289
2045,46,2035,666,134160,1017,30,8210,275,244,30,23958,11539
2045,46,2036,746,150210,1138,34,9192,308,273,33,25251,12919
2045,46,2037,842,169487,1284,38,10372,348,308,38,27677,14577
2045,46,2038,964,194126,1471,44,11879,398,353,43,30708,16696
2045,46,2039,1112,223886,1696,51,13700,460,407,50,34260,19256
2045,46,2040,1310,263807,1999,60,16143,542,479,58,38936,22689
2045,46,2041,1569,316002,2394,72,19337,649,574,70,44795,27178
2045,46,2042,1922,387059,2933,88,23686,795,703,86,52424,33290
2045,46,2043,2467,496733,3764,113,30397,1020,902,110,63787,42722
2045,46,2044,3338,672077,5092,152,41127,1380,1220,149,80817,57803
2045,46,2045,6259,1260213,9549,285,77117,2587,2288,279,136642,108386
2045,47,2015,644,124595,892,24,7399,256,227,28,81170,10702
2045,47,2016,103,19887,142,4,1181,41,36,4,11509,1708
2045,47,2017,118,22731,163,4,1350,47,41,5,12381,1952
2045,47,2018,168,32595,233,6,1936,67,59,7,16542,2800
2045,47,2019,192,37047,265,7,2200,76,67,8,17672,3182
2045,47,2020,220,42617,305,8,2531,88,78,9,18558,3661
2045,47,2021,248,48002,344,9,2850,99,87,11,19860,4123
2045,47,2022,275,53150,381,10,3156,109,97,12,20448,4565
2045,47,2023,313,60510,433,11,3593,124,110,13,22286,5197
2045,47,2024,345,66778,478,13,3965,137,121,15,24092,5736
2045,47,2025,380,73427,526,14,4360,151,134,16,25968,6307
2045,47,2026,419,81085,581,15,4815,167,147,18,21398,6965
2045,47,2027,467,90381,647,17,5367,186,164,20,23330,7763
2045,47,2028,525,101501,727,19,6027,209,185,22,25521,8718
2045,47,2029,587,113595,814,21,6746,234,207,25,27861,9757
2045,47,2030,657,127130,911,24,7549,261,231,28,30454,10920
2045,47,2031,742,143598,1029,27,8527,295,261,32,30402,12334
2045,47,2032,830,160571,1150,30,9535,330,292,35,33069,13792
2045,47,2033,930,179916,1289,34,10684,370,327,40,35979,15454
2045,47,2034,1044,201890,1446,38,11989,415,367,45,39287,17341
2045,47,2035,1170,226399,1622,43,13444,466,412,50,42690,19446
2045,47,2036,1310,253484,1816,48,15053,521,461,56,45003,21773
2045,47,2037,1478,286013,2049,54,16984,588,520,63,49120,24567
2045,47,2038,1693,327593,2346,62,19454,674,596,72,54240,28138
2045,47,2039,1953,377815,2706,71,22436,777,687,84,60204,32452
2045,47,2040,2301,445183,3189,84,26436,915,810,98,68023,38238
2045,47,2041,2757,533263,3820,101,31667,1097,970,118,77729,45804
2045,47,2042,3376,653173,4679,123,38788,1343,1188,144,90232,56103
2045,47,2043,4333,838249,6004,158,49778,1724,1525,185,108695,72000
2045,47,2044,5863,1134148,8124,214,67349,2332,2063,251,135898,97416
2045,47,2045,10993,2126644,15233,401,126287,4373,3868,470,224504,182665
2045,48,2015,995,191014,1574,35,10645,406,360,42,117510,16527
2045,48,2016,159,30489,251,6,1699,65,57,7,16709,2638
2045,48,2017,181,34848,287,6,1942,74,66,8,17999,3015
2045,48,2018,260,49970,412,9,2785,106,94,11,24089,4324
2045,48,2019,296,56795,468,10,3165,121,107,13,25772,4914
2045,48,2020,340,65336,539,12,3641,139,123,15,27134,5653
2045,48,2021,383,73590,607,14,4101,157,139,16,29080,6367
2045,48,2022,424,81483,672,15,4541,173,153,18,30010,7050
2045,48,2023,483,92766,765,17,5170,197,175,21,32753,8026
2045,48,2024,533,102375,844,19,5705,218,193,23,35431,8858
2045,48,2025,586,112570,928,21,6273,240,212,25,38215,9740
2045,48,2026,647,124309,1025,23,6928,264,234,28,32590,10756
2045,48,2027,722,138560,1142,26,7722,295,261,31,35555,11989
2045,48,2028,810,155608,1283,29,8672,331,293,35,38926,13464
2045,48,2029,907,174150,1435,32,9705,371,328,39,42527,15068
2045,48,2030,1015,194899,1606,36,10862,415,367,43,46519,16863
2045,48,2031,1146,220146,1814,41,12269,468,414,49,47150,19048
2045,48,2032,1282,246168,2029,45,13719,524,463,55,51324,21299
2045,48,2033,1436,275824,2273,51,15371,587,519,61,55888,23865
2045,48,2034,1612,309512,2551,57,17249,659,583,69,61074,26780
2045,48,2035,1807,347086,2861,64,19343,738,653,77,66427,30031
2045,48,2036,2024,388608,3203,72,21657,827,731,86,70408,33624
2045,48,2037,2283,438479,3614,81,24436,933,825,98,76922,37939
2045,48,2038,2615,502225,4139,92,27989,1069,945,112,85032,43454
2045,48,2039,3016,579217,4774,107,32279,1232,1090,129,94491,50116
2045,48,2040,3554,682498,5625,126,38035,1452,1285,152,106907,59052
2045,48,2041,4257,817531,6738,150,45560,1739,1539,182,122352,70736
2045,48,2042,5214,1001362,8253,184,55805,2131,1885,223,142300,86642
2045,48,2043,6692,1285099,10592,237,71618,2734,2419,286,171818,111191
2045,48,2044,9054,1738733,14331,320,96898,3699,3273,387,215492,150442
2045,48,2045,16977,3260312,26872,600,181694,6937,6137,725,357970,282093
2045,49,2015,2147,398994,3084,88,26959,781,691,93,327708,35218
2045,49,2016,343,63686,492,14,4303,125,110,15,46325,5621
2045,49,2017,392,72791,563,16,4918,142,126,17,49739,6425
2045,49,2018,562,104378,807,23,7052,204,181,24,66317,9213
2045,49,2019,638,118636,917,26,8016,232,205,28,70679,10472
2045,49,2020,734,136474,1055,30,9221,267,236,32,73977,12046
2045,49,2021,827,153716,1188,34,10386,301,266,36,78992,13568
2045,49,2022,916,170203,1315,37,11500,333,295,40,81085,15023
2045,49,2023,1043,193771,1498,43,13092,379,335,45,88187,17104
2045,49,2024,1151,213843,1653,47,14449,418,370,50,95234,18875
2045,49,2025,1265,235138,1817,52,15888,460,407,55,102543,20755
2045,49,2026,1397,259659,2007,57,17544,508,449,60,82461,22919
2045,49,2027,1557,289428,2237,64,19556,566,501,67,89775,25547
2045,49,2028,1749,325038,2512,71,21962,636,563,76,98034,28690
2045,49,2029,1958,363769,2811,80,24579,712,630,85,106836,32109
2045,49,2030,2191,407110,3146,89,27507,796,705,95,116581,35935
2045,49,2031,2475,459847,3554,101,31070,900,796,107,114896,40590
2045,49,2032,2767,514201,3974,113,34743,1006,890,120,124696,45387
2045,49,2033,3100,576148,4453,127,38928,1127,997,134,135342,50855
2045,49,2034,3479,646515,4996,142,43683,1265,1119,150,147440,57066
2045,49,2035,3901,725003,5603,159,48986,1418,1255,169,159769,63994
2045,49,2036,4368,811735,6273,178,54846,1588,1405,189,167309,71650
2045,49,2037,4929,915906,7078,201,61885,1792,1585,213,182035,80845
2045,49,2038,5645,1049060,8107,230,70881,2052,1816,244,200278,92598
2045,49,2039,6511,1209882,9350,266,81748,2367,2094,281,221415,106793
2045,49,2040,7671,1425618,11018,313,96324,2789,2467,331,249038,125836
2045,49,2041,9189,1707678,13197,375,115382,3341,2955,397,283043,150732
2045,49,2042,11256,2091670,16165,459,141327,4092,3620,486,326454,184627
2045,49,2043,14445,2684347,20745,589,181372,5252,4646,624,390057,236941
2045,49,2044,19544,3631910,28068,797,245396,7106,6286,844,482331,320580
2045,49,2045,36647,6810201,52631,1495,460143,13324,11786,1583,781096,601120
2045,50,2015,1058,204081,1591,43,13045,425,376,46,136066,17544
2045,50,2016,169,32575,254,7,2082,68,60,7,19063,2800
2045,50,2017,193,37232,290,8,2380,78,69,8,20467,3201
2045,50,2018,277,53388,416,11,3413,111,98,12,27164,4589
2045,50,2019,314,60681,473,13,3879,126,112,14,28952,5216
2045,50,2020,362,69805,544,15,4462,146,129,16,30162,6001
2045,50,2021,407,78624,613,16,5026,164,145,18,32209,6759
2045,50,2022,451,87057,679,18,5565,181,161,19,32905,7484
2045,50,2023,514,99112,773,21,6335,207,183,22,35792,8520
2045,50,2024,567,109379,853,23,6991,228,202,24,38654,9403
2045,50,2025,623,120271,938,25,7688,251,222,27,41624,10339
2045,50,2026,688,132813,1036,28,8489,277,245,30,31017,11417
2045,50,2027,767,148039,1154,31,9463,309,273,33,33796,12726
2045,50,2028,862,166253,1296,35,10627,347,307,37,36943,14292
2045,50,2029,964,186064,1451,39,11893,388,343,42,40301,15995
2045,50,2030,1079,208233,1624,43,13310,434,384,47,44020,17901
2045,50,2031,1219,235207,1834,49,15034,490,434,53,41914,20219
2045,50,2032,1363,263008,2051,55,16811,548,485,59,45583,22609
2045,50,2033,1527,294694,2298,61,18837,614,543,66,49587,25333
2045,50,2034,1714,330686,2579,69,21137,689,610,74,54137,28427
2045,50,2035,1922,370831,2892,77,23704,773,684,83,58816,31878
2045,50,2036,2152,415194,3237,87,26539,865,766,93,61071,35692
2045,50,2037,2428,468476,3653,98,29945,977,864,105,66675,40272
2045,50,2038,2781,536583,4184,112,34298,1118,989,120,73646,46127
2045,50,2039,3207,618842,4825,129,39556,1290,1141,138,81768,53198
2045,50,2040,3779,729188,5686,152,46610,1520,1345,163,92422,62684
2045,50,2041,4526,873459,6811,182,55832,1821,1611,195,105652,75086
2045,50,2042,5544,1069867,8342,223,68386,2230,1973,239,122709,91970
2045,50,2043,7115,1373014,10706,286,87763,2862,2532,307,147910,118030
2045,50,2044,9627,1857684,14485,388,118743,3872,3425,416,185084,159694
2045,50,2045,18051,3483344,27161,727,222656,7261,6423,779,306216,299442
2045,51,2015,345,66669,477,13,3940,137,121,15,42112,5729
2045,51,2016,55,10641,76,2,629,22,19,2,5966,914
2045,51,2017,63,12163,87,2,719,25,22,3,6422,1045
2045,51,2018,90,17441,125,3,1031,36,32,4,8577,1499
2045,51,2019,103,19823,142,4,1171,41,36,4,9168,1703
2045,51,2020,118,22804,163,4,1348,47,41,5,9628,1959
2045,51,2021,133,25685,184,5,1518,53,47,6,10309,2207
2045,51,2022,147,28440,204,5,1681,58,52,6,10613,2444
2045,51,2023,167,32378,232,6,1913,67,59,7,11574,2782
2045,51,2024,185,35732,256,7,2112,73,65,8,12515,3070
2045,51,2025,203,39290,281,7,2322,81,71,9,13493,3376
2045,51,2026,224,43387,311,8,2564,89,79,10,11076,3728
2045,51,2027,250,48362,346,9,2858,99,88,11,12082,4155
2045,51,2028,281,54312,389,10,3210,112,99,12,13224,4667
2045,51,2029,314,60784,435,11,3592,125,111,13,14444,5223
2045,51,2030,352,68026,487,13,4020,140,124,15,15797,5845
2045,51,2031,397,76838,550,14,4541,158,140,17,15756,6602
