# File: MOVES_EV_Efs_ORD.csv
# Title: PM emission factors for electric vehicles accounting for the break and tire wear
# Units: Tg/million-pass-km
# Source: derived from Brake and Tire Wear Emissions from On-road Vehicles in MOVES2014
# Column types: ccccnnnnnnnnnn
# ----------
state,class,fuel,pollutant,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
RI,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
RI,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
RI,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
RI,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
RI,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
RI,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
RI,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
RI,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
SC,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SC,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SC,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SC,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SC,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
SC,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
SC,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SC,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SC,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
SC,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
SC,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
SC,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
SD,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SD,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SD,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SD,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SD,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
SD,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
SD,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SD,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SD,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
SD,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
SD,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
SD,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
TN,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TN,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TN,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TN,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TN,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
TN,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
TN,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TN,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TN,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
TN,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
TN,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
TN,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
TX,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TX,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TX,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TX,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TX,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
TX,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
TX,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TX,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TX,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
TX,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
TX,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
TX,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
UT,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
UT,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
UT,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
UT,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
UT,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
UT,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
UT,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
UT,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
UT,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
UT,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
UT,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
UT,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
VA,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VA,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VA,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VA,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VA,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
VA,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
VA,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VA,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VA,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
VA,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
VA,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
VA,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
VT,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VT,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VT,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VT,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VT,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
VT,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
VT,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VT,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VT,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
VT,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
VT,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
VT,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WA,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WA,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WA,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WA,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WA,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WA,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WA,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WA,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WA,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
WA,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
WA,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WA,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WI,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WI,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WI,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WI,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WI,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WI,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WI,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WI,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WI,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
WI,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
WI,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WI,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WV,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WV,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WV,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WV,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WV,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WV,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WV,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WV,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WV,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
WV,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
WV,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WV,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WY,Compact car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WY,Compact car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WY,Full size car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WY,Full size car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WY,Large SUV,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WY,Large SUV,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
WY,Mini car,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WY,Mini car,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WY,Minivan,ELC,PM10,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08,1.47E-08
WY,Minivan,ELC,PM2.5,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09,1.93E-09
WY,Pickup,ELC,PM10,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08,1.34E-08
WY,Pickup,ELC,PM2.5,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09,1.76E-09
AK,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
AK,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
AL,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
AL,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
AR,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
AR,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
AZ,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
AZ,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
CA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
CA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
CO,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
CO,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
CT,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
CT,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
DC,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
DC,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
DE,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
DE,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
