BLDGID5,REGION5,CENDIV5,SQFT5,YRCONC5,PBA5,ADJWT5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5,NGHTBTU5,NGWTBTU5,NGCKBTU5,NGMSBTU5,FKHTBTU5,FKWTBTU5,FKMSBTU5,DHHTBTU5,DHWTBTU5,DHMSBTU5
6263,3,7,5000,6,15,1422.04,0,132868,104311,0,58460,0,43501,629,4597,217430,219266,657851,0,              ,              ,              ,              ,              ,
6264,4,9,2500,4,12,2999.67,0,2096,761,0,3891,0,111,48,237,15130,10286,0,0,              ,              ,              ,              ,              ,
6265,4,9,6000,8,5,435.97,0,0,0,0,2728,0,1493,10893,8300,1298634,2643465,0,0,              ,              ,              ,              ,              ,
6266,3,5,200000,5,14,276.35,0,665578,671980,0,3595056,0,133788,74186,337600,1807986,500049,88939,104937,              ,              ,              ,              ,              ,
6267,3,7,2500,4,15,549.98,0,96503,9243,0,20409,0,28676,262,2934,74416,74026,222100,0,              ,              ,              ,              ,              ,
6268,1,2,600000,3,2,10.15,0,9421759,490148,0,7877162,80250,43827,2373222,753099,              ,              ,              ,              ,0,0,0,16665476,17462524,0
6269,2,3,15000,6,5,222.14,0,0,0,0,71302,0,367,2729,2080,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6270,4,8,1500,6,14,21.42,0,0,2815,0,13605,0,929,328,1609,136940,7634,0,0,              ,              ,              ,              ,              ,
6271,3,5,25000,6,13,425.71,46359,212353,45420,17038,200684,15452,24663,6307,30904,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6272,3,5,2500,4,12,1882.46,0,6027,3562,1387,2924,534,1207,259,1269,163497,0,1657,0,              ,              ,              ,              ,              ,
6273,1,2,60000,3,14,7.49,0,550365,88241,0,912765,0,33716,20262,87399,5361382,422014,0,7301,              ,              ,              ,              ,              ,
6274,2,3,400000,6,2,12,0,2245944,3468766,1001844,8490449,0,119447,4560424,1507219,12337710,0,0,0,0,0,100134,              ,              ,
6275,4,9,35000,8,13,139.66,6612,322599,64414,0,1543368,0,35506,22870,107903,6031744,1724138,0,0,              ,              ,              ,              ,              ,
6276,4,8,4000,5,15,2108.35,0,9274,68958,0,134314,402748,80133,1282,8997,293288,463541,0,0,              ,              ,              ,              ,              ,
6277,3,5,140000,8,5,153.93,0,28066,1304,0,257492,0,3443,25281,17505,941770,154835,0,0,              ,              ,              ,              ,              ,
6278,3,6,2500,6,2,217.98,1593,24637,5416,15130,52774,0,633,23367,4700,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6279,2,4,140000,5,18,25.87,0,18619030,137648,9537863,8400609,0,621648,714372,1836080,6122050,684476,0,0,0,0,0,              ,              ,
6280,3,6,2000,3,12,1923.12,0,0,662,0,3742,0,629,437,2140,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6281,3,5,12500,3,2,433.49,42344,193422,29695,203814,243299,0,4900,218622,26132,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6282,4,9,15000,5,17,1361.3,0,332010,39690,0,240611,0,16679,10806,57624,505039,293943,51855,873560,              ,              ,              ,              ,              ,
6283,2,3,2500,4,3,1525.12,0,3581,5764,20525,35974,0,1022,4140,1656,87877,0,0,0,              ,              ,              ,              ,              ,
6284,3,6,1001,4,1,1813.56,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6285,4,8,700000,7,2,12,14076892,5813946,7823275,2848399,9555017,0,284975,11055671,3599049,297838,0,0,145249,0,0,63797,              ,              ,
6286,2,4,400000,5,2,9.77,0,3718615,2262058,0,6163924,80157,136087,4963472,1649669,9390229,0,263631,19103809,              ,              ,              ,5116397,4695029,11952574
6287,4,9,25000,6,2,444.28,1576,166869,38936,0,184309,0,2575,91708,21324,0,269392,0,0,              ,              ,              ,              ,              ,
6288,4,9,100001,5,3,241.5,83512,522563,309215,1364255,2569286,63083,82983,88775,367544,0,0,0,0,              ,              ,              ,              ,              ,
6289,3,5,160000,7,5,156.54,0,0,0,0,703282,0,7914,57467,43784,1430413,0,0,0,              ,              ,              ,              ,              ,
6290,1,2,140000,5,3,20.12,0,333861,209965,0,1969667,0,49177,44425,228099,1577415,529450,226907,0,              ,              ,              ,              ,              ,
6291,1,1,2500,6,3,1896.5,0,2441,139,0,16629,0,701,2826,553,              ,              ,              ,              ,6333,49420,0,              ,              ,
6292,1,2,12500,3,3,532.52,0,21049,1417,124767,230057,0,7244,29884,7598,664990,0,0,108818,              ,              ,              ,              ,              ,
6293,3,5,1500,4,6,1485.95,0,13904,4666,0,19529,0,71413,434,4042,86131,32410,0,0,              ,              ,              ,              ,              ,
6294,1,2,2500,3,3,1927.1,0,0,3276,0,12885,0,921,3492,673,16804,3364,0,0,              ,              ,              ,              ,              ,
6295,3,7,8000,4,13,1273.13,0,41253,15216,0,53590,0,2478,910,4148,185099,25528,25528,0,              ,              ,              ,              ,              ,
6296,4,9,5000,7,2,1553.33,0,166344,34495,92118,115865,0,2513,90929,20824,59290,0,0,15827,              ,              ,              ,              ,              ,
6297,2,3,15000,5,3,517.24,0,43666,52189,0,552499,0,26304,120552,16119,1021876,237929,0,0,              ,              ,              ,              ,              ,
6298,3,6,2000,2,1,1426.16,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6299,4,9,1300000,5,2,5.14,0,11424661,18453136,0,32621608,375288,595312,21714065,7611930,0,0,2962285,0,0,0,453378,37527940,17504060,0
6300,4,9,3000,5,15,1337.55,0,157080,19335,0,78919,0,57813,567,6349,245278,267613,802891,0,              ,              ,              ,              ,              ,
6301,2,3,140000,5,14,293.72,0,918508,25844,0,3178821,0,99953,63240,273983,4913115,1877215,331272,24596,              ,              ,              ,              ,              ,
6302,4,9,30000,5,5,148.07,0,27800,1808,0,195784,0,2357,18185,10792,14121,4813,0,0,              ,              ,              ,              ,              ,
6303,1,2,25000,4,21,426.96,930443,0,32888,0,236086,0,1517,1998,11611,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6304,4,9,17500,4,5,296.15,3008,4091,185,0,48376,0,615,4458,3108,0,5042,0,0,              ,              ,              ,              ,              ,
6305,3,7,7000,7,5,1426.16,41043,76882,3345,64460,52191,0,1509,10789,8220,296249,0,0,0,              ,              ,              ,              ,              ,
6306,3,6,4500,5,13,2260.19,0,40361,15300,9830,26672,0,3115,616,3016,37894,0,0,5221,              ,              ,              ,              ,              ,
6307,3,7,2500,3,2,1882.46,0,13818,3147,10396,8209,0,144,4923,1260,12348,0,0,0,              ,              ,              ,              ,              ,
6308,3,5,600000,4,16,22,0,1545933,6542921,0,28540081,0,3691228,8571129,9235476,0,0,23333861,23333861,0,0,110952,5686162,26210395,5615443
6309,1,2,30000,4,2,1580.41,0,72606,0,0,199012,0,3596,137038,49160,297410,31561,0,0,              ,              ,              ,              ,              ,
6310,4,9,7000,6,2,436.92,0,254270,71682,0,240067,0,4502,160520,30058,140992,13049,0,0,              ,              ,              ,              ,              ,
6311,3,7,8000,4,1,1509.76,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6312,4,9,30000,5,4,148.07,0,478539,395651,252567,673585,0,2763,160162,930942,7691532,0,0,1264164,              ,              ,              ,              ,              ,
6313,4,9,450000,9,2,1.07,547276,0,2602139,991972,3597398,0,142081,3437681,2860021,0,0,536212,0,0,0,123295,              ,              ,
6314,2,3,7000,6,15,316.87,33400,305986,361116,124692,198231,0,117021,1786,13225,0,0,2537411,0,              ,              ,              ,              ,              ,
6315,2,4,1200000,4,2,10.56,32866,4713387,916244,0,32243331,107324,175836,8680517,2654447,1590232,0,43923,0,0,0,9154,45956420,46611338,17338242
6316,3,6,4500,7,2,415.45,3569,71157,11376,25340,40149,0,994,31292,10767,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6317,3,6,2000,7,6,2691.57,11636,36851,8217,0,44724,0,150538,974,9064,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6318,4,9,70000,3,14,291.23,0,0,0,0,601690,0,45905,16697,72905,0,397525,0,16956,3616252,135279,0,              ,              ,
6319,3,5,20000,6,3,437.24,0,109999,39615,0,376847,0,8251,39520,8465,746640,581696,0,0,              ,              ,              ,              ,              ,
6320,4,8,17500,9,2,592.78,0,498065,133333,0,510719,0,11881,405567,105833,311946,54687,0,0,              ,              ,              ,              ,              ,
6321,3,5,120000,7,5,153.93,0,188832,9735,423020,1015636,0,14774,109852,71788,2380180,0,0,0,              ,              ,              ,              ,              ,
6322,3,7,400000,9,20,21.37,0,0,0,0,556652,0,1146,1856,10786,0,0,0,400075,              ,              ,              ,              ,              ,
6323,3,5,600000,5,16,21.71,0,557465,205199,819976,860170,0,111831,230500,308980,              ,              ,              ,              ,1369564,0,0,              ,              ,
6324,4,8,1500,7,2,444.28,899,7320,1554,3134,4626,0,96,3332,781,43904,0,0,8987,              ,              ,              ,              ,              ,
6325,1,2,50000,4,2,456.32,378868,0,0,383477,661788,0,9305,220534,191909,              ,              ,              ,              ,765239,0,66901,              ,              ,
6326,3,5,4000,7,2,141.88,0,57742,1296,0,50782,0,1303,41034,14119,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6327,3,7,35000,6,17,295.28,525411,1137736,104561,0,679791,0,46840,20776,171398,1343603,549895,97000,0,              ,              ,              ,              ,              ,
6328,4,8,8000,4,14,601.92,0,63780,116610,0,1178321,0,101143,38926,158494,457941,56765,0,0,              ,              ,              ,              ,              ,
6329,3,7,70000,2,1,138.47,0,301402,5523,0,690041,0,1303,1525,8865,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6330,4,8,500001,3,5,20.06,221869,1806533,271748,1547268,13057697,0,50626,473060,305848,11424558,0,0,1486511,              ,              ,              ,              ,              ,
6331,3,5,45000,6,2,464.11,77415,517170,94626,396841,564436,0,8339,227089,143700,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6332,4,8,20000,5,12,436.92,16038,16888,8006,0,128510,0,3974,1795,8031,580486,139724,139724,0,              ,              ,              ,              ,              ,
6333,2,3,900000,3,16,10.56,0,3734711,290041,0,9874430,0,1140481,1608087,3893636,5588427,170550671,36546565,324460466,0,0,8321261,              ,              ,
6334,2,3,12500,5,8,620.68,46931,78554,23667,0,146359,0,2102,73145,18821,263848,69136,0,0,              ,              ,              ,              ,              ,
6335,4,9,12500,6,2,444.28,0,354314,83544,0,454953,0,8506,293243,66795,428254,104151,0,0,              ,              ,              ,              ,              ,
6336,2,3,3500,6,13,620.68,0,10288,10030,4836,11238,286,3308,602,2949,286809,13415,13415,0,              ,              ,              ,              ,              ,
6337,4,9,70000,9,20,153.93,0,0,0,0,397564,0,2091,2724,15833,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6338,3,5,900000,9,2,2.61,2959372,4108703,3383943,1397531,3777127,0,139422,5472816,2226288,              ,              ,              ,              ,0,0,34673,              ,              ,
6339,2,3,7000,3,2,92.63,0,330997,0,491847,373844,0,5021,170341,52220,              ,              ,              ,              ,              ,              ,              ,558000,0,0
6340,4,8,45000,5,1,222.14,0,0,0,0,5588,0,7909,10526,61181,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6341,2,3,200000,7,2,20.06,152848,160112,289524,0,371935,17225,13965,525397,145175,139205,34696,0,0,              ,              ,              ,              ,              ,
6342,3,5,15000,8,5,425.71,0,45907,261,0,55794,0,360,2738,1749,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6343,3,7,2000,6,5,1865.67,0,3404,0,0,18110,0,393,2810,2141,0,0,0,35603,              ,              ,              ,              ,              ,
6344,3,6,8000,6,2,1898.76,9895,26178,4887,21856,41501,0,688,23836,5776,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6345,4,9,8000,9,14,290.6,38116,312528,126081,0,477538,0,29837,16862,56925,103929,0,0,0,              ,              ,              ,              ,              ,
6346,2,4,20000,6,3,436.79,0,60437,38504,215065,791393,0,14464,77396,21153,933200,0,0,0,              ,              ,              ,              ,              ,
6347,3,5,15000,5,12,207.73,103393,15581,7484,0,11444,0,2013,406,1879,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6348,2,3,2000,6,2,1798.57,14790,15227,3944,11494,23423,0,365,12584,3144,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6349,3,7,2500,7,3,1426.16,0,35179,10110,0,55606,0,2357,10372,1977,6269,8137,0,0,              ,              ,              ,              ,              ,
6350,3,5,12500,6,5,489.1,27423,153974,8032,0,195279,0,6393,50066,27011,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6351,4,9,2500,4,13,437.26,0,3284,60844,0,17208,0,2494,480,2351,195038,12276,12276,0,              ,              ,              ,              ,              ,
6352,3,7,1600000,9,1,1.04,488334,0,4241687,0,17380642,6495,52236,68040,395481,0,5095590,567409,0,              ,              ,              ,              ,              ,
6353,2,3,500000,6,2,10.24,0,2915128,332252,0,8942200,0,122861,4936308,1516436,0,0,0,22947,              ,              ,              ,792456,579544,0
6354,2,3,3500,6,1,1826.41,0,582,55,0,145299,0,1851,2379,13829,0,0,0,0,              ,              ,              ,              ,              ,
6355,1,2,10000,4,2,613.94,0,8218,4265,0,22866,0,362,12527,3605,279935,16931,0,0,              ,              ,              ,              ,              ,
6356,3,7,8000,5,14,439.81,0,70678,23240,0,11421,0,6340,1149,5632,39500,3204,0,0,              ,              ,              ,              ,              ,
6357,3,7,90000,9,3,40.53,0,101900,76503,566151,645901,455882,680126,172198,860847,653621,0,0,0,              ,              ,              ,              ,              ,
6358,4,9,2500,6,2,1525.12,11367,34283,8972,36325,71105,0,1181,41544,8457,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6359,1,2,450000,1,1,20.29,0,0,4872,0,172853,0,430,654,3802,32899381,1300,0,1461025,693450,0,0,              ,              ,
6360,2,4,22500,6,2,450.2,0,247301,78224,0,336812,0,3311,125838,31027,215162,40339,0,0,              ,              ,              ,              ,              ,
6361,2,3,25001,4,14,412.43,0,84030,2227,0,313238,15610,18759,8518,35491,835965,57001,0,0,              ,              ,              ,              ,              ,
6362,4,9,15000,8,3,435.97,400,2475,852,4417,5806,3574,5630,6314,2526,0,0,92713,0,              ,              ,              ,133000,0,0
6363,2,4,17500,5,12,218.46,0,39274,17697,0,251982,0,9554,3999,18613,450763,238564,0,0,              ,              ,              ,              ,              ,
6364,3,5,6000,3,12,1923.12,0,12470,4623,2973,3087,0,753,145,710,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6365,2,3,180000,4,5,10.03,0,0,7342,158347,636421,0,2260,20896,15417,5727311,0,0,0,              ,              ,              ,              ,              ,
6366,3,5,10000,6,3,1509.76,0,21800,14180,0,99397,0,4767,18427,4537,86210,23481,0,0,              ,              ,              ,              ,              ,
6367,3,6,15000,4,3,1511.3,0,203067,4838,0,875044,0,20038,103507,15926,303880,8096979,0,0,              ,              ,              ,              ,              ,
6368,2,3,8000,1,1,295.54,0,3024,70,0,44439,0,199,264,1536,590881,1206,0,0,              ,              ,              ,              ,              ,
6369,3,6,400000,6,3,10.87,221061,805707,293364,1006361,3627730,39286,99144,94732,461011,6800932,0,454753,0,              ,              ,              ,              ,              ,
6370,3,5,140000,3,5,182.92,0,0,8706,0,8273,0,768,5505,4041,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6371,3,7,2000,5,15,1410.02,0,73721,6229,15915,14360,0,10633,106,1185,4404,0,0,124,              ,              ,              ,              ,              ,
6372,2,4,8000,4,14,349.9,47040,17831,14573,0,51916,0,3469,1456,6233,729114,60906,10748,0,              ,              ,              ,              ,              ,
6373,3,5,10000,7,18,425.71,26334,311008,20478,0,188636,0,13387,9036,45887,0,392666,0,0,              ,              ,              ,              ,              ,
6374,3,6,12500,4,1,570.58,1173,6286,1375,0,15174,0,50,65,381,149617,0,0,0,              ,              ,              ,              ,              ,
6375,3,6,2500,6,3,2346.27,0,0,7584,0,131480,0,5251,19977,7991,              ,              ,              ,              ,208170,0,0,              ,              ,
6376,3,7,1500,3,12,1509.76,0,7827,2553,0,665,0,182,33,162,34650,8774,0,0,              ,              ,              ,              ,              ,
6377,4,9,500000,6,13,76.36,970648,860062,766556,0,27508164,388214,737612,386302,1665004,48640376,16827825,16827825,11634593,              ,              ,              ,              ,              ,
6378,2,3,3500,6,2,1976.95,0,2413,637,0,4250,0,80,2770,599,165036,34590,0,0,              ,              ,              ,              ,              ,
6379,2,4,80000,7,5,217.98,0,101458,13566,680878,2199705,0,18719,167051,116573,7050232,0,0,442329,              ,              ,              ,              ,              ,
6380,4,9,90000,5,1,276.93,0,190154,38845,0,1417,0,4926,6555,38102,7227389,204,0,0,              ,              ,              ,              ,              ,
6381,1,2,45000,4,2,467.82,0,71265,22819,161916,261605,0,3125,83000,62515,339931,0,0,60144,              ,              ,              ,              ,              ,
6382,3,5,3500,6,14,20.39,55647,27380,9725,18880,38918,0,1621,2420,2532,0,0,0,7820,              ,              ,              ,              ,              ,
6383,4,9,4000,3,1,1338.72,0,0,374,0,115896,23,328,463,2688,88873,3063,366,0,              ,              ,              ,              ,              ,
6384,2,3,7000,6,5,467.82,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6385,2,4,30000,5,7,73.16,0,0,0,0,1419615,0,1512,13998,81362,              ,              ,              ,              ,              ,              ,              ,4135404,1784596,0
6386,2,3,25001,9,5,233.91,0,51443,4721,0,247859,0,5446,42323,24633,1466995,93895,0,0,              ,              ,              ,              ,              ,
6387,2,4,450000,6,14,296.54,0,0,73380,0,16803569,0,694967,1083351,1135776,22505085,5565824,907375,16824152,0,0,0,              ,              ,
6388,3,7,10000,8,2,283.77,8604,191501,39406,90875,183526,0,4013,140852,31874,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6389,3,7,3000,8,3,1496.57,2607,4978,2434,5948,6053,0,672,2755,556,              ,              ,              ,              ,102908,0,0,              ,              ,
6390,3,5,35000,6,14,388.31,437865,444144,153186,459288,925011,0,64921,28677,115243,              ,              ,              ,              ,8321,0,0,              ,              ,
6391,3,5,9000,7,7,1290.69,7761,108113,27802,42994,375142,0,427,3955,22987,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6392,3,5,2000,5,13,2014.77,6384,6050,2000,938,10515,0,301,152,744,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6393,3,5,15000,5,14,25.01,155458,39843,12587,54151,60772,0,3888,4301,3806,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6394,4,8,100000,5,14,13.79,0,477590,12467,0,1143000,53488,50454,26587,114366,4276784,228898,0,0,              ,              ,              ,              ,              ,
6395,3,5,70000,5,5,139.66,0,573808,51129,0,2693847,0,27748,198375,142749,              ,              ,              ,              ,              ,              ,              ,929334,2911666,0
6396,2,3,35000,9,15,423.48,274789,506983,64946,0,378024,643209,297061,20772,156871,0,369807,1109586,0,              ,              ,              ,              ,              ,
6397,3,5,3000,4,5,1911.82,1868,11143,621,0,55976,0,650,4899,3155,98332,53240,0,0,              ,              ,              ,              ,              ,
6398,2,3,800000,6,16,10.56,0,16300750,9097463,0,40528079,3789053,4618946,10822903,11459067,113128187,117885345,25261155,25261155,1351716,0,17570,              ,              ,
6399,1,1,12500,1,13,275.92,0,220291,6597,0,507407,0,14296,6497,29969,              ,              ,              ,              ,625556,633888,0,              ,              ,
6400,2,3,5000,7,5,283.95,0,0,0,0,7596,0,956,5839,4449,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6401,1,2,30000,6,14,237.06,287042,45503,27389,0,111918,0,6991,2627,12872,0,2388721,0,0,              ,              ,              ,              ,              ,
6402,2,4,1500,4,3,1345.78,0,22229,11987,0,54322,15599,24155,28407,11363,202689,60838,0,0,              ,              ,              ,              ,              ,
6403,3,7,30000,5,6,481.37,0,491921,115012,0,618154,0,1531580,14689,85475,695373,138631,0,0,              ,              ,              ,              ,              ,
6404,4,8,35000,3,5,229.37,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6405,3,7,200001,5,14,26.67,0,187305,12533,2766747,2665763,0,246413,139380,590200,2048797,0,457815,10426,              ,              ,              ,              ,              ,
6406,1,1,1000000,7,2,11.47,3396406,9536769,9909757,0,15610815,0,708110,25176381,8526084,0,0,37981933,0,0,0,2769778,22426255,15114745,0
6407,3,5,2000,4,3,574.94,10217,45434,13698,0,59844,0,2264,9954,1807,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6408,3,5,120000,8,13,10.43,32398,1576006,592575,519914,8958843,309410,801676,296724,1226592,0,0,329486,0,0,0,80718,              ,              ,
6409,3,5,10001,8,20,159.79,0,0,0,0,80297,0,191,309,1797,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6410,4,8,35000,4,5,308.2,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6411,4,9,1500,5,14,1311.11,15404,32434,9690,9536,18243,0,1108,467,1990,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6412,3,7,2000,6,2,1262.19,0,32722,7146,0,21914,0,345,11220,3861,53360,17744,0,0,              ,              ,              ,              ,              ,
6413,3,5,40000,1,18,24.72,400039,2866388,302966,0,1382694,0,88375,50596,311980,3083841,1662297,293184,0,              ,              ,              ,              ,              ,
6414,4,9,12500,3,18,271.96,19298,64337,0,0,168505,164964,13645,22780,33200,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6415,2,3,60000,2,5,138.47,0,130688,12727,0,443653,0,4756,36732,24733,3427105,52767,0,0,              ,              ,              ,              ,              ,
6416,4,8,50001,6,5,308.2,0,34651,12641,0,2449215,0,8857,84324,57974,1629639,137977,0,0,              ,              ,              ,              ,              ,
6417,2,4,10000,7,5,123.98,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6418,3,7,5000,5,2,1882.46,2669,31353,6671,25813,38630,0,648,23265,4609,40618,0,0,10832,              ,              ,              ,              ,              ,
6419,3,7,2000,6,3,1803.13,6795,1476,1148,5187,7033,0,264,978,391,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6420,3,5,45000,5,5,271.96,0,212733,0,0,207100,0,20866,156686,96322,424370,86837,0,0,              ,              ,              ,              ,              ,
6421,4,8,40000,9,20,1.38,0,0,0,0,2462774,0,4680,7581,44066,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6422,3,5,1500,5,21,1337.55,2389,0,67,0,5566,0,10,13,77,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6423,3,5,20000,6,5,207.73,0,264042,1357,0,281186,0,1760,12728,8908,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6424,1,2,2500,3,13,1421.18,10898,0,465,404,3229,0,139,52,228,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6425,3,5,3500,3,13,1509.76,0,5053,2360,0,10063,0,473,232,1035,60138,5101,0,0,              ,              ,              ,              ,              ,
6426,3,7,6000,5,13,2015.22,15373,16722,5012,0,21732,0,713,377,1695,38217,11762,11762,0,              ,              ,              ,              ,              ,
6427,2,3,10001,5,20,280.12,0,6100,5677,0,65658,0,256,334,1939,436005,84875,0,0,              ,              ,              ,              ,              ,
6428,4,9,1500,4,12,1525.12,0,0,0,0,1482,0,444,104,509,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6429,2,3,400000,8,2,20.76,0,358382,646259,0,801051,37123,30098,791989,525014,1305950,257924,0,0,              ,              ,              ,              ,              ,
6430,4,8,3000,6,12,1701.16,30316,1033,18667,0,3636,0,1161,241,1183,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6431,1,1,30000,5,14,126.33,0,0,0,0,245071,11284,17871,6298,28584,              ,              ,              ,              ,              ,              ,              ,1394677,267323,0
6432,3,5,350000,8,2,10.43,262780,1987156,1778965,564233,3013466,0,41070,2077309,600330,              ,              ,              ,              ,0,0,1869541,              ,              ,
6433,1,2,10000,6,13,424.75,9503,19358,3440,8055,98687,3973,3366,1728,8468,221749,0,0,0,              ,              ,              ,              ,              ,
6434,1,2,15000,3,3,2105.25,0,0,0,0,38130,0,2074,7938,2052,376019,71699,0,0,              ,              ,              ,              ,              ,
6435,3,7,1500,5,2,1803.13,18679,18218,4639,13003,17748,0,359,11199,3853,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6436,4,9,2000,4,3,3050.25,0,23614,10566,0,42121,0,2413,7951,3180,3499,0,0,0,              ,              ,              ,              ,              ,
6437,1,2,7000,3,3,1458.06,0,6258,0,45302,86512,0,2880,14101,2285,362002,0,0,0,              ,              ,              ,              ,              ,
6438,3,6,2000,7,3,1711.39,0,0,4188,24616,28387,0,2532,10150,1817,              ,              ,              ,              ,23355,0,0,              ,              ,
6439,3,7,17500,7,5,544.07,2902,28054,49,0,30009,0,2442,19463,11535,0,203742,0,0,              ,              ,              ,              ,              ,
6440,3,5,50001,6,14,388.31,319983,289816,88432,311521,515289,23567,24537,12085,51662,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6441,2,3,400000,8,2,1.15,0,1905709,4927766,0,6851302,0,298504,7173380,5803739,3882558,944263,236065,0,0,0,101382,              ,              ,
6442,3,7,2000,4,15,1348.96,12435,67899,5958,22268,20753,0,17335,178,1988,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6443,4,9,45000,7,2,217.98,20841,323269,53019,0,250025,0,4808,180452,61916,120639,15703,0,0,              ,              ,              ,              ,              ,
6444,1,2,17500,5,6,1824.26,0,21797,7409,33562,66954,0,206215,1775,11644,409233,0,0,0,              ,              ,              ,              ,              ,
6445,1,2,45000,5,16,23.87,0,449320,408345,0,1933511,192751,234968,547188,586305,3477421,4624147,990802,990802,0,0,0,              ,              ,
6446,3,7,40000,6,1,212.74,              ,              ,              ,              ,              ,              ,              ,              ,,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6447,3,5,2000,6,2,558.24,1917,39483,7015,26529,70408,0,721,27257,6787,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6448,1,2,1500,5,5,1967.18,60616,0,868,0,16313,0,194,1333,1016,              ,              ,              ,              ,0,0,0,              ,              ,
6449,2,3,12500,9,3,467.82,74716,0,2418,0,19963,0,1131,3817,1527,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6450,1,2,450000,6,2,12.03,0,0,360581,0,8194119,0,91315,2354909,1959196,              ,              ,              ,              ,              ,              ,              ,26978343,9111932,6845725
6451,1,2,40000,7,2,460.39,10478,243706,63707,138883,326805,0,5445,141456,104488,211151,0,0,0,              ,              ,              ,              ,              ,
6452,4,9,20000,9,14,435.84,0,0,34703,0,120755,0,12575,4160,20384,              ,              ,              ,              ,              ,              ,              ,521000,0,0
6453,1,2,2000,7,6,1512.61,0,14046,377,19891,22918,0,123739,775,7217,              ,              ,              ,              ,              ,              ,              ,              ,              ,
6454,2,4,7000,3,1,524.85,0,38975,844,0,1144,0,1062,1413,8215,340187,0,0,0,              ,              ,              ,              ,              ,
6455,2,4,1200000,5,16,10.56,497123,5211836,1607842,0,77483568,10276616,12527470,28502109,31930835,0,125211818,26827568,26827568,              ,              ,              ,158262000,0,0
6456,4,9,3000,6,3,2149.24,4948,20784,7291,0,181499,0,5662,24209,4963,0,51347,0,0,              ,              ,              ,              ,              ,
6457,3,5,200001,7,3,225.04,31810,6142,14686,0,54598,1783,2365,1972,10984,0,500403,0,0,              ,              ,              ,              ,              ,
6458,1,2,3500,3,2,1566.43,0,17178,484,0,1642,0,116,4808,1412,285017,37986,0,0,              ,              ,              ,              ,              ,
6459,2,3,8000,1,5,2217.87,0,6289,0,6561,6924,0,85,518,395,183059,0,0,0,              ,              ,              ,              ,              ,
