# File: Mueller_yield_levels.csv
# Title: Attainable yield levels by country and basin
# Units: tons/ha
# Description: Min, average, and max refer to the respective yields observed in grid cells within country, basin, and crop; count is the number of grid cells with harvested area for the given crop, country, and basin.
# Source: Mueller, N. D., Gerber, J. S., Johnston, M., Ray, D. K., Ramankutty, N. and Foley, J. A.: Closing yield gaps through nutrient and water management, Nature, 490(7419), 254–257, doi:10.1038/nature11420, 2012. Geospatial data processed by Yannick Le Page.
# https://github.com/JGCRI/lds
Country,Basin,crop,yield_level,min,average,max,Count
bfa,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bfa,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bfa,160,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bgd,110,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bgd,116,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bgr,54,sugarbeet,_95thpercentileyield,46.89,66.5,76.89,489
bgr,55,sugarbeet,_95thpercentileyield,54.87,67.84,76.89,556
bhr,94,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bhs,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bih,54,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bih,55,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
blr,17,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
blr,25,sugarbeet,_95thpercentileyield,51.71,55.41,55.9,17
blr,30,sugarbeet,_95thpercentileyield,46.45,49.21,61.21,178
blr,35,sugarbeet,_95thpercentileyield,46.41,55.08,62.41,835
blr,39,sugarbeet,_95thpercentileyield,46.68,51.56,62.41,840
blz,111,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
blz,133,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bol,156,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bol,200,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bol,206,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bol,207,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,156,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,161,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,168,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,172,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,174,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,186,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,187,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,192,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,195,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bra,206,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
brb,143,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
brn,159,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
btn,110,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bwa,188,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bwa,194,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bwa,197,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
bwa,199,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
caf,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
caf,151,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
caf,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
caf,183,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,2,sugarbeet,_95thpercentileyield,51.55,51.55,51.55,201
can,7,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,10,sugarbeet,_95thpercentileyield,42.12,51.75,60.04,1948
can,15,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,19,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,23,sugarbeet,_95thpercentileyield,42.12,54.98,60.04,4176
can,27,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,34,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,40,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,223,sugarbeet,_95thpercentileyield,51.55,59.78,60.04,175
can,227,sugarbeet,_95thpercentileyield,66.07,71.64,75.3,285
can,229,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
can,232,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
che,32,sugarbeet,_95thpercentileyield,63.1,69.22,75.3,231
che,54,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,2
che,57,sugarbeet,_95thpercentileyield,75.3,75.3,75.3,2
che,62,sugarbeet,_95thpercentileyield,63.1,68.59,75.3,28
chi,41,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chl,169,sugarbeet,_95thpercentileyield,42.12,64.28,76.89,1051
chl,180,sugarbeet,_95thpercentileyield,60.04,60.04,60.04,2
chl,200,sugarbeet,_95thpercentileyield,58.15,65.08,75.55,41
chl,205,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chl,207,sugarbeet,_95thpercentileyield,42.12,69.37,78.75,742
chl,212,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,1
chl,213,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,2
chl,215,sugarbeet,_95thpercentileyield,44.56,59.69,60.04,213
chn,37,sugarbeet,_95thpercentileyield,46.41,50.74,63.1,395
chn,42,sugarbeet,_95thpercentileyield,51.55,62.62,75.55,5941
chn,43,sugarbeet,_95thpercentileyield,42.12,53.16,75.3,12535
chn,56,sugarbeet,_95thpercentileyield,51.55,60.82,66.66,572
chn,58,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,66,sugarbeet,_95thpercentileyield,42.12,60.4,76.89,3930
chn,68,sugarbeet,_95thpercentileyield,44.56,61.65,71.24,549
chn,76,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,77,sugarbeet,_95thpercentileyield,42.12,58.39,76.89,2113
chn,78,sugarbeet,_95thpercentileyield,64.46,65.66,76.89,691
chn,79,sugarbeet,_95thpercentileyield,42.12,60.07,76.89,5846
chn,85,sugarbeet,_95thpercentileyield,58.15,69.47,75.55,1176
chn,89,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,92,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,106,sugarbeet,_95thpercentileyield,46.89,68.24,76.89,3923
chn,108,sugarbeet,_95thpercentileyield,67.47,68.49,76.89,102
chn,109,sugarbeet,_95thpercentileyield,67.47,67.47,67.47,18
chn,110,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,112,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,124,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
chn,125,sugarbeet,_95thpercentileyield,63.1,71.31,76.89,136
chn,127,sugarbeet,_95thpercentileyield,63.1,70.22,76.89,28
chn,137,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,1
civ,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
civ,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
civ,160,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cmr,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cmr,151,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cmr,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cmr,183,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cod,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cod,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cod,183,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cod,188,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cog,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cog,183,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cok,201,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
col,135,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
col,143,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
col,156,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
col,157,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
col,166,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
com,177,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cpv,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cri,135,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cub,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cym,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cyp,75,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
cze,29,sugarbeet,_95thpercentileyield,51.2,60.35,68.82,95
cze,31,sugarbeet,_95thpercentileyield,42.12,53.73,67.5,696
cze,54,sugarbeet,_95thpercentileyield,45.42,57.48,75.3,366
deu,21,sugarbeet,_95thpercentileyield,46.41,56.09,67.5,579
deu,28,sugarbeet,_95thpercentileyield,46.45,64.84,75.3,1138
deu,29,sugarbeet,_95thpercentileyield,42.76,53.21,60.09,95
deu,31,sugarbeet,_95thpercentileyield,44.06,54.21,67.5,1674
deu,32,sugarbeet,_95thpercentileyield,48.68,67.16,76.89,1819
deu,54,sugarbeet,_95thpercentileyield,54.87,65.63,75.3,879
dji,100,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dji,179,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dma,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dnk,12,sugarbeet,_95thpercentileyield,42.12,45.46,46.41,11
dnk,21,sugarbeet,_95thpercentileyield,46.41,57.53,67.5,794
dom,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dza,80,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dza,86,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dza,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dza,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
dza,151,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ecu,156,sugarbeet,_95thpercentileyield,44.56,67.88,76.89,195
ecu,157,sugarbeet,_95thpercentileyield,46.41,69.26,76.89,168
ecu,169,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ecu,180,sugarbeet,_95thpercentileyield,66.07,70.02,76.89,13
egy,75,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,80,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,95,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,98,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,100,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
egy,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eri,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eri,100,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eri,179,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
esh,86,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
esh,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
esp,41,sugarbeet,_95thpercentileyield,67.5,71.4,75.3,2
esp,60,sugarbeet,_95thpercentileyield,63.1,70.47,76.89,72
esp,61,sugarbeet,_95thpercentileyield,64.46,66.61,67.47,14
esp,63,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
esp,64,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,1
esp,67,sugarbeet,_95thpercentileyield,52.32,70.99,78.75,743
esp,71,sugarbeet,_95thpercentileyield,42.76,70.39,78.75,638
esp,73,sugarbeet,_95thpercentileyield,42.76,69.06,76.89,598
esp,74,sugarbeet,_95thpercentileyield,42.76,68.48,78.75,1209
esp,80,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
esp,81,sugarbeet,_95thpercentileyield,64.46,70.86,76.76,839
esp,83,sugarbeet,_95thpercentileyield,59.31,68.61,76.89,709
esp,86,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
est,20,sugarbeet,_95thpercentileyield,42.12,52.73,55.9,522
est,22,sugarbeet,_95thpercentileyield,46.89,49.91,55.9,345
est,25,sugarbeet,_95thpercentileyield,55.9,55.9,55.9,4
eth,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eth,100,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eth,170,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
eth,179,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fin,8,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fin,12,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fin,13,sugarbeet,_95thpercentileyield,42.12,48.49,55.9,1735
fin,17,sugarbeet,_95thpercentileyield,51.71,55.14,55.9,44
fji,176,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fji,185,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
flk,215,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,32,sugarbeet,_95thpercentileyield,62.41,73.18,76.89,514
fra,36,sugarbeet,_95thpercentileyield,75.3,75.3,75.3,123
fra,41,sugarbeet,_95thpercentileyield,64.46,75.31,76.89,640
fra,44,sugarbeet,_95thpercentileyield,55.9,75.04,76.89,1586
fra,46,sugarbeet,_95thpercentileyield,62.41,74.72,76.89,1338
fra,57,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,60,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,61,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,62,sugarbeet,_95thpercentileyield,63.1,72.53,76.89,868
fra,63,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,64,sugarbeet,_95thpercentileyield,62.41,66.62,76.89,58
fra,67,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,73,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fra,216,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fro,16,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
fsm,150,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gab,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gab,183,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gbr,16,sugarbeet,_95thpercentileyield,67.5,67.5,67.5,1
gbr,24,sugarbeet,_95thpercentileyield,67.5,67.5,67.5,4
gbr,26,sugarbeet,_95thpercentileyield,46.68,67.15,76.89,2204
gbr,129,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gbr,216,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
geo,45,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
geo,47,sugarbeet,_95thpercentileyield,63.1,63.1,63.1,4
geo,70,sugarbeet,_95thpercentileyield,63.1,68.62,76.89,102
geo,72,sugarbeet,_95thpercentileyield,46.41,65.88,76.89,417
gha,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gha,160,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gin,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gin,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gin,152,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
glp,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gmb,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gnb,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gnq,162,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
grc,55,sugarbeet,_95thpercentileyield,46.89,68.38,76.89,1006
grc,75,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
grd,143,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
grl,1,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gtm,111,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gtm,133,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gtm,135,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
guf,156,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
guf,161,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
gum,121,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
guy,156,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
guy,161,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
hkg,78,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
hnd,111,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
hnd,135,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
hrv,54,sugarbeet,_95thpercentileyield,63.1,75.95,76.89,479
hrv,55,sugarbeet,_95thpercentileyield,63.1,69.52,76.89,215
hti,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
hun,54,sugarbeet,_95thpercentileyield,54.87,67.49,76.89,1546
idn,139,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,158,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,159,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,163,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,164,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,165,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,167,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,175,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,178,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
idn,181,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
imn,26,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,89,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,107,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,110,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,113,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,116,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,117,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,118,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,120,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,122,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,123,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,128,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,129,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,137,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,140,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,141,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,145,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,147,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,153,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,155,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ind,235,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irl,24,sugarbeet,_95thpercentileyield,63.1,70.57,75.3,1066
irn,52,sugarbeet,_95thpercentileyield,58.15,72.38,78.75,486
irn,72,sugarbeet,_95thpercentileyield,42.12,66.85,78.75,1475
irn,82,sugarbeet,_95thpercentileyield,51.63,73.13,78.75,1481
irn,84,sugarbeet,_95thpercentileyield,42.12,72.52,78.75,1179
irn,88,sugarbeet,_95thpercentileyield,60.82,76.54,78.75,270
irn,90,sugarbeet,_95thpercentileyield,75.55,75.55,75.55,4
irn,97,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irn,102,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irn,104,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irq,84,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irq,94,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
irq,99,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
isl,11,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
isr,75,sugarbeet,_95thpercentileyield,67.47,67.47,67.47,1
isr,95,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
isr,98,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ita,50,sugarbeet,_95thpercentileyield,59.31,67.59,76.89,995
ita,54,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ita,55,sugarbeet,_95thpercentileyield,67.47,67.48,67.5,5
ita,57,sugarbeet,_95thpercentileyield,63.1,69.11,76.89,861
ita,59,sugarbeet,_95thpercentileyield,63.1,67.83,76.89,719
ita,61,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ita,62,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ita,63,sugarbeet,_95thpercentileyield,64.46,67.42,78.75,256
ita,69,sugarbeet,_95thpercentileyield,63.1,69.26,76.89,270
jam,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jor,84,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jor,93,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jor,95,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jor,98,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jor,99,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
jpn,51,sugarbeet,_95thpercentileyield,63.1,67.9,76.89,739
jpn,103,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kaz,18,sugarbeet,_95thpercentileyield,60.04,67.02,71.24,43
kaz,38,sugarbeet,_95thpercentileyield,58.15,61,71.24,1157
kaz,42,sugarbeet,_95thpercentileyield,51.55,60.85,71.24,377
kaz,45,sugarbeet,_95thpercentileyield,60.04,64.14,75.55,570
kaz,52,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kaz,56,sugarbeet,_95thpercentileyield,42.12,58.99,66.66,8485
kaz,58,sugarbeet,_95thpercentileyield,71.24,74.51,75.55,227
kaz,68,sugarbeet,_95thpercentileyield,42.76,61.94,78.75,1780
kaz,76,sugarbeet,_95thpercentileyield,42.12,67.81,78.75,4314
kaz,85,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ken,87,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ken,170,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ken,171,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ken,179,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kgz,58,sugarbeet,_95thpercentileyield,44.56,58.63,60.04,29
kgz,68,sugarbeet,_95thpercentileyield,51.55,58.65,60.04,125
kgz,76,sugarbeet,_95thpercentileyield,42.12,57.65,78.75,1245
kgz,85,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
khm,125,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
khm,126,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
khm,148,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kir,176,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kna,101,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kor,65,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kwt,84,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
kwt,94,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lao,109,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lao,125,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lao,126,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lao,146,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lbn,75,sugarbeet,_95thpercentileyield,54.87,70.29,78.75,42
lbn,95,sugarbeet,_95thpercentileyield,63.1,68.27,76.89,25
lbn,99,sugarbeet,_95thpercentileyield,67.47,72.18,76.89,2
lbr,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lby,80,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lby,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lby,151,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lca,143,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lie,32,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lka,154,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lso,194,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lso,198,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
ltu,20,sugarbeet,_95thpercentileyield,46.89,54.04,63.1,272
ltu,25,sugarbeet,_95thpercentileyield,55.9,55.9,55.9,31
ltu,33,sugarbeet,_95thpercentileyield,55.9,55.9,55.9,2
ltu,35,sugarbeet,_95thpercentileyield,46.89,53.1,63.1,766
lux,32,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
lva,20,sugarbeet,_95thpercentileyield,51.71,55.65,63.1,708
lva,22,sugarbeet,_95thpercentileyield,51.71,54.39,55.9,61
lva,25,sugarbeet,_95thpercentileyield,51.71,55.86,55.9,475
lva,35,sugarbeet,_95thpercentileyield,55.9,55.9,55.9,4
mac,108,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mar,80,sugarbeet,_95thpercentileyield,60.52,77.61,78.75,75
mar,86,sugarbeet,_95thpercentileyield,42.76,72.8,78.75,402
mar,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mda,47,sugarbeet,_95thpercentileyield,51.55,66.24,71.07,22
mda,49,sugarbeet,_95thpercentileyield,51.55,64.75,75.3,341
mda,54,sugarbeet,_95thpercentileyield,51.55,66.93,75.3,213
mdg,177,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,91,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,96,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,105,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,111,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,114,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,115,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,130,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,131,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,132,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,133,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,134,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,135,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,136,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,217,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,221,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mex,231,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mhl,150,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mkd,55,sugarbeet,_95thpercentileyield,42.76,65.9,76.89,364
mli,142,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mli,144,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mli,149,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mli,152,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mli,160,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mlt,63,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,110,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,116,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,125,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,127,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,137,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,138,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,139,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mmr,146,sugarbeet,_95thpercentileyield,NA,NA,NA,NA
mne,54,sugarbeet,_95thpercentileyield,63.1,65.71,75.3,62
mne,55,sugarbeet,_95thpercentileyield,63.1,69.43,75.3,31
