BLDGID6  ,REGION6  ,CENDIV6  ,SQFT6    ,SQFTC6   ,YRCONC6  ,PBA6     ,ELUSED6  ,NGUSED6  ,FKUSED6  ,STUSED6  ,HWUSED6  ,ADJWT6   ,PAIR6    ,STRATUM6 ,ELHTBTU6 ,ELCLBTU6 ,ELVNBTU6 ,ELWTBTU6 ,ELLTBTU6 ,ELCKBTU6 ,ELRFBTU6 ,ELOFBTU6 ,ELMSBTU6
06109,3,6,   200001,08,07,13,1,1,1,1,2,   13.84,1,24,             0,        690852,       1358280,             0,       8005368,        634081,        788513,       1387499,       1656020
06110,3,7,     9000,03,07,02,1,2,2,2,2,  532.18,2,27,         25531,         67934,         15041,          4111,        105028,             0,          2219,         80339,         18032
06113,3,6,    10001,04,05,18,1,1,2,2,2,  151.31,1,39,        113530,         88196,         28355,             0,        271009,             0,         16470,          7305,         60266
06114,3,5,    40000,05,05,05,1,2,2,2,2,  123.98,2,11,             0,         39486,          4436,             0,        188538,             0,         12712,         98696,         61845
06115,3,5,   275000,08,07,02,1,2,2,1,1,   13.84,1,38,        478903,             0,       1246018,             0,      11292595,             0,        265322,       6433452,       4605243
06116,3,7,     2500,02,07,15,1,1,2,2,2, 3003.97,2,21,          1181,         56992,         12536,             0,         84019,             0,         31062,          1170,         13097
06118,4,9,    25001,05,05,25,1,2,2,2,2,  114.43,2,17,         61430,             0,          2033,             0,         92258,             0,          3414,         12616,          5046
06120,4,9,    32500,05,05,18,1,1,2,2,2,  393.07,1,28,             0,             0,          5622,             0,        289186,             0,         46394,        155212,         35131
06121,2,3,   110000,07,09,25,1,1,2,2,2,  107.43,2,13,             0,        555268,        202639,             0,       3383945,             0,        121467,        168125,        535733
06122,3,7,    70000,06,03,07,1,1,2,2,2,   48.57,2,33,        132932,        446695,        148360,         13050,        514393,         25009,         15992,        348497,        361342
06123,3,5,    12500,04,07,13,1,2,2,2,2,  156.92,2,24,        275552,         45828,          9896,         23925,        118433,         10530,         16750,         10201,         22593
06126,2,3,   170000,07,05,14,1,1,2,2,2,   31.54,1,11,             0,       2088869,       1225412,             0,       6811406,        226731,        214059,        659966,        382857
06127,4,8,   180000,07,07,13,1,1,1,2,2,   19.15,2,01,             0,       1538735,       2219635,             0,       7443091,       1561340,       1671630,       1977201,       2286674
06128,2,3,     6500,03,03,14,1,1,2,2,2,  431.20,2,28,             0,          6271,          2646,          4233,          7807,             0,          1383,           638,          1087
06129,1,1,    23750,04,05,17,2,1,2,2,2,  151.31,1,20,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999,99999999999999
06131,1,2,     4000,02,01,08,1,2,2,2,2, 3003.97,2,33,         24060,          5906,          1046,          2480,         18232,             0,           493,         16781,          4518
06132,3,5,    75000,06,05,24,1,1,2,2,2,  113.45,2,38,        964965,       1051817,        264423,        136943,       3563770,             0,        122843,        457763,        220369
06133,4,8,    32500,05,05,14,1,1,2,2,1,    2.85,2,42,             0,             0,        288989,             0,       1718332,             0,         87594,        160451,        111187
06137,2,4,   250000,08,04,04,1,2,2,1,2,   13.84,2,08,             0,       3571791,       3422670,             0,       3200196,             0,        114342,       6302917,       4692922
06138,2,3,    30000,05,05,12,1,1,2,2,2,  546.18,1,14,             0,         13787,          3177,         13438,         68038,             0,          6183,          3602,         10536
06140,2,3,    15000,04,03,26,1,1,2,2,2,   95.04,2,32,             0,             0,         77389,         32783,        828500,             0,         21176,         87332,         34933
06141,2,3,    35000,05,05,05,1,1,2,2,2,   22.81,1,07,             0,         12080,          2644,          3647,        115465,             0,          5692,         49387,         24547
06142,3,5,    90000,06,03,05,1,2,2,2,2,   97.15,2,43,         47834,          9133,          3151,           892,          1646,             0,          4198,         28902,         21281
06143,3,7,     6000,03,06,26,1,1,2,2,2, 5849.83,2,42,             0,         53745,         12788,             0,        136350,             0,          4226,         14678,          5871
06144,3,5,    12500,04,03,23,1,1,2,2,2,  474.50,1,31,             0,         97327,         25881,             0,        368617,             0,          6454,         22923,          8024
06146,1,1,    42500,05,04,14,1,1,1,2,2,  129.83,1,20,             0,             0,             0,             0,        268856,             0,         29691,         24132,         31408
06147,3,5,   400000,08,05,02,1,1,1,2,2,   16.29,1,27,        152609,       2949560,       3992265,             0,      24031818,             0,        187150,       8760521,       2317799
06148,1,2,    27500,05,06,14,1,1,1,2,2,  129.83,2,02,             0,             0,        298745,             0,       1300650,         39284,         82894,        184088,         29212
06150,4,9,     3250,02,09,02,1,2,2,2,2,  370.61,2,35,          1921,          2927,           899,          1460,         12351,             0,           511,         18041,          4625
06151,1,2,   130000,07,06,14,1,2,1,1,2,   27.75,1,15,             0,       2371929,       1268719,             0,       9003962,             0,        282545,        854216,        522250
06153,2,4,    17500,04,06,17,1,1,2,2,2,  487.36,2,29,             0,        139184,         35613,             0,        457445,             0,         87403,        173170,        185422
06157,3,7,    70000,06,06,25,1,1,2,2,2,  111.09,1,03,         21998,        477520,        109784,         39294,       1338758,             0,         32903,         37237,        152049
06158,1,1,    50001,06,03,91,1,2,1,2,2,  511.25,1,30,             0,             0,         26675,             0,        281254,             0,         11991,         18789,         87621
06160,3,5,  1000000,09,07,02,1,2,2,2,2,    4.15,1,29,        618507,       6085693,       4712171,        400749,      27302355,             0,        236423,       7761657,       2916924
06161,3,6,    10000,03,06,26,1,2,2,2,2,  370.61,1,12,         74488,         10139,          4711,          1391,         44677,             0,          1884,          6362,          2545
06162,2,3,    45000,05,06,14,1,1,2,2,2,  230.31,2,12,             0,        393978,        126159,             0,        898384,         56342,         74817,        114147,         49757
06163,4,9,     6000,03,04,18,1,2,2,2,2,  431.20,2,35,             0,         15758,          4783,             0,         85387,             0,          6745,          2992,         24681
06164,4,9,    16250,04,06,18,1,2,1,2,2,  151.31,2,15,             0,        176342,          3495,             0,        173209,             0,         13466,         27575,         27674
06166,4,8,    75000,06,08,13,1,1,1,2,2,  125.89,1,30,             0,        670290,        348042,             0,       2662835,             0,        259489,        175095,        679379
06167,4,9,     5000,02,06,18,1,2,2,2,2, 3003.97,2,43,          6169,         19042,          5180,        120900,         48614,             0,          5734,         10065,         13459
06168,1,1,     7000,03,01,02,1,2,1,2,2, 3003.97,1,15,             0,         13169,           293,             0,         41145,             0,           483,         16898,          3774
06169,4,8,    40000,05,07,13,1,1,2,2,2,  176.45,2,30,             0,        421037,        127740,             0,        674204,             0,        122408,        191822,        126745
06171,2,3,    16250,04,06,25,1,1,2,2,2, 1396.85,1,28,         21329,             0,          4695,          2890,         34153,             0,          1988,          7528,          2714
06172,2,4,   180000,07,01,13,1,2,2,1,1,   27.75,2,08,             0,        373575,             0,             0,       4026686,             0,        387589,        582544,        355348
06173,1,2,    12500,04,04,12,1,1,2,2,2,  189.21,2,09,             0,             0,         22102,             0,        132402,             0,          7275,          6006,         13302
06174,3,6,    40000,05,05,05,1,2,2,2,2,  225.31,2,01,             0,             0,             0,             0,         50987,             0,           793,          5531,          4214
