BLDGID5,REGION5,CENDIV5,SQFT5,SQFTC5,YRCONC5,PBA5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELHTBTU5,ELCLBTU5,ELVNBTU5,ELWTBTU5,ELLTBTU5,ELCKBTU5,ELRFBTU5,ELOFBTU5,ELMSBTU5
5247,4,9,6000,3,4,12,1545.96,1,4,1,1,2,2,2,0,95961,28140,0,217932,0,5490,2588,12680
5248,2,3,2500,2,7,15,556.45,1,16,1,1,2,2,2,9918,118241,17421,45940,97517,136439,54293,571,6394
5249,4,8,3500,2,7,15,1387.55,1,12,1,1,2,2,2,10957,410905,54412,0,351084,496636,153724,1789,20024
5250,1,2,300000,8,6,2,10.2,1,1,1,2,2,1,2,0,0,864727,0,19687043,0,112391,3314036,3338845
5251,3,6,20000,4,4,12,150.01,1,7,1,1,2,2,2,176991,22880,11857,0,97954,0,3470,1483,6914
5252,3,7,3000,2,4,5,1882.46,1,19,1,2,2,2,2,0,0,0,0,1452,0,42,296,226
5253,3,6,17500,4,3,5,549.98,1,11,1,2,2,2,2,0,68436,8332,104741,129515,0,2759,20300,13153
5254,2,4,1001,2,4,3,1545.43,2,20,1,2,2,2,2,34392,17594,10551,16887,32743,0,1568,5167,2067
5255,4,8,7000,3,5,13,440.57,1,18,1,1,2,2,2,0,3485,64071,10619,82396,0,3351,1299,6365
5256,4,9,1001,2,5,18,1259.45,1,17,1,1,2,2,2,400,4174,0,0,75499,0,5006,2220,18318
5257,1,2,25000,4,7,2,460.39,1,16,1,2,2,2,2,43082,44782,9319,47169,73167,0,1564,73504,7969
5258,3,5,120000,7,4,18,297.8,2,2,1,1,2,2,2,4345,4078707,449677,0,2533332,0,175325,102879,616435
5259,4,9,100000,6,6,20,5.34,1,11,1,2,2,2,2,0,0,0,0,188764,0,238,385,2240
5260,3,5,250000,8,9,14,10.43,1,1,1,2,2,2,2,27052,899637,448553,951742,1962285,0,175200,64929,277042
5261,4,8,3500,2,7,3,415.45,2,8,1,2,2,2,2,800,77095,22431,57878,123396,0,5404,26875,2843
5262,1,2,6000,3,6,3,2502.95,1,8,1,1,1,2,2,0,0,1154,22362,36014,0,1465,5134,2054
5263,1,1,350000,8,7,2,21.29,2,19,1,1,1,1,2,172479,3159984,1246102,431134,2042464,0,47103,1913908,556537
5264,1,2,12500,4,1,15,1409.09,2,9,1,1,2,2,2,0,121379,26299,0,106869,151613,62511,649,7266
5265,4,8,20000,4,2,5,2080.64,1,15,1,1,2,2,2,78016,0,3138,11543,14732,0,192,1375,983
5266,3,5,2500,2,6,3,1882.46,2,3,1,1,2,2,2,14389,16806,7998,0,42541,0,2505,9944,1896
5267,3,7,250000,8,3,18,312.8,2,16,1,2,2,1,2,0,0,1244482,0,5854963,0,414190,416973,1282328
5268,3,6,10000,3,8,3,871.58,2,7,1,2,2,2,2,0,0,15665,0,51617,0,18471,49899,19959
5269,2,3,300000,8,5,2,20.76,2,20,1,1,2,1,2,0,309159,457903,0,977654,10510,17042,445850,299850
5270,3,7,3500,2,6,2,1882.46,1,19,1,2,2,2,2,12270,3349,1085,4099,5302,0,85,2921,777
5271,2,3,4000,2,2,15,437.26,1,21,1,1,2,2,2,0,148453,18641,0,14483,24387,10161,105,1177
5272,2,3,1500,2,7,21,1823.62,1,14,1,2,2,2,2,0,0,0,0,28035,0,350,415,2415
5273,3,5,50000,5,9,5,166.99,1,9,1,1,2,2,2,0,128018,7613,444928,891771,0,12012,96046,69205
5274,3,5,5000,2,6,5,1259.45,1,13,1,2,2,2,2,0,9640,0,0,29173,0,901,6984,5321
5275,1,2,2000,2,5,18,1299.89,1,18,1,1,2,2,2,0,36178,525,0,38952,0,2404,2091,7774
5276,1,2,350000,8,4,14,20.29,2,16,1,1,1,2,2,1221154,1972703,415191,0,4400049,0,267778,105546,488076
5277,3,5,50001,6,9,14,45.38,1,3,1,2,2,2,2,296391,530282,131033,462695,911755,47520,62008,26810,110651
5278,4,9,1500,2,6,14,24.68,1,21,1,2,2,2,2,2821,3741,157,35283,73361,0,6644,2198,10770
5279,2,3,3000,2,3,15,1361.3,1,17,1,1,2,2,2,0,204657,30760,0,234653,0,114797,1208,13518
5280,3,6,12500,4,8,5,425.71,2,17,1,2,2,2,2,0,0,0,0,11519,0,719,5895,4492
5281,1,2,900000,9,9,2,1.07,0,0,1,1,1,2,2,0,0,15391241,0,19943322,388454,644274,24069368,7270301
5282,3,5,1600000,10,9,21,1.07,0,0,1,1,1,2,2,7135733,5040560,2377265,12960131,54480056,2640,123143,166271,966452
5283,3,7,22500,4,6,12,225.04,2,21,1,1,2,2,2,0,133491,39040,0,73228,0,7254,2538,11867
5284,3,7,1500,2,4,1,21.73,1,15,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5285,2,3,40000,5,2,12,450.2,2,13,1,1,2,2,2,0,28040,15984,15139,142501,4600,3816,2052,9692
5286,4,9,140000,7,5,1,20.06,2,13,1,2,2,2,2,0,0,0,0,189571,0,133536,177712,1032953
5287,4,9,300000,8,9,2,1.42,1,3,1,2,1,2,2,902032,4004012,8013952,2585015,14219562,368265,201117,9641479,3104899
5288,4,8,20000,4,6,13,1826.41,2,19,1,1,2,2,2,0,4501,26637,0,66909,0,2683,1197,5577
5289,1,2,1500000,10,3,2,6.92,1,16,1,2,1,1,2,0,8336477,1451519,0,36693462,434563,689352,28078607,8907621
5290,1,2,90000,6,6,13,424.75,1,18,1,1,2,2,1,0,192720,143513,0,3906371,116131,80225,53800,230821
5291,2,3,2000,2,6,3,1923.38,2,14,1,1,2,2,2,0,0,3586,0,25734,0,1252,4307,1723
5292,4,9,120000,7,5,3,72.78,1,14,1,2,2,1,2,0,342911,529331,0,5895981,0,91762,116859,547967
5293,1,1,12500,4,2,13,224.33,1,17,1,2,1,2,2,21331,0,0,0,29448,790,1747,503,2319
5294,3,7,17500,4,5,12,1593.18,1,12,1,1,2,2,2,0,290710,56452,51023,45317,0,9936,2426,11273
5295,2,4,3500,2,7,2,1499.83,2,8,1,1,2,2,2,0,21734,5425,0,25561,0,705,23567,6269
5296,2,3,20000,4,5,5,210.62,1,10,1,2,2,2,2,0,0,0,0,37494,0,338,2359,1797
5297,2,4,2500,2,3,3,2506.55,2,16,1,1,2,2,2,0,2664,7104,0,20466,0,855,2957,1183
5298,4,8,4500,2,5,4,606.01,1,15,1,1,2,2,2,0,0,151770,0,827419,0,965,59766,347389
5299,4,8,4000,2,4,14,440.57,1,18,1,1,2,2,2,0,1686,54453,0,37027,0,2440,1125,4284
5300,3,7,800000,9,9,21,10.43,1,7,1,2,1,1,2,0,0,1027614,20072737,32981870,0,126990,179374,1042610
5301,4,9,17500,4,7,14,20.22,1,13,1,1,2,2,2,0,542747,177377,0,420736,0,23902,12014,55911
5302,3,6,1001,2,3,5,1882.46,1,5,1,1,2,2,2,0,3802,458,0,6796,0,82,573,437
5303,4,8,5000,2,6,2,2359.93,1,15,1,1,2,2,2,0,18167,5323,0,35646,0,549,18492,5137
5304,4,8,17500,4,3,2,581.23,1,15,1,1,2,2,2,203274,78209,0,0,107499,0,1783,60825,15939
5305,4,9,2000,2,4,7,837.76,2,18,1,1,2,2,2,0,14729,4354,0,63128,0,103,955,5549
5306,2,3,9000,3,3,3,652.22,2,2,1,1,2,2,2,0,5285,23006,0,80259,0,4217,14308,5723
5307,1,2,120000,7,8,18,21.37,1,12,1,1,2,1,2,0,0,38113,0,1891711,0,148498,86965,522277
5308,3,5,2500,2,3,15,1348.96,1,11,1,2,2,2,2,1083,298274,19963,82635,16804,0,7788,139,886
5309,3,7,2000,2,6,5,1272.96,1,15,1,2,2,2,2,0,8388,47,0,4118,0,95,619,472
5310,2,4,45000,5,4,12,588.47,1,8,1,1,2,2,2,0,92602,35195,0,126087,0,3716,1590,7791
5311,3,5,6000,3,5,13,1345.78,1,9,1,2,2,2,2,12822,4885,1629,1378,631,0,343,61,297
5312,1,2,5000,2,7,5,658.6,1,8,1,1,2,2,2,33849,2186,645,0,15329,0,201,1562,1038
5313,1,1,2500,2,6,12,1458.06,1,14,1,1,2,2,2,111073,9227,49261,6991,28915,0,8631,1570,7693
5314,1,1,8000,3,5,3,1879.71,1,21,1,1,2,2,2,0,15085,0,0,169028,0,6641,27932,4809
5315,3,7,8000,3,7,3,1711.39,1,15,1,1,2,2,2,0,4939,4979,0,26001,0,1854,6381,2553
5316,3,6,1500,2,7,2,2257.27,1,5,1,2,2,2,2,21,13349,3196,0,9791,0,121,4249,1462
5317,2,4,17500,4,5,12,1717.51,1,2,1,1,2,2,2,0,36793,10245,0,35222,0,3008,626,3067
5318,2,3,10001,4,6,1,222.14,1,18,1,2,2,2,2,0,0,0,0,270,0,481,640,3717
5319,3,7,3000,2,4,5,1882.46,1,5,1,2,2,2,2,1172,0,30,0,4907,0,64,421,321
5320,4,9,35000,5,7,3,1826.41,1,3,1,2,2,2,2,0,0,0,0,26691,0,2911,2495,12820
5321,3,5,30000,5,5,5,109.1,1,12,1,2,2,2,2,0,785262,3537,0,748283,0,6312,46187,35190
5322,3,5,200001,8,5,14,20.5,2,12,1,1,1,2,2,0,800153,18804,0,2341486,0,73893,51203,217514
5323,2,3,500001,9,9,2,1.53,2,8,1,1,1,2,2,984647,6288022,2292707,0,3414687,124329,93779,3729376,1366210
5324,1,2,180000,7,8,20,21.37,1,10,1,2,2,2,2,0,0,0,0,589298,0,1211,1961,11399
5325,4,8,300000,8,5,21,21.23,1,19,1,1,1,2,2,0,119072,127577,2149784,7452338,903,19852,27185,158013
5326,2,4,15000,4,7,12,435.97,1,11,1,1,2,2,2,0,73183,27361,0,70378,0,6874,1609,7454
5327,2,4,10000,3,7,13,1379.42,2,5,1,1,2,2,2,0,10341,26340,0,130095,0,4552,2185,10013
5328,3,7,400000,8,7,14,2.79,1,15,1,1,2,2,2,0,1806087,1354906,0,7475607,0,180960,147611,650140
5329,2,3,60000,6,5,14,2.23,1,18,1,1,2,2,2,345103,182553,8934,171055,589894,14207,40624,14789,69931
5330,1,2,250000,8,8,2,1.07,0,0,1,1,1,2,2,0,1367379,787168,229524,1082182,43910,35599,1256139,492971
5331,3,7,35000,5,2,14,274.92,1,15,1,1,2,2,2,0,119673,2341,0,199189,0,9824,4643,20392
5332,2,3,250000,8,9,2,263.41,2,17,1,1,1,2,2,0,7626542,4900968,0,6066658,290299,235358,8656142,2971920
5333,3,7,3000,2,4,12,225.04,1,12,1,1,2,2,2,0,74547,18424,0,97458,0,2270,1146,5617
5334,3,5,7000,3,6,13,22.22,2,9,1,2,2,2,2,92959,51820,11896,12596,153829,0,5861,2612,11104
5335,3,6,1001,2,4,3,1711.39,1,9,1,1,2,2,2,0,0,1063,4187,6363,0,287,1039,416
5336,1,2,3000,2,5,3,1824.26,2,16,1,1,2,2,2,0,19768,10689,0,91761,0,3785,13328,5331
5337,3,7,35000,5,6,15,1423.83,2,16,1,2,2,2,2,10565,731871,49136,167210,44341,150038,34647,346,3870
5338,3,7,600000,9,8,2,10.43,2,10,1,1,1,2,2,0,10884306,9826130,0,10689422,393808,304466,12512620,2971966
5339,2,3,120000,7,7,3,261.15,1,6,1,1,2,2,2,3927775,1466841,1208023,7321257,11612876,420082,557353,498620,2554319
5340,1,2,500000,8,7,16,10.15,1,10,1,1,1,2,2,0,6778791,4761871,0,17882051,0,2653991,5739996,7062971
5341,1,1,70000,6,3,1,716,2,8,1,2,1,2,2,0,8972,149596,0,26535,0,16944,22544,131038
5342,4,9,80000,6,6,13,563.47,1,16,1,1,2,2,2,12517,68846,20062,36964,1046957,14689,19511,12614,58811
5343,2,3,1500,2,4,12,1605.92,1,21,1,1,2,2,2,0,774,901,0,271,0,74,15,74
5344,3,5,200000,7,8,20,163.64,1,22,1,2,2,2,2,0,0,0,0,3118923,0,9513,13760,79981
5345,1,2,30000,5,2,1,2570.91,1,8,1,1,1,2,2,0,53260,1151,0,592149,0,2930,3657,21257
5346,4,8,35000,5,9,18,3.78,1,19,1,1,2,2,1,0,0,112688,0,1222806,0,94609,121783,266377
5347,1,2,100001,7,5,14,1.04,0,0,1,1,1,2,2,594777,304044,111997,0,1071540,0,42471,26171,116172
5348,3,5,15000,4,3,3,475.96,1,13,1,2,2,2,2,47269,4952,0,0,227285,0,16720,63844,16707
5349,4,9,350000,8,7,5,144.5,1,20,1,1,2,2,2,546529,170034,6264,369375,833835,0,12257,86999,63701
5350,1,2,6000,3,2,3,456.47,2,5,1,1,1,2,2,0,9959,877,0,94128,0,52547,56381,22553
5351,3,6,20000,4,6,17,558.24,2,11,1,2,2,2,2,16814,383198,20613,265402,100371,78130,6462,2866,23647
5352,3,5,30000,5,2,12,150.01,1,17,1,1,2,2,2,0,209172,57668,0,377130,0,16529,8296,37671
5353,2,3,300000,8,2,14,20.39,2,5,1,1,2,2,2,8714469,415772,0,0,716923,0,41891,20378,88454
5354,1,2,25001,5,4,8,4.28,1,17,1,1,2,2,2,0,144469,47717,0,210058,0,3626,122545,33548
5355,4,9,3000,2,3,14,1525.12,1,22,1,2,2,2,2,65649,0,1475,4883,5358,0,503,155,758
5356,2,3,1500,2,7,3,2287.56,1,16,1,1,2,2,2,0,10394,12451,0,45075,0,2127,7926,3171
5357,3,5,10000,3,7,2,439.81,1,13,1,2,2,2,2,8135,131412,20865,67620,116173,0,2407,84210,21135
5358,3,5,8000,3,7,2,2014.77,1,1,1,2,2,2,2,1050,54430,7190,23666,34618,0,684,24081,6798
5359,3,5,350000,8,9,2,1.07,0,0,1,2,1,2,2,1325832,3014870,1579881,501604,2392951,93991,72668,2746129,898495
5360,3,5,350000,8,5,2,5.15,1,22,1,1,2,1,2,0,0,20482465,0,32080437,357567,593057,14317439,11211259
5361,2,3,17500,4,2,12,450.35,1,10,1,1,2,2,2,0,31087,702,9263,70777,0,2388,1402,6517
5362,1,2,8000,3,6,2,1605.92,1,4,1,1,2,2,2,0,20788,6272,0,24179,0,407,13673,3842
5363,1,2,1500,2,6,1,1795.89,2,10,1,2,2,2,2,6946,18492,5449,0,470,0,200,266,1546
5364,4,8,22500,4,5,5,415.45,2,22,1,2,2,2,2,0,89327,485,0,62861,0,364,3316,2527
5365,3,5,17500,4,5,5,587.68,2,3,1,2,2,2,2,0,0,0,0,2429,0,28,237,181
5366,3,7,100000,6,8,5,1.04,0,0,1,1,2,2,2,0,97107,4268,76860,247460,0,3289,24068,16371
5367,2,4,40000,5,6,5,225.18,2,7,1,1,2,2,2,0,40899,7543,0,325949,0,3826,28430,19249
5368,4,8,6000,3,3,15,2108.35,1,15,1,1,2,2,2,0,986786,121230,0,471513,0,199753,2216,24976
5369,3,7,90000,6,6,2,150.01,2,13,1,1,2,2,2,74118,965137,673033,243766,1685857,0,25858,961875,372110
5370,3,7,1600000,10,7,2,5.43,2,10,1,1,1,2,2,0,19525124,14615935,3593243,15474038,374074,641147,23586315,7558599
5371,2,4,9000,3,8,5,435.97,2,12,1,2,2,2,2,0,0,0,0,105515,0,1375,11455,8728
5372,2,4,500001,9,6,1,292.47,1,10,1,1,2,1,3,0,0,19408,0,82957,0,30863,41073,238735
5373,1,2,12500,4,6,2,490.69,1,9,1,1,2,2,2,0,29824,7163,0,56472,0,619,22799,5089
5374,1,1,80000,6,5,3,299.07,1,17,1,2,1,2,2,961446,104826,93033,1281317,1055340,0,51960,41864,207282
5375,1,2,15000,4,2,12,3.62,1,17,1,2,2,1,2,0,0,0,10770,53251,0,1661,667,3266
5376,4,9,10000,3,3,18,1262.19,1,22,1,2,2,2,2,0,0,1187,0,50480,0,3388,1503,12396
5377,1,2,20000,4,2,2,239.1,1,17,1,2,2,2,2,194446,209837,52415,313328,791430,0,12748,465623,83136
5378,4,9,250000,8,9,2,153.93,2,22,1,1,1,2,2,1772523,3217658,2111997,0,3711896,0,164979,5878274,2001432
5379,1,2,800000,9,6,2,12.03,1,15,1,2,1,1,2,0,0,9452809,0,18067114,0,258983,9715446,3414252
5380,2,3,45000,5,6,3,279.33,1,10,1,1,2,2,2,0,37091,35109,0,231483,0,6047,4846,28149
5381,4,9,700000,9,7,2,10.29,1,10,1,1,1,2,2,895576,5455370,10034565,781545,8124501,120871,163542,6834528,2224904
5382,4,8,30000,5,7,5,222.14,2,8,1,2,2,2,2,10020,123094,7596,39697,136745,0,1477,11614,7231
5383,2,3,90000,6,2,1,150.1,2,10,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5384,3,5,700000,9,5,2,10.87,1,4,1,1,1,2,2,50834,12215225,12260437,3414917,22696118,265658,145079,8002338,1966551
5385,1,2,15000,4,5,3,239.1,2,17,1,2,1,2,2,0,7073,4806,0,39285,0,1747,6926,1802
5386,1,2,60000,6,5,2,21.29,1,17,1,1,2,2,2,0,661233,677699,0,1747761,0,31092,1119946,396174
5387,2,3,4500,2,4,2,1949.66,1,21,1,1,2,2,2,0,2301,2214,0,12301,0,258,7978,2189
5388,4,9,17500,4,6,2,483.01,2,22,1,1,2,2,2,0,140831,33574,80332,124614,0,1415,48427,16663
5389,1,2,8000,3,3,3,1896.5,2,4,1,1,2,2,2,11252,0,11651,0,37355,0,1336,5442,1265
5390,4,9,900000,9,5,3,10.29,1,18,1,1,2,2,2,2852305,7692328,3181029,11656148,29369019,291438,815808,786671,3576581
5391,3,5,1500,2,7,3,1880.68,1,3,1,2,1,2,2,0,0,456,0,9900,0,763,2513,1005
5392,4,8,10000,3,7,5,415.45,2,8,1,2,2,2,2,7781,12551,29349,36079,91959,0,1318,9775,81239
5393,1,2,2000,2,7,21,1605.92,1,4,1,2,1,2,2,286096,51509,22949,137775,98349,0,1140,1345,7818
5394,1,2,5001,3,4,7,6.67,2,17,1,2,2,1,2,0,6780,203,0,30535,0,29,267,1554
5395,3,7,70000,6,8,2,1.04,0,0,1,1,2,2,2,0,294462,146328,37670,152605,0,4892,127282,100482
5396,3,7,12500,4,8,2,1496.57,2,15,1,1,2,2,2,0,365528,88548,0,209393,0,4640,159677,33372
5397,3,5,17500,4,7,2,439.81,1,13,1,2,2,2,2,15157,179082,41430,137070,237192,0,4608,165651,39263
5398,3,7,250000,8,5,14,5.12,1,15,1,1,1,2,2,0,1773768,1204152,0,10076293,0,394212,632643,589846
5399,3,7,4000,2,7,14,1851.62,2,19,1,1,2,2,2,14211,54515,9991,13975,24472,0,1759,661,3239
5400,3,6,40000,5,6,3,96.77,1,11,1,1,2,2,2,0,41578,27572,0,223032,0,6782,6242,28848
5401,3,6,45000,5,5,5,274.41,2,5,1,2,2,2,2,0,0,0,0,57083,0,1052,7339,5591
5402,3,7,3500,2,2,2,391.65,1,5,1,1,2,2,2,17099,109637,22464,0,51306,0,910,31712,6817
5403,4,8,22500,4,6,14,286.64,2,19,1,1,2,2,2,29557,5871,60045,0,142164,0,8560,3986,17182
5404,4,9,400000,8,9,2,1.07,0,0,1,2,2,2,2,843315,199503,1325207,362568,1688594,0,53060,1998909,664361
5405,3,5,160000,7,5,2,1426.16,2,11,1,1,2,2,2,0,54865,36338,0,26590,0,640,11699,16295
5406,2,3,5000,2,1,3,1826.41,2,20,1,1,2,2,2,0,2000,577,19345,14402,0,485,1613,645
5407,3,5,120000,7,5,5,21.73,1,6,1,1,2,2,2,0,123351,5872,0,487395,0,4204,29834,21856
5408,3,6,1500,2,5,2,1426.16,2,9,1,2,2,2,2,25651,44161,10310,36083,85994,0,430,20551,4901
5409,1,2,1001,2,8,3,2139.22,1,8,1,2,2,2,2,0,15588,9180,28044,68908,0,4233,17630,2762
5410,2,4,2000,2,8,15,1345.78,1,8,1,1,2,2,2,0,137165,18199,0,64339,0,54395,2115,23674
5411,3,7,350000,8,9,2,1.39,2,7,1,2,1,2,2,778325,6208744,7280080,1773766,11146296,0,137141,6865690,1985907
5412,3,7,4000,2,4,3,2030.18,1,12,1,2,2,2,2,16839,51893,17106,89677,167159,0,5765,26117,5708
5413,4,9,4000,2,6,13,1438.51,1,14,1,2,2,2,2,6244,2260,1231,944,9962,0,298,140,628
5414,4,9,40000,5,7,2,12,1,14,1,1,2,2,2,47288,536364,170396,0,876195,0,18975,694752,211508
5415,2,4,140000,7,4,4,95.11,2,2,1,2,2,1,2,0,0,9211743,0,9765597,0,41861,3959598,23015161
5416,3,7,1001,2,7,3,1923.12,1,5,1,2,2,2,2,7908,124215,36340,93410,295147,8289,7915,36435,14574
5417,4,9,7000,3,5,13,274.88,2,4,1,1,2,2,2,0,7459,2194,0,24225,1345,3141,839,4113
5418,3,5,70000,6,6,3,29.08,2,3,1,1,2,2,2,66617,470991,289443,0,3351367,0,54118,56013,336077
5419,1,2,3000,2,4,3,1896.5,1,10,1,1,1,2,2,0,1199,1321,0,7958,0,401,1619,321
5420,3,5,250000,8,8,2,21.37,1,9,1,1,1,2,2,451670,5044486,6619848,0,5885407,120163,65624,3416478,931874
5421,3,6,1500,2,8,15,435.97,1,7,1,1,2,2,2,139326,145604,27457,0,195082,340544,151700,3312,37072
5422,3,5,3500,2,7,2,314.65,2,6,1,2,2,2,2,4793,120462,23702,48855,88148,0,1992,72502,13238
5423,3,5,300000,8,6,3,21.73,2,7,1,1,1,2,2,7461820,20955914,9150592,69450436,135739446,1586061,3175633,3410088,16549211
5424,3,5,1001,2,5,3,1337.55,1,6,1,1,2,2,2,0,0,2227,0,74271,0,1672,7021,2808
5425,4,9,700000,9,6,18,20.82,1,7,1,1,1,2,2,4926659,10999702,1977887,0,10124471,3995245,660915,479028,2232540
5426,4,9,40000,5,5,18,1.06,0,0,1,1,2,2,2,0,0,290,0,31134,0,2213,1501,7576
5427,3,5,600000,9,5,16,20.78,2,9,1,1,1,2,2,1781809,13792199,5030113,0,16766014,3372061,2055315,4424423,5490494
5428,1,1,30000,5,6,6,688.73,2,8,1,2,2,2,2,9336,236964,87384,487824,1052163,76889,3211023,31342,180724
5429,3,7,70000,6,7,3,276.93,1,12,1,1,2,2,2,10069,666871,231242,543165,2359060,519901,802853,245640,1093333
5430,4,9,8000,3,7,3,1525.12,1,22,1,2,2,2,2,72504,65843,28750,158236,192254,0,16301,67455,11444
5431,1,1,7000,3,4,2,1520.22,2,1,1,2,1,2,2,0,26012,600,0,73295,0,1084,48135,5000
5432,2,3,2000,2,5,15,728.99,1,16,1,1,2,2,2,0,154991,22296,0,75717,0,48153,3392,37968
5433,1,2,5001,3,5,2,1684.43,2,17,1,1,2,2,2,0,16191,0,0,33870,0,570,19984,4540
5434,2,3,140000,7,6,14,8.48,2,21,1,1,1,2,2,0,451390,22549,0,2725939,67715,193625,77790,326010
5435,1,2,3000,2,3,2,1367.05,1,17,1,2,2,2,2,29509,43278,9443,38808,45165,0,529,20285,4287
5436,1,2,35000,5,6,3,571.13,1,18,1,1,2,2,2,0,108719,120952,0,1141130,0,55151,48911,221752
5437,2,4,5000,2,3,3,415.45,2,18,1,1,1,2,2,0,0,0,25311,54154,0,849,4392,1757
5438,3,5,250000,8,7,2,96.3,1,3,1,2,2,2,2,208674,7985836,2717708,1139318,5446575,0,207323,7677424,2142009
5439,3,5,25000,4,7,8,460.67,2,12,1,2,2,2,2,3303,633404,88300,244392,538530,0,8351,287265,78174
5440,3,7,17500,4,5,12,439.81,1,12,1,1,2,2,2,0,27757,7693,0,15790,0,2000,426,2089
5441,4,9,3000,2,4,14,1322.29,1,5,1,2,2,2,2,2092,1647,663,0,1093,0,90,30,146
5442,3,5,5000,2,7,15,1446.7,1,1,1,1,2,2,2,1395,525859,53961,0,229940,0,120022,1854,13542
5443,3,7,12500,4,7,3,489.1,2,14,1,2,2,2,2,80616,104940,37308,102009,233259,0,16897,67191,12679
5444,2,3,6000,3,4,15,437.26,1,20,1,1,2,2,2,0,214510,21724,0,66154,82692,34455,4183,46815
5445,1,2,100001,7,9,13,165.17,1,18,1,1,1,2,2,2049,139689,592140,0,9643233,268489,157188,117064,520106
5446,3,6,4000,2,4,1,1485.95,1,9,2,2,2,2,2,              ,              ,              ,              ,              ,              ,              ,              ,
5447,2,3,12500,4,3,3,437.26,1,21,1,1,2,2,2,0,18040,59722,0,292329,0,433363,488700,124689
5448,4,9,1300000,10,7,2,5.14,2,8,1,1,1,2,2,2695532,15223487,12697855,1989461,17665683,0,491282,18667789,6984063
5449,2,3,25000,4,1,12,567.89,2,2,1,1,2,2,2,0,0,8750,0,11570,0,1549,306,1501
5450,1,2,4500,2,5,3,1896.5,2,17,1,1,2,2,2,0,12467,14553,59812,117359,0,3822,16102,3591
5451,3,7,8000,3,7,14,4.41,1,16,1,2,2,2,2,27611,157301,29295,84369,188998,10502,12621,5333,24276
5452,1,2,10001,4,2,2,1.04,0,0,1,2,1,2,2,73193,31022,688,53038,30498,0,530,17437,5008
5453,2,3,100000,6,5,12,450.35,2,20,1,1,2,2,2,0,25607,0,0,122299,0,6334,1933,9214
5454,4,9,30000,5,5,13,150.1,1,14,1,1,2,2,2,0,130076,63826,86447,908550,0,27579,12357,57991
5455,2,4,7000,3,4,14,291.47,1,8,1,1,2,2,2,0,40653,20032,0,111879,0,6500,3080,13968
5456,4,8,80000,6,9,3,247.76,2,18,1,1,2,2,2,31312,103052,49177,218646,532086,0,21935,27164,98108
5457,2,4,12500,4,4,7,1525.12,2,5,1,2,2,1,2,0,3799,110,5428,40073,0,51,475,2759
5458,4,9,100001,7,5,14,293.72,2,3,1,2,2,1,2,0,0,32862,0,2854932,0,111384,186651,179137
5459,3,6,4000,2,5,2,415.45,2,9,1,1,2,2,2,60466,70663,20891,57350,94472,0,1421,51039,11141
5460,3,5,400000,8,9,1,1.07,0,0,1,2,1,2,2,579750,6625869,1796995,6607070,125679,0,31723,42217,245389
5461,1,2,8000,3,3,3,1421.18,2,4,1,1,2,2,2,0,748,15660,0,8876,35813,53690,51621,20649
5462,1,2,4000,2,7,3,2021.32,1,18,1,1,2,2,2,0,8769,7364,0,57444,0,3091,11569,4627
5463,2,3,17500,4,9,2,436.79,2,18,1,1,1,2,2,0,102752,33543,124077,231509,0,1597,76431,18116
5464,1,1,2500,2,7,3,460.39,1,17,1,2,2,2,2,0,6379,5044,24629,37471,0,2592,8837,3414
5465,2,3,12500,4,2,12,1545.96,2,10,1,1,2,2,2,0,0,0,13118,24300,0,4233,2938,14398
5466,3,5,15000,4,5,14,225.04,1,8,1,1,2,2,2,0,52484,1200,0,82513,0,3854,1946,9007
5467,3,7,1500,2,5,13,415.45,2,19,1,1,2,2,2,0,23781,7353,0,9467,0,762,186,910
5468,1,2,5000,2,6,3,1605.92,1,4,1,2,1,2,2,0,0,0,0,58606,0,1808,8163,1854
5469,3,5,6000,3,4,15,1311.11,1,6,1,2,1,2,2,29156,209740,21669,94683,43371,242893,82351,733,8209
5470,1,2,20000,4,3,5,1684.43,2,18,1,2,2,2,2,0,0,0,0,23029,0,568,3961,3018
5471,2,3,5000,2,3,12,415.45,1,20,1,1,2,2,2,0,0,4795,0,15006,0,1339,451,2209
5472,2,3,60000,6,5,18,16.09,2,18,1,2,2,1,2,0,992270,6862,0,403575,333220,27561,20504,92573
5473,3,5,60000,6,6,14,20.78,2,9,1,2,2,2,2,619322,1572267,412574,1522081,3333106,0,139583,220260,193017
5474,2,3,7000,3,7,5,444.28,2,21,1,1,2,2,2,0,11850,1534,0,63543,0,1144,8645,5770
5475,4,8,2000,2,7,2,1349.78,1,12,1,2,2,2,2,2430,20413,3693,5912,10082,0,260,8812,2178
5476,2,3,2500,2,6,3,408.89,2,21,1,1,2,2,2,0,3895,3262,14766,30000,0,1449,5867,1147
5477,3,7,30000,5,7,3,425.71,1,12,1,1,2,2,2,0,189022,91597,288617,404625,0,25010,115981,21550
5478,3,5,1500,2,7,5,1953.54,2,3,1,2,2,2,2,0,0,0,0,19345,7,743,4524,3447
