BLDGID5,REGION5,CENDIV5,MSA5,CLIMATE5,SQFT5,SQFTC5,NFLOOR5,PORBLG5,NUMBLG5,YRCON5,MONCON5,YRCONC5,EXPRED5,AMTDIF5,PBA5,HT15,HT25,COOL5,WATR5,COOK5,MANU5,GENR5,HEATP5,COOLP5,WKHRS5,WKHRSC5,TOTWK5,TOTWKC5,NWKER5,NWKERC5,WLCNS5,RFCNS5,BLDSHP5,BLDLEN5,BLDWID5,ATTWLL5,GLSSPC5,LTOHRP5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELBTU5,NGBTU5,FKBTU5,STBTU5,HWBTU5,MFBTU5
5277,3,5,1,3,50001,6,2, ,0,1991,  ,9, ,         ,14,1,2,1,1,1,2,2,100,100,48,2,34,4,34,4,5,6,3,     ,     , ,2,100,45.38,1,3,1,2,2,2,2,2579144,              ,              ,              ,              ,2579144
5278,4,9,1,5,1500,2,1,2,   ,1979,  ,6,3,         ,14,1,2,1,1,2,2,2,100,85,38,1,4,1,4,1,6,13,2,75,24,0,1,100,24.68,1,21,1,2,2,2,2,134975,              ,              ,              ,              ,134975
5279,2,3,2,2,3000,2,2, ,0,1930,  ,3,3,         ,15,1,2,1,1,1,2,2,100,100,105,5,15,3,15,3,5,3,1,100,100,0,2,100,1361.3,1,17,1,1,2,2,2,599594,968392,              ,              ,              ,1567986
5280,3,6,2,5,12500,4,1,2,   ,1987,  ,8, ,         ,5,2,2,2,2,2,2,2,   ,   ,112,5,0,0,0,0,3,5,2,250,50,0,1,0,425.71,2,17,1,2,2,2,2,22625,              ,              ,              ,              ,22625
5281,1,2,2,3,900000,9,995, ,2,1991,  ,9, ,         ,2,1,1,1,1,1,2,1,100,100,50,3,2000,9,2000,9,5,6,2,315,225,2,4,100,1.07,0,0,1,1,1,2,2,67706960,13112135,1479129,              ,              ,82298224
5282,3,5,2,4,1600000,10,995, ,1,1992,3,9, ,         ,21,1,2,1,1,1,2,1,57,57,62,4,2120,9,2120,9,5,4,1,160,160,0,3,100,1.07,0,0,1,1,1,2,2,83252254,908710,877908,              ,              ,85038872
5283,3,7,2,5,22500,4,2, ,0,1970,  ,6,3,         ,12,1,2,1,1,2,2,2,100,100,16,1,3,1,3,1,5,3,3,     ,     , ,3,100,225.04,2,21,1,1,2,2,2,267419,420552,              ,              ,              ,687971
5284,3,7,2,4,1500,2,1,2,   ,1947,  ,4,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,5,2,50,30,0,1,991,21.73,1,15,2,2,2,2,2,              ,              ,              ,              ,              ,0
5285,2,3,2,2,40000,5,2, ,1,1902,  ,2,3,         ,12,1,2,1,1,1,2,2,100,100,76,4,7,2,7,2,6,3,3,     ,     , ,1,50,450.2,2,13,1,1,2,2,2,221824,610814,              ,              ,              ,832638
5286,4,9,2,4,140000,7,1,2,   ,1961,  ,5,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,4,5,2,400,360,0,1,991,20.06,2,13,1,2,2,2,2,1533772,              ,              ,              ,              ,1533772
5287,4,9,2,4,300000,8,4, ,0,1992,3,9, ,         ,2,1,2,1,1,1,2,1,100,100,168,6,1400,9,1200,9,5,6,1,320,320,0,3,100,1.42,1,3,1,2,1,2,2,43040333,              ,2087839,              ,              ,45128172
5288,4,8,2,2,20000,4,2, ,1,1972,  ,6,1,1800,13,1,2,1,1,2,2,2,90,80,54,3,1,1,1,1,5,3,2,205,105,0,2,10,1826.41,2,19,1,1,2,2,2,107505,96623,              ,              ,              ,204128
5289,1,2,2,3,1500000,10,995, ,5,1926,  ,3,3,         ,2,1,2,1,1,1,2,1,100,100,55,3,4000,10,4000,10,5,4,2,220,440,0,4,100,6.92,1,16,1,2,1,1,2,84591601,              ,1629885,111176000,              ,197397486
5290,1,2,2,2,90000,6,3, ,0,1973,  ,6,3,         ,13,1,1,1,1,1,2,1,100,100,96,5,125,6,70,5,5,6,3,     ,     , ,2,100,424.75,1,18,1,1,2,2,1,4723580,3583492,              ,              ,3215000,11522072
5291,2,3,1,1,2000,2,1,2,   ,1979,  ,6,3,         ,3,1,2,2,2,2,2,2,100,   ,49,3,2,1,2,1,3,5,2,70,30,0,1,100,1923.38,2,14,1,1,2,2,2,36601,131300,              ,              ,              ,167901
5292,4,9,2,3,120000,7,10, ,0,1961,  ,5,3,         ,3,1,2,1,1,2,2,2,100,90,168,6,350,6,125,6,4,4,2,190,60,2,2,100,72.78,1,14,1,2,2,1,2,7524811,              ,              ,34382000,              ,41906811
5293,1,1,2,1,12500,4,3, ,1,1903,  ,2,3,         ,13,1,1,2,1,1,2,2,100,   ,27,1,53,5,7,2,5,2,2,100,55,0,2,100,224.33,1,17,1,2,1,2,2,56138,              ,968472,              ,              ,1024610
5294,3,7,2,5,17500,4,1,2,   ,1963,  ,5,3,         ,12,1,2,1,1,2,2,2,100,100,6,1,0,0,0,0,5,4,2,140,80,0,2,100,1593.18,1,12,1,1,2,2,2,467137,42704,              ,              ,              ,509841
5295,2,4,2,3,3500,2,2, ,1,1984,  ,7,3,         ,2,1,2,1,1,2,2,2,10,90,40,2,7,2,7,2,5,3,2,76,36,0,2,90,1499.83,2,8,1,1,2,2,2,83260,22021,              ,              ,              ,105281
5296,2,3,2,2,20000,4,1,2,   ,1966,  ,5,3,         ,5,2,2,2,2,2,2,2,   ,   ,48,2,1,1,1,1,3,5,1,150,150,0,1,50,210.62,1,10,1,2,2,2,2,41988,              ,              ,              ,              ,41988
5297,2,4,1,2,2500,2,1,2,   ,1942,  ,3,3,         ,3,1,2,1,1,2,2,2,100,100,52,3,2,1,2,1,5,4,2,140,24,2,1,100,2506.55,2,16,1,1,2,2,2,35229,314257,              ,              ,              ,349486
5298,4,8,1,1,4500,2,1,2,   ,1969,  ,5,3,         ,4,1,2,1,1,2,2,2,100,100,168,6,13,3,5,2,3,5,2,121,32,0,1,100,606.01,1,15,1,1,2,2,2,1387309,649608,              ,              ,              ,2036917
5299,4,8,2,5,4000,2,1,2,   ,1947,  ,4,3,         ,14,1,2,1,2,2,2,2,100,100,45,2,7,2,4,1,5,3,2,159,24,0,5,100,440.57,1,18,1,1,2,2,2,101016,69149,              ,              ,              ,170165
5300,3,7,2,5,800000,9,3, ,0,1991,  ,9, ,         ,21,1,2,1,1,2,1,1,100,40,90,5,400,7,200,6,3,5,2,1280,360,0,1,75,10.43,1,7,1,2,1,1,2,55431195,              ,293329,48010000,              ,103734524
5301,4,9,2,4,17500,4,1,2,   ,1986,  ,7,3,         ,14,1,2,1,1,2,2,2,85,100,70,4,6,2,6,2,5,5,1,150,150,0,1,100,20.22,1,13,1,1,2,2,2,1232687,1591040,              ,              ,              ,2823727
5302,3,6,1,5,1001,2,1,2,   ,1930,  ,3,3,         ,5,1,2,1,2,2,2,2,10,10,45,2,1,1,1,1,3,5,2,120,24,0,1,10,1882.46,1,5,1,1,2,2,2,12147,17802,              ,              ,              ,29949
5303,4,8,1,1,5000,2,2, ,1,1978,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,48,2,8,2,7,2,5,4,2,60,42,0,3,100,2359.93,1,15,1,1,2,2,2,83314,385566,              ,              ,              ,468880
5304,4,8,1,1,17500,4,4, ,1,1927,  ,3,3,         ,2,1,1,1,1,2,2,2,100,25,45,2,30,4,30,4,5,4,2,120,40,0,3,100,581.23,1,15,1,1,2,2,2,467529,1934211,              ,              ,              ,2401740
5305,4,9,2,4,2000,2,1,2,   ,1952,  ,4,3,         ,7,1,2,1,1,2,2,2,50,50,168,6,3,1,3,1,5,4,1,100,100,0,1,25,837.76,2,18,1,1,2,2,2,88818,97755,              ,              ,              ,186573
5306,2,3,1,3,9000,3,3, ,1,1938,  ,3,3,         ,3,1,2,1,1,2,2,2,100,68,46,2,3,1,3,1,5,6,2,125,40,1,1,65,652.22,2,2,1,1,2,2,2,132798,211459,              ,              ,              ,344257
5307,1,2,2,3,120000,7,994, ,1,1988,  ,8, ,         ,18,1,2,1,1,2,2,2,100,5,168,6,15,3,15,3,5,6,3,     ,     , ,2,90,21.37,1,12,1,1,2,1,2,2687564,239551,              ,7319000,              ,10246115
5308,3,5,2,3,2500,2,1,2,   ,1920,  ,3,3,         ,15,1,2,1,1,1,2,2,100,80,119,5,3,1,3,1,6,3,2,60,40,0,1,100,1348.96,1,11,1,2,2,2,2,427571,              ,              ,              ,              ,427571
5309,3,7,2,5,2000,2,1,2,   ,1975,  ,6,3,         ,5,2,2,1,2,2,2,2,   ,2,20,1,1,1,1,1,3,5,2,50,40,0,1,100,1272.96,1,15,1,2,2,2,2,13740,              ,              ,              ,              ,13740
5310,2,4,2,3,45000,5,2, ,1,1956,  ,4,3,         ,12,1,2,1,1,2,2,2,100,100,54,3,0,0,0,0,5,3,3,     ,     , ,1,100,588.47,1,8,1,1,2,2,2,266982,709907,              ,              ,              ,976889
5311,3,5,2,4,6000,3,2, ,0,1966,  ,5,3,         ,13,1,2,1,1,2,2,2,100,100,2,1,0,0,0,0,5,1,2,60,40,0,1,90,1345.78,1,9,1,2,2,2,2,22045,              ,              ,              ,              ,22045
5312,1,2,1,2,5000,2,1,2,   ,1980,  ,7,3,         ,5,1,1,1,1,2,2,2,100,3,59,3,1,1,1,1,5,4,2,120,80,0,1,40,658.6,1,8,1,1,2,2,2,54810,579430,              ,              ,              ,634240
5313,1,1,2,2,2500,2,2, ,1,1978,  ,6,3,         ,12,1,1,1,1,2,2,2,100,100,4,1,1,1,1,1,5,4,2,24,20,0,2,100,1458.06,1,14,1,1,2,2,2,223360,676465,              ,              ,              ,899825
5314,1,1,2,2,8000,3,2, ,1,1960,  ,5,3,         ,3,1,2,1,1,2,2,2,100,80,54,3,12,3,12,3,5,4,2,62,60,1,1,80,1879.71,1,21,1,1,2,2,2,223496,332264,              ,              ,              ,555760
5315,3,7,2,4,8000,3,1,2,   ,1985,  ,7,3,         ,3,1,2,1,2,2,2,2,100,10,49,3,3,1,3,1,3,5,2,100,75,0,2,100,1711.39,1,15,1,1,2,2,2,46707,123068,              ,              ,              ,169775
5316,3,6,1,5,1500,2,1,2,   ,1985,  ,7,3,         ,2,1,2,1,2,2,2,2,100,100,75,4,5,2,3,1,6,3,2,56,26,0,2,100,2257.27,1,5,1,2,2,2,2,32189,              ,              ,              ,              ,32189
5317,2,4,1,3,17500,4,1,2,   ,1967,  ,5,1,8000,12,1,2,1,1,2,2,2,100,100,14,1,2,1,2,1,5,4,3,     ,     , ,2,100,1717.51,1,2,1,1,2,2,2,88961,585810,              ,              ,              ,674771
5318,2,3,2,1,10001,4,1,2,   ,1979,  ,6,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,3,5,3,     ,     , ,1,991,222.14,1,18,1,2,2,2,2,5108,              ,              ,              ,              ,5108
5319,3,7,1,5,3000,2,1,2,   ,1959,  ,4,3,         ,5,1,2,2,2,2,2,2,3,   ,32,1,1,1,1,1,5,4,2,42,35,0,1,50,1882.46,1,5,1,2,2,2,2,6916,              ,              ,              ,              ,6916
5320,4,9,2,4,35000,5,1,2,   ,1986,  ,7,3,         ,3,2,2,2,2,2,2,2,   ,   ,69,4,5,2,4,1,5,3,3,     ,     , ,1,10,1826.41,1,3,1,2,2,2,2,44916,              ,              ,              ,              ,44916
5321,3,5,2,5,30000,5,1,2,   ,1962,  ,5,3,         ,5,2,2,1,2,2,2,2,   ,15,63,4,3,1,3,1,5,7,2,500,400,0,1,100,109.1,1,12,1,2,2,2,2,1624771,              ,              ,              ,              ,1624771
5322,3,5,2,3,200001,8,1,2,   ,1960,  ,5,1,70000,14,1,2,1,1,1,2,2,100,5,105,5,200,6,200,6,5,4,3,     ,     , ,3,100,20.5,2,12,1,1,1,2,2,3503053,91169,17958968,              ,              ,21553190
5323,2,3,2,2,500001,9,13, ,0,1990,  ,9, ,         ,2,1,2,1,1,1,2,1,55,55,67,4,400,7,400,7,5,5,3,     ,     , ,3,100,1.53,2,8,1,1,1,2,2,18293755,697559,9431,              ,              ,19000745
5324,1,2,2,3,180000,7,3, ,0,1989,  ,8, ,         ,20,2,2,2,2,2,2,2,   ,   ,168,6,0,0,0,0,4,7,2,1560,640,0,1,100,21.37,1,10,1,2,2,2,2,603869,              ,              ,              ,              ,603869
5325,4,8,2,2,300000,8,9, ,1,1963,  ,5,3,         ,21,1,2,1,1,1,2,1,100,100,69,4,440,7,370,7,5,3,2,171,130,0,1,75,21.23,1,19,1,1,1,2,2,10054724,10707671,0,              ,              ,20762395
5326,2,4,2,3,15000,4,2, ,0,1986,  ,7,3,         ,12,1,2,1,1,2,2,2,100,85,16,1,2,1,2,1,5,5,2,200,75,0,1,100,435.97,1,11,1,1,2,2,2,186858,163920,              ,              ,              ,350778
5327,2,4,2,1,10000,3,1,2,   ,1984,  ,7,3,         ,13,1,2,1,1,2,2,2,100,100,59,3,20,4,20,4,2,3,2,60,100,0,1,100,1379.42,2,5,1,1,2,2,2,183525,200758,              ,              ,              ,384283
5328,3,7,2,4,400000,8,3, ,1,1984,  ,7,3,         ,14,1,2,1,1,1,2,2,100,100,150,5,144,6,137,6,5,4,2,1100,300,0,3,100,2.79,1,15,1,1,2,2,2,11615311,5061034,              ,              ,              ,16676345
5329,2,3,2,3,60000,6,2, ,0,1965,  ,5,3,         ,14,1,1,1,1,1,2,2,100,20,40,2,70,5,68,5,5,3,3,     ,     , ,2,100,2.23,1,18,1,1,2,2,2,1437090,3105625,              ,              ,              ,4542715
5330,1,2,2,3,250000,8,4, ,0,1988,  ,8, ,         ,2,1,2,1,1,1,2,1,100,100,50,3,550,8,550,8,10,6,2,483,97,0,3,90,1.07,0,0,1,1,1,2,2,5294871,5198199,832140,              ,              ,11325210
5331,3,7,2,4,35000,5,4, ,1,1917,  ,2,1,600,14,1,2,1,1,2,2,2,100,70,60,3,40,4,40,4,5,6,3,     ,     , ,3,90,274.92,1,15,1,1,2,2,2,356063,564612,              ,              ,              ,920675
5332,2,3,2,2,250000,8,6, ,1,1990,  ,9, ,         ,2,1,2,1,1,1,2,1,100,100,46,2,526,8,526,8,5,4,3,     ,     , ,5,100,263.41,2,17,1,1,1,2,2,30747886,12082106,22606,              ,              ,42852598
5333,3,7,2,5,3000,2,2, ,0,1959,  ,4,3,         ,12,1,2,1,1,2,2,2,100,100,72,4,2,1,2,1,5,6,3,     ,     , ,1,75,225.04,1,12,1,1,2,2,2,199462,196436,              ,              ,              ,395898
5334,3,5,2,4,7000,3,1,2,   ,1978,  ,6,2,400,13,1,2,1,1,2,2,2,100,100,50,3,9,2,4,1,5,4,2,130,30,0,1,25,22.22,2,9,1,2,2,2,2,342677,              ,              ,              ,              ,342677
5335,3,6,2,3,1001,2,1,2,   ,1948,  ,4,3,         ,3,1,1,2,1,2,2,2,100,   ,60,3,1,1,1,1,3,4,2,50,20,0,1,50,1711.39,1,9,1,1,2,2,2,13355,2881,              ,              ,              ,16236
5336,1,2,2,3,3000,2,2, ,0,1964,  ,5,3,         ,3,1,2,1,1,2,2,2,100,100,45,2,6,2,6,2,5,3,2,100,29,0,1,100,1824.26,2,16,1,1,2,2,2,144662,97652,              ,              ,              ,242314
5337,3,7,2,5,35000,5,1,2,   ,1977,  ,6,3,         ,15,1,2,1,1,1,2,2,66,100,79,4,14,3,5,2,5,4,2,240,180,0,3,100,1423.83,2,16,1,2,2,2,2,1192023,              ,              ,              ,              ,1192023
5338,3,7,2,5,600000,9,995, ,4,1988,  ,8, ,         ,2,1,2,1,1,1,2,1,100,100,61,4,2000,9,1300,9,5,7,3,     ,     , ,1,90,10.43,2,10,1,1,1,2,2,47582718,10302760,244788,              ,              ,58130266
5339,2,3,2,2,120000,7,2, ,0,1984,  ,7,3,         ,3,1,1,1,1,1,2,2,100,80,76,4,120,6,60,5,5,4,2,864,204,0,1,100,261.15,1,6,1,1,2,2,2,29567147,1641872,              ,              ,              ,31209019
5340,1,2,2,3,500000,8,9, ,1,1982,  ,7,3,         ,16,1,1,1,1,1,2,1,100,100,168,6,1400,8,800,8,5,6,3,500,340,0,3,100,10.15,1,10,1,1,1,2,2,44879670,47204963,7998114,              ,              ,100082747
5341,1,1,1,1,70000,6,5, ,1,1920,  ,3,1,1000,1,1,2,1,2,2,2,1,100,100,   , ,     ,  ,     ,  ,5,6,1,124,124,1,3,991,716,2,8,1,2,1,2,2,355629,              ,450326,              ,              ,805955
5342,4,9,2,3,80000,6,2, ,0,1971,  ,6,3,         ,13,1,1,1,1,1,2,2,100,100,107,5,230,5,50,5,5,4,3,     ,     , ,2,100,563.47,1,16,1,1,2,2,2,1290971,2590919,              ,              ,              ,3881890
5343,2,3,2,2,1500,2,2, ,1,1954,  ,4,3,         ,12,1,2,1,2,2,2,2,100,100,4,1,0,0,0,0,5,3,3,     ,     , ,1,100,1605.92,1,21,1,1,2,2,2,2109,90140,              ,              ,              ,92249
5344,3,5,2,3,200000,7,6, ,0,1989,  ,8, ,         ,20,2,2,2,2,2,2,2,   ,   ,95,5,210,6,210,6,5,7,2,350,180,0,1,100,163.64,1,22,1,2,2,2,2,3222177,              ,              ,              ,              ,3222177
5345,1,2,1,2,30000,5,4, ,1,1919,  ,2,2,720,1,1,1,1,1,2,2,2,80,11,32,1,14,3,14,3,5,4,3,     ,     , ,3,80,2570.91,1,8,1,1,1,2,2,674402,920338,325921,              ,              ,1920661
5346,4,8,2,2,35000,5,2, ,0,1991,  ,9, ,         ,18,1,1,2,1,2,2,2,100,   ,168,6,8,2,5,2,1,4,2,490,75,0,4,80,3.78,1,19,1,1,2,2,1,1818262,14773456,              ,              ,1258000,17849718
5347,1,2,2,3,100001,7,2, ,1,1960,  ,5,3,         ,14,1,1,1,1,1,2,2,100,2,92,5,60,5,60,5,5,4,3,     ,     , ,2,100,1.04,0,0,1,1,1,2,2,2267172,10379008,2605708,              ,              ,15251888
5348,3,5,2,5,15000,4,4, ,0,1930,  ,3,3,         ,3,1,2,1,2,2,1,2,25,20,49,3,6,2,5,2,5,4,2,70,40,0,1,100,475.96,1,13,1,2,2,2,2,376777,              ,              ,              ,              ,376777
5349,4,9,2,3,350000,8,1,2,   ,1980,  ,7,3,         ,5,1,1,1,1,2,2,2,100,3,48,2,50,5,40,4,4,4,2,1500,240,0,1,80,144.5,1,20,1,1,2,2,2,2088994,333087,              ,              ,              ,2422081
5350,1,2,2,3,6000,3,4, ,1,1903,  ,2,3,         ,3,1,1,1,1,1,2,2,95,30,98,5,12,3,5,2,5,3,2,96,25,0,1,50,456.47,2,5,1,1,1,2,2,236445,409954,302067,              ,              ,948466
5351,3,6,1,4,20000,4,2, ,1,1970,  ,6,3,         ,17,1,2,1,1,1,2,2,100,100,168,6,6,2,6,2,5,3,3,     ,     , ,2,100,558.24,2,11,1,2,2,2,2,897503,              ,              ,              ,              ,897503
5352,3,5,2,4,30000,5,3, ,0,1915,  ,2,3,         ,12,1,2,1,1,2,2,2,100,100,46,2,19,3,19,3,5,4,1,140,140,0,2,30,150.01,1,17,1,1,2,2,2,706465,2351368,              ,              ,              ,3057833
5353,2,3,2,2,300000,8,5, ,0,1904,  ,2,3,         ,14,1,1,1,1,1,2,2,100,45,60,3,150,6,137,6,5,3,2,670,565,0,3,100,20.39,2,5,1,1,2,2,2,9997887,3285700,              ,              ,              ,13283587
5354,1,2,2,3,25001,5,3, ,1,1955,  ,4,3,         ,8,1,2,1,1,2,2,2,100,60,45,2,96,4,20,4,5,4,3,     ,     , ,2,75,4.28,1,17,1,1,2,2,2,561963,1250647,              ,              ,              ,1812610
5355,4,9,2,4,3000,2,1,2,   ,1938,  ,3,3,         ,14,1,2,2,1,2,2,2,100,   ,29,1,7,2,5,2,6,3,2,51,37,0,1,100,1525.12,1,22,1,2,2,2,2,78780,              ,              ,              ,              ,78780
5356,2,3,1,1,1500,2,1,2,   ,1985,  ,7,3,         ,3,1,2,1,1,2,2,2,100,12,65,4,3,1,3,1,3,5,1,40,40,0,1,100,2287.56,1,16,1,1,2,2,2,81144,132947,              ,              ,              ,214091
5357,3,5,2,4,10000,3,2, ,0,1982,  ,7,3,         ,2,1,2,1,1,2,2,2,85,85,50,3,27,4,27,4,5,5,2,100,50,0,3,100,439.81,1,13,1,2,2,2,2,451957,              ,              ,              ,              ,451957
5358,3,5,2,5,8000,3,1,2,   ,1983,  ,7,3,         ,2,1,2,1,1,2,2,2,66,50,58,3,16,3,12,3,3,5,3,     ,     , ,1,66,2014.77,1,1,1,2,2,2,2,152516,              ,              ,              ,              ,152516
5359,3,5,2,3,350000,8,13, ,4,1991,  ,9, ,         ,2,1,2,1,1,1,2,1,100,100,58,3,1100,9,1100,9,4,6,2,200,150,0,2,100,1.07,0,0,1,2,1,2,2,12626420,              ,83075,              ,              ,12709495
5360,3,5,2,3,350000,8,14, ,1,1965,  ,5,3,         ,2,1,2,1,1,1,2,2,100,100,43,2,500,7,370,7,5,4,2,400,500,0,4,100,5.15,1,22,1,1,2,1,2,79042225,108045823,              ,62579000,              ,249667048
5361,2,3,2,2,17500,4,3, ,1,1902,  ,2,3,         ,12,1,2,1,1,2,2,2,100,75,57,3,20,4,3,1,5,3,1,100,100,0,1,25,450.35,1,10,1,1,2,2,2,122136,795520,              ,              ,              ,917656
5362,1,2,2,2,8000,3,2, ,1,1979,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,3,1,3,1,5,3,3,     ,     , ,3,50,1605.92,1,4,1,1,2,2,2,69161,151263,              ,              ,              ,220424
5363,1,2,2,3,1500,2,1,2,   ,1979,  ,6,3,         ,1,1,2,1,2,2,2,2,100,100,   , ,     ,  ,     ,  ,5,4,2,100,25,2,1,991,1795.89,2,10,1,2,2,2,2,33369,              ,              ,              ,              ,33369
5364,4,8,2,5,22500,4,1,2,   ,1964,  ,5,3,         ,5,2,2,1,2,2,2,2,   ,100,168,6,0,0,0,0,5,3,2,200,120,0,1,100,415.45,2,22,1,2,2,2,2,158880,              ,              ,              ,              ,158880
5365,3,5,1,4,17500,4,1,2,   ,1962,  ,5,3,         ,5,2,2,2,2,2,2,2,   ,   ,8,1,0,0,0,0,3,4,2,143,113,1,1,0,587.68,2,3,1,2,2,2,2,2876,              ,              ,              ,              ,2876
5366,3,7,2,5,100000,6,1,2,   ,1988,  ,8, ,         ,5,1,2,1,1,2,2,2,15,15,45,2,18,3,18,3,4,4,2,350,200,0,2,100,1.04,0,0,1,1,2,2,2,469423,3532660,              ,              ,              ,4002083
5367,2,4,2,1,40000,5,1,2,   ,1979,  ,6,3,         ,5,1,2,1,1,2,2,2,100,10,48,2,17,3,17,3,5,4,2,90,80,0,1,100,225.18,2,7,1,1,2,2,2,425896,2073641,              ,              ,              ,2499537
5368,4,8,1,1,6000,3,3, ,1,1928,  ,3,3,         ,15,1,2,1,1,1,2,2,100,33,140,5,35,4,15,3,6,3,2,140,90,0,2,100,2108.35,1,15,1,1,2,2,2,1806473,1121816,              ,              ,              ,2928289
5369,3,7,2,5,90000,6,3, ,1,1972,  ,6,3,         ,2,1,1,1,1,2,2,2,100,67,65,4,170,6,170,6,4,4,1,175,175,0,2,100,150.01,2,13,1,1,2,2,2,5001753,498448,              ,              ,              ,5500201
5370,3,7,2,5,1600000,10,995, ,1,1982,  ,7,3,         ,2,1,2,1,1,1,2,1,100,100,44,2,2400,9,2400,9,1,6,3,     ,     , ,3,100,5.43,2,10,1,1,1,2,2,85368475,5325795,0,              ,              ,90694270
5371,2,4,2,3,9000,3,1,2,   ,1989,  ,8, ,         ,5,2,2,2,2,2,2,2,   ,   ,120,5,5,2,3,1,3,5,2,174,54,0,1,60,435.97,2,12,1,2,2,2,2,127073,              ,              ,              ,              ,127073
5372,2,4,2,3,500001,9,10, ,1,1972,  ,6,3,         ,1,1,1,1,1,2,2,1,100,20,   , ,     ,  ,     ,  ,5,6,1,408,408,0,3,991,292.47,1,10,1,1,2,1,3,413036,54177056,              ,3904000,              ,58494092
5373,1,2,2,3,12500,4,2, ,0,1978,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,66,4,16,3,16,3,5,4,2,80,40,0,1,100,490.69,1,9,1,1,2,2,2,121965,448129,              ,              ,              ,570094
5374,1,1,2,1,80000,6,1,2,   ,1964,  ,5,3,         ,3,1,1,1,1,1,2,2,100,100,48,2,83,5,50,5,5,6,2,800,100,0,3,100,299.07,1,17,1,2,1,2,2,3797068,              ,3018588,              ,              ,6815656
5375,1,2,2,3,15000,4,3, ,1,1914,  ,2,3,         ,12,1,2,2,1,2,2,2,100,   ,54,3,3,1,3,1,5,2,2,120,60,0,2,60,3.62,1,17,1,2,2,1,2,69615,              ,              ,690000,              ,759615
5376,4,9,2,4,10000,3,1,2,   ,1945,  ,3,3,         ,18,1,1,2,1,2,2,2,100,   ,168,6,1,1,1,1,5,4,2,120,32,0,1,100,1262.19,1,22,1,2,2,2,2,68953,              ,              ,              ,              ,68953
5377,1,2,2,3,20000,4,10, ,1,1900,  ,2,1,3000,2,1,2,1,1,2,2,2,95,95,45,2,370,7,370,7,5,6,2,127,65,1,3,95,239.1,1,17,1,2,2,2,2,2122963,              ,              ,              ,              ,2122963
5378,4,9,2,3,250000,8,8, ,2,1991,  ,9, ,         ,2,1,1,1,1,1,2,1,75,75,45,2,800,8,800,8,5,4,3,     ,     , ,3,100,153.93,2,22,1,1,1,2,2,18858759,1173472,24548,              ,              ,20056779
5379,1,2,2,3,800000,9,994, ,3,1970,  ,6,3,         ,2,1,2,1,1,2,2,1,100,100,55,3,1300,9,1300,9,1,4,2,160,270,0,5,100,12.03,1,15,1,2,1,1,2,40908604,              ,236883,35997000,              ,77142487
5380,2,3,2,2,45000,5,3, ,1,1976,  ,6,3,         ,3,1,2,1,1,2,2,2,100,90,75,4,35,4,30,4,5,3,2,200,150,0,3,100,279.33,1,10,1,1,2,2,2,342725,972714,              ,              ,              ,1315439
5381,4,9,2,4,700000,9,995, ,3,1986,  ,7,3,         ,2,1,1,1,1,1,2,1,95,75,96,5,1700,9,1665,9,5,4,3,     ,     , ,3,85,10.29,1,10,1,1,1,2,2,34635400,15133709,0,              ,              ,49769109
5382,4,8,2,5,30000,5,2, ,0,1985,  ,7,3,         ,5,1,2,1,1,2,2,2,15,15,59,3,13,3,13,3,5,4,2,200,120,0,1,100,222.14,2,8,1,2,2,2,2,337474,              ,              ,              ,              ,337474
5383,2,3,2,2,90000,6,5, ,1,1901,  ,2,3,         ,1,2,2,2,2,2,2,2,   ,   ,   , ,     ,  ,     ,  ,5,4,3,     ,     , ,2,991,150.1,2,10,2,2,2,2,2,              ,              ,              ,              ,              ,0
5384,3,5,2,5,700000,9,994, ,1,1967,  ,5,3,         ,2,1,1,1,1,1,2,1,30,100,168,6,500,8,300,7,5,4,1,600,600,0,1,95,10.87,1,4,1,1,1,2,2,61017158,343686,1664280,              ,              ,63025124
5385,1,2,2,3,15000,4,1,2,   ,1962,  ,5,3,         ,3,1,2,1,1,2,2,2,90,2,57,3,11,3,11,3,6,3,3,     ,     , ,1,100,239.1,2,17,1,2,1,2,2,61638,              ,129120,              ,              ,190758
5386,1,2,2,3,60000,6,4, ,1,1967,  ,5,3,         ,2,1,2,1,1,2,2,1,100,95,50,3,200,6,185,6,5,6,3,     ,     , ,3,98,21.29,1,17,1,1,2,2,2,4633905,891834,              ,              ,              ,5525739
5387,2,3,1,2,4500,2,1,2,   ,1948,  ,4,3,         ,2,1,2,1,1,2,2,2,60,60,40,2,7,2,5,2,5,3,3,     ,     , ,1,60,1949.66,1,21,1,1,2,2,2,27241,88700,              ,              ,              ,115941
