PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
03879,4,8,  17500.00,04,02,26,1,1,2,2,2,2,4,  1,1940,  ,2, ,    2,03,1, ,12,1,2,1,2, 40,3,     6,03,1,2,1,2,2,2,2, 80, , 80, 80,  194.24,2,30
03880,1,2,  50000.00,05,08,13,1,1,2,2,2,1,3,  4,1999,03,2, ,    2,03,1, , 4,1,2,1,1, 91,6,     3,02,1,2,1,1,2,2,2,100, , 75, 75,  145.66,2,30
03881,1,2,  11250.00,04,08,14,1,1,2,2,2,2,3,  2,1999,03,2, ,    1,02,1, ,12,2,2,2,1, 24,2,     4,02,1,1,1,1,1,2,2,100, ,100, 66,    9.10,2,17
03882,1,1, 275000.00,08,06,02,1,2,1,2,2,2,2,  4,1988,  ,2, ,   24,06,2,1,12,2,2,1,2, 55,4,  1000,10,1,2,1,1,1,2,1,100, ,100,100,   29.02,2,35
03883,1,2, 900000.00,09,05,02,1,1,1,2,2,2,3,991,1974,  ,2, ,   21,06,2,1,12,1,2,1,1, 55,4,  1400,10,1,1,1,1,1,2,1,100, , 90,100,    8.04,1,04
03884,1,1, 160000.00,07,08,02,1,1,1,2,2,2,2,  3,1997,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   320,08,1,2,1,1,1,2,1,100, ,100, 98,   43.63,1,13
03885,3,6,  32500.00,05,04,14,1,1,2,2,2,2,5,  2,1964,  ,1,2,    1,02,2,2,12,2,2,1,2, 60,4,    12,04,1,2,1,1,2,2,2, 80, , 80, 80,  147.14,2,01
03886,3,7,  42500.00,05,03,13,1,1,2,2,1,1,4,  2,1951,  ,1,2,    1,02,1, ,12,2,2,1,1, 48,3,    10,04,1,2,1,1,2,2,2,100, ,100,100,  177.00,2,03
03887,2,3,  80000.00,06,06,25,1,1,2,2,2,2,2,  2,1987,  ,2, ,    3,03,1, ,12,2,2,1,1, 57,4,    32,05,1,1,1,1,2,2,2, 75, , 80, 75,  661.88,1,21
03888,2,3,   1001.00,02,03,08,1,1,2,2,2,2,3,  1,1956,  ,2, ,    1,02,1, ,12,2,2,1,2, 35,2,     2,02,1,2,1,1,2,2,2,100, ,100, 50, 2916.24,2,16
03889,3,5,  80000.00,06,06,23,1,1,2,2,2,2,5,  1,1984,  ,2, ,   11,05,2,2,12,2,2,1,1,105,6,    80,06,1,2,1,1,1,2,2,100, ,100,100,  141.67,1,38
03890,4,9,  18750.00,04,04,11,1,2,2,2,2,2,4,  1,1968,  ,2, ,    1,02,2,2,12,2,2,1,2, 40,3,    38,05,2,2,1,2,2,2,2,   , , 60,100,  289.86,2,38
03891,3,6,  42500.00,05,06,05,1,2,2,2,2,2,5,  1,1986,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     1,02,2,2,2,2,2,2,2,   , ,   , 20,  230.47,2,01
03892,3,5, 110000.00,07,05,23,1,2,2,1,2,2,5,  1,1978,  ,2, ,   35,06,1, ,12,1,2,1,1, 70,5,   125,07,2,2,1,1,1,2,2,   , , 68, 68,  147.52,2,40
03893,1,1,  15000.00,04,01,12,1,1,1,2,2,2,2,  3,1894,  ,2, ,    1,02,1, ,12,1,2,1,1,140,6,     2,02,1,1,1,1,2,2,2, 60, ,  5, 50,  184.60,2,32
03894,2,3,  10000.00,03,05,02,1,1,2,2,2,2,3,  3,1978,  ,2, ,    1,02,1, ,12,2,2,1,1, 44,3,    25,05,1,2,1,1,2,2,2,100, ,100, 90,  503.82,2,28
03895,4,8,  55000.00,06,04,02,1,1,2,2,2,2,2,  4,1962,  ,1,3,    1,02,1, ,12,2,2,1,1, 60,4,    50,06,1,1,1,1,1,2,2, 95, ,100, 80,  131.80,2,10
03896,1,2, 150000.00,07,03,16,1,2,2,2,1,2,3,  8,1950,  ,1,1,    1,02,1, ,12,1,1, , ,168,7,    75,06,1,1,1,1,1,2,2,100, , 85, 90,   34.17,1,17
03897,2,3,  55000.00,06,03,01,1,1,2,2,2,2,2,  3,1958,  ,1,3,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,1,1,2,2,2,100, ,100,   ,  147.14,2,26
03898,2,4,  35000.00,05,07,14,1,2,2,1,2,2,3,  1,1995,  ,2, ,    1,02,1, ,11,2,2,1,2, 50,4,    25,05,1,1,1,1,2,2,2,100, , 60,100,  141.00,2,41
03899,3,5,  60000.00,06,05,14,1,1,2,2,2,2,3,  1,1970,  ,1,3,    1,02,1, ,12,2,2,1,1, 60,4,    35,05,1,2,1,1,1,2,2,100, ,100, 95,  167.39,1,31
03900,4,9,  25001.00,05,05,05,1,1,2,2,2,2,4,  1,1975,  ,2, ,    2,03,2,2,12,2,2,1,1, 45,3,     5,03,1,1,1,1,2,2,2,  8, ,  8, 85,  733.80,1,21
03901,2,4, 275000.00,08,01,13,1,2,2,2,1,2,3,  6,1914,  ,2, ,    1,02,1, ,12,2,2,1,1,117,6,   250,08,1,2,1,1,2,2,2,100, ,100,100,  106.61,2,08
03902,4,9, 200000.00,07,04,01,1,1,1,2,2,2,4,  3,1964,  ,1,3,    1,02,1, ,12,1,2,1,1, 84,5,   300,08,1,2,1,1,2,2,1,100, , 90, 80,   30.67,1,25
03903,1,2, 600000.00,09,02,02,1,1,1,2,2,2,3,992,1926,  ,2, ,   55,07,2,1,12,1,1, , ,168,7,  1300,10,1,1,1,1,1,2,2,100, , 90,100,    9.37,1,05
03904,4,9,  25000.00,04,08,17,1,2,1,2,2,2,3,  1,1998,  ,2, ,    1,02,1, ,12,1,2,1,1, 70,5,    15,04,1,2,1,1,1,2,1,100, ,100,100,  141.65,2,29
03905,1,1,  70000.00,06,07,17,1,1,1,2,2,2,2,  2,1993,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   200,07,1,1,1,1,1,2,1,100, , 90, 65,  185.83,2,44
03906,2,3,1500000.00,10,05,24,1,1,2,2,2,2,2,  3,1970,  ,2, ,  275,08,2,1,12,1,2,1,1, 80,5,  1000,10,1,1,1,1,1,2,1,100, , 75,100,    8.43,2,41
03907,2,3,   4750.00,02,02,26,1,1,2,2,2,2,3,  3,1930,  ,2, ,    1,02,1, ,12,2,2,1,1, 48,3,     8,03,1,2,1,2,2,2,2, 66, , 25, 66, 5764.94,1,22
03908,1,2,  70000.00,06,06,02,1,2,2,2,2,2,3,  3,1986,  ,1,2,    1,02,1, ,12,2,2,1,2, 40,3,   130,07,1,2,1,1,1,2,2,100, , 90, 90,  131.80,1,17
03909,3,5, 190000.00,07,06,02,1,2,1,2,2,2,3, 13,1989,  ,2, ,   22,06,2,1,12,1,2,1,2, 55,4,   350,08,1,2,1,1,2,2,1,100, , 85, 85,   92.50,2,29
03910,3,7,   2000.00,02,05,26,1,2,1,2,2,2,5,  1,1979,  ,2, ,    1,02,1, ,12,2,2,1,1, 50,4,     1,02,1,2,2,2,2,1,2,100, ,   ,100, 5764.94,2,15
03911,3,7,   2500.00,02,02,02,1,1,2,2,2,2,5,  3,1938,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     5,03,1,2,1,1,2,2,2, 75, , 75, 25,  449.97,2,42
03912,1,2, 200001.00,08,04,05,1,1,2,2,2,2,3,  1,1969,  ,2, ,    4,03,2,2,12,2,2,1,2, 60,4,    75,06,1,1,1,1,2,2,2,100, ,  7,100,   96.65,1,17
03913,4,8, 130000.00,07,05,18,1,1,2,2,2,2,5,  2,1978,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    10,04,1,2,1,1,2,2,2, 30, ,100, 20,  188.47,2,42
03914,4,9,  55000.00,06,03,23,1,1,2,2,2,2,4,  1,1953,  ,2, ,    8,04,2,2,12,2,2,1,1, 84,5,    50,06,1,1,1,1,1,2,2,100, ,100,100,  216.71,2,22
03915,1,1, 850000.00,09,05,02,1,2,1,2,2,2,2,991,1971,  ,2, ,   16,05,2,1,12,1,2,1,2, 50,4,   107,07,1,2,1,1,1,2,1,100, ,100,100,  108.28,2,10
03916,2,4, 650000.00,09,06,16,1,1,1,1,2,2,1,  6,1983,  ,2, ,   12,05,1, ,12,2,1, , ,168,7,   800,09,1,1,1,1,1,2,1,100, , 99,100,   15.12,1,36
03917,4,9, 100000.00,06,03,14,1,1,2,2,2,2,4,  3,1957,  ,2, ,    1,02,1, ,12,2,2,1,1, 84,5,    30,05,1,1,1,1,1,2,2, 10, , 15, 50,  494.97,1,10
03918,4,9,  18750.00,04,06,23,1,1,2,2,2,2,4,  2,1986,  ,2, ,   19,05,1, ,12,2,2,1,1, 50,4,    85,06,2,2,2,2,2,2,2,   , ,   ,100,  169.77,1,28
03919,4,9,  70000.00,06,08,08,1,1,2,2,2,2,3,  3,1999,03,2, ,    7,04,2,2, 5,1,2,1,2, 45,3,   150,07,1,2,1,1,2,2,2, 66, , 66, 66,  127.95,1,29
03920,2,4,  32500.00,05,05,14,1,1,2,2,2,2,3,  2,1975,  ,2, ,    3,03,2,2,12,2,2,1,1, 56,4,    23,05,1,1,1,1,2,2,2,100, , 85, 40,  139.44,1,08
03921,3,5,   6500.00,03,06,26,1,2,2,1,2,2,3,  2,1986,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,    10,04,1,1,1,1,2,2,2, 60, , 30,100,  964.84,1,14
03922,3,5,1500000.00,10,06,02,1,1,1,2,2,2,4,992,1981,  ,2, ,   26,06,1, ,12,1,1, , ,168,7,  3750,11,1,1,1,1,1,2,1,100, ,100,100,    5.27,1,28
03923,1,2, 100000.00,06,06,17,1,1,1,2,2,2,3,  3,1989,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   160,07,1,1,1,1,1,2,1,100, ,100, 75,  181.47,1,33
03924,1,2,  40000.00,05,05,25,1,1,2,2,2,2,2,  1,1970,  ,2, ,    1,02,2,2,12,2,2,1,1, 88,6,    10,04,1,1,1,1,2,2,2,100, ,100,100,  529.74,1,27
03925,4,9,   4500.00,02,03,14,1,1,2,2,2,2,4,  1,1949,  ,1,3,    1,02,1, ,12,2,2,1,2, 45,3,    40,05,1,2,1,2,2,2,2,100, ,100,100,  436.80,1,11
03926,1,1, 100001.00,07,06,02,1,1,2,2,2,2,2,  4,1986,  ,2, ,    6,04,2,1,12,2,2,1,1,108,6,   100,07,1,1,1,1,1,2,2, 80, , 75, 80,   30.31,2,31
03927,4,9,  11250.00,04,03,04,1,2,2,2,2,2,4,  1,1952,  ,2, ,    3,03,2,2,12,2,2,1,2,120,6,    52,06,1,2,1,1,2,2,2,100, ,100,100,  589.41,2,21
03928,2,3, 110000.00,07,05,02,1,1,2,2,2,2,2,  7,1976,  ,2, ,   40,06,2,1,12,1,2,1,1, 60,4,     5,03,1,1,1,1,1,2,2, 74, , 74, 85,  158.56,1,30
03929,1,2,  12500.00,04,07,05,1,2,1,2,2,2,3,  1,1990,  ,2, ,    1,02,1, ,10,2,2,1,1, 40,3,     6,03,1,1,1,1,2,2,2, 75, , 25, 50,  504.64,2,02
03930,3,5,  20000.00,04,03,25,1,1,2,2,2,2,4,  2,1958,  ,2, ,    1,02,2,2,12,2,2,1,1, 54,4,    12,04,1,1,1,1,2,2,2,100, , 80,100,  667.78,1,19
03931,3,5, 200001.00,08,03,23,1,1,2,2,2,2,5,  2,1959,  ,2, ,   19,05,2,2,12,1,2,1,1, 98,6,   125,07,1,2,1,1,1,2,2, 33, , 75, 75,   36.41,2,40
03932,3,6,  45000.00,05,08,25,1,1,2,2,2,2,3,  1,1999,03,2, ,    1,02,2,2, 4,1,2,1,1, 80,5,    18,04,1,1,1,1,2,2,2,100, ,100,100,  168.44,1,24
03933,1,2, 110000.00,07,08,17,1,1,2,2,2,2,3,  8,1999,03,2, ,    1,02,1, , 4,1,1, , ,168,7,    30,05,1,2,1,1,1,2,2, 90, , 90,100,   29.17,2,39
03934,2,3,  25000.00,04,01,02,1,1,2,2,2,2,1,  4,1908,  ,2, ,    1,02,1, ,12,2,2,1,2, 36,2,    36,05,1,1,1,1,2,2,1,100, ,100,100,  193.81,1,34
03935,1,1,  70000.00,06,01,14,1,1,1,2,2,2,2,  3,1906,  ,1,3,    1,02,2,2,12,2,2,1,2, 40,3,    84,06,1,1,1,1,1,2,2,100, ,  5,100,  118.21,1,20
03936,4,9,   6000.00,03,03,02,1,1,2,2,2,2,5,  1,1956,  ,2, ,    2,03,2,1,12,2,2,1,2, 45,3,    10,04,1,1,1,2,2,2,2,100, ,100, 75, 5494.32,1,16
03937,3,7,  23750.00,04,04,02,1,1,2,2,2,2,5,  2,1961,  ,1,3,    1,02,2,2,12,2,2,1,2, 40,3,    50,06,1,2,1,1,1,2,1,100, ,100, 90,  329.86,1,42
03938,4,9,1000000.00,09,04,18,1,1,1,2,2,2,4, 10,1962,  ,2, ,    1,02,2,1,12,1,1, , ,168,7,    50,06,1,1,1,1,1,2,1,  0,1, 95, 95,   55.69,1,36
03939,3,5, 250000.00,08,04,02,1,1,1,2,2,2,3,991,1968,  ,2, ,   11,05,2,1,12,2,2,1,1, 70,5,  1200,10,1,2,1,1,1,2,2, 76, , 76,100,   99.49,1,26
03940,4,8,  27500.00,05,06,05,1,1,2,1,2,2,5,  2,1986,  ,2, ,    1,02,2,1,12,2,2,1,1, 45,3,    42,05,1,1,1,1,2,1,2, 18, ,100,100,  242.77,2,19
03941,1,1, 150000.00,07,07,08,1,2,1,2,1,2,1,  8,1991,  ,1,1,    1,02,1, ,12,2,1, , ,168,7,   175,07,1,1,1,2,2,2,1,100, , 95,100,   26.67,1,25
03942,2,4, 225000.00,08,03,02,1,1,2,2,2,2,3,  4,1957,  ,2, ,    1,02,1, ,12,1,2,1,2, 50,4,  1100,10,1,2,1,1,1,2,2,100, ,100,100,   42.27,2,08
03943,2,3,  12500.00,04,02,12,1,1,2,2,2,2,2,  2,1927,  ,2, ,    1,02,1, ,12,2,2,2,1, 22,2,     2,02,1,2,1,1,2,2,2,100, ,100,100,  182.30,1,07
03944,3,6,  22500.00,04,01,02,1,1,2,2,2,2,5,  4,1857,  ,1,3,    4,03,2,1,12,2,2,1,2, 45,3,    24,05,1,2,1,1,2,2,2,100, ,100, 75,  143.58,1,01
03945,1,1,  25001.00,05,03,05,1,2,1,2,2,2,1,  1,1946,  ,1,2,    1,02,1, ,12,2,2,1,1, 40,3,     9,03,1,1,2,1,2,2,2, 80, ,   ,100,  204.57,1,25
03946,2,3,   9500.00,03,04,12,1,1,2,2,2,2,3,  2,1962,  ,2, ,    1,02,1, ,12,2,2,2,1,  4,2,     0,01,1,2,2,1,1,2,2, 50, ,   , 50,  464.40,2,28
03947,1,2,  90000.00,06,07,02,1,2,2,2,2,2,3,  4,1990,  ,2, ,   16,05,2,1,12,2,2,1,2, 50,4,   200,07,1,2,1,1,2,2,2,100, , 95,100,  195.50,2,23
03948,3,5, 450000.00,08,04,05,1,1,2,2,2,2,5,  1,1962,  ,2, ,    1,02,1, ,12,2,2,1,1,120,6,    47,05,1,1,1,1,2,2,2,  1, ,  1,100,   21.29,1,40
03949,3,6,  15000.00,04,04,12,1,1,2,2,2,2,4,  2,1961,  ,2, ,    1,02,1, ,12,2,2,1,1, 60,4,    15,04,1,1,1,1,2,2,2,100, ,100,100,  464.40,2,39
03950,4,9,   4000.00,02,07,02,1,2,2,2,2,2,3,  2,1994,  ,2, ,    1,02,1, ,12,1,2,1,1, 54,4,    12,04,1,2,1,1,2,2,2, 65, , 65, 70,  611.87,2,35
03951,1,2,  30000.00,05,01,18,1,2,2,2,1,2,3,  2,1899,  ,2, ,    1,02,1, , 9,1,1, , ,168,7,     2,02,1,2,2,1,2,2,2,100, ,   , 50,  279.57,1,33
03952,3,7, 150000.00,07,08,14,1,1,2,2,2,1,5,  2,1998,  ,2, ,    1,02,1, ,12,2,2,1,1, 50,4,   500,09,1,2,1,1,1,2,2,100, ,100, 75,   34.28,1,04
03953,3,6,  95000.00,06,06,23,1,1,2,2,2,2,4,  1,1987,  ,2, ,   16,05,2,2,12,1,2,1,1, 75,5,    65,06,1,1,1,1,1,2,2, 50, ,100, 50,  185.52,2,39
03954,3,5,  20000.00,04,05,05,1,2,2,2,2,2,5,  1,1979,  ,2, ,   10,04,2,2,12,2,1, , ,168,7,    30,05,1,2,1,2,2,2,2, 50, , 30, 80,  434.00,1,38
03955,3,5,  32500.00,05,08,15,1,1,2,2,2,2,4,  2,1998,  ,2, ,    1,02,2,1,12,2,2,1,1,101,6,   120,07,1,1,1,1,1,2,2,100, ,100,100,  151.26,2,31
03956,3,6,  17500.00,04,06,13,1,2,2,2,2,1,4,  1,1985,  ,1,2,    1,02,1, ,12,2,2,1,2, 80,5,    15,04,2,2,1,1,2,2,2,   , , 30,100,  390.10,2,39
03957,4,9,   5500.00,03,03,02,1,1,2,2,2,2,4,  2,1949,  ,2, ,    1,02,2,2,12,2,2,1,1, 50,4,    13,04,2,2,2,1,2,2,2,   , ,   , 75,  391.42,2,41
03958,4,9,  30000.00,05,05,02,1,1,2,2,2,2,4,  5,1970,  ,2, ,   20,05,1, ,12,2,2,1,2, 54,4,    72,06,1,2,1,1,2,2,2,100, ,100,100,  203.59,2,41
03959,2,3,  47500.00,05,04,12,1,1,2,2,2,2,2,  2,1964,  ,2, ,    1,02,1, ,12,2,2,2,1, 50,4,     2,02,1,1,1,1,2,2,2, 75, ,  5,100,  558.67,2,26
03960,3,5,  47500.00,05,04,14,1,1,1,2,2,2,3,  1,1963,  ,1,3,    1,02,1, ,12,2,2,1,2, 37,2,   100,07,1,1,1,1,1,2,2,100, ,  8, 80,  455.31,2,24
03961,2,3,   4000.00,02,04,26,1,1,2,1,2,2,1,  1,1967,  ,2, ,    1,02,2,1,12,2,2,1,1, 50,4,     2,02,1,1,2,2,2,2,2,100, ,   ,100,  184.91,2,23
03962,2,3,  37500.00,05,08,05,1,1,2,2,2,2,2,  1,1996,  ,2, ,    1,02,2,2,12,2,2,1,1, 54,4,    28,05,1,2,1,1,2,2,2,100, , 11,100,  497.13,1,04
03963,3,5,  30000.00,05,06,12,1,1,2,2,2,2,4,  1,1986,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     0,01,1,2,1,1,2,2,2,100, ,100, 35,  423.57,1,31
03964,1,2, 550000.00,09,05,16,1,1,1,2,1,2,2,  5,1979,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,  1400,10,1,1,1,1,1,2,1,100, , 98, 97,    8.37,1,10
03965,3,5,  90000.00,06,08,18,1,1,2,2,2,1,3,  6,1999,02,2, ,    1,02,1, , 9,2,1, , ,168,7,    45,05,1,1,1,1,1,2,2, 96, , 90, 90,  107.67,1,16
03966,4,9,  12500.00,04,06,04,1,2,2,2,2,2,4,  1,1987,  ,2, ,    1,02,2,2,12,2,2,1,1,114,6,    15,04,2,2,1,2,2,1,2,   , , 25,100,  184.60,2,38
03967,3,5,  25001.00,05,03,14,1,1,1,2,2,2,3,  3,1959,  ,2, ,    3,03,1, ,12,2,2,1,1, 55,4,    30,05,1,2,1,1,1,2,2,100, , 90, 50,  464.40,2,31
03968,3,7,   3500.00,02,06,26,1,2,1,2,2,2,5,  1,1985,  ,2, ,    1,02,1, ,12,2,9,9,9,168,7,     3,02,1,2,1,2,2,1,1,100, ,100,100, 5764.94,1,04
03969,2,4,  12500.00,04,07,07,1,1,2,2,2,2,3,  3,1993,  ,1,3,    1,02,1, ,12,2,2,1,2, 55,4,    14,04,1,2,1,1,2,2,2,100, , 90, 80,  492.04,1,38
03970,3,5,  12500.00,04,06,05,1,2,2,2,2,2,5,  2,1980,  ,2, ,    3,03,1, ,12,2,2,1,1, 62,5,     6,03,2,2,1,2,2,2,2,   , , 20, 90,  236.74,2,13
03971,3,7,  10000.00,03,03,25,1,1,2,2,2,2,5,  1,1950,  ,2, ,    1,02,2,2,12,2,2,1,1,128,6,     1,02,1,2,1,1,2,2,2,100, ,100,100, 5135.15,1,21
03972,1,1,  50001.00,06,04,18,1,2,2,2,1,2,2,  5,1963,  ,1,2,    1,02,1, , 9,1,1, , ,168,7,     2,02,1,2,2,1,2,2,2, 95, ,   , 95,  110.91,1,20
03973,3,6,   4750.00,02,05,12,1,1,2,2,2,2,3,  2,1976,  ,2, ,    1,02,1, ,12,2,2,2,1,  8,2,     1,02,1,2,1,1,2,2,2,100, ,100,100,  335.60,1,12
03974,3,6,  27500.00,05,07,25,1,1,2,2,2,2,4,  2,1991,  ,2, ,    2,03,1, ,12,2,2,1,1, 50,4,    15,04,1,2,1,1,1,2,2,100, , 66,100,  171.04,1,39
03975,3,5,  45000.00,05,03,05,1,2,2,2,2,2,3,  1,1955,  ,2, ,    1,02,2,1,12,2,2,1,2, 50,4,    21,05,2,2,2,2,2,2,2,   , ,   , 20,  278.17,1,24
03976,3,7, 225000.00,08,03,07,1,2,2,2,1,2,4, 11,1955,  ,1,3,    7,04,2,1,12,1,2,1,2, 40,3,   400,08,1,2,1,1,2,2,2,100, ,100,100,   87.17,1,03
03977,3,5,  25000.00,04,08,12,1,2,2,2,2,2,5,  1,1997,  ,2, ,    1,02,1, ,12,2,2,2,1, 58,4,     4,02,1,2,1,1,2,2,2,100, ,100,100,  607.09,1,38
03978,2,4,  37500.00,05,05,14,1,1,2,2,2,1,1,  1,1979,  ,2, ,    1,02,1, , 8,2,2,1,2, 40,3,    50,06,1,1,1,1,1,2,2,100, , 10,100,  411.19,2,04
03979,4,8,1400000.00,10,06,02,1,2,1,2,1,2,2,992,1983,  ,2, ,   24,06,2,2,12,1,2,1,1, 63,5,  3500,11,1,1,1,1,1,2,1,100, ,100,100,    5.27,2,34
03980,2,4,1500000.00,10,06,05,1,1,2,1,2,2,1,  1,1980,  ,2, ,    1,02,2,2,12,2,2,1,1,144,6,   210,07,1,1,1,1,2,2,1,100, ,  3,100,    5.19,2,33
03981,3,7,   6000.00,03,05,26,1,1,2,2,2,2,5,  1,1978,  ,2, ,    1,02,1, ,12,2,2,1,1, 63,5,     7,03,1,2,1,1,2,2,2,100, , 50,100, 6068.36,2,42
03982,3,5, 150000.00,07,06,23,1,2,2,2,2,2,3,  1,1989,  ,2, ,   33,06,2,2,12,1,2,1,1, 77,5,    50,06,1,2,1,2,1,2,2,100, ,100,100,  116.06,2,14
03983,4,9,  16250.00,04,05,23,1,1,2,2,2,2,3,  1,1976,  ,2, ,    9,04,1, ,12,1,2,1,1, 60,4,    20,05,1,2,1,1,2,2,2,100, , 93,100,  169.77,1,43
03984,3,5, 400000.00,08,05,02,1,2,1,2,2,2,5,  5,1972,  ,2, ,    1,02,1, ,12,2,2,1,2, 45,3,  1100,10,2,2,1,1,1,2,1,   , , 80, 90,   17.87,2,02
03985,2,3,  11250.00,04,04,12,1,1,2,2,2,2,2,  1,1964,  ,2, ,    1,02,1, ,12,2,2,2,1, 50,4,     3,02,1,1,1,1,2,2,2,100, ,100, 10,  464.40,1,14
03986,2,4,1500000.00,10,04,26,1,1,2,2,2,2,1,  7,1969,  ,1,2,    1,02,2,2,12,1,1, , ,168,7,  3000,11,1,1,1,1,1,1,2,100, , 80,100,   65.65,1,08
03987,3,5,  11250.00,04,07,15,1,2,2,1,2,2,5,  1,1990,  ,1,3,    1,02,1, ,12,1,2,1,1, 50,4,    12,04,1,2,1,1,1,2,1,100, , 90, 95,  439.77,1,38
03988,4,9,  16250.00,04,06,18,1,1,2,2,2,2,5,  4,1982,  ,2, ,    2,03,2,2,12,2,1, , ,168,7,    24,05,1,2,1,1,1,2,2, 80, , 85,100,  188.47,2,16
03989,2,4, 200001.00,08,08,02,1,2,1,2,2,2,3,  4,1999,02,2, ,    1,02,1, , 7,2,1, , ,168,7,   600,09,1,2,1,1,1,2,1,100, ,100,100,   21.41,1,08
03990,3,7,  16250.00,04,04,04,1,1,2,2,2,2,5,  2,1968,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     9,03,1,1,1,1,2,2,2,100, ,100,100,  187.51,1,39
03991,2,3,   4000.00,02,01,02,1,1,2,2,2,2,2,  2,1900,  ,2, ,    4,03,1, ,12,2,2,1,1, 60,4,    12,04,1,2,1,1,2,2,2,100, ,100,100,  451.47,2,07
03992,4,9,  90000.00,06,06,02,1,1,2,2,2,2,4,  4,1982,  ,2, ,    5,03,1, ,12,2,2,1,2, 60,4,   400,08,1,2,1,1,2,2,2,100, ,100,100,  152.85,1,17
03993,3,7,  85000.00,06,06,05,1,1,2,2,2,2,5,  1,1985,  ,2, ,    8,04,2,2,12,1,2,1,9, 40,3,   200,07,1,1,1,1,2,2,2,100, , 25,100,  267.80,2,27
03994,3,5,   4250.00,02,04,26,1,2,2,2,2,2,5,  1,1962,  ,1,3,    1,02,2,2,12,2,2,1,1, 53,4,    13,04,2,2,1,2,2,2,2,   , , 10,100,  421.67,1,13
03995,2,3,  15000.00,04,05,05,1,2,2,2,2,2,2,  1,1979,  ,2, ,    1,02,1, ,12,1,2,1,1,105,6,     1,02,2,2,2,2,2,2,2,   , ,   , 33, 6026.04,2,32
03996,4,8,  25001.00,05,07,14,1,2,2,1,2,2,2,  1,1991,  ,2, ,    1,02,1, , 9,2,2,1,2, 60,4,    10,04,1,2,1,1,2,2,2,100, , 75,100,  388.22,1,30
03997,1,2, 350000.00,08,04,13,1,1,2,2,2,1,3,  2,1968,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   153,07,1,2,1,1,1,2,2,100, , 80,100,   33.76,1,28
03998,4,9,  17500.00,04,04,23,1,1,2,2,2,2,3,  2,1966,  ,2, ,    7,04,1, ,12,2,2,1,1, 60,4,    35,05,1,2,2,2,2,2,2,100, ,   , 85,  177.01,2,35
03999,4,9,  55000.00,06,04,06,1,2,2,2,2,2,4,  1,1962,  ,2, ,    1,02,2,2,12,2,2,1,1,140,6,    60,06,1,2,1,2,2,2,2,100, , 50,100,  131.59,2,34
04000,1,2,  65000.00,06,08,06,1,1,2,1,2,2,3,  1,1996,  ,2, ,    1,02,2,2,12,2,1, , ,168,7,    40,05,1,2,1,1,1,2,1,100, ,100,100,  114.17,1,05
04001,4,8, 130000.00,07,08,18,1,1,2,2,2,2,5,  5,1999,02,2, ,    1,02,1, , 7,1,1, , ,168,7,    25,05,1,2,1,1,1,2,2,100, ,100, 60,  188.58,2,43
04002,2,3,  30000.00,05,04,05,2,2,2,2,2,2,2,  1,1965,  ,2, ,    1,02,2,2, 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  626.93,2,30
04003,3,7, 500000.00,08,06,16,1,1,1,1,1,1,4,  6,1982,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,  1100,10,1,2,1,1,1,2,1,100, ,100,100,   14.49,2,03
04004,3,5,  42500.00,05,05,08,1,2,2,1,2,2,4,  3,1976,  ,2, ,   11,05,2,1,12,1,2,1,1, 65,5,   100,07,1,1,1,1,2,2,1,100, ,100,100,   98.30,1,44
04005,4,9,   5500.00,03,05,23,1,1,2,2,2,2,4,  1,1979,  ,2, ,    4,03,2,2,12,2,2,1,1, 90,6,    10,04,1,2,1,1,1,2,2,100, ,100,100,  234.65,2,38
