# File: RECS_2005.csv
# Title: Residential Energy Consumption Survey 2005
# Source: Fill in
# Units: Fill in
DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,NWEIGHT,HD65,CD65,YEARMADE,OVENA,FUELFOOD,NUMFRIG,AGERFRI1,AGERFRI2,AGERFRI3,NUMFREEZ,AGEFRZR,DISHWASH,AGEDW,CWASHER,AGECWASH,DRYER,DRYRFUEL,AGECDRYER,FUELHEAT,EQUIPM,NUMH2OHTRS,WHEATAGE,AIRCOND,COOLTYPE,AGECENAC,NUMBERAC,WWACAGE,LGT12,LGT12EE,LGT4,LGT4EE,LGT1,LGT1EE,NOUTLGTNT,FUELH2O,ELWARM,ELFOOD,ELWATER,ELCOOL,ELOTHER,UGWARM,UGWATER,UGCOOK,UGOTH,LPWARM,LPWATER,LPCOOK,LPGRILL,LPOTHER,FOWARM,FOWATER,FOOTHER,KRWARM,KRWATER,KROTHER,WDWARM,SOLWATER,TOTSQFT,TOTHSQFT,BTUEL,BTUNG,BTUFO,BTULP,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
3302,4,9,2,2,31305.56163,2342,629,2,5,5,1,2,99,9,0,9,1,6,1,2,1,5,2,1,3,0,2,0,9,9,99,9,0,0,3,3,3,3,2,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1613,1213,16227,61226,9999999,9999999,9999999,2217,370,0,1684,0,0,0,14543,0,30520,30706,9999999,9999999,9999999,9999999,9999999,9999999,5000
3303,4,8,0,2,22231.21086,6536,286,9,5,5,1,3,99,9,1,3,1,3,1,3,1,5,3,1,3,0,3,0,9,9,99,9,0,0,2,2,2,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4960,4560,26620,65807,9999999,9999999,9999999,1705,499,3414,2867,0,0,1899,21854,0,17308,48499,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3304,3,6,0,5,17171.48139,4417,1454,6,5,5,1,4,99,9,1,1,0,99,1,1,1,5,1,5,3,0,3,1,1,5,99,9,0,0,2,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1087,1087,50576,9999999,9999999,9999999,9999999,2080,0,4165,3567,3961,13772,8942,20334,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3305,2,3,0,2,44111.85572,4558,1652,9,5,5,2,3,4,9,0,9,1,3,1,4,1,5,4,1,3,1,3,1,1,3,99,9,0,0,3,0,3,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,8850,7723,62803,117821,9999999,24629,9999999,4538,758,0,8801,9915,0,0,44087,27478,25256,65087,9999999,9999999,9999999,0,0,24629,9999999
3306,4,9,0,2,13438.94868,44,3580,6,5,5,2,4,5,9,0,9,1,4,1,3,1,5,3,99,99,0,2,0,9,9,99,9,0,0,1,0,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3360,0,44841,9999999,9999999,9999999,9999999,4028,673,0,7887,0,12432,0,24522,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3307,3,5,0,2,30484.81616,2385,2147,8,5,5,3,3,4,3,0,9,1,4,1,3,1,5,4,5,3,0,4,1,1,3,99,9,0,0,0,0,0,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3379,1565,78015,9999999,9999999,9999999,9999999,0,627,0,13653,19421,11577,7599,25765,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000
3308,2,3,0,2,23378.83427,7293,768,5,5,5,2,2,5,9,0,9,1,2,1,3,1,5,3,21,2,0,4,0,9,9,99,9,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1920,1920,14624,109794,9999999,9999999,9999999,1685,493,0,5025,0,0,0,9599,0,109794,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3309,3,7,0,2,23991.94426,3783,1871,1,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,1,3,0,1,1,1,2,99,9,2,1,7,5,7,5,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,1196,36436,88786,9999999,9999999,9999999,0,0,0,5645,12326,0,0,18465,6248,11882,70656,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3310,2,4,0,2,22545.56181,7127,437,8,5,5,1,2,99,9,1,3,1,3,1,3,1,5,3,1,3,0,4,1,1,3,99,9,0,0,2,0,4,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2950,2306,76531,86745,9999999,9999999,9999999,14592,1335,9137,3409,6524,0,0,66598,0,32491,54254,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3311,1,2,0,5,29201.55825,4596,1567,1,1,1,1,2,99,9,0,9,0,99,0,9,0,99,9,1,2,0,0,1,2,9,3,3,0,0,2,1,2,1,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1108,1108,20469,6791,9999999,9999999,9999999,0,0,0,1780,6106,0,0,12583,665,1265,4861,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3312,2,3,0,4,29170.26631,7450,738,1,1,1,1,3,99,9,0,9,0,99,1,1,1,5,1,1,3,0,2,1,2,9,2,1,0,0,3,0,0,0,99,1,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1768,663,28886,91140,9999999,9999999,9999999,7193,0,0,3602,3761,0,2680,18843,4539,21460,65141,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3313,3,5,0,2,5101.29849,3747,1593,1,5,5,1,1,99,9,1,3,0,99,1,2,1,5,4,4,7,0,6,1,2,9,1,6,0,0,1,0,1,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1620,648,37117,9999999,9999999,9999999,10852,3352,0,3832,2719,2959,11027,1616,18796,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3314,4,9,2,2,21344.70111,2615,1431,8,5,5,2,4,5,9,0,9,1,4,1,2,1,1,2,1,3,0,1,1,1,4,99,9,0,0,2,0,5,2,3,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1132,732,42752,119467,9999999,9999999,9999999,0,569,0,6077,4285,0,1377,31013,16618,52740,50109,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3315,2,3,0,2,30971.35536,6908,606,7,5,1,2,1,4,9,0,9,1,1,1,4,1,5,4,1,3,0,6,1,1,4,99,9,0,0,1,0,6,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3354,2656,37856,105164,9999999,9999999,9999999,3310,553,0,5797,2037,0,0,30022,10656,31727,62781,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3316,4,9,0,2,22333.56085,4664,101,5,1,1,1,2,99,9,2,4,1,1,1,3,1,5,3,1,7,0,3,0,9,9,99,9,0,0,4,0,6,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1344,1344,40013,99869,9999999,9999999,9999999,3687,616,8430,2666,0,0,0,37347,8339,33554,57976,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3317,2,4,0,2,32242.44405,4938,1548,1,1,1,1,4,99,9,0,9,0,99,1,4,1,5,1,1,3,0,4,1,1,2,99,9,0,0,0,0,1,0,0,5,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2046,1023,30804,52170,9999999,9999999,9999999,3856,0,0,3964,5973,5942,0,14925,2851,0,49319,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3318,3,5,0,2,47137.79932,3115,1311,3,1,1,1,4,99,9,0,9,0,99,1,4,1,1,3,1,3,0,4,1,1,4,99,9,1,0,2,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1088,1088,20503,44642,9999999,9999999,9999999,0,0,0,4483,4516,0,0,11504,8629,13603,22410,9999999,9999999,9999999,9999999,9999999,9999999,15000
3319,4,8,0,1,21651.47267,7119,630,7,2,2,2,2,4,9,1,5,1,2,1,1,1,5,1,2,3,0,6,1,1,4,99,9,0,0,0,0,0,0,99,5,1,0,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1639,1639,45451,9999999,9999999,62915,9999999,3586,575,3933,5981,3360,10604,2300,23206,9999999,9999999,9999999,9999999,9999999,9999999,7246,55669,0,9999999
3320,3,5,4,5,35801.18024,587,3014,5,5,5,1,5,99,9,0,9,1,4,0,9,0,99,9,5,3,0,3,1,1,2,99,9,1,0,1,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1107,1107,24645,9999999,9999999,9999999,9999999,0,519,0,3044,9031,3320,2647,6603,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3321,4,9,2,5,23793.77813,752,1184,5,5,5,1,2,99,9,0,9,1,3,0,9,0,99,9,5,3,0,5,1,2,9,1,5,0,0,1,1,3,2,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,385,385,5927,9999999,9999999,9999999,9999999,0,181,0,379,445,1667,953,2483,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3322,2,4,0,2,27110.42024,7305,866,4,99,99,2,2,1,9,1,2,1,2,1,3,1,1,3,1,3,0,2,1,1,4,99,9,0,0,0,0,5,4,0,1,0,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5000,4125,25506,58455,9999999,9999999,9999999,0,606,4147,4490,3095,0,0,17921,2165,14391,41899,9999999,9999999,9999999,9999999,9999999,9999999,5000
3323,3,7,3,2,28531.0725,2247,2805,9,5,5,2,3,2,9,0,9,1,3,1,3,1,5,3,5,3,0,3,1,1,3,99,9,0,0,0,0,2,0,0,5,1,1,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2711,2061,91294,31391,9999999,9999999,9999999,1661,486,0,7099,24043,12704,6262,41186,10417,0,20974,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3324,3,5,0,2,32615.92359,4482,1415,10,2,2,1,2,99,9,0,9,1,2,1,2,1,5,2,2,3,0,2,1,1,2,99,9,0,0,1,1,3,0,2,2,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,5940,3560,39374,9999999,9999999,75400,9999999,3113,520,0,2364,11073,0,4123,21814,9999999,9999999,9999999,9999999,9999999,9999999,6712,43665,25023,9999999
3325,4,8,0,2,22742.43616,715,4211,6,5,5,1,3,99,9,0,9,1,1,1,2,1,5,2,5,4,0,3,1,1,5,99,9,0,0,4,2,9,5,0,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2594,1920,46905,9999999,9999999,9999999,9999999,2269,364,0,2090,14480,7502,1312,21521,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,15000
3326,4,9,2,5,6144.355841,899,1164,6,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,3,0,1,1,1,1,99,9,0,0,2,2,2,2,99,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1237,1237,16040,38431,9999999,9999999,9999999,0,0,0,1050,4845,0,0,10145,11296,21480,5655,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3327,4,8,0,2,24006.7191,4925,900,2,2,2,1,3,99,9,1,5,0,99,0,9,0,99,9,7,12,0,2,0,9,9,99,9,0,0,2,0,1,0,1,5,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2832,2360,46676,9999999,9999999,20861,9999999,0,0,8481,7124,0,14714,0,24838,9999999,9999999,9999999,9999999,9999999,9999999,20861,0,0,120000
3328,3,6,0,2,19922.76669,3016,2218,9,5,5,1,3,99,9,0,9,1,3,1,4,1,5,4,2,3,1,3,1,1,3,99,9,2,0,0,0,4,0,0,5,0,1,1,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2428,1622,62255,0,9999999,40642,9999999,3802,635,0,6188,18935,10147,0,26985,0,0,0,9999999,9999999,9999999,0,40642,0,9999999
3329,1,2,1,5,51385.1691,4905,1242,2,1,1,1,1,99,9,0,9,0,99,0,9,0,99,9,1,2,0,0,1,2,9,1,2,0,0,0,0,1,0,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,844,844,5393,64296,9999999,9999999,9999999,0,0,0,1447,1602,0,0,2344,4401,8368,51527,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3330,3,5,0,2,43195.3652,2663,1972,3,5,1,1,1,99,9,0,9,0,99,1,2,1,5,2,1,3,0,1,1,2,9,2,3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3888,3046,18227,62713,9999999,9999999,9999999,3117,0,0,2529,2042,0,3249,10407,4402,22102,36209,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3331,1,2,1,3,3811.787887,6427,964,6,5,5,1,3,99,9,0,9,0,99,1,3,1,5,5,5,2,0,4,0,9,9,99,9,0,0,0,0,2,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1270,870,17275,60711,9999999,9999999,9999999,1447,0,0,2318,0,0,7261,7696,0,60711,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3332,4,8,0,2,23520.97453,7095,139,6,5,5,1,4,99,9,0,9,0,99,1,3,1,2,3,2,3,0,4,0,9,9,99,9,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,678,678,37733,9999999,9999999,36532,9999999,0,0,0,5515,0,17385,0,14833,9999999,9999999,9999999,9999999,9999999,9999999,1753,34779,0,9999999
3333,1,1,0,1,3709.476423,6107,694,7,5,5,1,2,99,9,0,9,1,1,1,4,1,5,4,3,3,0,1,1,1,1,99,9,0,0,0,0,0,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1232,1232,44438,9999999,94171,9999999,9999999,4866,813,0,2076,4248,10605,3003,24506,9999999,9999999,9999999,0,94171,0,9999999,9999999,9999999,9999999
3334,4,9,2,2,31737.36248,1246,523,9,5,5,1,1,99,9,0,9,1,3,1,2,1,5,2,1,3,0,6,1,1,3,99,9,0,0,12,0,12,0,5,1,0,1,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3123,1166,37873,99401,9999999,9999999,9999999,1429,418,0,1901,677,0,0,35295,13607,66713,19081,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3335,1,2,1,3,4618.641231,6591,902,6,5,5,1,2,99,9,1,3,0,99,1,2,1,5,2,5,2,0,2,0,9,9,99,9,0,0,0,0,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,905,679,40606,9999999,9999999,9999999,9999999,5050,0,5773,1768,0,5392,13774,19672,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3336,2,3,0,2,28307.10968,6244,958,5,5,5,2,4,5,9,0,9,1,4,1,2,1,5,2,2,3,0,4,1,1,3,99,9,6,0,4,0,1,0,15,5,0,1,1,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2514,2114,69540,9999999,9999999,91239,9999999,7777,711,0,8550,4215,13128,0,43647,9999999,9999999,9999999,9999999,9999999,9999999,0,91239,0,9999999
3337,4,8,0,2,20596.56301,7317,526,6,5,5,1,4,99,9,2,5,1,3,1,4,1,1,4,1,3,0,4,0,9,9,99,9,0,0,2,0,3,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2900,1450,31508,105345,9999999,9999999,9999999,0,841,11511,5176,0,0,0,26332,4008,31797,69540,9999999,9999999,9999999,9999999,9999999,9999999,60000
3338,4,9,0,5,12980.94205,0,4574,6,5,5,1,1,99,9,0,9,1,4,1,3,1,5,2,99,99,0,6,1,1,5,99,9,0,0,0,0,1,1,99,5,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1560,0,18885,9999999,9999999,9999999,9999999,2243,375,0,3239,0,5988,0,9658,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3339,3,5,4,2,34572.0663,521,3486,12,5,5,3,1,1,1,0,9,1,1,1,1,1,5,1,5,4,0,1,1,1,1,99,9,0,0,5,0,6,0,0,5,1,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6840,3910,106711,51316,9999999,9999999,9999999,5394,493,0,8403,37527,14417,2195,44169,51316,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3340,3,5,0,2,30514.87018,3770,1571,4,5,5,1,3,99,9,0,9,0,99,0,9,0,99,9,3,3,0,2,1,2,9,1,3,0,0,1,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1176,1176,17687,9999999,92485,9999999,9999999,0,0,0,2688,1700,6828,0,6471,9999999,9999999,9999999,0,92485,0,9999999,9999999,9999999,9999999
3341,3,5,4,5,29546.8945,519,3512,5,5,1,1,6,99,9,0,9,0,99,1,6,0,99,9,5,3,0,6,1,1,6,99,9,0,0,1,0,1,0,99,1,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1116,1116,18995,12965,9999999,9999999,9999999,0,0,0,1856,9741,0,1626,5772,2757,10208,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3342,3,6,0,4,18400.28022,3241,1944,8,5,5,1,2,99,9,0,9,0,99,1,4,1,5,4,5,5,0,2,1,2,9,1,3,0,0,1,0,1,0,99,5,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,717,179,40224,9999999,9999999,9999999,9999999,4110,0,0,3335,4593,12686,6992,12618,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3343,2,3,0,4,27092.16821,5379,1403,1,5,5,1,1,99,9,0,9,0,99,1,3,1,5,3,1,3,0,1,1,2,9,1,2,0,0,0,0,3,3,99,1,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2032,2032,40777,147250,9999999,9999999,9999999,6367,0,0,2229,4330,0,3662,30556,0,41645,105605,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3344,4,8,0,2,57893.93263,1493,3271,11,1,5,2,2,4,9,0,9,1,2,1,1,1,5,2,1,3,0,6,1,1,1,99,9,0,0,2,1,2,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3494,2844,47828,51862,9999999,9999999,9999999,3276,547,0,10168,19366,0,0,18294,8162,27853,15847,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3345,4,8,0,2,3807.483265,7181,150,10,1,1,1,2,99,9,1,2,1,1,1,2,1,5,2,1,3,0,2,0,9,9,99,9,0,0,2,0,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1312,1312,22059,89832,9999999,9999999,9999999,3024,505,3458,2453,0,0,0,19606,7779,31304,50749,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3346,4,9,2,5,7444.951311,2585,16,3,99,99,1,3,99,9,0,9,0,99,0,9,0,99,9,1,2,0,6,0,9,9,99,9,0,0,1,1,0,0,99,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,236,0,4695,15105,9999999,9999999,9999999,0,0,0,2222,0,0,0,2473,0,8087,7018,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3347,1,2,1,2,29578.17798,5548,1049,4,2,2,1,4,99,9,0,9,1,2,1,4,0,99,9,3,2,0,4,1,2,9,1,2,0,0,2,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,2309,1184,15873,9999999,132033,5513,135,0,461,0,2837,1058,0,0,11978,9999999,9999999,9999999,0,107631,24402,5513,0,0,9999999
3348,1,2,0,4,30199.03548,4692,1501,5,1,1,1,2,99,9,1,3,0,99,1,2,1,1,2,1,2,0,2,1,2,9,1,2,0,0,1,1,2,1,99,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1320,1320,7056,45585,9999999,9999999,9999999,0,0,1549,1029,795,0,0,5232,5484,8978,31123,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3349,4,9,2,2,24261.81026,963,1319,7,1,1,1,1,99,9,0,9,1,1,1,1,1,1,1,1,3,0,3,1,1,4,99,9,0,0,0,0,6,0,10,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3000,2600,28098,58756,9999999,9999999,9999999,0,406,0,1757,6712,0,0,19629,16503,31738,10515,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3350,3,5,0,2,27142.58604,4479,710,9,1,1,1,3,99,9,1,4,1,4,1,3,1,5,3,1,3,0,3,1,1,3,99,9,0,0,0,0,5,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1939,1026,29954,80879,9999999,9999999,9999999,3205,535,3664,2930,5325,0,0,21699,7213,31394,42272,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3351,1,1,0,4,4386.823941,5518,985,5,1,1,1,6,99,9,1,6,0,99,1,6,1,5,6,1,3,0,6,1,2,9,2,6,1,1,1,1,3,2,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1008,1008,17704,87510,9999999,9999999,9999999,2547,0,2912,2494,1259,0,0,13951,7059,23269,57182,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3352,4,9,2,2,33977.52973,654,4273,5,1,1,1,1,99,9,0,9,0,99,1,4,1,5,4,1,7,0,1,0,9,9,99,9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1517,1117,7694,31391,9999999,9999999,9999999,2200,0,0,1671,0,0,0,6023,3985,20007,7399,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3353,3,6,0,2,24792.31174,2173,2149,1,5,5,1,4,99,9,1,5,0,99,1,4,0,99,9,2,7,0,5,1,2,9,2,5,1,0,1,0,5,0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1440,1440,51811,9999999,9999999,40910,9999999,0,0,8308,7471,13970,0,2631,27739,9999999,9999999,9999999,9999999,9999999,9999999,0,28133,12777,9999999
3354,2,3,0,2,45518.33349,5991,1156,1,1,1,2,4,4,9,3,5,0,99,1,4,1,1,4,3,3,0,5,0,9,9,99,9,0,0,2,0,1,0,2,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2835,1890,29152,10805,88739,9999999,9999999,0,0,11315,8704,0,0,0,20448,2937,7868,0,0,88739,0,9999999,9999999,9999999,9999999
3355,4,8,0,1,20564.27887,1202,3584,5,1,1,1,4,99,9,0,9,0,99,0,9,0,99,9,1,3,0,4,1,1,5,99,9,0,0,0,0,0,0,99,5,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,902,902,18451,26756,9999999,9999999,9999999,0,0,0,2433,4831,6646,0,4541,8221,0,18535,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3356,3,7,3,5,29647.05429,1405,3105,5,5,5,1,4,99,9,0,9,1,6,0,9,0,99,9,5,3,0,6,1,1,5,99,9,1,0,2,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,567,567,31616,9999999,9999999,9999999,9999999,0,515,0,3020,11856,4753,3738,8249,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3357,3,6,0,2,20461.21984,2071,2241,5,5,5,1,1,99,9,1,3,0,99,1,3,1,5,3,2,9,0,3,1,2,9,4,4,0,0,4,0,4,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1200,600,50283,9999999,9999999,80673,9999999,3943,0,5716,1767,15965,0,3588,28963,9999999,9999999,9999999,9999999,9999999,9999999,0,43137,37536,9999999
3358,3,7,3,1,44182.68461,1713,2558,5,5,5,1,6,99,9,0,9,1,5,1,4,1,5,4,5,3,0,6,1,1,6,99,9,0,0,0,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,924,924,42498,9999999,9999999,9999999,9999999,3922,655,0,3839,14040,6044,5752,12823,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3359,2,3,0,2,5776.606974,5862,1203,5,1,1,1,1,99,9,1,6,0,99,1,1,0,99,9,4,11,0,3,1,2,9,1,1,0,0,1,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,988,738,22738,62049,9999999,9999999,4725,0,0,3076,3065,1139,6806,0,11728,62049,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3360,1,1,0,2,4027.00555,7169,568,1,5,5,1,4,99,9,0,9,0,99,0,9,1,5,4,3,2,3,95,1,2,9,1,2,0,0,1,0,1,0,0,95,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1843,947,12358,9999999,81237,9999999,9999999,2857,0,0,2796,623,0,1938,7001,9999999,9999999,9999999,0,81237,0,9999999,9999999,9999999,9999999
3361,1,1,0,5,15978.04874,7526,505,2,1,1,1,4,99,9,1,3,0,99,0,9,0,99,9,1,2,0,6,1,2,9,1,2,2,2,0,0,5,5,99,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1109,1109,20117,75199,9999999,9999999,9999999,0,0,4379,2957,1729,0,0,15431,4827,9179,61193,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3362,2,3,0,2,29553.20306,6001,1117,3,1,1,2,3,3,9,0,9,1,3,1,2,1,1,2,1,3,0,3,1,1,3,99,9,0,0,2,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3748,2840,37488,162891,9999999,9999999,9999999,0,958,0,10490,0,0,0,26998,21305,34880,106706,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3363,3,6,0,1,3283.314937,1605,2543,9,5,5,1,6,99,9,0,9,0,99,1,6,1,5,6,5,4,0,6,1,1,3,99,9,0,0,0,0,2,0,99,5,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1280,1280,53633,9999999,9999999,9999999,9999999,2013,0,0,5853,16174,13333,2877,15396,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999
