# File: reeds_wind_curve_capacity.csv
# Title: Onshore Wind Resource Potential by ReEDS Wind Region; Class; and Bin
# Units: MW
# Comments: Onshore wind resource potential in MW for each region-class-bin. Bins are the portions of the interconnection supply curves. Summing across bins will provide total resource in a region and class.
# Source: Information based on ReEDS version 2017.  Files provided by ReEDS team in April 2017.
# Column types: iccnnnnn 
# ----------
Wind.Resource.Region,Wind.Class,Wind.Type,wsc1,wsc2,wsc3,wsc4,wsc5
180,class5,wind-ons,113.82,4178.46,7437.06,5753.1,3004.74
180,class6,wind-ons,109.98,1576.32,2829.54,2371.2,1719.78
180,class7,wind-ons,15.42,11.76,33.36,60.12,78.3
181,class5,wind-ons,11.34,12.36,174.48,0,0
181,class6,wind-ons,103.68,176.52,1720.44,2432.88,2286
181,class7,wind-ons,63.12,19.74,4100.64,3923.52,866.88
182,class5,wind-ons,9.48,8.4,0.24,104.52,730.86
182,class6,wind-ons,200.34,92.28,2077.62,2183.34,3346.62
182,class7,wind-ons,22.02,31.44,13.08,23.4,1486.86
182,class8,wind-ons,0.12,3.06,25.56,0,0
183,class5,wind-ons,236.82,110.46,417.12,425.4,386.88
183,class6,wind-ons,537.96,2638.74,2946,2046.06,3807.66
183,class7,wind-ons,174.18,2668.5,1177.62,1778.04,2049.6
183,class8,wind-ons,1.26,5.46,6,63,42.6
184,class5,wind-ons,1.02,0,0,0,0
184,class6,wind-ons,516.36,2302.68,1968.36,1561.08,2050.68
184,class7,wind-ons,1325.52,3356.82,4778.1,4191.6,5875.62
184,class8,wind-ons,0.36,5.34,0,0,0
185,class6,wind-ons,316.08,224.64,376.44,1320.96,352.08
185,class7,wind-ons,573.96,4657.08,10470.66,5148.06,5362.38
185,class8,wind-ons,133.38,1679.82,2810.76,4545.78,2356.8
185,class9,wind-ons,12.66,51.72,46.8,43.86,90.78
186,class10,wind-ons,0.06,2.34,7.92,57.78,37.08
186,class5,wind-ons,0.36,0.72,0,0,0
186,class6,wind-ons,3.36,5.88,7.56,11.94,52.86
186,class7,wind-ons,54.48,292.44,1344.3,1318.56,405.48
186,class8,wind-ons,1222.5,2453.82,3232.8,1402.26,2268.3
186,class9,wind-ons,52.38,861.3,896.04,880.68,1448.64
187,class10,wind-ons,7.86,5.88,11.52,12.3,76.44
187,class6,wind-ons,51,14.28,16.2,7.14,31.68
187,class7,wind-ons,453.18,2570.16,4060.14,5028.12,2354.1
187,class8,wind-ons,679.62,2013.84,3248.34,4609.5,3617.46
187,class9,wind-ons,843.3,2001.42,2254.8,1408.08,131.58
188,class7,wind-ons,157.62,46.86,963.96,2089.62,4526.34
188,class8,wind-ons,32.04,256.26,1124.22,1258.8,2490.18
188,class9,wind-ons,19.32,26.28,234.78,224.58,42.72
189,class6,wind-ons,2.16,0,0,0,0
189,class7,wind-ons,14.7,67.08,293.64,155.7,129
189,class8,wind-ons,8.76,35.22,44.7,243.72,36
189,class9,wind-ons,16.68,0,0,0,0
190,class5,wind-ons,0.96,0,0,0,0
190,class6,wind-ons,3.48,0.36,1.08,7.02,0
190,class7,wind-ons,590.1,441,1000.5,1725.9,1417.2
190,class8,wind-ons,182.22,616.68,1470.72,2558.58,1389.66
190,class9,wind-ons,10.02,20.82,24.78,100.2,52.44
191,class3,wind-ons,2.22,0.06,0.18,0,0
191,class4,wind-ons,0.18,0.72,0,0,0
191,class5,wind-ons,0.6,7.2,2.4,5.76,2.16
191,class6,wind-ons,43.14,88.2,117.12,36.66,112.5
191,class7,wind-ons,223.68,1226.22,487.92,1127.34,860.16
191,class8,wind-ons,1303.14,1713,1524.18,392.82,255.84
191,class9,wind-ons,156.06,42.18,67.32,93.48,1.2
192,class6,wind-ons,9.96,3.48,3.36,0.84,0.12
192,class7,wind-ons,139.98,864.36,1145.16,1547.28,3644.4
192,class8,wind-ons,187.5,256.92,1140.3,1878.96,968.16
192,class9,wind-ons,0.06,41.82,46.92,92.16,22.26
193,class5,wind-ons,14.04,13.02,11.1,0,0
193,class6,wind-ons,15.66,268.44,132.6,311.64,1724.7
193,class7,wind-ons,113.88,502.92,1481.94,4141.5,1279.14
193,class8,wind-ons,309.42,423.84,1032.9,1639.08,799.08
193,class9,wind-ons,1.62,35.58,0,0,0
194,class5,wind-ons,1.8,0,0,0,0
194,class6,wind-ons,53.1,29.1,254.52,1268.52,825.84
194,class7,wind-ons,1457.28,4432.68,4424.16,3509.1,1610.58
194,class8,wind-ons,1221.54,2425.86,2350.44,1619.04,1763.16
194,class9,wind-ons,199.32,287.58,529.56,339.12,309.84
195,class6,wind-ons,44.16,168.96,161.1,250.56,636
195,class7,wind-ons,31.86,460.74,1339.08,1695.12,1215.96
195,class8,wind-ons,3.9,18.36,144.6,72.18,0
195,class9,wind-ons,10.86,0,0,0,0
196,class5,wind-ons,6.72,10.86,0,0,0
196,class6,wind-ons,105.18,7.2,0.6,381.78,349.2
196,class7,wind-ons,114.36,289.44,219.18,565.5,478.8
196,class8,wind-ons,0.78,28.02,0,0,0
197,class4,wind-ons,2.52,3.42,0.84,0,0
197,class5,wind-ons,3.06,103.5,8.52,0.9,21
197,class6,wind-ons,72.12,275.46,186.66,592.44,2034.72
197,class7,wind-ons,43.44,27.72,99.66,38.58,262.8
198,class5,wind-ons,2.76,0,0,0,0
198,class6,wind-ons,84.72,52.38,64.26,310.5,822.84
198,class7,wind-ons,245.94,104.7,113.64,825.48,472.62
199,class5,wind-ons,20.7,0,0,0,0
199,class6,wind-ons,198.18,616.08,1135.86,4602.9,4591.98
199,class7,wind-ons,70.26,28.26,1019.16,2254.68,1296.96
199,class8,wind-ons,0.36,4.32,9.06,153.96,305.88
200,class5,wind-ons,13.32,85.5,0,0,0
200,class6,wind-ons,135.48,337.86,2263.56,4013.1,4833.96
200,class7,wind-ons,58.08,399.78,2062.56,2255.4,2976.9
201,class6,wind-ons,14.04,18.12,1.32,0.84,0.36
201,class7,wind-ons,18.48,1703.82,2597.04,1507.74,468
201,class8,wind-ons,3.12,12.9,11.58,112.2,172.62
202,class6,wind-ons,100.62,710.88,1667.88,1859.76,1636.8
202,class7,wind-ons,437.52,3028.5,6668.94,5961.72,5925.84
202,class8,wind-ons,24.36,124.86,175.86,661.56,351.84
203,class6,wind-ons,591.54,955.68,1276.86,1410.48,2772.06
203,class7,wind-ons,56.94,530.04,516.96,1471.38,1073.1
203,class8,wind-ons,0.36,0.36,45.72,0,0
204,class7,wind-ons,27.36,41.28,551.28,317.52,174.84
204,class8,wind-ons,35.16,90.6,154.8,376.74,665.04
204,class9,wind-ons,0.24,5.94,0.84,18.9,0
205,class10,wind-ons,2.52,0,0,0,0
205,class6,wind-ons,66.96,518.46,197.1,0,0
205,class7,wind-ons,434.52,1180.14,2108.82,4122.12,1503
205,class8,wind-ons,241.86,4283.52,7121.94,9374.22,1192.5
205,class9,wind-ons,47.82,37.14,32.46,877.92,1232.28
206,class6,wind-ons,42.24,4.92,128.94,838.92,447.72
206,class7,wind-ons,23.82,13.86,25.44,141.3,589.08
207,class6,wind-ons,761.1,1494.66,1849.44,2363.82,4438.8
207,class7,wind-ons,52.68,30.48,3.66,112.74,303.3
208,class5,wind-ons,6,14.46,39.96,858.9,507.96
208,class6,wind-ons,257.88,645.66,2596.86,3638.76,1916.22
208,class7,wind-ons,91.08,78.84,99,89.04,79.86
209,class5,wind-ons,167.52,675.6,1480.86,136.02,1638.42
209,class6,wind-ons,122.7,1422.36,1814.7,5471.76,3702.54
209,class7,wind-ons,64.56,32.52,23.1,323.16,1464.6
209,class8,wind-ons,1.32,0.12,36.24,0,0
210,class6,wind-ons,15.66,102.12,1594.44,2518.08,2627.88
210,class7,wind-ons,1100.76,5386.68,4142.46,2064.6,911.16
210,class8,wind-ons,57.96,23.64,941.88,2625,4610.82
211,class4,wind-ons,0.12,8.16,19.2,59.88,62.04
211,class5,wind-ons,8.16,5.04,1.68,4.62,17.04
211,class6,wind-ons,24.6,31.5,30.36,28.44,74.16
211,class7,wind-ons,32.16,82.86,100.62,328.2,483.36
211,class8,wind-ons,1.44,323.46,936.54,592.44,598.68
211,class9,wind-ons,0.18,33.66,58.62,20.16,48.12
212,class1,wind-ons,1.26,0,0,0,0
212,class2,wind-ons,3.18,0,0,0,0
212,class4,wind-ons,2.1,3.54,0.84,0.84,2.46
212,class5,wind-ons,13.92,2.58,10.68,1.5,11.52
212,class6,wind-ons,92.64,171.48,203.52,200.04,85.14
212,class7,wind-ons,761.4,203.76,1118.22,964.14,1293.84
212,class8,wind-ons,188.76,218.46,915.48,1142.94,899.22
212,class9,wind-ons,0.48,3.9,4.8,29.52,396.18
213,class5,wind-ons,0.54,0,0,0,0
213,class6,wind-ons,75.54,90.24,73.98,2.04,3.9
213,class7,wind-ons,140.7,591.48,847.5,522.96,1165.98
213,class8,wind-ons,13.08,1.74,4.08,2.1,9.36
214,class3,wind-ons,1.08,2.64,3.78,0,0
214,class4,wind-ons,1.68,8.1,3.66,0.54,0.12
214,class5,wind-ons,2.46,0.12,5.1,7.98,0.54
214,class6,wind-ons,28.14,38.4,37.26,61.32,123.66
214,class7,wind-ons,237.06,2213.34,975.42,1436.7,1909.38
214,class8,wind-ons,114.66,598.14,2951.34,3273.6,3297.06
214,class9,wind-ons,6.66,42.6,166.2,488.28,397.8
215,class6,wind-ons,0.12,0.6,50.82,13.02,0
215,class7,wind-ons,1736.64,2295.72,4477.86,3565.86,2313.12
215,class8,wind-ons,16.2,56.58,34.44,100.44,116.88
216,class4,wind-ons,0.9,0,0,0,0
216,class5,wind-ons,1.92,7.38,1.56,0.12,0.12
216,class6,wind-ons,1.08,15.6,11.16,6.66,14.1
216,class7,wind-ons,22.08,54.72,64.08,147.84,463.14
216,class8,wind-ons,18.9,364.68,616.02,860.76,472.98
216,class9,wind-ons,13.62,460.86,107.82,212.52,121.02
217,class6,wind-ons,9.48,0.84,2.28,24.54,236.58
217,class7,wind-ons,104.4,1131.36,1031.46,1745.94,1371.3
217,class8,wind-ons,59.82,88.74,25.08,125.22,226.26
217,class9,wind-ons,2.46,0,0,0,0
218,class5,wind-ons,0.72,1.56,9.72,102.42,26.52
218,class6,wind-ons,92.4,357.96,1302.06,1544.7,3045.12
218,class7,wind-ons,104.58,187.5,723.3,1604.88,2221.56
218,class8,wind-ons,5.04,16.44,2.76,29.16,69.42
219,class6,wind-ons,92.88,134.94,176.16,203.64,500.52
219,class7,wind-ons,54.84,154.44,99.96,418.62,146.1
220,class6,wind-ons,8.76,261.18,365.22,171,398.16
220,class7,wind-ons,8.28,11.1,16.68,20.64,219.36
221,class5,wind-ons,277.44,350.52,2476.26,327.66,238.14
221,class6,wind-ons,1993.32,1656.3,3832.32,2735.4,3306.78
221,class7,wind-ons,190.38,280.44,1996.32,2145.96,5485.2
222,class5,wind-ons,102.3,55.68,215.04,95.28,254.04
222,class6,wind-ons,27.36,82.2,588.84,3246.66,1040.16
222,class7,wind-ons,3.3,0.6,232.38,54.06,39.72
223,class6,wind-ons,15.84,161.64,0,0,0
223,class7,wind-ons,32.22,0.36,77.04,0.48,65.16
224,class10,wind-ons,89.16,62.88,64.56,77.28,105.9
224,class6,wind-ons,69.54,86.04,559.26,916.8,494.94
224,class7,wind-ons,2845.98,1990.62,5643.36,8211.48,3686.52
224,class8,wind-ons,596.58,1706.16,4378.08,8423.76,3967.2
224,class9,wind-ons,640.8,783.84,2349.12,3520.74,3393.24
225,class6,wind-ons,180.36,322.5,698.88,485.34,688.56
225,class7,wind-ons,57.54,74.64,1356.24,760.2,681.3
226,class5,wind-ons,91.56,63.48,157.56,0,0
226,class6,wind-ons,704.46,1016.88,1615.26,4388.94,1843.02
226,class7,wind-ons,256.32,1810.8,1919.64,3098.04,4306.98
227,class5,wind-ons,0.48,0.12,0,0,0
227,class6,wind-ons,10.92,1.8,44.82,17.52,163.2
227,class7,wind-ons,112.86,133.74,299.4,304.62,3042.72
227,class8,wind-ons,16.2,0,0,0,0
228,class10,wind-ons,7.8,0,0,0,0
228,class6,wind-ons,249,377.16,607.62,584.58,1054.26
228,class7,wind-ons,825.42,2542.62,9649.44,9825.24,10203.42
228,class8,wind-ons,11.1,43.38,7.98,581.28,347.04
228,class9,wind-ons,12.48,41.22,135.96,39.42,0
229,class7,wind-ons,431.7,378.9,934.8,468.3,2109.12
229,class8,wind-ons,216.96,413.22,697.08,563.7,540.72
229,class9,wind-ons,0.6,16.38,47.46,92.22,273.78
230,class6,wind-ons,21.48,3.12,1.56,0,0
230,class7,wind-ons,101.16,1150.32,1253.34,2868.3,4479.36
230,class8,wind-ons,70.56,28.56,20.22,649.44,404.64
230,class9,wind-ons,6.66,7.68,0,0,0
231,class10,wind-ons,1.08,15.9,1.68,35.58,44.22
231,class7,wind-ons,13.98,11.88,55.74,73.62,168.18
231,class8,wind-ons,53.34,116.4,512.94,1014.42,1182.24
231,class9,wind-ons,15.12,25.92,12.42,48.24,886.5
232,class10,wind-ons,147.6,841.08,620.28,294.96,416.88
232,class6,wind-ons,0.24,0,0,0,0
232,class7,wind-ons,106.62,76.2,120.36,1106.16,660.9
232,class8,wind-ons,203.52,286.68,380.46,1380.24,2843.16
232,class9,wind-ons,417.48,647.34,2712.78,3918.54,3579.72
233,class10,wind-ons,0.66,0,0,0,0
233,class6,wind-ons,3.96,0.66,50.52,0,0
233,class7,wind-ons,23.82,164.34,481.8,366.96,919.62
233,class8,wind-ons,0.48,7.74,257.88,78.36,523.56
233,class9,wind-ons,1.08,5.28,9.48,52.98,38.94
234,class10,wind-ons,1.02,9.84,10.32,21.54,0
234,class5,wind-ons,0.6,78,17.4,17.76,40.92
234,class6,wind-ons,0.42,0.42,40.8,44.94,158.28
234,class7,wind-ons,150.54,525,521.04,457.86,153.84
234,class8,wind-ons,636.42,255.96,627.96,601.32,1138.92
234,class9,wind-ons,80.4,87.72,37.02,507.48,53.28
235,class10,wind-ons,113.22,55.02,35.88,110.52,1025.04
235,class7,wind-ons,116.28,110.82,159.48,377.4,493.98
235,class8,wind-ons,573.12,1139.4,874.98,4128.54,2590.02
235,class9,wind-ons,187.2,407.7,2361.6,3992.22,6413.94
236,class7,wind-ons,7.38,33.36,179.28,614.22,646.32
236,class8,wind-ons,685.74,2972.34,5139.66,3383.94,5609.04
236,class9,wind-ons,32.88,204.42,894.84,709.98,2541.66
237,class10,wind-ons,2.94,14.76,21.18,0,0
237,class6,wind-ons,0.36,0,0,0,0
237,class7,wind-ons,0.24,73.92,10.32,47.34,48.78
237,class8,wind-ons,280.8,366.3,216.54,1606.5,760.98
237,class9,wind-ons,9.06,18.9,1.2,355.08,548.76
238,class10,wind-ons,37.44,337.86,453.12,614.88,677.04
238,class7,wind-ons,0.18,204.12,13.56,139.44,254.82
238,class8,wind-ons,335.22,1291.98,1888.68,4217.28,4367.22
238,class9,wind-ons,717.96,3085.68,5070.24,2555.76,2551.2
239,class10,wind-ons,0.06,2.28,1.32,37.32,0
239,class7,wind-ons,187.98,102.96,142.44,337.5,674.04
239,class8,wind-ons,20.28,279.36,802.2,670.56,1347.12
239,class9,wind-ons,20.76,16.44,39.06,67.08,287.28
240,class10,wind-ons,70.86,962.04,847.08,215.34,205.26
240,class6,wind-ons,0.12,0,0,0,0
240,class7,wind-ons,20.58,60.78,39.48,192.18,192.6
240,class8,wind-ons,307.8,2451,3929.4,4369.92,4277.4
240,class9,wind-ons,502.2,1353.3,4138.44,7169.88,4590.18
241,class10,wind-ons,35.52,182.46,342.24,886.08,679.62
241,class6,wind-ons,0.42,0.72,0.42,4.26,12.84
241,class7,wind-ons,1.86,23.76,9.9,17.1,14.88
241,class8,wind-ons,68.52,32.28,91.86,113.88,50.1
241,class9,wind-ons,19.68,81.36,367.8,408.3,405.24
242,class10,wind-ons,165.48,491.58,910.8,2027.4,1065.9
242,class6,wind-ons,0.42,0,0,0,0
242,class7,wind-ons,3.96,0.6,34.14,3.48,2.52
242,class8,wind-ons,113.34,148.5,371.94,267.36,163.02
242,class9,wind-ons,380.1,1830.84,1424.04,1317.48,1443.48
243,class10,wind-ons,443.88,336.66,1449.72,1969.44,3486.66
243,class2,wind-ons,1.32,0,0,0,0
243,class3,wind-ons,0.36,0,0,0,0
243,class4,wind-ons,2.76,0.48,0,0,0
243,class5,wind-ons,22.68,6.84,3.18,9.6,0.96
243,class6,wind-ons,32.28,27.36,31.62,17.7,1.8
243,class7,wind-ons,69.72,60.3,111.72,18.54,32.34
243,class8,wind-ons,110.34,275.58,121.26,415.02,211.08
243,class9,wind-ons,356.04,575.34,1238.46,678.78,48.36
244,class1,wind-ons,0.24,0,0,0,0
244,class10,wind-ons,501.78,501.84,552.42,2450.94,2161.26
244,class2,wind-ons,0.72,0,0,0,0
244,class4,wind-ons,0.3,0.12,0.96,1.08,0.24
244,class5,wind-ons,1.8,2.34,1.2,1.56,0.48
244,class6,wind-ons,7.68,12.9,50.82,8.16,8.94
244,class7,wind-ons,5.88,81.3,9.42,193.44,169.26
244,class8,wind-ons,101.1,99.36,295.14,621.78,306.12
244,class9,wind-ons,136.68,414.9,957.3,490.14,1200.3
245,class10,wind-ons,32.46,418.5,1025.88,1771.86,1953.42
245,class2,wind-ons,0.84,0,0,0,0
245,class3,wind-ons,0.6,0.12,0,0,0
245,class4,wind-ons,0.6,0.24,2.4,0,0
245,class5,wind-ons,1.74,2.64,0.12,2.04,3
245,class6,wind-ons,7.98,11.22,2.4,0.84,7.5
245,class7,wind-ons,12.78,34.14,4.14,5.16,4.38
245,class8,wind-ons,25.98,50.16,13.44,14.7,48.06
245,class9,wind-ons,139.5,146.16,30.54,57.96,198.84
246,class10,wind-ons,46.26,249.72,552.12,497.58,145.74
246,class8,wind-ons,1.32,0.36,1.02,0,0
246,class9,wind-ons,183.24,50.94,255.36,1014.3,702
247,class10,wind-ons,330.3,1146.12,1073.64,489.24,202.62
247,class7,wind-ons,1.68,5.16,0.6,0.36,0.12
247,class8,wind-ons,60.84,68.1,91.02,22.98,68.7
247,class9,wind-ons,182.16,450.48,597.36,1225.56,672
248,class10,wind-ons,20.28,308.88,460.5,1098.42,874.98
248,class6,wind-ons,3.24,3,2.76,1.08,1.44
248,class7,wind-ons,2.52,80.34,28.14,34.38,21.18
248,class8,wind-ons,40.92,63.36,90.96,118.2,584.22
248,class9,wind-ons,11.88,390.84,555.54,956.28,289.38
249,class1,wind-ons,0.48,0.12,1.8,0,0
249,class10,wind-ons,457.32,1572.12,3765.42,4588.98,4042.2
249,class3,wind-ons,0.6,4.68,0.12,0,0
249,class4,wind-ons,2.4,1.08,0,0,0
249,class5,wind-ons,0.12,0.6,0.24,3.24,3
249,class6,wind-ons,28.5,4.56,2.28,18.18,16.86
249,class7,wind-ons,25.38,28.5,52.68,162.9,285.48
249,class8,wind-ons,443.88,411.96,469.02,584.64,867.84
249,class9,wind-ons,3318.42,4379.58,5221.8,3828.06,1691.16
250,class1,wind-ons,0.24,0.36,1.92,0.06,0.12
250,class10,wind-ons,23.82,436.38,363.66,2078.88,1117.56
250,class2,wind-ons,1.56,0.84,3.48,0.24,0.12
250,class3,wind-ons,1.56,0.12,1.44,0.24,1.62
250,class4,wind-ons,4.32,5.22,0.72,11.1,3.12
250,class5,wind-ons,40.62,30.42,13.38,20.82,37.56
250,class6,wind-ons,226.2,30.36,106.14,113.7,42.18
250,class7,wind-ons,380.1,219.54,365.58,382.32,514.8
250,class8,wind-ons,84.9,558.24,878.16,479.76,183
250,class9,wind-ons,479.28,623.82,636.78,432.9,139.86
251,class10,wind-ons,7.2,33.48,19.02,88.98,42.84
251,class9,wind-ons,19.98,1.8,39.72,136.2,134.88
252,class10,wind-ons,147.6,97.5,573.12,1170.84,1872.18
252,class6,wind-ons,0.18,0.36,2.4,0.12,11.04
252,class7,wind-ons,12.36,12.24,34.14,135.9,142.44
252,class8,wind-ons,82.8,34.8,268.08,210.36,436.26
252,class9,wind-ons,299.52,688.32,2026.32,2136.54,778.8
253,class10,wind-ons,8.22,35.46,312.3,43.92,491.1
253,class5,wind-ons,0.24,2.4,4.32,0,0
253,class6,wind-ons,9.18,13.2,9.18,43.02,67.2
253,class7,wind-ons,11.46,37.44,277.56,114.84,259.32
253,class8,wind-ons,43.68,46.56,49.02,11.28,410.94
253,class9,wind-ons,136.32,276.54,193.98,133.68,104.76
254,class10,wind-ons,940.8,400.62,475.98,391.26,516.66
254,class6,wind-ons,0.84,1.32,0.48,3.36,0.48
254,class7,wind-ons,5.52,25.56,31.2,23.64,14.22
254,class8,wind-ons,6.24,50.1,20.82,32.64,139.86
254,class9,wind-ons,25.2,81.06,38.16,14.76,191.76
255,class10,wind-ons,438.54,995.1,971.28,1139.28,761.52
255,class6,wind-ons,0.36,0,0,0,0
255,class7,wind-ons,22.56,48.48,14.76,91.98,62.34
255,class8,wind-ons,14.52,254.04,589.68,1173.06,1832.88
255,class9,wind-ons,681.12,1332.54,1057.92,1308.06,1039.62
256,class4,wind-ons,0.18,0,0,0,0
256,class5,wind-ons,5.52,0.78,0.12,0,0
256,class6,wind-ons,49.56,18.24,239.28,809.64,133.68
256,class7,wind-ons,215.94,201,927.9,1409.88,1079.34
256,class8,wind-ons,722.16,1330.98,2231.04,2770.56,2794.32
257,class10,wind-ons,0.78,2.34,448.38,775.74,741.6
257,class3,wind-ons,0.36,0.12,0,0,0
257,class4,wind-ons,1.92,0.36,0.48,0.6,0
257,class5,wind-ons,5.22,1.14,2.52,1.56,0.6
257,class6,wind-ons,12.54,45.12,31.98,99.42,69.9
257,class7,wind-ons,64.14,175.56,153.36,331.02,209.4
257,class8,wind-ons,38.64,602.7,659.16,1470.12,1287.54
257,class9,wind-ons,4.44,1507.38,2197.02,2831.82,787.14
258,class10,wind-ons,14.28,0,0,0,0
258,class7,wind-ons,3.96,1.26,8.82,19.56,19.26
258,class8,wind-ons,8.04,199.68,433.74,507.12,564.84
258,class9,wind-ons,17.76,190.26,129.54,202.02,651.72
259,class10,wind-ons,3.54,32.34,104.1,176.34,195.18
259,class4,wind-ons,0.12,0,0,0,0
259,class5,wind-ons,3.12,1.68,0,0,0
259,class6,wind-ons,3.72,6,1.44,51.06,147.9
259,class7,wind-ons,1885.8,3680.4,6836.04,14055.12,9442.86
259,class8,wind-ons,1438.68,4793.04,14247.54,16011.9,7189.02
259,class9,wind-ons,189.9,2208.84,3287.46,5079.24,4876.56
260,class7,wind-ons,130.8,0.6,21.24,0,0
260,class8,wind-ons,553.62,1737.96,3887.76,4194.36,1371.36
260,class9,wind-ons,12.54,132.48,448.32,492.96,943.92
261,class6,wind-ons,1.2,1.56,0.48,0.42,0.24
261,class7,wind-ons,22.2,16.44,131.46,102.72,102.6
261,class8,wind-ons,474,571.56,923.28,1228.92,953.1
261,class9,wind-ons,40.98,178.38,159.06,193.08,439.8
262,class10,wind-ons,11.4,28.2,111,28.2,55.08
262,class7,wind-ons,191.7,312.18,442.5,534.78,2683.74
262,class8,wind-ons,1361.58,2641.8,5841.06,9904.02,9408.24
262,class9,wind-ons,535.08,2022.36,5783.22,10253.7,8008.86
263,class10,wind-ons,0.06,0,0,0,0
263,class7,wind-ons,1.32,83.16,3.9,88.56,33.42
263,class8,wind-ons,561.12,1321.62,1280.16,2412.84,5733.84
263,class9,wind-ons,254.94,4179.18,6872.7,4717.62,4405.08
264,class10,wind-ons,11.16,13.62,1655.46,1744.08,1008.9
264,class7,wind-ons,0.12,0,0,0,0
264,class8,wind-ons,13.68,11.1,8.88,50.4,206.52
264,class9,wind-ons,727.32,3116.22,5550.12,5918.16,2395.2
265,class10,wind-ons,364.5,361.62,444.36,1154.88,1406.94
265,class5,wind-ons,0.48,0,0,0,0
265,class6,wind-ons,0.36,2.52,0.48,6.24,26.28
265,class7,wind-ons,177.36,302.4,228.84,486.3,122.94
265,class8,wind-ons,1073.88,1999.74,1784.52,6026.04,4091.7
265,class9,wind-ons,2538.6,7111.5,11317.14,8366.7,7184.04
266,class10,wind-ons,1.74,80.34,144.66,49.86,52.74
266,class6,wind-ons,1.44,0,0,0,0
266,class7,wind-ons,3.6,4.92,0.36,0.48,0
266,class8,wind-ons,0.54,0.12,41.34,8.76,49.2
266,class9,wind-ons,28.14,226.5,292.98,434.1,518.4
267,class10,wind-ons,82.08,469.62,1870.62,2731.68,2444.46
267,class5,wind-ons,0.24,0.24,0.24,0.72,0
267,class6,wind-ons,1.62,4.44,6.84,12.66,8.76
267,class7,wind-ons,9.12,74.58,238.08,72.96,36.06
267,class8,wind-ons,888.06,1753.5,1934.4,2104.38,2380.68
267,class9,wind-ons,3257.34,11039.28,19438.92,18224.52,14392.92
268,class10,wind-ons,46.56,75.54,0,0,0
268,class7,wind-ons,2.52,0,0,0,0
268,class8,wind-ons,1.62,0.24,33.06,0.36,0.12
268,class9,wind-ons,13.32,73.5,119.34,30.9,489.06
269,class8,wind-ons,9.42,27.12,90.12,80.04,183.24
269,class9,wind-ons,45.48,17.34,169.2,835.98,568.2
270,class10,wind-ons,89.94,317.58,395.22,57.24,251.22
270,class7,wind-ons,1.26,1.68,0,0,0
270,class8,wind-ons,0.12,1.2,9.42,44.58,30.96
270,class9,wind-ons,272.16,1058.16,1792.26,783.9,1544.82
271,class7,wind-ons,0.12,3,0.24,0,0
271,class8,wind-ons,5.94,0.84,0.78,0.36,0
271,class9,wind-ons,13.26,41.04,3.96,41.7,538.98
272,class10,wind-ons,175.32,178.08,1145.4,1101.66,1666.86
272,class4,wind-ons,0.06,0,0,0,0
272,class5,wind-ons,1.56,0.06,0.54,1.98,0.24
272,class6,wind-ons,3.12,9.48,9.12,21.54,0.48
272,class7,wind-ons,9.96,27.9,70.14,109.14,127.56
272,class8,wind-ons,194.16,88.44,264.18,423.9,428.1
272,class9,wind-ons,97.44,229.56,284.64,1934.7,1897.44
273,class10,wind-ons,9.48,21.54,395.1,257.58,918.18
273,class7,wind-ons,4.14,4.98,4.38,2.22,20.64
273,class8,wind-ons,280.8,455.64,588,339.42,568.44
273,class9,wind-ons,62.46,194.46,79.32,3239.46,2309.58
274,class10,wind-ons,3.72,12.84,0,0,0
274,class5,wind-ons,0.36,0,0,0,0
274,class6,wind-ons,0.96,1.08,2.46,0.36,0
274,class7,wind-ons,3.24,4.92,6.48,1.08,23.82
274,class8,wind-ons,17.4,251.22,68.46,190.98,154.14
274,class9,wind-ons,42.18,99,118.44,370.68,705
275,class10,wind-ons,117.78,156.18,846.24,1121.82,529.02
275,class7,wind-ons,0.48,0.9,0.6,0.78,0.48
275,class8,wind-ons,934.2,1191.66,1275.42,1386.54,2305.68
275,class9,wind-ons,6346.68,16762.56,16520.46,13316.46,8487.48
276,class7,wind-ons,68.58,75.84,18.18,68.4,105.42
276,class8,wind-ons,6.54,14.64,118.68,1459.56,1007.4
277,class10,wind-ons,18.24,0,0,0,0
277,class7,wind-ons,148.5,265.8,272.28,1136.7,510.54
277,class8,wind-ons,613.5,2890.5,5605.02,6577.14,8458.62
277,class9,wind-ons,163.38,932.22,3759.66,6614.58,7084.62
278,class7,wind-ons,6.66,6.6,32.34,76.56,26.28
278,class8,wind-ons,35.16,678.42,1963.92,2723.58,1932.42
278,class9,wind-ons,26.58,39.06,108.42,284.28,3619.92
279,class10,wind-ons,131.64,92.22,63.48,1282.98,1651.68
279,class4,wind-ons,0.36,0,0,0,0
279,class5,wind-ons,0.12,0.3,0.24,0,0
279,class6,wind-ons,3.96,32.4,15.96,29.1,21.84
279,class7,wind-ons,223.14,171.18,217.86,282.36,418.02
279,class8,wind-ons,545.22,4535.1,3320.7,2713.68,2274.54
279,class9,wind-ons,840.6,2989.68,4257.54,3969.42,896.82
280,class10,wind-ons,5.88,31.26,26.76,37.56,995.28
280,class7,wind-ons,3,3.6,0.6,30.66,5.88
280,class8,wind-ons,70.92,154.32,139.2,87.84,553.32
280,class9,wind-ons,7.62,37.92,22.98,832.56,270.12
