# File: Dooley_CCS_USA.csv
# Title: CO2 Storage Capacity
# Units: In columns
# Source: Dahowski, R., Dooley, J., Davidson, C., Bachu, S. & Gupta, N. Building the Cost Curves for CO2 Storage: North America. IEA Greenhouse Gas R&D Programme, Cheltenham, UK. (2005).
# Wise, M., Dooley, J., Dahowski, R. & Davidson, C. Modeling the impacts of climate policy on the deployment of carbon dioxide capture and geologic storage across electric power regions in the United States. International Journal of Greenhouse Gas Control 1, 261-270 (2007).
# Dahowski, R. T., Davidson, C. L., Li, X. C. & Wei, N. A $70/tCO2 greenhouse gas mitigation backstop for China's industrial and electric power sectors: Insights from a comprehensive CCS cost curve. International Journal of Greenhouse Gas Control 11, 73-85, doi:10.1016/j.ijggc.2012.07.024 (2012).
# Dahowski, R., Davidson, C. & Dooley, J. Comparing large scale CCS deployment potential in the USA and China: A detailed analysis based on country-specific CO2 transport & storage cost curves. Energy Procedia 4, 2732-2739, doi:DOI: 10.1016/j.egypro.2011.02.175 (2011).
# Column types: cccnn 
# ----------
Timestep,GENUNIT,state,CO2_Mt,Cost_2005USDtCO2
TS1,P0873,NY,7.6,12.47
TS2,P0873,NY,7.6,12.47
TS1,P1042,TN,8.8,12.48
TS2,P1042,TN,8.8,12.48
TS1,EL0020,IA,5.1,12.49
TS2,EL0020,IA,5.1,12.49
TS3,EL0020,IA,5.1,12.49
TS4,EL0020,IA,5.1,12.49
TS5,EL0020,IA,5.1,12.49
TS5,H00219,CA,4.9,12.49
TS4,G01770,TX,5.4,12.49
TS5,G01770,TX,5.4,12.49
TS1,C02061,TN,7.5,12.51
TS2,C02061,TN,7.5,12.51
TS1,P0969,PA,8.7,12.52
TS2,P0969,PA,8.7,12.52
TS1,C01969,AL,8.6,12.52
TS2,C01969,AL,8.6,12.52
TS1,P0017,AL,18.2,12.54
TS2,P0017,AL,18.2,12.54
TS1,P0829,NY,7.4,12.54
TS2,P0829,NY,7.4,12.54
TS1,P0027,AL,5.5,12.56
TS2,P0027,AL,5.5,12.56
TS3,P0027,AL,5.5,12.56
TS4,P0027,AL,5.5,12.56
TS5,P0027,AL,5.5,12.56
TS1,P1209,VA,5.6,12.57
TS2,P1209,VA,5.6,12.57
TS3,P1209,VA,5.6,12.57
TS4,P1209,VA,5.6,12.57
TS5,P1209,VA,5.6,12.57
TS1,C01961,WA,9.1,12.57
TS2,C01961,WA,9.1,12.57
TS3,C01961,WA,9.1,12.57
TS4,C01961,WA,9.1,12.57
TS5,C01961,WA,9.1,12.57
TS5,P1100,TX,6.6,12.59
TS1,EL0028,IA,2.3,12.59
TS3,H00220,CA,4.1,12.59
TS3,P0074,CA,15.5,12.59
TS1,P1262,WI,7,12.59
TS2,P1262,WI,7,12.59
TS3,P1262,WI,7,12.59
TS4,P1262,WI,7,12.59
TS5,P1262,WI,7,12.59
TS1,C02060,TN,7.2,12.6
TS2,C02060,TN,7.2,12.6
TS1,I00861,IL,2,12.6
TS2,I00861,IL,2,12.6
TS3,I00861,IL,2,12.6
TS4,I00861,IL,2,12.6
TS5,I00861,IL,2,12.6
TS3,P0042,AL,176.8,12.6
TS2,G01426,LA,2.5,12.6
TS3,G01426,LA,2.5,12.6
TS4,G01426,LA,2.5,12.6
TS3,A00373,TX,2.5,12.61
TS4,A00373,TX,2.5,12.61
TS5,A00373,TX,2.5,12.61
TS3,P0017,AL,18.2,12.61
TS4,G01468,NM,6,12.62
TS5,G01468,NM,6,12.62
TS3,P1315,WY,2.4,12.64
TS4,P1315,WY,2.4,12.64
TS5,P1315,WY,2.4,12.64
TS1,P1031,SC,11.1,12.67
TS2,P1031,SC,11.1,12.67
TS3,P1031,SC,11.1,12.67
TS4,P1031,SC,11.1,12.67
TS5,P1031,SC,11.1,12.67
TS1,P0637,MI,3.4,12.67
TS2,P0637,MI,3.4,12.67
TS3,P0637,MI,3.4,12.67
TS4,P0637,MI,3.4,12.67
TS5,P0637,MI,3.4,12.67
TS3,R00608,CA,10.7,12.69
TS1,P1008,PA,6.8,12.71
TS2,P1008,PA,6.8,12.71
TS2,P0137,CA,4.4,12.72
TS3,P0137,CA,4.4,12.72
TS1,P0020,AL,6.7,12.73
TS2,P0020,AL,6.7,12.73
TS1,P0470,KS,31.7,12.74
TS3,R00721,TX,7.8,12.75
TS4,R00721,TX,7.8,12.75
TS5,R00721,TX,7.8,12.75
TS4,P0508,LA,8.7,12.76
TS5,P0508,LA,8.7,12.76
TS2,C02010,NY,10.4,12.78
TS3,C02010,NY,10.4,12.78
TS4,C02010,NY,10.4,12.78
TS5,C02010,NY,10.4,12.78
TS3,P0822,NY,10.4,12.79
TS4,P0822,NY,10.4,12.79
TS5,P0822,NY,10.4,12.79
TS3,EL0042,ID,2.3,12.81
TS4,EL0042,ID,2.3,12.81
TS5,EL0042,ID,2.3,12.81
TS1,C01992,NY,6.5,12.81
TS2,G01675,TX,1.9,12.83
TS3,G01675,TX,1.9,12.83
TS4,G01675,TX,1.9,12.83
TS5,G01675,TX,1.9,12.83
TS2,P0086,CA,4,12.84
TS3,P0086,CA,4,12.84
TS1,P0048,AR,9.3,12.85
TS2,P0048,AR,9.3,12.85
TS3,P0048,AR,9.3,12.85
TS4,P0048,AR,9.3,12.85
TS5,P0048,AR,9.3,12.85
TS1,I00891,OR,1.9,12.85
TS2,I00891,OR,1.9,12.85
TS3,I00891,OR,1.9,12.85
TS4,I00891,OR,1.9,12.85
TS5,I00891,OR,1.9,12.85
TS1,R00739,WA,18.8,12.85
TS2,R00739,WA,18.8,12.85
TS3,R00739,WA,18.8,12.85
TS4,R00739,WA,18.8,12.85
TS5,R00739,WA,18.8,12.85
TS2,G01370,LA,2.4,12.86
TS3,G01370,LA,2.4,12.86
TS4,G01370,LA,2.4,12.86
TS2,P0169,CA,2.8,12.86
TS1,P1199,UT,5,12.86
TS2,P1199,UT,5,12.86
TS3,P1199,UT,5,12.86
TS4,P1199,UT,5,12.86
TS5,P1199,UT,5,12.86
TS1,P0501,LA,2.4,12.86
TS2,P0501,LA,2.4,12.86
TS3,P0501,LA,2.4,12.86
TS1,P1005,PA,5.6,12.86
TS2,P1005,PA,5.6,12.86
TS3,P1005,PA,5.6,12.86
TS4,P1005,PA,5.6,12.86
TS5,P1005,PA,5.6,12.86
TS2,G01588,TX,1.9,12.88
TS3,G01588,TX,1.9,12.88
TS4,G01588,TX,1.9,12.88
TS5,G01588,TX,1.9,12.88
TS1,P0690,MO,5.6,12.91
TS2,P0690,MO,5.6,12.91
TS1,P0476,KY,3.4,12.92
TS2,P0476,KY,3.4,12.92
TS3,P0476,KY,3.4,12.92
TS4,P0476,KY,3.4,12.92
TS5,P0476,KY,3.4,12.92
TS2,EL0103,NE,4.6,12.92
TS3,EL0103,NE,4.6,12.92
TS4,EL0103,NE,4.6,12.92
TS5,EL0103,NE,4.6,12.92
TS1,C02011,MD,6.2,12.92
TS1,P0368,IA,6.7,12.93
TS2,P0368,IA,6.7,12.93
TS3,P0368,IA,6.7,12.93
TS4,P0368,IA,6.7,12.93
TS5,P0368,IA,6.7,12.93
TS1,P0975,PA,6.2,12.94
TS2,P0975,PA,6.2,12.94
TS3,P0849,NY,17.9,12.97
TS4,P0849,NY,17.9,12.97
TS5,P0849,NY,17.9,12.97
TS2,A00371,MS,7.7,12.98
TS3,A00371,MS,7.7,12.98
TS4,A00371,MS,7.7,12.98
TS5,A00371,MS,7.7,12.98
TS5,P0075,CA,20.4,12.98
TS1,P0847,NY,5.2,13
TS2,P0847,NY,5.2,13
TS3,P0847,NY,5.2,13
TS4,P0847,NY,5.2,13
TS5,P0847,NY,5.2,13
TS1,P0229,CT,6.2,13
TS2,P0229,CT,6.2,13
TS3,P0229,CT,6.2,13
TS4,P0229,CT,6.2,13
TS5,P0229,CT,6.2,13
TS1,P0721,NC,68,13.01
TS2,P0721,NC,68,13.01
TS3,P0980,PA,7.8,13.04
TS4,P0980,PA,7.8,13.04
TS5,P0980,PA,7.8,13.04
TS3,P0577,MD,9.7,13.04
TS4,P0577,MD,9.7,13.04
TS5,P0577,MD,9.7,13.04
TS1,EL0130,OR,1.9,13.05
TS2,EL0130,OR,1.9,13.05
TS3,EL0130,OR,1.9,13.05
TS4,EL0130,OR,1.9,13.05
TS5,EL0130,OR,1.9,13.05
TS1,P0733,NC,21.3,13.07
TS2,P0733,NC,21.3,13.07
TS3,P0733,NC,21.3,13.07
TS4,P0733,NC,21.3,13.07
TS5,P0733,NC,21.3,13.07
TS2,G01562,OK,2.4,13.07
TS3,G01562,OK,2.4,13.07
TS4,G01562,OK,2.4,13.07
TS5,G01562,OK,2.4,13.07
TS4,P0504,LA,2.5,13.14
TS5,P0504,LA,2.5,13.14
TS2,P0147,CA,9.3,13.14
TS3,P0147,CA,9.3,13.14
TS1,P0859,NY,5.7,13.14
TS1,P0872,NY,4.2,13.15
TS2,P0872,NY,4.2,13.15
TS3,P0872,NY,4.2,13.15
TS4,P0872,NY,4.2,13.15
TS5,P0872,NY,4.2,13.15
TS3,P1007,PA,9,13.15
TS4,P1007,PA,9,13.15
TS5,P1007,PA,9,13.15
TS2,EL0144,TN,5.1,13.16
TS1,P0576,MD,4.1,13.17
TS2,P0576,MD,4.1,13.17
TS3,P0576,MD,4.1,13.17
TS4,P0576,MD,4.1,13.17
TS5,P0576,MD,4.1,13.17
TS1,P0195,CO,2.6,13.17
TS2,P0195,CO,2.6,13.17
TS3,P0195,CO,2.6,13.17
TS4,P0195,CO,2.6,13.17
TS5,P0195,CO,2.6,13.17
TS2,G01499,OK,2.4,13.2
TS3,G01499,OK,2.4,13.2
TS4,G01499,OK,2.4,13.2
TS5,G01499,OK,2.4,13.2
TS5,G01360,LA,8.6,13.21
TS1,EL0133,SD,5,13.21
TS2,EL0133,SD,5,13.21
TS3,EL0133,SD,5,13.21
TS4,EL0133,SD,5,13.21
TS5,EL0133,SD,5,13.21
TS1,P0858,NY,5.5,13.23
TS2,G01577,TX,1.8,13.23
TS3,G01577,TX,1.8,13.23
TS4,G01577,TX,1.8,13.23
TS5,G01577,TX,1.8,13.23
TS4,G01695,TX,3.5,13.24
TS5,G01695,TX,3.5,13.24
TS1,P0828,NY,4.2,13.25
TS2,P0828,NY,4.2,13.25
TS3,P0828,NY,4.2,13.25
TS4,P0828,NY,4.2,13.25
TS5,P0828,NY,4.2,13.25
TS1,I00859,IL,1.9,13.25
TS2,I00859,IL,1.9,13.25
TS3,I00859,IL,1.9,13.25
TS4,I00859,IL,1.9,13.25
TS5,I00859,IL,1.9,13.25
TS1,P1034,SC,24.7,13.26
TS2,P1034,SC,24.7,13.26
TS3,P1034,SC,24.7,13.26
TS4,P1034,SC,24.7,13.26
TS5,P1034,SC,24.7,13.26
TS3,P0969,PA,8.7,13.26
TS4,P0969,PA,8.7,13.26
TS5,P0969,PA,8.7,13.26
TS4,C01973,CA,10.2,13.27
TS1,R00626,CO,4.9,13.27
TS2,R00626,CO,4.9,13.27
TS3,R00626,CO,4.9,13.27
TS4,R00626,CO,4.9,13.27
TS5,R00626,CO,4.9,13.27
TS1,P0848,NY,5.3,13.3
TS1,P0031,AL,2.8,13.31
TS2,P0031,AL,2.8,13.31
TS3,P0031,AL,2.8,13.31
TS4,P0031,AL,2.8,13.31
TS5,P0031,AL,2.8,13.31
TS1,C02006,WA,8,13.33
TS2,C02006,WA,8,13.33
TS3,C02006,WA,8,13.33
TS4,C02006,WA,8,13.33
TS5,C02006,WA,8,13.33
TS4,G01467,NM,3.5,13.35
TS5,G01467,NM,3.5,13.35
TS4,G01634,TX,3.5,13.35
TS4,G01771,TX,3.5,13.35
TS5,G01634,TX,3.5,13.35
TS5,G01771,TX,3.5,13.35
TS1,P1051,TN,4.7,13.37
TS2,P1051,TN,4.7,13.37
TS4,G01628,TX,4.9,13.39
TS5,G01628,TX,4.9,13.39
TS1,P0532,LA,5.8,13.39
TS2,P0532,LA,5.8,13.39
TS3,P0532,LA,5.8,13.39
TS2,P0102,CA,3.5,13.39
TS3,P0102,CA,3.5,13.39
TS1,P0781,NJ,2.2,13.41
TS2,P0781,NJ,2.2,13.41
TS3,P0781,NJ,2.2,13.41
TS4,P0781,NJ,2.2,13.41
TS5,P0781,NJ,2.2,13.41
TS2,C02004,UT,5,13.42
TS3,C02004,UT,5,13.42
TS4,C02004,UT,5,13.42
TS5,C02004,UT,5,13.42
TS3,P1008,PA,6.8,13.42
TS4,P1008,PA,6.8,13.42
TS5,P1008,PA,6.8,13.42
TS1,P1303,WV,3.9,13.43
TS2,P1303,WV,3.9,13.43
TS3,P1303,WV,3.9,13.43
TS4,P1303,WV,3.9,13.43
TS5,P1303,WV,3.9,13.43
TS1,P1227,VA,5.1,13.44
TS2,P1227,VA,5.1,13.44
TS2,G01544,OK,2.3,13.44
TS3,G01544,OK,2.3,13.44
TS4,G01544,OK,2.3,13.44
TS5,G01544,OK,2.3,13.44
TS1,A00380,IL,2.2,13.45
TS2,A00380,IL,2.2,13.45
TS3,A00380,IL,2.2,13.45
TS4,A00380,IL,2.2,13.45
TS5,A00380,IL,2.2,13.45
TS1,P0845,NY,4.3,13.47
TS2,P0845,NY,4.3,13.47
TS3,P0845,NY,4.3,13.47
TS4,P0845,NY,4.3,13.47
TS5,P0845,NY,4.3,13.47
TS4,P0017,AL,18.2,13.48
TS5,P0017,AL,18.2,13.48
TS1,EL0013,IA,2.8,13.5
TS2,EL0013,IA,2.8,13.5
TS3,EL0013,IA,2.8,13.5
TS4,EL0013,IA,2.8,13.5
TS5,EL0013,IA,2.8,13.5
TS1,P1029,SC,14.8,13.51
TS2,P1029,SC,14.8,13.51
TS3,P1029,SC,14.8,13.51
TS4,P1029,SC,14.8,13.51
TS5,P1029,SC,14.8,13.51
TS1,P0196,CO,4.5,13.54
TS2,P0196,CO,4.5,13.54
TS3,P0196,CO,4.5,13.54
TS4,P0196,CO,4.5,13.54
TS5,P0196,CO,4.5,13.54
TS1,P0976,PA,8.9,13.54
TS2,P0976,PA,8.9,13.54
TS3,P0976,PA,8.9,13.54
TS4,P0976,PA,8.9,13.54
TS5,P0976,PA,8.9,13.54
TS1,P0228,CT,8.1,13.55
TS2,P0228,CT,8.1,13.55
TS3,P0228,CT,8.1,13.55
TS4,P0228,CT,8.1,13.55
TS5,P0228,CT,8.1,13.55
TS1,P0998,PA,4.9,13.55
TS2,P0998,PA,4.9,13.55
TS1,P0313,GA,10.9,13.56
TS2,P0313,GA,10.9,13.56
TS3,P0313,GA,10.9,13.56
TS4,P0313,GA,10.9,13.56
TS5,P0313,GA,10.9,13.56
TS1,P0308,FL,2.1,13.6
TS2,P0308,FL,2.1,13.6
TS3,P0308,FL,2.1,13.6
TS4,P0308,FL,2.1,13.6
TS5,P0308,FL,2.1,13.6
TS2,EL0055,IN,1.9,13.61
TS2,EL0057,IN,1.9,13.61
TS3,EL0055,IN,1.9,13.61
TS3,EL0057,IN,1.9,13.61
TS4,EL0055,IN,1.9,13.61
TS4,EL0057,IN,1.9,13.61
TS5,EL0055,IN,1.9,13.61
TS5,EL0057,IN,1.9,13.61
TS2,G01252,AL,2,13.61
TS3,G01252,AL,2,13.61
TS4,G01252,AL,2,13.61
TS5,G01252,AL,2,13.61
TS4,P0535,LA,12.7,13.63
TS5,P0535,LA,12.7,13.63
TS4,G01657,TX,4.8,13.64
TS5,G01657,TX,4.8,13.64
TS3,A00386,OK,2.6,13.64
TS4,A00386,OK,2.6,13.64
TS5,A00386,OK,2.6,13.64
TS3,P0082,CA,3.5,13.65
TS1,P0256,FL,2.2,13.65
TS2,P0256,FL,2.2,13.65
TS3,P0256,FL,2.2,13.65
TS4,P0256,FL,2.2,13.65
TS5,P0256,FL,2.2,13.65
TS2,G01502,OK,2.3,13.65
TS3,G01502,OK,2.3,13.65
TS4,G01502,OK,2.3,13.65
TS5,G01502,OK,2.3,13.65
TS1,P0884,OH,1.8,13.66
TS2,P0884,OH,1.8,13.66
TS3,P0884,OH,1.8,13.66
TS4,P0884,OH,1.8,13.66
TS5,P0884,OH,1.8,13.66
TS1,P1009,PA,7,13.67
TS1,P1223,VA,14.2,13.67
TS2,P1223,VA,14.2,13.67
TS3,P1223,VA,14.2,13.67
TS4,P1223,VA,14.2,13.67
TS5,P1223,VA,14.2,13.67
TS3,I00847,AL,22.4,13.69
TS4,I00847,AL,22.4,13.69
TS5,I00847,AL,22.4,13.69
TS3,P0975,PA,6.2,13.72
TS4,P0975,PA,6.2,13.72
TS5,P0975,PA,6.2,13.72
TS3,P0117,CA,2.8,13.73
TS3,EL0108,NE,2.5,13.75
TS4,EL0108,NE,2.5,13.75
TS5,EL0108,NE,2.5,13.75
TS2,P0166,CA,6.2,13.76
TS5,G01387,LA,7.3,13.77
TS1,P1234,VA,3.7,13.77
TS2,P1234,VA,3.7,13.77
TS2,P0165,CA,6.2,13.78
TS1,P0599,MI,2,13.79
TS2,P0599,MI,2,13.79
TS3,P0599,MI,2,13.79
TS4,P0599,MI,2,13.79
TS5,P0599,MI,2,13.79
TS4,P0174,CA,11.7,13.8
TS2,G01354,LA,2.2,13.81
TS3,G01354,LA,2.2,13.81
TS4,G01354,LA,2.2,13.81
TS1,R00732,UT,4.3,13.82
TS2,R00732,UT,4.3,13.82
TS3,R00732,UT,4.3,13.82
TS4,R00732,UT,4.3,13.82
TS5,R00732,UT,4.3,13.82
TS2,R00616,CA,3.7,13.84
TS1,P0981,PA,5.7,13.89
TS4,G01753,TX,3.3,13.89
TS5,G01753,TX,3.3,13.89
TS1,P1243,WA,12.1,13.9
TS2,P1243,WA,12.1,13.9
TS3,P1243,WA,12.1,13.9
TS4,P1243,WA,12.1,13.9
TS5,P1243,WA,12.1,13.9
TS2,EL0027,IA,5.1,13.91
TS3,EL0027,IA,5.1,13.91
TS4,EL0027,IA,5.1,13.91
TS5,EL0027,IA,5.1,13.91
TS3,G01280,CA,6.2,13.92
TS1,P0014,AL,3.5,13.97
TS1,P0693,MO,5.8,14.01
TS2,P0693,MO,5.8,14.01
TS3,P0693,MO,5.8,14.01
TS4,P0693,MO,5.8,14.01
TS5,P0693,MO,5.8,14.01
TS2,EL0050,IL,2.2,14.06
TS3,EL0050,IL,2.2,14.06
TS4,EL0050,IL,2.2,14.06
TS5,EL0050,IL,2.2,14.06
TS4,P0153,CA,7.1,14.06
TS1,P1274,WI,4.3,14.07
TS2,P1274,WI,4.3,14.07
TS3,P1274,WI,4.3,14.07
TS4,P1274,WI,4.3,14.07
TS5,P1274,WI,4.3,14.07
TS1,P0050,AR,11.7,14.09
TS2,P0050,AR,11.7,14.09
TS3,P0050,AR,11.7,14.09
TS2,EL0073,MI,2.5,14.1
TS3,EL0073,MI,2.5,14.1
TS4,EL0073,MI,2.5,14.1
TS5,EL0073,MI,2.5,14.1
TS1,P0527,LA,9.2,14.1
TS2,P0527,LA,9.2,14.1
TS3,P0527,LA,9.2,14.1
TS4,P0074,CA,15.5,14.12
TS4,P0511,LA,8.7,14.13
TS5,P0511,LA,8.7,14.13
TS2,EL0123,NE,5.1,14.13
TS3,EL0123,NE,5.1,14.13
TS4,EL0123,NE,5.1,14.13
TS5,EL0123,NE,5.1,14.13
TS1,EL0018,IA,5.1,14.13
TS2,EL0018,IA,5.1,14.13
TS3,EL0018,IA,5.1,14.13
TS4,EL0018,IA,5.1,14.13
TS5,EL0018,IA,5.1,14.13
TS3,G01281,CA,5.8,14.16
TS1,C01985,MD,6.8,14.16
TS2,G01708,TX,2.2,14.18
TS3,G01708,TX,2.2,14.18
TS4,G01708,TX,2.2,14.18
TS5,G01708,TX,2.2,14.18
TS3,C02045,AL,15.8,14.21
TS4,C02045,AL,15.8,14.21
TS5,C02045,AL,15.8,14.21
TS3,C01969,AL,8.6,14.23
TS4,C01969,AL,8.6,14.23
TS5,C01969,AL,8.6,14.23
TS4,G01735,TX,3.9,14.24
TS5,G01735,TX,3.9,14.24
TS3,P0721,NC,68,14.24
TS4,P0721,NC,68,14.24
TS5,P0721,NC,68,14.24
TS3,P0039,AL,12.5,14.24
TS4,P0039,AL,12.5,14.24
TS5,P0039,AL,12.5,14.24
TS3,P0182,CA,3.3,14.25
TS1,P0791,NJ,3.3,14.28
TS1,P1233,VA,11.6,14.28
TS2,P1233,VA,11.6,14.28
TS1,P1053,TN,2.9,14.28
TS1,P0967,PA,3.3,14.3
TS2,P0967,PA,3.3,14.3
TS3,P0967,PA,3.3,14.3
TS4,P0967,PA,3.3,14.3
TS5,P0967,PA,3.3,14.3
TS1,EL0145,TN,3.1,14.38
TS2,EL0145,TN,3.1,14.38
TS3,P1227,VA,5.1,14.39
TS4,P1227,VA,5.1,14.39
TS5,P1227,VA,5.1,14.39
TS2,P1009,PA,7,14.42
TS3,P1009,PA,7,14.42
TS4,P1009,PA,7,14.42
TS5,P1009,PA,7,14.42
TS1,P0037,AL,5.6,14.43
TS2,P0037,AL,5.6,14.43
TS3,P0037,AL,5.6,14.43
TS4,P0037,AL,5.6,14.43
TS5,P0037,AL,5.6,14.43
TS2,EL0038,IA,5.1,14.45
TS3,EL0038,IA,5.1,14.45
TS4,EL0038,IA,5.1,14.45
TS5,EL0038,IA,5.1,14.45
TS4,H00213,CA,2.6,14.47
TS4,G01732,TX,3.1,14.48
TS5,G01732,TX,3.1,14.48
TS1,I00914,AL,4.9,14.48
TS2,I00914,AL,4.9,14.48
TS3,I00914,AL,4.9,14.48
TS4,I00914,AL,4.9,14.48
TS3,P0998,PA,4.9,14.53
TS4,P0998,PA,4.9,14.53
TS5,P0998,PA,4.9,14.53
TS1,EL0083,MN,4.6,14.53
TS2,EL0083,MN,4.6,14.53
TS3,EL0083,MN,4.6,14.53
TS4,EL0083,MN,4.6,14.53
TS5,EL0083,MN,4.6,14.53
TS1,I99001,NJ,3,14.54
TS2,I99001,NJ,3,14.54
TS2,EL0030,IA,2.5,14.55
TS3,EL0030,IA,2.5,14.55
TS4,EL0030,IA,2.5,14.55
TS5,EL0030,IA,2.5,14.55
TS2,P0129,CA,3.8,14.6
TS3,P0129,CA,3.8,14.6
TS4,G01647,TX,3.1,14.62
TS4,G01673,TX,3.1,14.62
TS5,G01647,TX,3.1,14.62
TS5,G01673,TX,3.1,14.62
TS3,P1233,VA,11.6,14.64
TS4,P1233,VA,11.6,14.64
TS5,P1233,VA,11.6,14.64
TS1,P0705,MS,2.4,14.65
TS2,P0705,MS,2.4,14.65
TS3,P0705,MS,2.4,14.65
TS4,P0705,MS,2.4,14.65
TS5,P0705,MS,2.4,14.65
TS3,P0873,NY,7.6,14.69
TS4,P0873,NY,7.6,14.69
TS5,P0873,NY,7.6,14.69
TS2,G01526,OK,2.1,14.69
TS3,G01525,OK,2.1,14.69
TS3,G01526,OK,2.1,14.69
TS4,G01525,OK,2.1,14.69
TS4,G01526,OK,2.1,14.69
TS5,G01525,OK,2.1,14.69
TS5,G01526,OK,2.1,14.69
TS4,G01478,NM,3.1,14.72
TS5,G01478,NM,3.1,14.72
TS1,P0834,NY,2.8,14.73
TS1,P0766,NH,56.6,14.74
TS2,P0766,NH,56.6,14.74
TS2,P0141,CA,3.7,14.75
TS3,P0141,CA,3.7,14.75
TS4,G01479,NM,3.1,14.77
TS5,G01479,NM,3.1,14.77
TS1,P0651,MN,2.5,14.78
TS2,P0651,MN,2.5,14.78
TS3,P0651,MN,2.5,14.78
TS4,P0651,MN,2.5,14.78
TS5,P0651,MN,2.5,14.78
TS1,R00734,UT,4.3,14.78
TS2,R00734,UT,4.3,14.78
TS3,R00734,UT,4.3,14.78
TS4,R00734,UT,4.3,14.78
TS5,R00734,UT,4.3,14.78
TS1,P0754,NE,2.6,14.78
TS2,P0754,NE,2.6,14.78
TS3,P0754,NE,2.6,14.78
TS4,P0754,NE,2.6,14.78
TS5,P0754,NE,2.6,14.78
TS2,P0114,CA,4,14.8
TS3,P0114,CA,4,14.8
TS1,P0734,NC,35.2,14.8
TS2,P0734,NC,35.2,14.8
TS1,P0843,NY,2.9,14.82
TS2,P0081,CA,3.6,14.82
TS3,P0081,CA,3.6,14.82
TS5,G01646,TX,2.7,14.9
TS2,EL0068,KS,2.1,14.9
TS3,EL0068,KS,2.1,14.9
TS4,EL0068,KS,2.1,14.9
TS5,EL0068,KS,2.1,14.9
TS1,P0875,NY,2.7,14.92
TS2,G01553,OK,2.2,14.95
TS3,G01553,OK,2.2,14.95
TS4,G01553,OK,2.2,14.95
TS5,G01553,OK,2.2,14.95
TS1,P0835,NY,3.6,14.96
TS2,P0835,NY,3.6,14.96
TS3,P0835,NY,3.6,14.96
TS4,P0835,NY,3.6,14.96
TS5,P0835,NY,3.6,14.96
TS1,R00681,NJ,3.1,14.96
TS2,R00681,NJ,3.1,14.96
TS3,R00681,NJ,3.1,14.96
TS4,R00681,NJ,3.1,14.96
TS5,R00681,NJ,3.1,14.96
TS1,P1264,WI,5.7,14.97
TS2,P1264,WI,5.7,14.97
TS3,P1264,WI,5.7,14.97
TS4,P1264,WI,5.7,14.97
TS5,P1264,WI,5.7,14.97
TS2,P0184,CA,3.5,14.98
TS5,P0531,LA,7.9,14.99
TS4,P0498,LA,11.5,15.01
TS5,P0498,LA,11.5,15.01
TS1,P1025,SC,6,15.02
TS2,P1025,SC,6,15.02
TS3,P1025,SC,6,15.02
TS4,P1025,SC,6,15.02
TS5,P1025,SC,6,15.02
TS2,C01985,MD,6.8,15.05
TS3,C01985,MD,6.8,15.05
TS4,C01985,MD,6.8,15.05
TS5,C01985,MD,6.8,15.05
TS1,P0862,NY,2.6,15.06
TS5,G01392,LA,6.2,15.1
TS1,P1214,VA,4,15.1
TS1,EL0022,IA,4.6,15.11
TS2,EL0022,IA,4.6,15.11
TS3,EL0022,IA,4.6,15.11
TS4,EL0022,IA,4.6,15.11
TS5,EL0022,IA,4.6,15.11
TS2,P0092,CA,3.4,15.13
TS2,P0113,CA,2.2,15.15
TS3,P0113,CA,2.2,15.15
TS1,P0951,PA,2.6,15.15
TS2,P0951,PA,2.6,15.15
TS4,P0532,LA,5.8,15.15
TS5,P0532,LA,5.8,15.15
TS1,G007-M,PA,2.6,15.16
TS2,G007-M,PA,2.6,15.16
TS2,G01561,OK,2,15.17
TS2,G01563,OK,2,15.17
TS3,G01561,OK,2,15.17
TS3,G01563,OK,2,15.17
TS4,G01561,OK,2,15.17
TS4,G01563,OK,2,15.17
TS5,G01561,OK,2,15.17
TS5,G01563,OK,2,15.17
TS3,P1051,TN,4.7,15.18
TS2,P0791,NJ,3.3,15.2
TS3,P0791,NJ,3.3,15.2
TS4,P0791,NJ,3.3,15.2
TS5,P0791,NJ,3.3,15.2
TS1,P1287,WV,2.5,15.21
TS2,P1287,WV,2.5,15.21
TS4,R00608,CA,10.7,15.22
TS5,G01354,LA,2.2,15.23
TS3,P0120,CA,2.5,15.24
TS1,P0510,LA,2,15.24
TS2,P0510,LA,2,15.24
TS3,P0510,LA,2,15.24
TS2,P0175,CA,4.2,15.24
TS3,P0175,CA,4.2,15.24
TS1,P1266,WI,2.3,15.25
TS2,P1266,WI,2.3,15.25
TS3,P1266,WI,2.3,15.25
TS4,P1266,WI,2.3,15.25
TS5,P1266,WI,2.3,15.25
TS4,P0527,LA,9.2,15.26
TS5,P0527,LA,9.2,15.26
TS3,P1087,TX,2.9,15.27
TS4,P1087,TX,2.9,15.27
TS5,P1087,TX,2.9,15.27
TS2,R00619,CA,4.2,15.28
TS4,G01726,TX,5.3,15.3
TS5,G01726,TX,5.3,15.3
TS2,P0156,CA,2.3,15.31
TS3,P0156,CA,2.3,15.31
TS1,I00815,PA,2.5,15.31
TS2,I00815,PA,2.5,15.31
TS1,P0736,NC,6.7,15.31
TS2,P0736,NC,6.7,15.31
TS3,P0736,NC,6.7,15.31
TS4,P0736,NC,6.7,15.31
TS5,P0736,NC,6.7,15.31
TS4,G01642,TX,2.9,15.38
TS5,G01635,TX,2.9,15.38
