# File: IMAGE_an_meat.csv
# Title: IMAGE animal production meat
# Units: Gg dm
# Author: XZ
# Source: IMAGE model (Jonathan Doelman)
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2063,pork,1330,6172,1309,513,1849,2099,1,1782,771,224,10982,1985,0,661,190,1993,21,464,725,40360,7735,382,595,351,36,796
2063,mutton & goat meat,13,74,86,34,197,266,872,893,1689,279,815,141,447,28,522,242,1785,700,12,3211,180,76,0,1074,905,190
2063,poultry & eggs,1302,16550,5091,2161,9136,8422,3868,4821,2027,1899,8990,2694,2773,1561,1078,4221,8153,9641,927,35714,11305,2969,2243,1551,3487,925
2063,total,4925,44686,10080,4583,24947,22280,8809,11044,17455,4723,45676,9744,7311,5056,6878,12664,16257,42937,2169,88893,22240,4076,3868,11420,17527,4226
2064,beef,913,7228,1638,760,8609,6231,1451,1398,3645,1724,5410,665,765,424,1472,1024,1840,3874,229,4917,1502,390,203,2497,2530,762
2064,milk,1380,14734,1970,1130,5194,5337,2674,2169,9442,631,19554,4261,3351,2399,3632,5210,4525,28328,277,4642,1557,259,821,5979,10620,1565
2064,pork,1334,6175,1318,515,1847,2112,1,1812,795,226,10972,1979,0,663,192,2000,21,468,721,40222,7797,382,590,352,36,820
2064,mutton & goat meat,13,75,87,35,201,268,879,897,1699,284,825,142,453,28,523,245,1806,705,12,3203,181,76,0,1080,909,190
2064,poultry & eggs,1308,16595,5117,2171,9132,8459,3890,4902,2075,1911,8985,2686,2778,1563,1087,4235,8237,9714,921,35598,11406,2964,2224,1561,3508,936
2064,total,4949,44808,10130,4610,24983,22407,8894,11178,17656,4775,45746,9732,7347,5078,6906,12714,16430,43090,2161,88582,22443,4072,3837,11469,17603,4274
2065,beef,921,7256,1651,767,8660,6286,1470,1403,3664,1754,5463,669,770,429,1478,1026,1864,3922,231,4901,1517,391,201,2508,2545,764
2065,milk,1386,14780,1972,1136,5181,5357,2712,2182,9544,635,19574,4259,3371,2411,3641,5234,4569,28351,277,4610,1580,260,816,6000,10657,1575
2065,pork,1338,6178,1327,518,1845,2126,1,1843,818,228,10963,1972,0,664,193,2007,22,472,717,40084,7859,383,585,352,37,845
2065,mutton & goat meat,13,77,88,35,204,270,886,900,1708,289,836,143,459,29,525,248,1828,710,12,3195,183,76,0,1085,913,191
2065,poultry & eggs,1315,16640,5144,2181,9129,8495,3911,4983,2122,1923,8981,2678,2783,1566,1096,4250,8322,9787,916,35482,11506,2959,2204,1572,3528,946
2065,total,4974,44931,10181,4637,25019,22534,8980,11311,17856,4828,45817,9720,7383,5099,6934,12765,16604,43243,2153,88271,22645,4068,3806,11517,17680,4321
2066,beef,929,7284,1663,775,8711,6340,1489,1409,3683,1784,5517,673,775,433,1484,1028,1888,3970,233,4884,1532,391,199,2518,2560,767
2066,milk,1392,14826,1974,1143,5168,5378,2750,2195,9646,638,19593,4257,3391,2424,3651,5257,4613,28375,276,4578,1603,260,811,6022,10693,1585
2066,pork,1342,6181,1335,520,1843,2140,1,1873,841,230,10954,1965,0,666,195,2014,22,476,712,39946,7921,384,580,353,37,869
2066,mutton & goat meat,13,78,89,36,207,272,893,903,1717,293,846,143,465,30,526,252,1849,715,13,3187,185,77,0,1091,917,192
2066,poultry & eggs,1322,16685,5170,2191,9125,8531,3932,5064,2169,1935,8976,2670,2788,1569,1105,4265,8406,9859,910,35365,11607,2953,2185,1582,3549,957
2066,total,4999,45054,10232,4664,25055,22662,9065,11444,18057,4881,45887,9708,7418,5121,6961,12815,16778,43395,2144,87961,22847,4065,3775,11565,17757,4369
2067,beef,937,7312,1676,782,8762,6395,1508,1414,3702,1814,5571,677,780,438,1490,1030,1912,4019,235,4868,1547,392,198,2528,2574,769
2067,milk,1398,14872,1977,1149,5156,5399,2788,2208,9747,642,19613,4254,3411,2436,3661,5281,4657,28398,276,4546,1626,260,807,6043,10730,1595
2067,pork,1346,6184,1344,522,1841,2153,1,1904,865,232,10945,1958,0,667,196,2020,22,480,708,39808,7983,384,575,353,37,893
2067,mutton & goat meat,13,79,90,36,211,275,900,907,1726,298,857,144,471,30,528,255,1871,720,13,3179,187,77,0,1096,922,192
2067,poultry & eggs,1329,16730,5197,2201,9121,8568,3953,5145,2216,1948,8972,2662,2793,1571,1114,4280,8490,9932,905,35249,11707,2948,2165,1593,3570,968
2067,total,5023,45177,10283,4691,25091,22789,9151,11578,18257,4933,45957,9697,7454,5143,6989,12866,16952,43548,2136,87650,23050,4061,3745,11614,17833,4417
2068,beef,945,7340,1688,790,8813,6450,1527,1419,3721,1843,5625,682,785,443,1495,1032,1936,4067,237,4852,1562,392,196,2539,2589,771
2068,milk,1404,14917,1979,1156,5143,5420,2826,2221,9849,646,19632,4252,3430,2449,3671,5304,4700,28421,275,4513,1649,260,802,6064,10767,1604
2068,pork,1350,6188,1353,525,1839,2167,1,1935,888,234,10936,1952,0,669,198,2027,22,483,704,39670,8045,385,570,354,38,917
2068,mutton & goat meat,14,80,90,36,214,277,908,910,1735,303,867,145,477,31,530,258,1893,725,13,3171,188,77,0,1102,926,193
2068,poultry & eggs,1336,16775,5224,2211,9117,8604,3974,5226,2264,1960,8968,2654,2798,1574,1123,4295,8574,10004,899,35133,11808,2943,2146,1604,3590,979
2068,total,5048,45300,10334,4718,25127,22917,9237,11711,18458,4986,46027,9685,7490,5165,7017,12916,17126,43701,2128,87339,23252,4057,3714,11662,17910,4464
2069,beef,953,7368,1701,797,8864,6504,1547,1425,3740,1873,5678,686,790,447,1501,1034,1960,4115,239,4835,1577,392,194,2549,2604,774
2069,milk,1409,14963,1981,1162,5130,5441,2864,2234,9951,650,19652,4250,3450,2461,3681,5328,4744,28444,275,4481,1672,261,797,6086,10804,1614
2069,pork,1354,6191,1361,527,1837,2181,1,1965,912,236,10926,1945,0,670,199,2034,22,487,700,39532,8107,385,565,355,38,941
2069,mutton & goat meat,14,81,91,37,217,279,915,914,1745,308,878,146,482,32,531,261,1914,731,13,3163,190,77,0,1107,930,194
2069,poultry & eggs,1343,16820,5250,2221,9113,8640,3995,5307,2311,1972,8963,2646,2803,1577,1132,4310,8658,10077,894,35017,11908,2938,2126,1614,3611,989
2069,total,5072,45423,10385,4745,25162,23044,9322,11845,18658,5039,46098,9673,7525,5187,7045,12967,17299,43853,2119,87029,23454,4053,3683,11711,17987,4512
2070,beef,960,7396,1713,805,8916,6559,1566,1430,3759,1903,5732,690,795,452,1507,1036,1984,4163,240,4819,1591,393,193,2559,2619,776
2070,milk,1415,15009,1984,1169,5117,5462,2902,2247,10052,653,19672,4248,3470,2474,3691,5351,4788,28467,274,4449,1695,261,793,6107,10840,1624
2070,pork,1358,6194,1370,530,1835,2194,1,1996,935,238,10917,1938,0,671,200,2041,23,491,695,39394,8170,386,560,355,39,965
2070,mutton & goat meat,14,82,92,37,221,281,922,917,1754,313,888,147,488,32,533,264,1936,736,13,3155,192,77,0,1113,935,194
2070,poultry & eggs,1349,16865,5277,2231,9109,8676,4016,5388,2358,1984,8959,2638,2808,1579,1142,4325,8742,10149,888,34901,12009,2932,2107,1625,3631,1000
2070,total,5097,45546,10436,4772,25198,23172,9408,11978,18859,5092,46168,9661,7561,5209,7072,13017,17473,44006,2111,86718,23657,4049,3652,11759,18063,4559
2071,beef,965,7408,1726,811,8949,6596,1577,1435,3771,1923,5755,692,798,456,1510,1037,2000,4222,242,4796,1605,393,191,2566,2631,779
2071,milk,1419,15038,1985,1176,5099,5479,2956,2257,10124,660,19709,4250,3505,2494,3696,5375,4834,28521,274,4416,1716,261,788,6124,10871,1632
2071,pork,1359,6190,1378,532,1832,2206,1,2015,958,239,10906,1930,0,672,201,2045,23,495,691,39217,8227,386,554,355,39,998
2071,mutton & goat meat,14,83,93,38,224,282,927,920,1760,317,894,148,494,33,533,266,1952,742,13,3143,193,77,0,1117,938,195
2071,poultry & eggs,1352,16888,5301,2238,9098,8702,4029,5450,2399,1992,8952,2627,2807,1580,1148,4334,8808,10208,882,34749,12103,2923,2086,1633,3647,1013
2071,total,5110,45607,10482,4794,25201,23265,9490,12077,19013,5131,46217,9647,7604,5236,7089,13057,17617,44187,2102,86320,23845,4041,3619,11794,18126,4617
2072,beef,969,7421,1739,817,8982,6634,1589,1439,3784,1943,5779,694,802,461,1514,1037,2016,4280,244,4773,1618,393,189,2573,2643,782
2072,milk,1423,15068,1987,1183,5080,5495,3009,2267,10196,666,19746,4253,3541,2515,3701,5399,4880,28574,273,4383,1738,261,783,6140,10901,1640
2072,pork,1360,6185,1386,534,1828,2218,1,2034,980,241,10894,1921,0,673,202,2049,23,498,686,39039,8285,386,549,355,40,1031
2072,mutton & goat meat,14,84,93,38,227,283,931,923,1766,321,900,148,499,33,534,268,1968,749,13,3131,194,77,0,1121,941,196
2072,poultry & eggs,1355,16911,5324,2246,9087,8728,4042,5513,2441,2000,8946,2617,2806,1581,1154,4343,8874,10267,876,34597,12197,2914,2065,1641,3663,1026
2072,total,5122,45668,10529,4817,25204,23359,9572,12176,19167,5171,46265,9632,7648,5263,7106,13097,17761,44368,2093,85922,24033,4032,3586,11830,18188,4675
2073,beef,974,7433,1752,823,9016,6671,1600,1444,3796,1963,5802,696,806,465,1517,1038,2032,4339,246,4750,1631,394,188,2579,2655,784
2073,milk,1427,15097,1988,1189,5061,5512,3062,2277,10268,673,19784,4255,3576,2536,3707,5423,4926,28628,273,4349,1760,262,779,6157,10931,1649
2073,pork,1362,6181,1394,536,1825,2230,1,2053,1003,242,10883,1912,0,673,203,2053,23,501,681,38862,8343,386,544,355,40,1064
2073,mutton & goat meat,14,85,94,38,230,285,936,926,1772,325,906,149,504,34,535,270,1983,755,13,3119,196,77,0,1125,945,196
2073,poultry & eggs,1358,16934,5348,2253,9075,8754,4054,5575,2482,2008,8939,2606,2805,1582,1161,4352,8941,10325,870,34445,12291,2905,2044,1649,3680,1038
2073,total,5135,45730,10576,4840,25207,23452,9654,12274,19321,5210,46314,9618,7691,5290,7122,13136,17905,44550,2084,85525,24220,4023,3554,11865,18250,4732
2074,beef,978,7445,1765,829,9049,6708,1612,1448,3809,1983,5826,698,810,469,1520,1038,2048,4398,248,4727,1644,394,186,2586,2666,787
2074,milk,1431,15127,1990,1196,5042,5529,3115,2286,10340,679,19821,4258,3611,2557,3712,5446,4972,28682,272,4316,1782,262,774,6174,10961,1657
2074,pork,1363,6177,1402,538,1822,2243,1,2073,1025,243,10872,1903,0,674,204,2057,23,505,677,38685,8401,386,538,355,40,1097
2074,mutton & goat meat,14,86,95,39,233,286,941,929,1778,329,912,149,509,35,535,272,1999,762,14,3106,197,77,0,1129,948,197
2074,poultry & eggs,1361,16957,5372,2261,9064,8780,4067,5637,2523,2015,8932,2595,2804,1583,1167,4362,9007,10384,864,34293,12385,2896,2023,1657,3696,1051
2074,total,5148,45791,10623,4863,25209,23546,9736,12373,19475,5250,46362,9603,7734,5317,7139,13176,18050,44731,2075,85127,24408,4014,3521,11900,18312,4790
2075,beef,982,7457,1778,836,9082,6746,1623,1453,3821,2003,5849,700,813,473,1524,1039,2064,4456,250,4703,1657,394,184,2592,2678,790
2075,milk,1435,15156,1991,1203,5023,5546,3168,2296,10412,686,19858,4260,3647,2578,3717,5470,5018,28736,272,4283,1803,262,769,6190,10991,1665
2075,pork,1364,6173,1410,540,1818,2255,1,2092,1048,244,10860,1895,0,674,205,2061,23,508,672,38508,8458,386,533,355,41,1130
2075,mutton & goat meat,15,86,95,39,236,287,945,932,1784,333,917,150,514,35,536,275,2015,769,14,3094,198,77,0,1133,951,198
2075,poultry & eggs,1364,16980,5396,2268,9053,8806,4079,5699,2564,2023,8926,2585,2803,1584,1173,4371,9073,10443,859,34141,12480,2886,2002,1665,3712,1064
2075,total,5160,45852,10670,4885,25212,23640,9818,12472,19629,5290,46411,9589,7777,5344,7155,13216,18194,44912,2066,84729,24596,4006,3488,11936,18374,4847
2076,beef,987,7470,1791,842,9116,6783,1635,1457,3833,2023,5873,702,817,477,1527,1039,2080,4515,252,4680,1670,395,182,2599,2690,793
2076,milk,1439,15186,1993,1210,5004,5562,3221,2306,10484,692,19896,4263,3682,2599,3722,5494,5064,28790,272,4250,1825,262,765,6207,11022,1674
2076,pork,1365,6168,1418,542,1815,2267,1,2111,1071,246,10849,1886,0,675,206,2065,24,512,668,38330,8516,385,527,355,41,1163
2076,mutton & goat meat,15,87,96,39,239,288,950,935,1790,337,923,150,519,36,537,277,2031,775,14,3082,199,77,0,1137,954,199
2076,poultry & eggs,1367,17003,5420,2276,9041,8832,4092,5761,2605,2031,8919,2574,2802,1584,1180,4380,9139,10501,853,33989,12574,2877,1981,1673,3728,1077
2076,total,5173,45914,10717,4908,25215,23733,9900,12570,19784,5329,46460,9574,7820,5371,7172,13255,18338,45093,2058,84331,24784,3997,3455,11971,18436,4905
2077,beef,991,7482,1803,848,9149,6821,1646,1462,3846,2043,5896,704,821,482,1530,1040,2096,4574,254,4657,1683,395,181,2606,2702,796
2077,milk,1443,15215,1994,1217,4985,5579,3274,2315,10556,699,19933,4265,3718,2619,3728,5518,5111,28844,271,4217,1847,262,760,6224,11052,1682
2077,pork,1366,6164,1426,543,1811,2279,1,2130,1093,247,10838,1877,0,676,207,2069,24,515,663,38153,8574,385,522,355,42,1196
2077,mutton & goat meat,15,88,97,40,242,290,955,937,1796,341,929,151,525,36,538,279,2047,782,14,3070,200,78,0,1141,958,199
2077,poultry & eggs,1370,17026,5443,2283,9030,8858,4104,5824,2646,2039,8912,2563,2801,1585,1186,4389,9205,10560,847,33837,12668,2868,1960,1681,3744,1089
2077,total,5186,45975,10763,4931,25218,23827,9982,12669,19938,5369,46508,9560,7863,5398,7188,13295,18482,45274,2049,83934,24972,3988,3422,12006,18498,4963
2078,beef,995,7494,1816,854,9183,6858,1658,1467,3858,2063,5920,706,824,486,1534,1041,2111,4632,256,4634,1696,395,179,2612,2714,798
2078,milk,1447,15245,1996,1224,4966,5596,3328,2325,10628,706,19970,4267,3753,2640,3733,5542,5157,28897,271,4184,1869,262,755,6240,11082,1690
2078,pork,1368,6160,1434,545,1808,2291,1,2150,1116,248,10826,1869,0,676,208,2073,24,519,659,37976,8632,385,517,356,42,1229
2078,mutton & goat meat,15,89,97,40,245,291,960,940,1803,345,935,151,530,37,538,281,2063,788,14,3057,201,78,0,1145,961,200
2078,poultry & eggs,1373,17049,5467,2291,9019,8884,4117,5886,2687,2046,8905,2553,2800,1586,1192,4398,9271,10619,841,33685,12762,2859,1939,1689,3761,1102
2078,total,5198,46037,10810,4954,25220,23920,10064,12767,20092,5408,46557,9545,7907,5425,7205,13335,18626,45455,2040,83536,25160,3979,3390,12042,18560,5020
2079,beef,1000,7506,1829,860,9216,6896,1670,1471,3871,2083,5943,708,828,490,1537,1041,2127,4691,258,4611,1709,396,177,2619,2726,801
2079,milk,1451,15274,1997,1230,4947,5613,3381,2335,10700,712,20008,4270,3788,2661,3738,5566,5203,28951,270,4151,1890,263,751,6257,11112,1698
2079,pork,1369,6156,1442,547,1805,2303,1,2169,1139,250,10815,1860,0,677,209,2077,24,522,654,37799,8690,385,511,356,42,1262
2079,mutton & goat meat,15,90,98,41,248,292,964,943,1809,349,941,152,535,37,539,283,2079,795,14,3045,202,78,0,1149,964,201
2079,poultry & eggs,1376,17072,5491,2298,9007,8910,4130,5948,2729,2054,8899,2542,2799,1587,1199,4408,9337,10677,835,33533,12856,2849,1918,1697,3777,1115
2079,total,5211,46098,10857,4976,25223,24014,10146,12866,20246,5448,46606,9531,7950,5452,7222,13375,18770,45636,2031,83138,25348,3971,3357,12077,18622,5078
2080,beef,1004,7518,1842,866,9249,6933,1681,1476,3883,2103,5967,710,832,494,1540,1042,2143,4749,259,4588,1722,396,176,2625,2738,804
2080,milk,1455,15304,1999,1237,4929,5630,3434,2344,10772,719,20045,4272,3824,2682,3743,5589,5249,29005,270,4117,1912,263,746,6274,11143,1707
2080,pork,1370,6152,1450,549,1801,2315,1,2188,1161,251,10804,1851,0,677,210,2081,24,526,649,37621,8747,385,506,356,43,1295
2080,mutton & goat meat,15,91,98,41,251,294,969,946,1815,353,947,152,540,38,540,285,2095,801,14,3033,204,78,0,1153,968,202
2080,poultry & eggs,1379,17095,5515,2305,8996,8936,4142,6010,2770,2062,8892,2531,2797,1588,1205,4417,9403,10736,829,33381,12950,2840,1896,1705,3793,1128
2080,total,5224,46159,10904,4999,25226,24107,10228,12965,20400,5488,46654,9516,7993,5479,7238,13414,18914,45817,2022,82740,25536,3962,3324,12112,18684,5135
2081,beef,1005,7517,1854,870,9271,6957,1694,1480,3892,2118,5964,709,834,498,1544,1041,2154,4800,260,4562,1737,396,174,2630,2748,807
2081,milk,1457,15316,1999,1243,4907,5643,3487,2352,10821,726,20081,4273,3862,2706,3749,5613,5293,29026,269,4084,1934,263,741,6285,11169,1714
2081,pork,1368,6141,1458,551,1797,2327,1,2200,1180,251,10792,1843,0,678,211,2084,24,529,645,37429,8803,385,501,355,43,1328
2081,mutton & goat meat,15,91,99,41,253,294,973,949,1819,357,949,152,544,38,540,286,2107,808,14,3018,205,78,0,1156,971,202
2081,poultry & eggs,1378,17096,5536,2311,8981,8956,4152,6058,2806,2065,8883,2521,2796,1588,1212,4424,9454,10788,824,33214,13040,2829,1878,1711,3808,1139
2081,total,5222,46161,10946,5016,25210,24177,10308,13038,20518,5517,46669,9499,8036,5507,7256,13447,19032,45951,2012,82308,25719,3950,3294,12137,18739,5190
2082,beef,1005,7515,1867,874,9292,6982,1707,1484,3902,2132,5961,709,837,501,1548,1040,2165,4850,260,4535,1751,396,172,2635,2759,810
2082,milk,1458,15328,1999,1248,4886,5655,3540,2359,10871,734,20118,4274,3900,2729,3754,5636,5337,29046,269,4051,1956,262,736,6297,11195,1721
2082,pork,1366,6130,1466,552,1794,2339,1,2211,1198,252,10780,1835,0,678,212,2087,24,533,641,37237,8859,384,497,355,43,1361
2082,mutton & goat meat,15,92,99,41,256,295,978,952,1824,360,951,152,549,39,541,287,2119,815,14,3004,206,78,0,1159,974,203
2082,poultry & eggs,1376,17098,5558,2317,8965,8976,4162,6106,2842,2067,8874,2511,2794,1588,1219,4430,9505,10840,818,33048,13130,2817,1860,1716,3822,1151
2082,total,5221,46162,10989,5032,25193,24247,10388,13112,20636,5546,46684,9481,8080,5535,7274,13480,19150,46084,2002,81875,25903,3938,3265,12162,18793,5245
2083,beef,1006,7513,1879,877,9313,7006,1720,1488,3911,2147,5958,709,839,505,1551,1039,2176,4901,261,4509,1765,396,170,2639,2769,812
2083,milk,1460,15340,2000,1254,4865,5668,3593,2367,10920,742,20154,4275,3939,2753,3760,5659,5381,29067,268,4018,1978,262,732,6308,11221,1728
2083,pork,1364,6119,1473,554,1790,2351,1,2222,1217,252,10768,1826,0,678,213,2090,25,536,636,37045,8915,384,492,355,43,1393
2083,mutton & goat meat,15,93,100,41,258,296,982,954,1828,363,953,152,553,39,542,289,2131,821,15,2989,208,78,0,1161,976,204
2083,poultry & eggs,1375,17099,5580,2322,8950,8995,4172,6154,2877,2070,8865,2501,2792,1588,1226,4437,9555,10891,813,32881,13220,2806,1841,1722,3837,1162
2083,total,5219,46164,11031,5049,25177,24317,10468,13185,20754,5575,46698,9464,8123,5564,7292,13513,19268,46217,1993,81442,26086,3925,3235,12186,18847,5300
2084,beef,1006,7511,1891,881,9335,7030,1733,1492,3921,2162,5956,709,841,508,1555,1038,2187,4951,261,4483,1780,395,168,2644,2779,815
2084,milk,1461,15352,2000,1260,4844,5681,3646,2374,10970,749,20190,4276,3977,2776,3765,5682,5425,29088,267,3985,2000,262,727,6320,11247,1736
2084,pork,1362,6109,1481,556,1786,2363,1,2234,1236,253,10756,1818,0,679,214,2093,25,540,632,36853,8971,383,488,355,44,1426
2084,mutton & goat meat,16,93,100,42,260,297,986,957,1833,367,955,152,558,40,543,290,2143,828,15,2974,209,78,0,1164,979,204
2084,poultry & eggs,1373,17101,5601,2328,8935,9015,4182,6202,2913,2073,8856,2491,2790,1588,1233,4444,9606,10943,807,32715,13310,2795,1823,1728,3852,1174
2084,total,5218,46165,11073,5065,25161,24387,10548,13259,20872,5604,46713,9446,8166,5592,7310,13547,19386,46350,1983,81009,26269,3913,3205,12211,18901,5354
2085,beef,1006,7509,1904,885,9356,7055,1746,1496,3930,2177,5953,709,844,512,1559,1038,2199,5002,262,4457,1794,395,166,2648,2789,818
2085,milk,1463,15364,2000,1265,4823,5694,3699,2382,11020,757,20227,4277,4015,2800,3771,5705,5468,29109,267,3952,2022,262,722,6332,11273,1743
2085,pork,1359,6098,1489,557,1783,2375,1,2245,1254,253,10744,1810,0,679,216,2096,25,543,628,36660,9027,383,483,355,44,1458
2085,mutton & goat meat,16,94,100,42,263,297,990,959,1837,370,957,152,562,40,544,291,2155,835,15,2960,211,78,0,1167,982,205
2085,poultry & eggs,1372,17102,5623,2333,8920,9035,4192,6250,2949,2076,8847,2480,2789,1589,1240,4450,9656,10995,802,32548,13399,2783,1805,1734,3866,1185
2085,total,5216,46167,11116,5082,25145,24456,10629,13332,20990,5633,46728,9428,8210,5620,7328,13580,19504,46484,1973,80577,26453,3901,3176,12236,18955,5409
2086,beef,1007,7507,1916,888,9377,7079,1759,1500,3939,2192,5950,709,846,515,1562,1037,2210,5052,262,4430,1808,395,164,2653,2800,821
2086,milk,1465,15376,2001,1271,4802,5707,3752,2389,11069,765,20263,4278,4053,2823,3776,5728,5512,29130,266,3918,2044,262,717,6343,11299,1750
2086,pork,1357,6087,1496,559,1779,2387,1,2256,1273,254,10732,1802,0,679,217,2099,25,547,624,36468,9083,382,478,355,44,1491
2086,mutton & goat meat,16,95,101,42,265,298,994,962,1841,373,960,152,567,41,544,292,2168,841,15,2945,212,78,0,1170,985,206
2086,poultry & eggs,1370,17103,5644,2339,8905,9055,4202,6298,2985,2079,8838,2470,2787,1589,1247,4457,9707,11047,796,32382,13489,2772,1786,1740,3881,1197
2086,total,5215,46168,11158,5099,25129,24526,10709,13406,21108,5662,46742,9411,8253,5648,7346,13613,19621,46617,1963,80144,26636,3889,3146,12260,19009,5464
2087,beef,1007,7505,1928,892,9399,7103,1772,1505,3949,2206,5947,709,849,519,1566,1036,2221,5103,263,4404,1823,395,162,2658,2810,823
2087,milk,1466,15388,2001,1277,4781,5720,3805,2396,11119,772,20299,4279,4092,2847,3782,5751,5556,29150,266,3885,2066,262,713,6355,11326,1757
2087,pork,1355,6076,1504,560,1775,2399,1,2268,1291,254,10720,1793,0,680,218,2102,25,550,619,36276,9139,382,474,355,44,1523
2087,mutton & goat meat,16,95,101,42,268,299,999,965,1846,377,962,152,571,41,545,293,2180,848,15,2931,213,78,0,1173,988,207
2087,poultry & eggs,1369,17105,5666,2344,8890,9074,4212,6345,3021,2081,8829,2460,2785,1589,1254,4464,9757,11099,791,32215,13579,2761,1768,1746,3896,1208
2087,total,5213,46170,11200,5115,25112,24596,10789,13479,21226,5691,46757,9393,8296,5676,7364,13646,19739,46750,1953,79711,26820,3877,3117,12285,19063,5519
2088,beef,1008,7503,1941,896,9420,7128,1785,1509,3958,2221,5944,708,851,523,1570,1035,2232,5153,263,4378,1837,395,160,2662,2820,826
2088,milk,1468,15400,2001,1282,4760,5733,3858,2404,11168,780,20336,4280,4130,2871,3787,5774,5600,29171,265,3852,2087,262,708,6366,11352,1765
2088,pork,1353,6065,1512,562,1772,2411,1,2279,1310,254,10708,1785,0,680,219,2105,25,554,615,36084,9195,381,469,354,45,1556
2088,mutton & goat meat,16,96,102,42,270,300,1003,967,1850,380,964,152,576,42,546,295,2192,855,15,2916,215,78,0,1175,991,207
2088,poultry & eggs,1367,17106,5688,2350,8874,9094,4222,6393,3057,2084,8820,2450,2783,1589,1261,4471,9808,11151,785,32049,13669,2749,1750,1752,3910,1220
2088,total,5212,46171,11243,5132,25096,24666,10869,13553,21344,5720,46772,9375,8340,5704,7383,13679,19857,46884,1943,79279,27003,3864,3087,12310,19118,5573
2089,beef,1008,7501,1953,899,9441,7152,1798,1513,3967,2236,5941,708,853,526,1573,1034,2243,5204,264,4352,1851,395,158,2667,2830,829
2089,milk,1469,15413,2002,1288,4739,5746,3911,2411,11218,788,20372,4281,4168,2894,3793,5797,5644,29192,264,3819,2109,261,703,6378,11378,1772
2089,pork,1351,6055,1519,563,1768,2423,1,2291,1329,255,10696,1777,0,680,220,2107,25,557,611,35892,9251,381,465,354,45,1588
2089,mutton & goat meat,16,97,102,43,272,300,1007,970,1855,383,966,152,580,42,547,296,2204,861,15,2902,216,78,0,1178,994,208
2089,poultry & eggs,1366,17108,5709,2355,8859,9114,4232,6441,3093,2087,8811,2440,2781,1589,1268,4477,9859,11203,780,31882,13759,2738,1731,1757,3925,1231
2089,total,5210,46173,11285,5148,25080,24736,10949,13626,21462,5749,46786,9358,8383,5732,7401,13712,19975,47017,1933,78846,27186,3852,3057,12335,19172,5628
2090,beef,1008,7499,1965,903,9463,7177,1811,1517,3977,2251,5939,708,856,530,1577,1033,2254,5254,264,4325,1866,394,157,2671,2841,832
2090,milk,1471,15425,2002,1293,4718,5759,3965,2419,11268,795,20408,4282,4206,2918,3798,5820,5688,29213,264,3786,2131,261,698,6389,11404,1779
2090,pork,1349,6044,1527,565,1764,2435,1,2302,1347,255,10684,1769,0,681,221,2110,25,561,606,35699,9307,380,460,354,45,1621
2090,mutton & goat meat,16,97,103,43,275,301,1011,973,1859,387,968,152,585,43,548,297,2216,868,15,2887,217,78,0,1181,997,209
2090,poultry & eggs,1364,17109,5731,2361,8844,9134,4242,6489,3129,2090,8802,2430,2780,1589,1275,4484,9909,11254,774,31716,13849,2727,1713,1763,3940,1243
2090,total,5209,46174,11328,5165,25064,24806,11030,13699,21579,5778,46801,9340,8426,5760,7419,13745,20093,47150,1923,78413,27370,3840,3028,12359,19226,5683
2091,beef,1006,7489,1977,906,9481,7194,1817,1520,3985,2262,5922,708,858,533,1582,1032,2263,5287,264,4300,1879,395,155,2674,2849,834
2091,milk,1470,15422,2002,1299,4699,5769,3996,2425,11306,802,20433,4284,4240,2939,3806,5844,5729,29174,263,3756,2149,261,694,6397,11423,1785
2091,pork,1345,6028,1535,566,1761,2448,1,2309,1361,255,10667,1762,0,681,222,2113,25,566,602,35527,9362,379,456,354,45,1646
2091,mutton & goat meat,16,98,103,43,277,302,1014,975,1863,389,968,152,589,43,549,298,2226,874,15,2872,218,78,0,1183,999,209
2091,poultry & eggs,1359,17093,5752,2366,8829,9150,4248,6527,3160,2088,8787,2421,2779,1589,1285,4491,9947,11312,769,31566,13935,2714,1698,1766,3954,1251
2091,total,5196,46130,11369,5180,25046,24862,11076,13757,21674,5796,46777,9327,8466,5785,7445,13778,20191,47213,1913,78020,27543,3827,3003,12375,19271,5725
2092,beef,1003,7478,1989,909,9499,7211,1824,1524,3993,2274,5905,707,860,536,1588,1031,2273,5320,264,4274,1892,395,153,2677,2857,836
2092,milk,1469,15420,2002,1304,4679,5779,4027,2430,11345,809,20457,4287,4275,2961,3814,5867,5769,29135,262,3726,2167,262,690,6405,11443,1791
2092,pork,1340,6012,1543,568,1758,2461,1,2317,1375,255,10649,1755,0,681,224,2116,26,571,598,35355,9417,379,453,354,45,1671
2092,mutton & goat meat,16,98,103,43,278,302,1017,977,1866,392,969,152,593,44,550,299,2237,879,15,2857,219,78,0,1186,1002,210
2092,poultry & eggs,1354,17077,5774,2371,8814,9166,4254,6565,3191,2086,8772,2413,2778,1589,1296,4497,9986,11370,764,31416,14021,2702,1682,1769,3969,1259
