Commodity,Commodity_Code,Year,State,StFips,Planted All Purposes,Planted All Purposes(UNIT),Harvested,Harvested(UNIT),Yield,Yield(UNIT),Production,Production(UNIT),Price per Unit,Price per Unit(UNIT),Value of production,Value of production(UNIT)
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Missouri,29,42,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Montana,30,125,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Nebraska,31,200,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Nevada,32,24,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,New Hampshire,33,2,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,New Jersey,34,2,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,New Mexico,35,45,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,New York,36,105,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,North Carolina,37,1,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,North Dakota,38,110,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Ohio,39,75,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Oklahoma,40,60,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Oregon,41,45,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Pennsylvania,42,110,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,South Dakota,46,190,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Tennessee,47,4,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Texas,48,26,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Utah,49,70,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Vermont,50,11,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Virginia,51,13,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Washington,53,85,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,West Virginia,54,4,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Wisconsin,55,500,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,Wyoming,56,30,thousand acres,,,,,,,,,,
Alfalfa & Alfalfa Mixtures - New Seedings,18191999,2006,United States,99,3184,thousand acres,,,,,,,,,,
Hay All (Dry),18999999,2006,Alabama,1,,,720,thousand acres,2,tons,1440,thousand tons,68,dols / ton,97920,thousand dollars
Hay All (Dry),18999999,2006,Alaska,2,,,20000,acre,1.1,tons,22000,tons,250,dols / ton,5500,thousand dollars
Hay All (Dry),18999999,2006,Arizona,4,,,295,thousand acres,7.63,tons,2251,thousand tons,130,dols / ton,292630,thousand dollars
Hay All (Dry),18999999,2006,Arkansas,5,,,1465,thousand acres,1.72,tons,2519,thousand tons,85.5,dols / ton,215916,thousand dollars
Hay All (Dry),18999999,2006,California,6,,,1680,thousand acres,5.7,tons,9568,thousand tons,111,dols / ton,1053512,thousand dollars
Hay All (Dry),18999999,2006,Colorado,8,,,1530,thousand acres,2.87,tons,4389,thousand tons,131,dols / ton,569373,thousand dollars
Hay All (Dry),18999999,2006,Connecticut,9,,,62,thousand acres,1.94,tons,120,thousand tons,185,dols / ton,22155,thousand dollars
Hay All (Dry),18999999,2006,Delaware,10,,,14,thousand acres,2.86,tons,40,thousand tons,155,dols / ton,6200,thousand dollars
Hay All (Dry),18999999,2006,Florida,12,,,300,thousand acres,2.3,tons,690,thousand tons,101,dols / ton,69690,thousand dollars
Hay All (Dry),18999999,2006,Georgia,13,,,650,thousand acres,1.8,tons,1170,thousand tons,65,dols / ton,76050,thousand dollars
Hay All (Dry),18999999,2006,Idaho,16,,,1470,thousand acres,3.74,tons,5505,thousand tons,118,dols / ton,640574,thousand dollars
Hay All (Dry),18999999,2006,Illinois,17,,,730,thousand acres,3.27,tons,2385,thousand tons,96.5,dols / ton,224693,thousand dollars
Hay All (Dry),18999999,2006,Indiana,18,,,630,thousand acres,3.36,tons,2119,thousand tons,98.5,dols / ton,209165,thousand dollars
Hay All (Dry),18999999,2006,Iowa,19,,,1470,thousand acres,3.53,tons,5189,thousand tons,86.5,dols / ton,440440,thousand dollars
Hay All (Dry),18999999,2006,Kansas,20,,,3050,thousand acres,2.15,tons,6550,thousand tons,103,dols / ton,628430,thousand dollars
Hay All (Dry),18999999,2006,Kentucky,21,,,2480,thousand acres,2.55,tons,6316,thousand tons,89,dols / ton,504480,thousand dollars
Hay All (Dry),18999999,2006,Louisiana,22,,,390,thousand acres,2.5,tons,975,thousand tons,63,dols / ton,61425,thousand dollars
Hay All (Dry),18999999,2006,Maine,23,,,140,thousand acres,1.81,tons,253,thousand tons,148,dols / ton,37508,thousand dollars
Hay All (Dry),18999999,2006,Maryland,24,,,205,thousand acres,2.78,tons,569,thousand tons,157,dols / ton,89480,thousand dollars
Hay All (Dry),18999999,2006,Massachusetts,25,,,78,thousand acres,2.03,tons,158,thousand tons,177,dols / ton,28032,thousand dollars
Hay All (Dry),18999999,2006,Michigan,26,,,1120,thousand acres,2.87,tons,3212,thousand tons,94,dols / ton,300404,thousand dollars
Hay All (Dry),18999999,2006,Minnesota,27,,,2070,thousand acres,2.74,tons,5679,thousand tons,78,dols / ton,435078,thousand dollars
Hay All (Dry),18999999,2006,Mississippi,28,,,780,thousand acres,2,tons,1560,thousand tons,61,dols / ton,95160,thousand dollars
Hay All (Dry),18999999,2006,Missouri,29,,,4140,thousand acres,1.68,tons,6944,thousand tons,75,dols / ton,496126,thousand dollars
Hay All (Dry),18999999,2006,Montana,30,,,2260,thousand acres,1.91,tons,4320,thousand tons,78,dols / ton,340155,thousand dollars
Hay All (Dry),18999999,2006,Nebraska,31,,,2750,thousand acres,2.03,tons,5588,thousand tons,90.5,dols / ton,495484,thousand dollars
Hay All (Dry),18999999,2006,Nevada,32,,,470,thousand acres,3.44,tons,1619,thousand tons,115,dols / ton,184085,thousand dollars
Hay All (Dry),18999999,2006,New Hampshire,33,,,56,thousand acres,2.05,tons,115,thousand tons,179,dols / ton,20558,thousand dollars
Hay All (Dry),18999999,2006,New Jersey,34,,,115,thousand acres,2.03,tons,234,thousand tons,131,dols / ton,30672,thousand dollars
Hay All (Dry),18999999,2006,New Mexico,35,,,320,thousand acres,4.07,tons,1302,thousand tons,164,dols / ton,211092,thousand dollars
Hay All (Dry),18999999,2006,New York,36,,,1520,thousand acres,1.84,tons,2790,thousand tons,113,dols / ton,316755,thousand dollars
Hay All (Dry),18999999,2006,North Carolina,37,,,690,thousand acres,2.41,tons,1663,thousand tons,69,dols / ton,115068,thousand dollars
Hay All (Dry),18999999,2006,North Dakota,38,,,2720,thousand acres,1.15,tons,3137,thousand tons,64,dols / ton,188513,thousand dollars
Hay All (Dry),18999999,2006,Ohio,39,,,1210,thousand acres,2.83,tons,3421,thousand tons,105,dols / ton,333497,thousand dollars
Hay All (Dry),18999999,2006,Oklahoma,40,,,3160,thousand acres,1.13,tons,3556,thousand tons,117,dols / ton,355264,thousand dollars
Hay All (Dry),18999999,2006,Oregon,41,,,1050,thousand acres,3.1,tons,3256,thousand tons,130,dols / ton,421080,thousand dollars
Hay All (Dry),18999999,2006,Pennsylvania,42,,,1750,thousand acres,2.93,tons,5125,thousand tons,136,dols / ton,716375,thousand dollars
Hay All (Dry),18999999,2006,Rhode Island,44,,,7,thousand acres,2.43,tons,17,thousand tons,181,dols / ton,3079,thousand dollars
Hay All (Dry),18999999,2006,South Carolina,45,,,360,thousand acres,1.9,tons,684,thousand tons,65,dols / ton,44460,thousand dollars
Hay All (Dry),18999999,2006,South Dakota,46,,,3100,thousand acres,1.35,tons,4180,thousand tons,79.5,dols / ton,323260,thousand dollars
Hay All (Dry),18999999,2006,Tennessee,47,,,1830,thousand acres,2.32,tons,4251,thousand tons,58.5,dols / ton,249522,thousand dollars
Hay All (Dry),18999999,2006,Texas,48,,,5150,thousand acres,1.68,tons,8675,thousand tons,131,dols / ton,1091325,thousand dollars
Hay All (Dry),18999999,2006,Utah,49,,,710,thousand acres,3.58,tons,2540,thousand tons,99.5,dols / ton,249340,thousand dollars
Hay All (Dry),18999999,2006,Vermont,50,,,205,thousand acres,1.59,tons,325,thousand tons,144,dols / ton,46860,thousand dollars
Hay All (Dry),18999999,2006,Virginia,51,,,1230,thousand acres,2.31,tons,2846,thousand tons,99,dols / ton,281204,thousand dollars
Hay All (Dry),18999999,2006,Washington,53,,,770,thousand acres,4.04,tons,3113,thousand tons,128,dols / ton,400609,thousand dollars
Hay All (Dry),18999999,2006,West Virginia,54,,,590,thousand acres,1.77,tons,1046,thousand tons,75.5,dols / ton,78830,thousand dollars
Hay All (Dry),18999999,2006,Wisconsin,55,,,2090,thousand acres,2.52,tons,5264,thousand tons,62,dols / ton,327264,thousand dollars
Hay All (Dry),18999999,2006,Wyoming,56,,,1050,thousand acres,2.01,tons,2115,thousand tons,101,dols / ton,215045,thousand dollars
Hay All (Dry),18999999,2006,United States,99,,,60632,thousand acres,2.32,tons,140783,thousand tons,110,dols / ton,13633837,thousand dollars
Hops,19199999,2006,Idaho,16,,,2797,acre,1613,pounds,4510.4,thousand lbs,1.61,dols / lb,7262,thousand dollars
Hops,19199999,2006,Oregon,41,,,5036,acre,1757,pounds,8848.5,thousand lbs,2.6,dols / lb,23006,thousand dollars
Hops,19199999,2006,Washington,53,,,21532,acre,2058,pounds,44312.9,thousand lbs,1.98,dols / lb,87740,thousand dollars
Hops,19199999,2006,United States,99,,,29365,acre,1964,pounds,57671.8,thousand lbs,2.05,dols / lb,118008,thousand dollars
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,California,6,,,1120,thousand acres,6.94,tons,7769,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Idaho,16,,,1195,thousand acres,4.59,tons,5482,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Illinois,17,,,430,thousand acres,4.17,tons,1795,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Iowa,19,,,1230,thousand acres,3.92,tons,4816,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Kansas,20,,,965,thousand acres,3.81,tons,3677,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Michigan,26,,,1005,thousand acres,3.53,tons,3547,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Minnesota,27,,,1585,thousand acres,3.44,tons,5455,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Missouri,29,,,400,thousand acres,2.96,tons,1184,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Nebraska,31,,,1215,thousand acres,3.34,tons,4061,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,New Mexico,35,,,229,thousand acres,5.06,tons,1159,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,New York,36,,,610,thousand acres,3.31,tons,2021,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Ohio,39,,,550,thousand acres,3.99,tons,2192,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Pennsylvania,42,,,660,thousand acres,3.81,tons,2512,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,South Dakota,46,,,1820,thousand acres,1.61,tons,2934,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Texas,48,,,160,thousand acres,4.42,tons,707,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Vermont,50,,,85,thousand acres,3.55,tons,302,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Washington,53,,,455,thousand acres,4.92,tons,2240,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,Wisconsin,55,,,2400,thousand acres,3.83,tons,9186,thousand tons,,,,
Forage Alfalfa(Dry Hay+Haylage),19591999,2006,United States,99,,,16114,thousand acres,3.79,tons,61039,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,California,6,,,1840,thousand acres,5.8,tons,10667,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Idaho,16,,,1550,thousand acres,4,tons,6202,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Illinois,17,,,750,thousand acres,3.34,tons,2506,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Iowa,19,,,1555,thousand acres,3.57,tons,5550,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Kansas,20,,,3075,thousand acres,2.16,tons,6643,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Michigan,26,,,1325,thousand acres,3.17,tons,4197,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Minnesota,27,,,2340,thousand acres,2.89,tons,6766,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Missouri,29,,,4160,thousand acres,1.69,tons,7034,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Nebraska,31,,,2770,thousand acres,2.06,tons,5713,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,New Mexico,35,,,345,thousand acres,4.09,tons,1410,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,New York,36,,,1990,thousand acres,2.51,tons,4996,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Ohio,39,,,1300,thousand acres,3.08,tons,3999,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Pennsylvania,42,,,2000,thousand acres,3.29,tons,6572,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,South Dakota,46,,,3125,thousand acres,1.36,tons,4246,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Texas,48,,,5230,thousand acres,1.7,tons,8897,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Vermont,50,,,335,thousand acres,2.7,tons,904,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Washington,53,,,820,thousand acres,4.3,tons,3523,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,Wisconsin,55,,,3000,thousand acres,3.44,tons,10318,thousand tons,,,,
Forage All(Dry Hay+Haylage),19599999,2006,United States,99,,,37510,thousand acres,2.67,tons,100143,thousand tons,,,,
Principal Crops,19999699,2006,Alabama,1,1982,thousand acres,1833,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Arizona,4,674,thousand acres,665,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Arkansas,5,7769,thousand acres,7646,thousand acres,,,,,,,,
Principal Crops,19999699,2006,California,6,4348,thousand acres,3855,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Colorado,8,5671,thousand acres,5101,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Connecticut,9,92,thousand acres,91,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Delaware,10,442,thousand acres,431,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Florida,12,1038,thousand acres,1017,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Georgia,13,3652,thousand acres,3229,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Hawaii,15,22,thousand acres,22,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Idaho,16,4243,thousand acres,4084,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Illinois,17,23202,thousand acres,23064,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Indiana,18,12325,thousand acres,12264,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Iowa,19,24455,thousand acres,24268,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Kansas,20,22506,thousand acres,21413,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Kentucky,21,5526,thousand acres,5399,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Louisiana,22,3185,thousand acres,3128,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Maine,23,272,thousand acres,266,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Maryland,24,1429,thousand acres,1315,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Massachusetts,25,100,thousand acres,97,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Michigan,26,6499,thousand acres,6441,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Minnesota,27,19684,thousand acres,19329,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Mississippi,28,4327,thousand acres,4277,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Missouri,29,13855,thousand acres,13694,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Montana,30,8559,thousand acres,8269,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Nebraska,31,18639,thousand acres,18165,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Nevada,32,508,thousand acres,493,thousand acres,,,,,,,,
Principal Crops,19999699,2006,New Hampshire,33,70,thousand acres,70,thousand acres,,,,,,,,
Principal Crops,19999699,2006,New Jersey,34,314,thousand acres,307,thousand acres,,,,,,,,
Principal Crops,19999699,2006,New Mexico,35,1088,thousand acres,732,thousand acres,,,,,,,,
Principal Crops,19999699,2006,New York,36,2917,thousand acres,2869,thousand acres,,,,,,,,
Principal Crops,19999699,2006,North Carolina,37,4643,thousand acres,4438,thousand acres,,,,,,,,
Principal Crops,19999699,2006,North Dakota,38,21501,thousand acres,20391,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Ohio,39,10082,thousand acres,9966,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Oklahoma,40,10398,thousand acres,7521,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Oregon,41,2134,thousand acres,2056,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Pennsylvania,42,3912,thousand acres,3850,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Rhode Island,44,10,thousand acres,10,thousand acres,,,,,,,,
Principal Crops,19999699,2006,South Carolina,45,1626,thousand acres,1583,thousand acres,,,,,,,,
Principal Crops,19999699,2006,South Dakota,46,16222,thousand acres,14392,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Tennessee,47,4554,thousand acres,4425,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Texas,48,22315,thousand acres,14343,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Utah,49,1007,thousand acres,948,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Vermont,50,290,thousand acres,286,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Virginia,51,2642,thousand acres,2562,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Washington,53,3639,thousand acres,3551,thousand acres,,,,,,,,
Principal Crops,19999699,2006,West Virginia,54,660,thousand acres,656,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Wisconsin,55,8143,thousand acres,7932,thousand acres,,,,,,,,
Principal Crops,19999699,2006,Wyoming,56,1483,thousand acres,1407,thousand acres,,,,,,,,
Principal Crops,19999699,2006,United States,99,315645,thousand acres,294453,thousand acres,,,,,,,,
Field & Misc Crops,19999999,2006,Alabama,1,,,,,,,,,,,411302,thousand dollars
Field & Misc Crops,19999999,2006,Arizona,4,,,,,,,,,,,544321,thousand dollars
Field & Misc Crops,19999999,2006,Arkansas,5,,,,,,,,,,,2616467,thousand dollars
Field & Misc Crops,19999999,2006,California,6,,,,,,,,,,,2945157,thousand dollars
Field & Misc Crops,19999999,2006,Colorado,8,,,,,,,,,,,1489266,thousand dollars
Field & Misc Crops,19999999,2006,Connecticut,9,,,,,,,,,,,70741,thousand dollars
Field & Misc Crops,19999999,2006,Delaware,10,,,,,,,,,,,148208,thousand dollars
Field & Misc Crops,19999999,2006,Florida,12,,,,,,,,,,,815945,thousand dollars
Field & Misc Crops,19999999,2006,Georgia,13,,,,,,,,,,,1119487,thousand dollars
Field & Misc Crops,19999999,2006,Hawaii,15,,,,,,,,,,,90053,thousand dollars
Field & Misc Crops,19999999,2006,Idaho,16,,,,,,,,,,,2276747,thousand dollars
Field & Misc Crops,19999999,2006,Illinois,17,,,,,,,,,,,9312545,thousand dollars
Field & Misc Crops,19999999,2006,Indiana,18,,,,,,,,,,,4860136,thousand dollars
Field & Misc Crops,19999999,2006,Iowa,19,,,,,,,,,,,10028570,thousand dollars
Field & Misc Crops,19999999,2006,Kansas,20,,,,,,,,,,,4219914,thousand dollars
Field & Misc Crops,19999999,2006,Kentucky,21,,,,,,,,,,,1806754,thousand dollars
Field & Misc Crops,19999999,2006,Louisiana,22,,,,,,,,,,,1300176,thousand dollars
Field & Misc Crops,19999999,2006,Maine,23,,,,,,,,,,,185450,thousand dollars
Field & Misc Crops,19999999,2006,Maryland,24,,,,,,,,,,,437656,thousand dollars
Field & Misc Crops,19999999,2006,Massachusetts,25,,,,,,,,,,,48642,thousand dollars
Field & Misc Crops,19999999,2006,Michigan,26,,,,,,,,,,,2281287,thousand dollars
Field & Misc Crops,19999999,2006,Minnesota,27,,,,,,,,,,,6811313,thousand dollars
Field & Misc Crops,19999999,2006,Mississippi,28,,,,,,,,,,,1183561,thousand dollars
Field & Misc Crops,19999999,2006,Missouri,29,,,,,,,,,,,3461429,thousand dollars
Field & Misc Crops,19999999,2006,Montana,30,,,,,,,,,,,1264002,thousand dollars
Field & Misc Crops,19999999,2006,Nebraska,31,,,,,,,,,,,6088307,thousand dollars
Field & Misc Crops,19999999,2006,Nevada,32,,,,,,,,,,,206967,thousand dollars
Field & Misc Crops,19999999,2006,New Hampshire,33,,,,,,,,,,,23368,thousand dollars
Field & Misc Crops,19999999,2006,New Jersey,34,,,,,,,,,,,92265,thousand dollars
Field & Misc Crops,19999999,2006,New Mexico,35,,,,,,,,,,,330617,thousand dollars
Field & Misc Crops,19999999,2006,New York,36,,,,,,,,,,,702069,thousand dollars
Field & Misc Crops,19999999,2006,North Carolina,37,,,,,,,,,,,1791769,thousand dollars
Field & Misc Crops,19999999,2006,North Dakota,38,,,,,,,,,,,3693603,thousand dollars
Field & Misc Crops,19999999,2006,Ohio,39,,,,,,,,,,,3433533,thousand dollars
Field & Misc Crops,19999999,2006,Oklahoma,40,,,,,,,,,,,958225,thousand dollars
Field & Misc Crops,19999999,2006,Oregon,41,,,,,,,,,,,852570,thousand dollars
Field & Misc Crops,19999999,2006,Pennsylvania,42,,,,,,,,,,,1750802,thousand dollars
Field & Misc Crops,19999999,2006,Rhode Island,44,,,,,,,,,,,4431,thousand dollars
Field & Misc Crops,19999999,2006,South Carolina,45,,,,,,,,,,,455085,thousand dollars
Field & Misc Crops,19999999,2006,South Dakota,46,,,,,,,,,,,2491692,thousand dollars
Field & Misc Crops,19999999,2006,Tennessee,47,,,,,,,,,,,1236260,thousand dollars
Field & Misc Crops,19999999,2006,Texas,48,,,,,,,,,,,3983819,thousand dollars
Field & Misc Crops,19999999,2006,Utah,49,,,,,,,,,,,306095,thousand dollars
Field & Misc Crops,19999999,2006,Vermont,50,,,,,,,,,,,66558,thousand dollars
Field & Misc Crops,19999999,2006,Virginia,51,,,,,,,,,,,692358,thousand dollars
Field & Misc Crops,19999999,2006,Washington,53,,,,,,,,,,,1887520,thousand dollars
Field & Misc Crops,19999999,2006,West Virginia,54,,,,,,,,,,,95562,thousand dollars
Field & Misc Crops,19999999,2006,Wisconsin,55,,,,,,,,,,,2317161,thousand dollars
Field & Misc Crops,19999999,2006,Wyoming,56,,,,,,,,,,,316359,thousand dollars
Field & Misc Crops,19999999,2006,United States,99,,,,,,,,,,,93532836,thousand dollars
Coffee,25199999,2006,Hawaii,15,,,6300,acre,1170,pounds,7400,thousand lbs,4.3,dols / lb,31820,thousand dollars
Coffee,25199999,2006,Puerto Rico,72,,,40000,acre,450,pounds,18000,thousand lbs,2.57,dols / lb,46260,thousand dollars
Coffee,25199999,2006,United States,99,,,6300,acre,1170,pounds,7400,thousand lbs,4.3,dols / lb,31820,thousand dollars
Taro,37799999,2006,Hawaii,15,,,380,acre,,,4500,thousand lbs,0.57,dols / lb,2565,thousand dollars
Taro,37799999,2006,United States,99,,,380,acre,,,4500,thousand lbs,0.57,dols / lb,2565,thousand dollars
Potatoes All,39199999,2006,Alabama,1,1.7,thousand acres,1.6,thousand acres,150,hundredweight,240,thousand hundredweight,15,dols / cwt,3600,thousand dollars
Potatoes All,39199999,2006,Alaska,2,860,acre,840,acre,221,hundredweight,186000,hundredweight,20.2,dols / cwt,3757,thousand dollars
Potatoes All,39199999,2006,Arizona,4,3.9,thousand acres,3.9,thousand acres,300,hundredweight,1170,thousand hundredweight,13.4,dols / cwt,15678,thousand dollars
Potatoes All,39199999,2006,California,6,39.5,thousand acres,39.5,thousand acres,361,hundredweight,14240,thousand hundredweight,12.3,dols / cwt,173257,thousand dollars
Potatoes All,39199999,2006,Colorado,8,63.6,thousand acres,63.3,thousand acres,379,hundredweight,23982,thousand hundredweight,7.95,dols / cwt,190463,thousand dollars
Potatoes All,39199999,2006,Delaware,10,3,thousand acres,2.1,thousand acres,240,hundredweight,504,thousand hundredweight,9.25,dols / cwt,4662,thousand dollars
Potatoes All,39199999,2006,Florida,12,28.8,thousand acres,28.1,thousand acres,278,hundredweight,7816,thousand hundredweight,18.8,dols / cwt,146462,thousand dollars
Potatoes All,39199999,2006,Idaho,16,335,thousand acres,334,thousand acres,386,hundredweight,128915,thousand hundredweight,5.9,dols / cwt,760599,thousand dollars
Potatoes All,39199999,2006,Illinois,17,6.5,thousand acres,6.3,thousand acres,395,hundredweight,2489,thousand hundredweight,6.5,dols / cwt,16175,thousand dollars
Potatoes All,39199999,2006,Kansas,20,6,thousand acres,5.7,thousand acres,320,hundredweight,1824,thousand hundredweight,10.6,dols / cwt,19334,thousand dollars
Potatoes All,39199999,2006,Maine,23,58.5,thousand acres,57,thousand acres,305,hundredweight,17385,thousand hundredweight,7.8,dols / cwt,135603,thousand dollars
Potatoes All,39199999,2006,Maryland,24,4,thousand acres,2.9,thousand acres,320,hundredweight,928,thousand hundredweight,10.1,dols / cwt,9373,thousand dollars
Potatoes All,39199999,2006,Massachusetts,25,3.1,thousand acres,3.1,thousand acres,240,hundredweight,744,thousand hundredweight,10.1,dols / cwt,7514,thousand dollars
Potatoes All,39199999,2006,Michigan,26,43.5,thousand acres,43,thousand acres,330,hundredweight,14190,thousand hundredweight,8.35,dols / cwt,118487,thousand dollars
Potatoes All,39199999,2006,Minnesota,27,53,thousand acres,50,thousand acres,425,hundredweight,21250,thousand hundredweight,6.15,dols / cwt,130688,thousand dollars
Potatoes All,39199999,2006,Missouri,29,7.8,thousand acres,7.6,thousand acres,315,hundredweight,2394,thousand hundredweight,6.15,dols / cwt,14723,thousand dollars
Potatoes All,39199999,2006,Montana,30,10.6,thousand acres,10.5,thousand acres,335,hundredweight,3518,thousand hundredweight,9,dols / cwt,31658,thousand dollars
Potatoes All,39199999,2006,Nebraska,31,19.5,thousand acres,19.4,thousand acres,450,hundredweight,8730,thousand hundredweight,7.35,dols / cwt,64166,thousand dollars
